market_code,股票代码,code,涨停原因类别[20260805]
33,002491.SZ,002491,光纤光缆+光棒扩产+中报预计扭亏
33,002957.SZ,002957,光模块设备+人形机器人+精密零部件
33,002607.SZ,002607,职业教育+就业培训龙头+AI应用
33,002579.SZ,002579,PCB+高阶HDI+AIPC+定增通过
33,002963.SZ,002963,液冷服务器+智慧灯杆+照明工程
17,688549.SH,688549,六氟化钨+存储芯片+电子化学品
17,603657.SH,603657,家庭具身机器人+小米概念+清洁电器
33,300552.SZ,300552,激光雷达+车路云+机器人
17,603823.SH,603823,光刻胶+战略入股+PEEK材料
17,603663.SH,603663,锆铪分离+半导体+固态电池+业绩预增
17,603256.SH,603256,特种电子布+PCB概念+中报预增
33,300248.SZ,300248,AI应用+星普大模型备案+智慧校园
33,002636.SZ,002636,覆铜板+PCB概念+扩产+半年报预增
33,002674.SZ,002674,磷化铟收购+半导体+机器人电子皮肤+汽车内饰皮革
17,600397.SH,600397,钨钽铌资产注入+磁选装备+江西国资
33,002908.SZ,002908,AI应用+社保服务+智慧政务
33,001359.SZ,001359,电子布+PCB概念+泰国建厂
17,603115.SH,603115,AI电极箔+中报预增+产品涨价+全球龙头
33,002734.SZ,002734,农药+先正达续约+回购注销
33,001210.SZ,001210,磁悬浮热泵+综合能源+新能源供热
17,688600.SH,688600,液冷服务器+科学仪器+业绩扭亏
33,000593.SZ,000593,举牌+天然气+氢能
33,002182.SZ,002182,镁合金+机器人+国企改革+小金属
33,002990.SZ,002990,算力+机器人+智慧口岸+中报预增
17,603297.SH,603297,光刻机+精密光学+收购江丰生物
33,001225.SZ,001225,物料输送设备+一带一路+水泥建材
33,301026.SZ,301026,小金属+贵金属回收+回购
33,001337.SZ,001337,黄金+半年报预增+金精矿+国企
33,002980.SZ,002980,CPO+光通信测试+AI眼镜+中报预增
17,600721.SH,600721,CRO+创新药+金华国资入主
33,000751.SZ,000751,金属铟+锌铜冶炼+一季报增长
17,603626.SH,603626,机器人+消费电子+AI散热+扭亏为盈
17,601208.SH,601208,高速电子树脂+AI算力+中报预增
33,300686.SZ,300686,拟3亿投建+光通信材料+固态电池+机器人概念
17,603061.SH,603061,半导体测试分选机+可转债受理+中报预增
33,002213.SZ,002213,半导体存储+锂矿审批推进+定增获批+中报预增
17,600078.SH,600078,磷化工+黄磷涨价+中报预增
17,603629.SH,603629,算力租赁+英伟达合作+中报预增
17,688596.SH,688596,转债强赎+电子特气+碳化硅陶瓷+半导体设备零部件
17,600611.SH,600611,无人驾驶+上海出租车+间接投资长江存储+算力
33,002119.SZ,002119,半导体封装材料+引线框架+存储芯片+股份回购
17,603004.SH,603004,商业航天+PBO单体+特种工程材料单体平台
17,600206.SH,600206,半年报增长+半导体靶材+聚焦集成电路主业+央企
17,600172.SH,600172,金刚石散热+培育钻石+许昌国资
17,600367.SH,600367,玻璃基板上游+MLCC上游+碳酸锶+青岛国资
33,002425.SZ,002425,游戏IP+AI应用+半年报预计扭亏
33,000712.SZ,000712,证券+算力租赁+扣非扭亏
33,002348.SZ,002348,签署算力大单+AI玩具+塑胶玩具
33,002971.SZ,002971,六氟化钨+电子特气+大宗气体
17,603335.SH,603335,存储芯片+收购半导体+汽车轮毂
17,605178.SH,605178,存储芯片+拟收购嘉合劲威+照明工程
33,000811.SZ,000811,数据中心液冷+烟台国资+超跌反弹
17,600130.SH,600130,参股华大北斗+汽车电子+消费电子+摘帽
33,002396.SZ,002396,数据中心交换机+CPO+福建国资
33,002036.SZ,002036,国资入主+车载光学+CPO+机器视觉
33,002552.SZ,002552,覆铜板+PCB+黄金+国企
33,002080.SZ,002080,PCB概念+特种纤维布+定增过会+央企
17,603618.SH,603618,光纤光缆+定增扩产+减持完毕
33,002649.SZ,002649,金融科技+AI应用+IT服务
33,000657.SZ,000657,AI PCB微钻扩产+钨全产业链+央企
17,605376.SH,605376,MLCC镍粉+AI算力+扩产+H股上市
33,002703.SZ,002703,线控转向+无人矿卡+小米汽车+减持终止
33,002428.SZ,002428,磷化铟+重大合同+锗业龙头
17,603988.SH,603988,电机+风电+储能+上游资源
17,601231.SH,601231,CPO+半年报增长+光通信+AI算力
33,002655.SZ,002655,增持+汽车电子+苹果概念+电声元器件
33,003032.SZ,003032,AI教育+具身智能+中报扭亏
17,600556.SH,600556,AI应用+AI营销+红人经济+出海布局
17,603306.SH,603306,CPO+资产重组+光模块
17,603979.SH,603979,铜+矿山服务+重大合同
33,001267.SZ,001267,光模块+重大资产重组+CPO+代工
33,002346.SZ,002346,成套开关设备+集成电路+订单新高+半年报预增
17,603125.SH,603125,光刻胶原料+高分子新材料+可转债过会+中报预增
17,603773.SH,603773,TGV玻璃基板+CPO+先进封装
151,920117.BJ,920117,MLCC+锂电池设备+专精特新
33,002222.SZ,002222,光通信+中科院系
33,000981.SZ,000981,先进封装+高端零部件+整车项目
33,002766.SZ,002766,无人驾驶+智能舱驾+重大合同
17,603995.SH,603995,精密冷轧不锈钢+钛合金+电池壳材料
33,000510.SZ,000510,钨锡钽铌+小金属+氯碱化工
17,601869.SH,601869,算力数据中心+半年报预增+设立产业基金+空芯光纤
17,603078.SH,603078,G5级湿电子化学品+半导体+实控人拟变更+上海国资
17,603045.SH,603045,AI数据中心+电接触材料+金属回收+半年报预增
17,600629.SH,600629,上海微电子相关+子公司重整获批+工程设计+上海国资
17,603206.SH,603206,算力+训推一体机+AI应用
17,600892.SH,600892,短剧+游戏+摘帽+唐山国资
33,300615.SZ,300615,控制权变更+高溢价转让+射频器件
33,002842.SZ,002842,钨价上涨+光伏钨丝+定增获批+中报预增
33,002355.SZ,002355,无人驾驶+算力租赁+车联网
17,600363.SH,600363,
17,603268.SH,603268,船舶制造+半年报预增+定增完成
33,002721.SZ,002721,AI应用+数字货币+黄金珠宝+海淀国资
17,601700.SH,601700,特高压+中报预增+国企改革
