股票代码,涨停原因类别[20260424],code,market_code
600826.SH,年报增长+注销回购+会展运营+机器人,600826,17
001339.SZ,一季报增长+算力+人形机器人+AI PC,001339,33
002149.SZ,,002149,33
603789.SH,摘帽预期+农机+无人驾驶+专用车注入,603789,22
600608.SH,,600608,22
603365.SH,业绩增长+高股息+家纺龙头+大单品,603365,17
002731.SZ,,002731,33
600726.SH,一季报增长+绿电转型+热电联产+煤炭,600726,17
002229.SZ,,002229,33
002542.SZ,,002542,33
600770.SH,参股CPU+功率半导体+吉莱微并购+芯片设计,600770,17
603520.SH,六氟磷酸锂+碘造影剂+原料药+产能释放,603520,17
002977.SZ,,002977,33
002713.SZ,,002713,33
003036.SZ,高端纺机+电子布纺织机+固态电池+纺织机器人,003036,33
002406.SZ,参股黄河信产+机器人+传动轴+一季报预增,002406,33
002176.SZ,锂矿+机器人+低空经济,002176,33
002990.SZ,算力采购+人形机器人+智慧口岸,002990,33
688268.SH,氦气涨价+光刻气+国产替代,688268,17
000909.SZ,,000909,33
603559.SH,ST摘帽预期+通信工程+重整完成,603559,22
600545.SH,玻璃纤维纱线+华为合作+AI智慧工厂+纺织机械,600545,17
000609.SZ,半导体资产注入+房地产+ST博弈,000609,33
002394.SZ,,002394,33
002789.SZ,,002789,33
603456.SH,,603456,17
603097.SH,,603097,17
603655.SH,汽车热管理+橡胶密封件+年报预增,603655,17
000004.SZ,,000004,33
002756.SZ,锂电+特钢+技改达产,002756,33
600777.SH,,600777,22
002810.SZ,锂电池+植物胶囊+纤维素醚+一季度预增,002810,33
001211.SZ,竹基禾塑托盘+金钢瓷餐具+全竹产业链,001211,33
603991.SH,,603991,17
002795.SZ,光伏剥离+肿瘤放疗+阀门管件+亏损收窄,002795,33
002620.SZ,重整投资人+光伏建筑一体化+建筑装饰,002620,33
600603.SH,,600603,17
603680.SH,轨道交通+商业航天+一带一路+年报增长,603680,17
603202.SH,,603202,17
002691.SZ,,002691,33
600537.SH,预重整推进+TOPCon电池+光伏组件,600537,17
002478.SZ,,002478,33
600243.SH,,600243,22
603236.SH,,603236,17
688633.SH,一季报大增+高端装备+一带一路,688633,17
603318.SH,燃气轮机掺氢+氦气+山东国资,603318,17
603819.SH,柴油发电机+数据中心+安防+扭亏为盈,603819,17
600421.SH,,600421,22
300613.SZ,一季报暴增+AI算力芯片+车载AI芯片+机器人芯片,300613,33
002999.SZ,供销社+化肥+农资流通+业绩预增,002999,33
603066.SH,一季报大增+机器人+智能物流+国企改革,603066,17
301077.SZ,算力+拟收购天宽科技+英伟达概念+反光布龙头,301077,33
002812.SZ,业绩暴增+隔膜龙头+固态电池+LG大单,002812,33
002240.SZ,锂盐产能释放+木绒锂矿获批+津巴布韦出口,002240,33
600152.SH,钠电储能龙头+锂电产业链+电池项目投资,600152,17
600370.SH,瓶级聚酯切片+PTA龙头+机器人概念,600370,17
000889.SZ,算力+诉讼和解+5G消息+通信运维,000889,33
002787.SZ,半导体收购+温控设备+金属包装+一季报增长,002787,33
600527.SH,复合短纤维+涤纶毛条,600527,17
002192.SZ,锂矿+负极材料+年报增长,002192,33
600338.SH,盐湖提锂+铅锌矿+业绩高增,600338,17
002331.SZ,华为合作+智慧交通+AI运维,002331,33
605336.SH,退市保壳+ST板块+集成灶,605336,22
600499.SH,一季报超预期+非洲建材+盐湖提锂+陶瓷,600499,17
002127.SZ,一季报扭亏+品牌授权+线下自营+互联网电商,002127,33
603060.SH,碳领域+新材料检测+商业航天+央企,603060,17
603876.SH,电池铝箔+钠电池+全球布局+业绩预增,603876,17
002289.SZ,,002289,33
600696.SH,退市博弈+酱香型白酒+市值低于5亿,600696,22
603389.SH,ST板块+锆钛选矿+世博家具,603389,22
603272.SH,超跌反弹+墙布龙头+控股股东转让股份,603272,17
002891.SZ,,002891,33
600633.SH,算力+AI应用+数字文化+国企,600633,17
603016.SH,断路器+特高压+国企改革,603016,17
002898.SZ,,002898,33
002313.SZ,无线通信模组+5G Redcap+液冷+珠海国资,002313,33
001234.SZ,服装贴牌+广州国资入主+回购注销,001234,33
600966.SH,,600966,17
000504.SZ,动力电池回收+细胞治疗+湖南国资,000504,33
000973.SZ,锂电隔膜+超薄隔膜+业绩暴增+广东国资,000973,33
002624.SZ,,002624,33
300422.SZ,一季报扭亏+工业环境治理+海外订单+广西国资,300422,33
603937.SH,电池铝箔扩建+锂电池概念+彩涂铝,603937,17
002290.SZ,增资CPU+家电复合材料+年报增长,002290,33
002407.SZ,一季报暴增+六氟磷酸锂+大圆柱电池,002407,33
605081.SH,,605081,22
002808.SZ,,002808,33
002322.SZ,,002322,33
000925.SZ,算力租赁+商业航天+智慧交通,000925,33
000906.SZ,供应链服务+储能+矿产资源+浙江国资,000906,33
600208.SH,拟并购先导电科+半导体靶材+回购+衢州国资,600208,17
603967.SH,一季报增长+工程物流+海外布局,603967,17
603325.SH,,603325,17
600193.SH,,600193,22
002081.SZ,,002081,33
000062.SZ,华为昇腾+分销龙头+存储芯片+一季报预增,000062,33
002429.SZ,,002429,33
603959.SH,,603959,17
000546.SZ,盐湖提锂+锂矿布局+金属镍+固废回收,000546,33
600289.SH,,600289,22
603599.SH,草甘膦+光气资源+染料中间体,603599,17
603390.SH,一季报业绩大增+智慧交通+氢能源+比亚迪,603390,17
002528.SZ,庭外重组+深圳国资+智慧城市+AI安防,002528,33
603687.SH,,603687,17
300283.SZ,一季报扭亏+铜箔扩产+锂电铜箔+芯片引线框架,300283,33
