股票代码,涨停原因类别[20260312],code,market_code
600935.SH,PVC+烧碱+三氯氢硅+国企,600935,17
000990.SZ,基础化工+氢能源+半导体显示材料+青岛国资,000990,33
600599.SH,业绩预盈+烟花爆竹+ST板块+退市博弈,600599,22
603978.SH,六氟磷酸锂+电池铝箔+三氟化硼+军工材料,603978,17
600868.SH,锑银矿+水电+储能,600868,17
002254.SZ,氨纶涨价+芳纶涂覆+半固态电池+国企,002254,33
000638.SZ,,000638,33
601330.SH,绿证交易+垃圾焚烧+北京国资,601330,17
605305.SH,风电设备+储能消防,605305,17
000711.SZ,金属铟+ITO靶材+固废处理,000711,33
600703.SH,Micro LED+光芯片+碳化硅+商业航天,600703,17
301667.SZ,储能热管理+电池液冷板+数据中心液冷,301667,33
000890.SZ,钢帘线剥离+光纤概念+环保设备,000890,33
002150.SZ,光伏设备+储能一体机+外销,002150,33
600691.SH,氢能装备+煤化工+山西国资,600691,17
600726.SH,绿电转型+热电联产+煤炭概念+央企,600726,17
600370.SH,聚酯期货涨停+瓶级聚酯切片+PTA龙头,600370,17
001260.SZ,汽车地毯+小米汽车+摩洛哥订单,001260,33
600355.SH,,600355,22
601868.SH,算电协同+氢能投产+央企储能,601868,17
000908.SZ,重整+创新药CDMO+合成生物,000908,33
600722.SH,甲醇+风电项目+河北国资,600722,17
600714.SH,碳酸锶涨价+天青石项目+国家电投实控,600714,17
601969.SH,油气项目+拟收购萤石矿+铁矿石+回购,601969,17
603992.SH,机器人+康养+IDM,603992,17
301068.SZ,固废处理+虎哥收购,301068,33
603960.SH,,603960,17
000593.SZ,控制权变更+氢能中心+天然气,000593,33
603507.SH,风电设备+3D 打印+外骨骼机器人,603507,17
688295.SH,T1200级碳纤维+全球首发+央企+扭亏,688295,17
600188.SH,煤炭产能扩张+回购+煤化工+山东国资,600188,17
002652.SZ,中芯国际概念+半导体洁净室+有机涂层板,002652,33
603092.SH,风电齿轮箱+海上大兆瓦+订单高增,603092,17
000609.SZ,房地产+半导体背景+创投,000609,33
605268.SH,,605268,17
002656.SZ,智能电网+电缆业务+高级男装,002656,33
300690.SZ,风电+碳纤维+低空经济,300690,33
002445.SZ,拟购苏龙热电+火电转型+江阴国资,002445,33
003004.SZ,,003004,33
600956.SH,风电+储能+河北国资+天然气,600956,17
603626.SH,消费电子+机器人+固态电池,603626,17
603693.SH,海上风电注入+绿色电力+江苏国资,603693,17
002015.SZ,虚拟电厂+分布式光伏+储能,002015,33
601015.SH,甲醇涨价+煤焦化链+LNG,601015,17
002869.SZ,车路协同+ETC+无人驾驶,002869,33
000004.SZ,算力中标+扭亏预告+退市博弈,000004,33
002512.SZ,商业航天+卫星通信+显示主板,002512,33
600121.SH,煤炭开采+郑州国资,600121,17
601038.SH,农机龙头+外销+央企改革,601038,17
603527.SH,固态电池+铜箔+新能源结构件+3D打印,603527,17
600844.SH,煤化工+草酸扩产,600844,17
301396.SZ,算力租赁+扭亏为盈+智慧城市,301396,33
000600.SZ,火电+储能+河北国资,000600,33
002047.SZ,扭亏为盈+珠海国资+建筑装饰+风电,002047,33
000420.SZ,碳纤维+粘胶长丝+吉林国资,000420,33
002951.SZ,储能电站+超级电容+国企合作,002951,33
600821.SH,算电协同+绿电+煤化工+天津国资,600821,17
002487.SZ,欧洲风电出口+深远海基地+业绩高增,002487,33
000669.SZ,重整预期+天然气+扭亏,000669,33
000537.SZ,算电协同+储能+绿电交易+央企,000537,33
603077.SH,矿产资源+磷矿+蛋氨酸+草甘膦,603077,17
601016.SH,绿电+储能布局+央企,601016,17
603021.SH,,603021,22
002498.SZ,特高压+海上风电+高压电缆,002498,33
000697.SZ,无人机+航空发动机+重整完成+四川国资,000697,33
603843.SH,算力租赁+基建转型+盐湖提锂,603843,22
603281.SH,功能性硅烷+回购+硅能源,603281,17
000553.SZ,草甘膦+化工+国企改革,000553,33
002528.SZ,AI应用+智慧城市+深圳国资,002528,33
601991.SH,电力+央企+储能,601991,17
