market_code,股票代码,code,涨停原因类别[20260323]
33,002309.SZ,002309,钙钛矿电池+厦门国资+光伏储能
22,600360.SH,600360,
33,002055.SZ,002055,
33,002424.SZ,002424,
33,002963.SZ,002963,
22,603869.SH,603869,
22,603789.SH,603789,
22,600165.SH,600165,
33,002571.SZ,002571,
33,000638.SZ,000638,退市博弈+军工+粮食
22,600608.SH,600608,花卉转型+扭亏预告+昆明国资
33,002565.SZ,002565,太空算力+增资轨道辰光+环保纸
33,002816.SZ,002816,
17,600703.SH,600703,
33,002731.SZ,002731,
33,002995.SZ,002995,
33,002485.SZ,002485,
33,002150.SZ,002150,光伏逆变器+储能+外销
33,002760.SZ,002760,
33,002636.SZ,002636,
33,002310.SZ,002310,重大资产重组+风光电站+资产注入预期+北京国资
33,002822.SZ,002822,
33,002713.SZ,002713,
33,002496.SZ,002496,
22,600365.SH,600365,
33,000524.SZ,000524,
33,000691.SZ,000691,
17,603803.SH,603803,CPO+智算中心+高速光模块
17,600302.SH,600302,
17,603012.SH,603012,
17,603616.SH,603616,拟收购兴福新材+PEEK新材料+PCCP水利
17,603790.SH,603790,
33,000601.SZ,000601,
22,603559.SH,603559,
33,000909.SZ,000909,
17,603668.SH,603668,
33,000609.SZ,000609,
22,600136.SH,600136,影视传媒+湖北国资+智慧空间
33,002656.SZ,002656,
17,605289.SH,605289,
33,002932.SZ,002932,
17,600792.SH,600792,焦炭+煤化工+减亏+云南国资
22,600228.SH,600228,
33,001337.SZ,001337,
33,000703.SZ,000703,PTA+石油化工+文莱二期
17,600201.SH,600201,
17,603219.SH,603219,
17,603787.SH,603787,电动两轮车+共享单车+业绩预增
33,002592.SZ,002592,
22,603007.SH,603007,
22,600381.SH,600381,
33,000004.SZ,000004,
33,002586.SZ,002586,
33,000929.SZ,000929,
33,002620.SZ,002620,光伏建筑一体化+预重整+建筑装饰
33,002076.SZ,002076,
17,603499.SH,603499,
33,001266.SZ,001266,
17,600376.SH,600376,间接持股宇树科技+城市更新+北京国资
22,600636.SH,600636,
22,603377.SH,603377,预重整+驾驶培训+新能源智培
33,001258.SZ,001258,储能扩张+疆电外送+新疆国资+风电光伏
17,600149.SH,600149,供热+京津冀一体化+国企
33,002872.SZ,002872,
17,605577.SH,605577,
33,000697.SZ,000697,
17,600758.SH,600758,煤炭+热电+国企
33,002218.SZ,002218,太空光伏+钙钛矿+回购注销
17,603289.SH,603289,
22,600107.SH,600107,出售资产+服装+*ST风险
33,000595.SZ,000595,
33,001216.SZ,001216,
22,600568.SH,600568,
17,600331.SH,600331,
22,603595.SH,603595,
22,600130.SH,600130,
17,600769.SH,600769,
17,603949.SH,603949,
17,600851.SH,600851,
33,002896.SZ,002896,人形机器人+精密减速器+泰国扩产
33,002552.SZ,002552,
33,002305.SZ,002305,
33,000823.SZ,000823,
33,002122.SZ,002122,
17,603175.SH,603175,
22,600624.SH,600624,
33,001326.SZ,001326,
17,603529.SH,603529,电动两轮车+高端化+海外扩张
33,000677.SZ,000677,
33,000711.SZ,000711,
33,001373.SZ,001373,
33,002726.SZ,002726,
33,001270.SZ,001270,
33,002211.SZ,002211,
