股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
603067.SH,振华股份,36.52,10.0,涨停,1,0, 13:38:21, 13:38:21,可转债上市+金属铬+溅射靶材+铬盐龙头,,,,17,603067
601700.SH,风范股份,7.22,10.0609756097561,涨停,1,0, 09:58:04, 10:06:49,特高压+中报预增+国企改革,,,,17,601700
605180.SH,华生科技,13.96,10.00788022064619,涨停,1,0, 13:35:20, 13:35:20,电容薄膜+塑胶复合材料+露营经济,,,,17,605180
301127.SZ,武汉天源,18.14,19.973544973544982,涨停,1,0, 09:37:51, 11:26:21,算力+储能+环保+能源,,,,33,301127
600459.SH,贵研铂业,22.97,10.009578544061304,涨停,1,0, 13:05:42, 13:10:42,半导体材料+贵金属回收+铂类靶向抗癌药+云南国资,,,,17,600459
603102.SH,百合股份,43.41,10.010136847440434,涨停,1,0, 09:32:07, 09:32:52,宠物经济+营养保健食品+半年报营收增长,,,,17,603102
002820.SZ,桂发祥,11.15,9.960552268244573,涨停,2,0, 09:25:00, 09:25:00,中华老字号+休闲食品+国企改革,,,,33,002820
600222.SH,太龙药业,8.95,9.950859950859934,涨停,1,0, 09:45:04, 14:51:40,中药+CRO+国企改革,,,,17,600222
603186.SH,华正新材,184.31,10.002984183825717,涨停,2,0, 09:25:01, 09:31:04,覆铜板+AI算力+定增受理+半年报预增,,,,17,603186
300679.SZ,电连技术,51.17,20.004690431519702,涨停,1,0, 14:08:18, 14:11:36,高速线缆+PCB+光器件+人形机器人,,,,33,300679
600281.SH,华阳新材,4.85,9.977324263038538,涨停,1,0, 14:21:30, 14:21:30,贵金属回收+铂族金属+资产剥离+山西国资,,,,17,600281
