name,code,now,close,open,volume,bid_volume,ask_volume,bid1,bid1_volume,bid2,bid2_volume,bid3,bid3_volume,bid4,bid4_volume,bid5,bid5_volume,ask1,ask1_volume,ask2,ask2_volume,ask3,ask3_volume,ask4,ask4_volume,ask5,ask5_volume,最近逐笔成交,datetime,涨跌,涨跌(%),high,low,价格/成交量(手)/成交额,成交量(手),成交额(万),turnover,PE,unknown,high_2,low_2,振幅,流通市值,总市值,PB,涨停价,跌停价,量比,委差,均价,市盈(动),市盈(静)
上证指数,sh000001,4117.33,4134.02,4115.92,964626300.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-02-13 09:30:18,-16.69,-0.4,4117.33,4115.92,4117.33/9646263/15879431421,964626300,15879430000.0,0.02,17.51,,4117.33,4115.92,0.03,632326.5,673774.25,0.0,-1.0,-1.0,4.31,0.0,4116.62,,
深证成指,sz399001,14180.45,14283.0,14188.35,1747331900.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-02-13 09:30:15,-102.55,-0.72,14190.82,14180.45,14180.45/17473319/28754783185,1747331900,28754780000.0,0.07,53.49,,14190.82,14180.45,0.07,398573.26,465231.46,0.0,-1.0,-1.0,5.88,0.0,14183.71,,
创业板指,sz399006,3304.89,3328.06,3309.43,469444200.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-02-13 09:30:15,-23.17,-0.7,3309.43,3304.89,3304.89/4694442/12190532703,469444200,12190530000.0,0.09,72.83,,3309.43,3304.89,0.14,151622.37,187526.77,0.0,-1.0,-1.0,4.98,0.0,3306.6,,
