股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002741.SZ,光华科技,26.3,9.995817649519031,涨停,1,0, 13:01:06, 13:01:06,PCB化学品+先进封装+半年度预增,,,,33,002741
002443.SZ,金洲管道,9.33,10.023584905660373,涨停,1,0, 09:32:21, 09:32:21,液冷服务器+氢能管道+国企改革,,,,33,002443
002552.SZ,宝鼎科技,47.6,10.00693321007626,涨停,4,0, 09:30:00, 09:30:00,覆铜板+黄金+业绩增长+国企,,,,33,002552
300363.SZ,博腾股份,20.44,20.02348796241926,涨停,1,0, 13:22:51, 13:33:42,细胞与基因治疗+药品生产许可证+创新药CDMO,,,,33,300363
688693.SH,锴威特,93.38,19.994859933179136,涨停,2,0, 09:25:02, 09:25:02,资产重组+功率半导体+SiC MOSFET,,,,17,688693
002437.SZ,誉衡药业,3.12,9.859154929577475,涨停,1,0, 09:41:06, 11:00:09,创新药+CNS研发+业绩增长+仿制药龙头,,,,33,002437
300986.SZ,志特新材,14.8,20.032441200324417,涨停,1,0, 11:13:57, 13:13:21,更名+模块化建筑+AI4S,,,,33,300986
603137.SH,恒尚节能,27.5,10.0,涨停,1,0, 09:36:01, 09:43:22,跨界存储+建筑幕墙+新签项目增长,,,,17,603137
000506.SZ,招金黄金,18.13,10.012135922330089,涨停,1,0, 13:50:45, 13:50:45,黄金+半年报预增+国企改革,,,,33,000506
603567.SH,珍宝岛,7.08,9.93788819875776,涨停,1,0, 09:42:03, 11:08:24,中药+创新药+CXO概念,,,,17,603567
600110.SH,诺德股份,10.46,9.989484752891705,涨停,1,0, 10:09:11, 10:09:11,铜箔+HVLP+固态电池+半年报扭亏,,,,17,600110
603936.SH,博敏电子,15.93,10.013812154696128,涨停,1,0, 10:16:05, 10:16:05,AI服务器PCB+800G光模块+陶瓷衬板,,,,17,603936
603124.SH,江南新材,141.66,10.00155303618574,涨停,1,0, 13:03:08, 14:44:50,定增扩产+液冷散热+铜基材料+半年报预增,,,,17,603124
002428.SZ,云南锗业,100.08,10.00219828533743,涨停,4,0, 10:10:57, 10:48:42,磷化铟+重大合同+锗业龙头,,,,33,002428
600601.SH,方正科技,12.87,10.0,涨停,2,0, 10:20:22, 14:28:37,PCB+AI算力+业绩预增+珠海国资,,,,17,600601
002821.SZ,凯莱英,172.26,9.999999999999998,涨停,1,0, 10:18:06, 10:18:06,创新药+多肽CDMO+增资子公司,,,,33,002821
603011.SH,合锻智能,22.68,9.990300678952467,涨停,1,0, 13:03:45, 14:27:45,PCB层压机+可控核聚变+高端成形机床,,,,17,603011
002631.SZ,德尔未来,8.68,10.012674271229404,涨停,1,0, 11:17:48, 11:17:48,石墨烯+家居+业绩减亏,,,,33,002631
603757.SH,大元泵业,65.01,10.000000000000005,涨停,1,0, 09:35:43, 09:37:01,液冷服务器+屏蔽泵+实控人变更,,,,17,603757
688046.SH,药康生物,33.31,19.992795389048993,涨停,1,0, 10:05:37, 10:11:37,创新药+海外扩张+模式动物+中报预增,,,,17,688046
002792.SZ,通宇通讯,37.19,9.997042295178927,涨停,2,0, 09:25:00, 09:25:00,拟入股佳贤通信+英伟达相关+卫星通信,,,,33,002792
002900.SZ,哈三联,13.48,10.040816326530615,涨停,1,0, 09:48:54, 09:48:54,创新药+化学制药+中报预计减亏,,,,33,002900
001267.SZ,汇绿生态,42.69,9.997423344498829,涨停,4,0, 11:27:15, 14:28:51,光模块+重大资产重组+CPO+代工,,,,33,001267
301234.SZ,五洲医疗,83.62,20.005740528128584,涨停,1,0, 14:56:33, 14:56:33,跨界并购+电机控制芯片+医疗器械出口,,,,33,301234
002589.SZ,瑞康医药,3.04,10.144927536231894,涨停,1,0, 09:51:30, 11:05:03,创新药+医药商业+中药,,,,33,002589
000739.SZ,普洛药业,23.41,10.009398496240596,涨停,1,0, 11:22:21, 11:22:21,氟泽雷塞获批+CDMO+创新药合作,,,,33,000739
603228.SH,景旺电子,94.95,9.997683039851726,涨停,2,0, 09:31:07, 09:47:37,AI算力PCB+光模块+汽车电子,,,,17,603228
603773.SH,沃格光电,95.07,9.996528982992,涨停,4,0, 09:31:10, 10:03:16,TGV玻璃基板+先进封装+6G,,,,17,603773
603660.SH,苏州科达,11.99,9.999999999999998,涨停,1,0, 10:12:49, 10:12:49,AI应用+低空经济+卫星数据应用+视频会议,,,,17,603660
688073.SH,毕得医药,61.6,20.00779271381259,涨停,1,0, 10:49:02, 10:49:02,创新药+药物分子砌块,,,,17,688073
301230.SZ,泓博医药,32.42,19.98519615099927,涨停,1,0, 14:35:27, 14:35:27,AI制药+CRO+创新药,,,,33,301230
301047.SZ,义翘神州,107.88,19.99999999999999,涨停,1,0, 13:02:15, 13:38:39,阿尔茨海默病+p-Tau217蛋白+CRO概念+生物试剂,,,,33,301047
002281.SZ,光迅科技,193.04,10.00056983303891,涨停,1,0, 10:07:27, 14:54:21,光模块+半年报预增+H股上市,,,,33,002281
605289.SH,罗曼股份,104.49,10.001052742393936,涨停,1,0, 14:31:44, 14:31:44,AI算力+液冷服务器+2026中报预增,,,,17,605289
600744.SH,华银电力,7.88,10.055865921787705,涨停,1,0, 14:47:15, 14:47:15,火电+新能源+定增+央企,,,,17,600744
301008.SZ,宏昌科技,41.41,19.994204578383076,涨停,1,0, 09:25:00, 09:25:00,拟收购半导体+人形机器人+家电零部件,,,,33,301008
000831.SZ,中国稀土,57.19,10.001923446816686,涨停,1,0, 09:55:39, 09:55:39,稀土+一季报增长+央企,,,,33,000831
603328.SH,依顿电子,10.85,10.040567951318462,涨停,1,0, 09:30:50, 09:30:50,定增扩产+AI算力+PCB+绵阳国资,,,,17,603328
603106.SH,恒银科技,9.04,-9.9601593625498,跌停,0,1,,,, 09:32:41, 13:04:14,此前连板涨幅较大+业绩下滑+AI概念降温,17,603106
600721.SH,百花医药,10.54,10.02087682672233,涨停,4,0, 09:31:00, 09:32:03,CRO+创新药+金华国资入主,,,,17,600721
688020.SH,方邦股份,146.16,20.0,涨停,1,0, 10:11:33, 14:30:51,可剥铜+铜箔+电磁屏蔽膜,,,,17,688020
603758.SH,秦安股份,10.48,9.968520461699908,涨停,1,0, 09:45:14, 09:45:14,人形机器人+真空镀膜+发动机核心零部件+回购注销,,,,17,603758
