股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002250.SZ,联化科技,15.09,9.985422740524776,涨停,1,0, 13:04:30, 13:04:30,中报预增+创新药CDMO+六氟磷酸锂+新能源,,,,33,002250
600746.SH,江苏索普,5.74,9.961685823754799,涨停,1,0, 09:30:02, 09:30:02,中报预增+醋酸+国企改革,,,,17,600746
688192.SH,迪哲医药,56.33,20.004260758415,涨停,1,0, 13:00:17, 13:00:17,授权阿斯利康+创新药+业绩增长,,,,17,688192
002141.SZ,贤丰控股,5.1,9.913793103448276,涨停,1,0, 09:58:09, 09:59:42,覆铜板+PCB上游+盐湖钾肥参股,,,,33,002141
603577.SH,汇金通,10.0,10.011001100110013,涨停,1,0, 13:08:10, 13:32:10,特高压+电网设备+光伏支架,,,,17,603577
002731.SZ,*ST萃华,2.31,-10.11673151750972,跌停,0,15,,,, 09:25:00, 09:25:00,终止上市风险+立案调查+年报披露逾期,33,002731
600118.SH,中国卫星,82.13,-10.004383081306168,跌停,0,1,,,, 09:31:54, 09:31:54,控股股东减持+利好落地+前期涨幅较大,17,600118
002636.SZ,金安国纪,95.68,10.002299379167626,涨停,1,0, 13:12:24, 13:12:24,半年报预增+覆铜板+满产满销,,,,33,002636
600227.SH,赤天化,2.65,9.958506224066381,涨停,1,0, 13:09:37, 13:09:37,中报预计扭亏+尿素+甲醇,,,,17,600227
001283.SZ,豪鹏科技,46.48,10.011834319526619,涨停,1,0, 09:54:51, 10:12:18,AI端侧电池+固态电池+机器人+储能定增,,,,33,001283
000968.SZ,蓝焰控股,7.04,9.999999999999995,涨停,1,0, 09:39:57, 13:14:21,煤层气+同业竞争解决+山西国资,,,,33,000968
603619.SH,中曼石油,20.66,10.010649627263039,涨停,1,0, 13:22:35, 13:22:35,油气开采+霍尔木兹海峡局势+海外区块,,,,17,603619
603806.SH,福斯特,14.91,10.036900369003686,涨停,1,0, 09:35:25, 09:35:25,半年报预增+光伏胶膜+感光干膜,,,,17,603806
600180.SH,*ST瑞茂,1.57,9.790209790209799,涨停,1,0, 14:03:22, 14:32:46,庭外重组+海外煤炭+ST板块,,,,22,600180
603065.SH,宿迁联盛,23.54,10.000000000000004,涨停,2,0, 09:56:37, 10:31:13,磷化铟衬底+光稳定剂+终止减持,,,,17,603065
688216.SH,气派科技,41.45,20.005790387956004,涨停,1,0, 10:03:06, 13:00:06,半导体封装测试+先进封装+半年报扭亏,,,,17,688216
601969.SH,海南矿业,8.57,10.012836970474972,涨停,1,0, 14:00:43, 14:00:43,中报预增+油气+锂矿+萤石矿收购,,,,17,601969
301259.SZ,艾布鲁,26.6,19.981957600360847,涨停,1,0, 14:45:51, 14:45:51,算力租赁+参股AI芯片+环保,,,,33,301259
600302.SH,ST标准,7.07,-10.05089058524173,跌停,0,1,,,, 14:22:31, 14:22:31,ST板块下跌+业绩持续亏损+控制权转让推进中,22,600302
002536.SZ,飞龙股份,54.07,10.010172939979658,涨停,1,0, 13:16:03, 14:06:06,液冷服务器+汽车热管理+芯片概念,,,,33,002536
603012.SH,创力集团,8.61,9.961685823754783,涨停,1,0, 13:31:48, 14:14:54,智慧矿山+煤机装备+华为合作+定增获批,,,,17,603012
002342.SZ,巨力索具,8.96,-10.04016064257028,跌停,0,2,,,, 09:31:18, 09:31:18,商业航天板块下跌+误导性陈述被罚+澄清商业航天传闻,33,002342
600354.SH,敦煌种业,5.41,9.95934959349594,涨停,1,0, 09:25:02, 09:46:03,中报预增+转基因+玉米种业+甘肃国资,,,,17,600354
603989.SH,艾华集团,37.92,10.00870322019148,涨停,1,0, 13:33:13, 13:33:37,MLPC+AI服务器+铝电解电容+薄膜电容,,,,17,603989
605255.SH,天普股份,79.26,10.006939625260248,涨停,1,0, 09:30:54, 09:30:54,中昊芯英+汽车管路+外部流通盘小,,,,17,605255
000703.SZ,恒逸石化,14.54,9.984871406959142,涨停,1,0, 10:30:24, 10:31:36,石油化工+海外炼化+煤制乙二醇+中报预增,,,,33,000703
600058.SH,五矿发展,9.22,-9.960937499999996,跌停,0,2,,,, 09:30:56, 13:14:17,半年度业绩预降95%+重组方案利好出尽+昨日跌停延续,17,600058
002162.SZ,悦心健康,3.82,10.086455331412093,涨停,1,0, 10:12:03, 14:05:18,中报预增+康养服务+银发经济+机器人,,,,33,002162
600664.SH,哈药股份,4.08,9.97304582210243,涨停,3,0, 09:42:01, 10:35:43,中报预增+基药目录+化学制药+创新药,,,,17,600664
002128.SZ,电投能源,26.08,9.995782370307875,涨停,1,0, 14:10:06, 14:10:06,绿电铝投产+煤炭+白音华并表+央企,,,,33,002128
002628.SZ,成都路桥,5.12,10.107526881720423,涨停,1,0, 13:01:27, 13:01:27,萤石矿+氟化工+机器人+西部基建,,,,33,002628
600183.SH,生益科技,147.9,10.0037188545928,涨停,1,0, 09:53:06, 13:00:03,半年报预增+AI算力+覆铜板,,,,17,600183
000759.SZ,中百集团,6.75,9.934853420195445,涨停,1,0, 09:32:21, 13:28:06,商业零售+本地生活+国企改革,,,,33,000759
920305.BJ,云创退,0.93,29.16666666666668,涨停,2,0, 09:45:07, 13:00:01,退市整理期+大数据存储+AI大模型,,,,151,920305
605189.SH,富春染织,14.22,9.976798143851514,涨停,1,0, 10:26:51, 10:26:51,半年报预增+PEEK材料+人形机器人+筒子纱龙头,,,,17,605189
601101.SH,昊华能源,11.83,10.046511627906977,涨停,1,0, 13:42:08, 13:42:08,中报预增+煤炭+甲醇+北京国资,,,,17,601101
605133.SH,嵘泰股份,34.68,9.990485252140815,涨停,1,0, 14:54:39, 15:31:09,人形机器人+行星滚柱丝杠+员工持股解锁,,,,17,605133
605028.SH,世茂能源,22.03,9.98502246630055,涨停,1,0, 09:30:28, 09:30:28,协议转让+热电联产+扣非增长,,,,17,605028
603516.SH,淳中科技,109.04,9.996973670937166,涨停,1,0, 09:30:42, 09:30:48,半年报扭亏+持有沐曦股份+自研ASIC芯片,,,,17,603516
002549.SZ,凯美特气,16.09,-10.011185682326618,跌停,0,1,,,, 09:30:48, 14:20:09,氦气概念利好兑现+主力资金净流出+前期涨幅较大,33,002549
