股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
603110.SH,东方材料,19.66,10.01678791270285,涨停,1,0, 10:41:20, 14:49:29,算力租赁+PCB油墨+年报披露,,,,17,603110
603657.SH,春光科技,28.35,10.011641443539006,涨停,1,0, 09:38:18, 09:38:18,机器人订单+清洁电器+小米客户,,,,17,603657
600608.SH,*ST沪科,2.07,-5.045871559633042,跌停,0,2,,,, 09:25:04, 09:25:04,退市风险+立案调查+年报延期+营收不足,22,600608
688381.SH,帝奥微,35.21,20.006816632583508,涨停,1,0, 11:12:58, 11:12:58,机器人芯片+模拟芯片+汽车电子,,,,17,688381
603586.SH,金麒麟,16.65,-10.000000000000007,跌停,0,1,,,, 09:33:10, 09:50:16,一季报下降+主营产品销量减少+出口收入下滑,17,603586
605183.SH,确成股份,17.68,-9.979633401222,跌停,0,1,,,, 09:33:05, 10:08:44,一季报净利下滑,17,605183
600053.SH,九鼎投资,12.7,-9.992912827781716,跌停,0,1,,,, 09:25:03, 09:25:03,业绩下修+营收低于3亿+*ST风险,17,600053
002324.SZ,普利特,14.78,-9.987819732034117,跌停,0,1,,,, 09:39:00, 13:21:42,业绩下滑+板块回调+此前涨幅,33,002324
002731.SZ,ST萃华,5.07,-5.056179775280891,跌停,0,6,,,, 09:25:00, 14:04:27,*ST风险+异常波动+账户冻结,33,002731
603359.SH,东珠生态,5.05,-9.98217468805705,跌停,0,1,,,, 09:25:03, 09:25:03,业绩预亏+年报延期+触及退市风险警示标准,17,603359
600726.SH,华电能源,6.38,10.000000000000002,涨停,3,0, 13:13:26, 14:50:29,一季报增长+绿电转型+热电联产+央企, 09:31:14, 09:31:14,,17,600726
001331.SZ,胜通能源,44.58,-9.993943064809212,跌停,0,1,,,, 10:03:18, 10:06:06,要约收购报告书+利好兑现,33,001331
600422.SH,昆药集团,9.86,-10.036496350364976,跌停,0,1,,,, 09:25:03, 09:34:21,一季度亏损+营收下滑+转型阵痛,17,600422
002977.SZ,*ST天箭,27.53,-5.003450655624567,跌停,0,2,,,, 09:25:00, 09:25:00,退市风险警示+年报亏损+一季度下滑,33,002977
003036.SZ,泰坦股份,36.95,10.002977076510863,涨停,2,0, 09:30:03, 09:30:03,高端纺机+电子布纺织机+固态电池+纺织机器人,,,,33,003036
600302.SH,标准股份,9.57,-9.971777986829732,跌停,0,1,,,, 10:46:30, 10:46:30,年报延期+独董督促+业绩预亏,17,600302
000593.SZ,德龙汇能,23.13,9.98573466476461,涨停,1,0, 09:35:57, 09:35:57,实控人变更+燃气+氢能+网红游资持仓,,,,33,000593
002990.SZ,盛视科技,48.7,-9.998151912770277,跌停,0,1,,,, 11:02:18, 13:42:33,业绩下滑+此前涨幅较大+板块回调,33,002990
000909.SZ,*ST数源,5.44,-5.06108202443281,跌停,0,3,,,, 09:25:00, 09:25:00,信披立案+退市风险警示提示,33,000909
601567.SH,三星电气,22.29,-10.012111425111025,跌停,0,1,,,, 09:25:02, 09:44:44,业绩下滑+资金流出,17,601567
000838.SZ,*ST发展,1.8,5.263157894736846,涨停,1,0, 11:07:18, 11:07:18,江西中久拟入主+房地产+环保+ST摘帽博弈, 09:42:45, 09:45:12,,33,000838
002029.SZ,七匹狼,11.13,9.980237154150213,涨停,1,0, 10:19:45, 10:19:45,商旅夹克+投资收益+男装+年报增长,,,,33,002029
000609.SZ,*ST中迪,12.46,4.9705139005897365,涨停,5,0, 09:25:00, 09:25:00,半导体资产注入+房地产+ST博弈,,,,33,000609
002560.SZ,通达股份,15.68,10.035087719298243,涨停,1,0, 10:31:12, 10:31:12,特高压线缆+一季报预增+航空零部件,,,,33,002560
600637.SH,东方明珠,10.86,10.03039513677812,涨停,1,0, 09:30:27, 09:30:27,超聚变IPO+AI应用+上海国资,,,,17,600637
002931.SZ,锋龙股份,62.33,-9.992779783393505,跌停,0,1,,,, 09:34:00, 13:00:33,优必选要约完成+利好兑现+复牌补跌,33,002931
605289.SH,罗曼股份,142.29,10.003865481252415,涨停,1,0, 09:53:52, 09:57:43,AI算力+液冷服务器+年报扭亏,,,,17,605289
002932.SZ,*ST明德,17.58,5.017921146953404,涨停,1,0, 14:33:21, 14:33:21,ST摘帽博弈+拟收购必凯尔+体外诊断+回购,,,,33,002932
002120.SZ,韵达股份,8.13,10.01353179972938,涨停,1,0, 09:35:15, 13:01:30,一季报增长+快递物流+反内卷,,,,33,002120
002227.SZ,*ST特迅,8.35,5.031446540880496,涨停,1,0, 09:48:54, 09:48:54,超充网络+储能微电网+ST保壳,,,,33,002227
603097.SH,江苏华辰,26.48,-9.993201903467032,跌停,0,2,,,, 09:34:51, 09:46:09,一季度净利降99%+年报净利降23%,17,603097
603626.SH,科森科技,24.37,10.022573363431162,涨停,1,0, 13:06:08, 13:12:02,机器人+AI结构件+消费电子+储能,,,,17,603626
600750.SH,华润江中,24.92,-10.003611412062114,跌停,0,1,,,, 14:56:40, 15:00:04,Q1营收下滑+经营现金流大降+此前涨幅较大,17,600750
600381.SH,*ST春天,3.1,-4.907975460122691,跌停,0,1,,,, 09:25:02, 14:02:38,退市风险+业绩预亏+此前涨幅较大,22,600381
603211.SH,晋拓股份,25.4,10.004330879168466,涨停,1,0, 13:09:10, 13:09:10,人形机器人+机器人零部件+年报增长,,,,17,603211
