股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002418.SZ,康盛股份,6.26,10.01757469244287,涨停,2,0, 09:30:45, 09:51:30,液冷+算力租赁+家电制冷,,,,33,002418
002957.SZ,科瑞技术,41.36,9.999999999999993,涨停,1,0, 09:59:45, 09:59:45,光模块+半导体设备+精密零部件制造+业绩预增,,,,33,002957
600165.SH,ST宁科,3.71,5.099150141643064,涨停,2,0, 09:56:56, 09:56:56,ST板块+长链二元酸+重整完成,,,,22,600165
603800.SH,洪田股份,47.97,9.997706947947718,涨停,1,0, 10:43:36, 10:43:36,固态电池+铜箔设备+复合集流体+光刻机,,,,17,603800
000638.SZ,*ST万方,0.89,-5.319148936170206,跌停,0,10,,,, 09:25:00, 09:25:00,面值退市风险+市值退市风险+业绩预亏,33,000638
600608.SH,*ST沪科,2.44,5.172413793103453,涨停,1,0, 09:38:40, 14:53:01,花卉转型+扭亏预告+昆明国资,,,,22,600608
603256.SH,宏和科技,89.3,10.002463661000235,涨停,1,0, 09:44:42, 09:45:19,电子布+AI算力+净利暴增,,,,17,603256
000791.SZ,甘肃能源,8.0,10.041265474552963,涨停,1,0, 09:30:00, 09:30:00,东数西算二期+绿电装机+算电协同+甘肃国资,,,,33,000791
002580.SZ,圣阳股份,20.88,10.010537407797674,涨停,3,0, 09:34:48, 09:39:06,液冷储能+固态电池+山东国资,,,,33,002580
300561.SZ,*ST汇科,16.28,19.970523212969795,涨停,2,0, 09:25:00, 09:31:30,摘帽申请+金融科技+内控整改,,,,33,300561
600743.SH,华远控股,2.92,10.18867924528302,涨停,5,0, 09:30:24, 09:30:24,实控人筹划重组+物业管理+北京国资,,,,17,600743
603950.SH,长源东谷,54.31,10.006076564715423,涨停,4,0, 09:54:33, 11:05:06,重大资产重组+柴油动力单元+发动机零部件,,,,17,603950
002822.SZ,ST中装,3.43,4.892966360856273,涨停,1,0, 13:19:45, 13:22:27,IDC算力+光伏新能源+重整完成,,,,33,002822
688667.SH,菱电电控,134.35,19.998213647731333,涨停,1,0, 10:08:14, 13:51:29,并购锐能+年报增长+新能源汽车+理想零跑,,,,17,688667
600982.SH,宁波能源,5.79,10.076045627376432,涨停,1,0, 13:02:18, 13:02:18,绿电+光伏+国企,,,,17,600982
000968.SZ,蓝焰控股,10.18,10.05405405405405,涨停,1,0, 13:13:45, 14:24:18,油气涨价+煤层气+山西国资,,,,33,000968
000612.SZ,焦作万方,13.51,10.016286644951144,涨停,1,0, 09:30:39, 09:38:54,一季报预增+电解铝涨价+金属镓,,,,33,000612
603283.SH,赛腾股份,50.5,9.997821825310398,涨停,1,0, 13:40:22, 13:40:43,HBM检测+半导体设备+存储芯片,,,,17,603283
603803.SH,瑞斯康达,15.26,10.021629416005773,涨停,1,0, 09:34:27, 09:34:27,CPO+智算中心+高速光模块,,,,17,603803
002321.SZ,华英农业,2.27,10.194174757281552,涨停,1,0, 09:32:18, 09:32:18,实控人拟变更+羽绒出口+预制菜+鸭业龙头,,,,33,002321
000609.SZ,ST中迪,9.1,4.959630911188001,涨停,1,0, 10:19:24, 10:28:30,ST板块+半导体创投+房地产回款,,,,33,000609
600654.SH,中安科,4.49,10.04901960784314,涨停,1,0, 09:34:50, 09:36:35,算力中心+智慧安防+三季报暴增,,,,17,600654
002789.SZ,*ST建艺,12.6,4.999999999999997,涨停,1,0, 14:24:45, 14:24:45,珠海国资+储能+建筑装饰,,,,33,002789
002980.SZ,华盛昌,58.31,9.998113563478597,涨停,1,0, 09:40:48, 09:40:48,光通信测试+拟收购伽蓝特+AI眼镜+仪器仪表,,,,33,002980
000688.SZ,国城矿业,45.13,9.992688276870584,涨停,1,0, 13:03:18, 13:12:21,锂矿+钼矿+有色金属+年报增长,,,,33,000688
600299.SH,安迪苏,15.18,9.999999999999991,涨停,1,0, 13:24:09, 13:24:09,蛋氨酸涨价+动物营养添加剂+产能扩张+央企改革,,,,17,600299
605255.SH,天普股份,115.84,9.99905042256196,涨停,2,0, 14:48:41, 14:48:41,中昊芯英入主+汽车管路+多次风险提示,,,,17,605255
002439.SZ,启明星辰,14.26,10.030864197530855,涨停,1,0, 09:25:00, 09:31:33,一季报预增+AI安全+央企,,,,33,002439
600381.SH,*ST春天,2.9,5.072463768115947,涨停,2,0, 13:00:07, 13:21:52,退市博弈+高端白酒+虫草龙头,,,,22,600381
601019.SH,山东出版,8.33,-9.945945945945946,跌停,0,1,,,, 09:31:22, 13:06:16,年报净利下滑+此前涨幅较大+板块回调,17,601019
002515.SZ,金字火腿,6.24,10.052910052910057,涨停,1,0, 09:57:00, 13:16:18,光模块+火腿,,,,33,002515
603828.SH,ST柯利达,6.07,5.017301038062284,涨停,1,0, 13:08:38, 13:08:38,控制权变更+光伏建筑一体化+装配化装修,,,,22,603828
000929.SZ,*ST兰黄,9.93,4.968287526427049,涨停,1,0, 09:25:00, 14:37:27,申请撤销退市风险警示+啤酒饮料+果汁扩产+扭亏预期,,,,33,000929
688081.SH,兴图新科,49.92,20.0,涨停,1,0, 11:14:33, 11:14:33,视频指挥+军工AI+航天某研究所合作,,,,17,688081
000793.SZ,*ST华闻,3.11,5.067567567567565,涨停,3,0, 09:25:00, 09:25:00,海南国资入主+重整计划+文旅传媒,,,,33,000793
002529.SZ,*ST海源,7.06,5.0595238095238075,涨停,1,0, 11:00:36, 11:28:48,ST板块+汽车轻量化+光伏组件,,,,33,002529
000669.SZ,ST金鸿,4.74,-5.01002004008016,跌停,0,1,,,, 09:25:00, 09:25:00,股价偏离+重整不确定+被实施退市风险警示的风险,33,000669
600636.SH,*ST国化,7.48,-4.955527318932652,跌停,0,1,,,, 09:25:03, 09:25:03,退市风险+年报审计+商誉减值,22,600636
002467.SZ,二六三,7.87,10.069930069930065,涨停,1,0, 10:38:57, 13:16:48,云网融合基础设施+商业航天+数据中心+AI数字人,,,,33,002467
601908.SH,京运通,4.57,10.120481927710841,涨停,1,0, 13:34:41, 14:52:35,硅片+绿色电力+光伏设备,,,,17,601908
002297.SZ,博云新材,12.08,10.01821493624772,涨停,1,0, 09:25:00, 09:25:00,业绩预增+商业航天+C919+湖南国资,,,,33,002297
603021.SH,ST华鹏,8.01,4.980340760157272,涨停,2,0, 09:33:08, 09:33:08,ST博弈+日用玻璃+轻量化技术,,,,22,603021
600166.SH,福田汽车,3.67,9.880239520958087,涨停,1,0, 13:06:38, 13:10:47,固态电池+新能源重卡+出口第一+北京国资,,,,17,600166
600815.SH,厦工股份,4.08,9.97304582210243,涨停,1,0, 10:50:32, 10:50:32,绿色装备+雅鲁藏布江水电+厦门国资,,,,17,600815
