股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002309.SZ,中利集团,3.37,10.130718954248367,涨停,2,0, 09:31:12, 09:31:12,中报扭亏+特种线缆+光伏储能+厦门国资,,,,33,002309
605068.SH,明新旭腾,17.02,10.019392372333542,涨停,2,0, 09:38:30, 09:38:30,人形机器人+电子皮肤+减持终止+汽车内饰,,,,17,605068
000988.SZ,华工科技,100.58,-10.003579098067293,跌停,0,1,,,, 14:18:00, 14:35:54,CPO板块下跌+AI硬件方向领跌+主力资金净流出,33,000988
600775.SH,南京熊猫,10.35,9.98937300743889,涨停,2,0, 09:52:14, 09:53:01,脑机接口概念+卫星通信+央企,,,,17,600775
002642.SZ,荣联科技,7.26,10.000000000000004,涨停,1,0, 09:38:39, 09:39:18,算力服务+AI应用+国企改革+股权转让,,,,33,002642
603823.SH,百合花,61.49,-9.997072599531604,跌停,0,2,,,, 09:38:29, 09:38:29,前期涨幅较大+光刻胶业务占比极小+高管拟减持,17,603823
600076.SH,康欣新材,3.0,9.89010989010989,涨停,1,0, 09:30:00, 09:30:00,半导体并购+林地资产转让+集装箱地板+无锡国资,,,,17,600076
603124.SH,江南新材,115.86,-9.997669540899551,跌停,0,1,,,, 13:28:44, 13:48:38,PCB板块下跌+AI硬件方向领跌+此前涨幅较大,17,603124
002995.SZ,天地在线,16.97,9.980557355800384,涨停,1,0, 09:50:48, 09:50:48,AI应用+广告营销+Web3.0,,,,33,002995
002353.SZ,杰瑞股份,135.92,-9.998675672096425,跌停,0,1,,,, 14:47:33, 14:56:27,此前涨幅较大+资金流出+利好落地,33,002353
002338.SZ,奥普光电,43.22,10.002545176889795,涨停,1,0, 09:25:00, 09:25:00,长春光机所旗下+半年报预增+商业航天,,,,33,002338
002173.SZ,创新医疗,22.76,10.004833252779122,涨停,2,0, 09:30:00, 09:31:06,脑机接口+医疗器械注册证+医疗服务,,,,33,002173
002636.SZ,金安国纪,57.32,-10.001570105197045,跌停,0,1,,,, 14:08:54, 14:08:54,元件板块大跌+前期涨幅较大+资金净流出,33,002636
002310.SZ,东方新能,2.65,9.958506224066381,涨停,2,0, 10:00:45, 10:00:45,重大资产重组+中报扭亏+风电+北京国资,,,,33,002310
603950.SH,长源东谷,58.39,-10.003082614056714,跌停,0,1,,,, 13:28:40, 15:25:52,汽车电子板块下跌+AI硬件方向领跌+前期涨幅较大,17,603950
000859.SZ,国风新材,8.44,10.039113428943931,涨停,1,0, 09:36:27, 09:36:27,并购重组+光刻胶+合肥国资,,,,33,000859
600199.SH,金种子酒,7.47,10.014727540500733,涨停,1,0, 11:07:01, 11:07:01,白酒+亏损收窄+阜阳国资,,,,17,600199
603757.SH,大元泵业,56.64,-9.995232798347368,跌停,0,1,,,, 14:36:16, 15:27:10,液冷服务器板块大跌+业绩预降+前期超涨回调,17,603757
000503.SZ,国新健康,7.17,9.969325153374237,涨停,1,0, 13:01:06, 13:01:06,AI医疗+DRG/DIP+央企,,,,33,000503
002889.SZ,东方嘉盛,12.34,9.982174688057032,涨停,1,0, 09:30:00, 09:30:00,光刻机服务+中报预增+AI智能报关,,,,33,002889
002387.SZ,维信诺,6.86,9.935897435897438,涨停,1,0, 09:43:42, 13:03:39,ViP技术+AMOLED+第8.6代产线,,,,33,002387
002536.SZ,飞龙股份,44.97,-10.006003602161297,跌停,0,1,,,, 10:30:36, 11:02:36,此前涨幅较大+业绩预减+大盘低开,33,002536
002212.SZ,天融信,6.0,10.091743119266052,涨停,1,0, 13:16:15, 13:40:09,AI安全+智算云+量子科技,,,,33,002212
603297.SH,永新光学,101.66,9.997835966241068,涨停,1,0, 09:25:02, 09:25:02,光刻机+精密光学+收购江丰生物,,,,17,603297
000909.SZ,*ST数源,4.44,9.90099009900991,涨停,2,0, 11:28:09, 14:20:45,业绩减亏+充电桩+杭州国资,,,,33,000909
600191.SH,华资实业,9.46,10.000000000000014,涨停,1,0, 10:05:20, 14:51:56,半年报预增+粮食深加工+黄原胶,,,,17,600191
920176.BJ,维琪科技,108.51,-29.998064640990894,跌停,0,1,,,, 09:25:00, 09:25:00,新股上市次日回调+此前涨幅较大+化妆品板块下跌,151,920176
000517.SZ,荣安地产,1.85,10.119047619047628,涨停,1,0, 13:43:30, 13:43:30,房地产开发+长三角+建筑节能,,,,33,000517
605289.SH,罗曼股份,90.27,-10.000000000000002,跌停,0,1,,,, 15:00:03, 15:30:45,算力板块下跌+液冷服务器板块下跌+高管减持,17,605289
002980.SZ,华盛昌,76.05,-10.000000000000004,跌停,0,1,,,, 13:03:48, 13:24:51,CPO板块下跌+主力资金净流出+此前涨幅较大,33,002980
000428.SZ,华天酒店,3.67,9.880239520958087,涨停,2,0, 09:33:15, 09:33:15,旅游酒店+国企改革+酒店主业,,,,33,000428
002195.SZ,岩山科技,6.83,9.983896940418681,涨停,1,0, 09:40:39, 09:40:39,脑机接口+AI大模型+AI PC+人形机器人,,,,33,002195
002082.SZ,ST万邦,10.03,9.9780701754386,涨停,1,0, 10:53:45, 10:58:24,创新药+神经系统疾病+中报预增,,,,33,002082
301421.SZ,波长光电,82.12,20.005845389449068,涨停,1,0, 09:25:00, 09:25:00,半导体光学+PCB光学+中报预增,,,,33,301421
