股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002575.SZ,群兴玩具,6.08,9.945750452079563,涨停,1,0, 09:25:00, 09:25:00,算力租赁+腾讯合作+酒类销售,,,,33,002575
603890.SH,春秋电子,20.45,10.005379236148464,涨停,1,0, 13:05:26, 13:05:56,客户联想集团+液冷服务器+人形机器人+AIPC,,,,17,603890
002437.SZ,誉衡药业,4.25,10.103626943005185,涨停,2,0, 09:51:36, 09:51:54,创新药+神经退行性疾病+仿制药龙头,,,,33,002437
603903.SH,中持股份,14.2,9.99225406661502,涨停,1,0, 13:00:15, 13:00:15,半导体设备+污水处理+芯长征入主,,,,17,603903
601579.SH,会稽山,17.45,10.025220680958386,涨停,1,0, 09:55:41, 09:55:41,黄酒+大消费+年报增长,,,,17,601579
603261.SH,立航科技,57.37,10.009587727708531,涨停,1,0, 10:01:10, 11:28:19,飞机地面保障设备+军工+可控核聚变,,,,17,603261
002219.SZ,新里程,2.5,10.13215859030837,涨停,1,0, 10:02:45, 10:02:45,创新药+智能机器人+脑机接口+银发经济,,,,33,002219
603118.SH,共进股份,15.96,9.993108201240531,涨停,1,0, 09:35:18, 14:36:06,数据中心交换机+机器人+网通设备+唐山国资,,,,17,603118
000936.SZ,华西股份,6.34,10.069444444444446,涨停,2,0, 09:30:00, 09:30:00,间接参股光芯片+磷化铟+涤纶化纤+创投,,,,33,000936
000692.SZ,惠天热电,4.88,9.909909909909898,涨停,2,0, 09:36:54, 09:36:54,供热工程+风电+亏损收窄,,,,33,000692
603191.SH,望变电气,16.94,10.000000000000005,涨停,2,0, 13:34:02, 14:47:02,定增获批+AI数据中心+华为超充+输配电,,,,17,603191
000006.SZ,深振业A,7.7,10.000000000000002,涨停,1,0, 13:27:27, 13:27:27,房地产+城中村改造+资产出售+深圳国资,,,,33,000006
600726.SH,华电能源,6.8,10.032362459546928,涨停,1,0, 09:38:04, 09:39:04,热电联产+煤炭+新能源转型+央企,,,,17,600726
001260.SZ,坤泰股份,21.03,9.989539748953975,涨停,2,0, 09:25:00, 09:25:00,汽车软内饰+海外产能+新能源客户,,,,33,001260
605286.SH,同力天启,34.09,10.003226847370136,涨停,4,0, 09:25:00, 09:25:00,算电协同+储能+电梯部件,,,,17,605286
600800.SH,渤海化学,3.74,10.000000000000009,涨停,1,0, 09:31:40, 09:33:31,丙烯酸+丙烯+天津国资,,,,17,600800
003032.SZ,传智教育,11.62,-9.992254066615034,跌停,0,1,,,, 14:32:03, 14:35:30,被深交所重点监控+或申请停牌核查+前期涨幅巨大,33,003032
600613.SH,神奇制药,5.83,10.000000000000005,涨停,1,0, 10:04:35, 10:04:35,化学制药+抗肿瘤+感冒止咳,,,,17,600613
600491.SH,ST龙元,1.5,10.294117647058815,涨停,2,0, 11:05:05, 11:05:05,要约收购+建筑总包+绿色建筑,,,,22,600491
603887.SH,城地香江,12.49,10.044052863436129,涨停,3,0, 09:25:01, 09:25:01,IDC全产业链+互联网企业合作+拟终止定增,,,,17,603887
002066.SZ,瑞泰科技,21.93,9.979939819458366,涨停,1,0, 10:30:06, 10:30:06,核电+耐火材料+央企,,,,33,002066
000695.SZ,滨海能源,14.39,10.01529051987768,涨停,1,0, 13:04:15, 13:04:15,源网荷储绿电+锂电池负极+硅碳负极,,,,33,000695
002329.SZ,皇氏集团,4.62,9.999999999999998,涨停,4,0, 09:25:00, 10:25:30,乳业+新式茶饮+奶水牛种源,,,,33,002329
002921.SZ,联诚精密,24.63,10.004466279589094,涨停,1,0, 11:21:09, 11:21:09,机器人+精密制造+中报预计扭亏,,,,33,002921
603912.SH,佳力图,8.89,10.024752475247531,涨停,1,0, 09:35:58, 09:43:34,算力租赁+液冷+数据中心,,,,17,603912
000593.SZ,德龙汇能,27.8,10.011871784724976,涨停,2,0, 10:42:18, 10:42:18,牛散举牌+天然气+氢能,,,,33,000593
002706.SZ,良信股份,9.99,10.022026431718063,涨停,1,0, 10:17:48, 10:28:48,固态断路器+数据中心+算力,,,,33,002706
002581.SZ,*ST未名,4.27,10.05154639175257,涨停,1,0, 10:49:54, 14:06:09,创新药+神经生长因子+中药饮片+医药流通,,,,33,002581
002543.SZ,万和电气,7.33,10.06006006006006,涨停,1,0, 13:25:33, 13:26:00,热泵+厨卫电器+海外布局,,,,33,002543
002172.SZ,澳洋健康,4.13,10.13333333333333,涨停,2,0, 09:25:00, 09:25:00,脑机接口+医疗服务+高压氧舱+国企改革,,,,33,002172
301060.SZ,兰卫医学,11.96,19.959879638916753,涨停,1,0, 13:04:12, 13:04:12,病理AI+CRO概念+医疗服务,,,,33,301060
002827.SZ,高争民爆,55.1,-9.996733093760206,跌停,0,1,,,, 14:54:48, 14:56:21,重点监控+市盈率高于行业+资金净流出,33,002827
301520.SZ,万邦医药,88.68,20.0,涨停,1,0, 10:44:45, 10:57:39,创新药+CRO+收购赛德盛,,,,33,301520
603758.SH,秦安股份,15.35,10.035842293906812,涨停,5,0, 09:25:03, 09:25:03,小盘股+人形机器人+真空镀膜,,,,17,603758
000802.SZ,北京文化,6.26,10.01757469244287,涨停,4,0, 09:25:00, 09:30:12,《欢迎来龙餐馆》上映+影视全产业链+半年报减亏,,,,33,000802
600683.SH,京投发展,12.93,10.04255319148936,涨停,4,0, 09:25:02, 09:25:02,资产重组+拟购光电子资产+TOD轨道物业+北京国资,,,,17,600683
002644.SZ,佛慈制药,8.8,10.000000000000009,涨停,1,0, 10:36:18, 10:37:39,流感中成药+中药创新+国企改革,,,,33,002644
688496.SH,*ST清越,1.04,19.540229885057474,涨停,1,0, 14:39:06, 15:31:12,ST板块+面值退市博弈+电子纸模组,,,,22,688496
688137.SH,近岸蛋白,64.0,20.007500468779302,涨停,1,0, 11:16:37, 11:16:37,CRO+重组蛋白+AI医药,,,,17,688137
002724.SZ,海洋王,6.16,10.000000000000009,涨停,1,0, 14:00:48, 14:00:48,照明+智慧灯杆+物联网,,,,33,002724
002322.SZ,理工能科,11.86,10.018552875695734,涨停,1,0, 09:25:00, 09:25:00,半年报增长+高分红+AI应用,,,,33,002322
000887.SZ,中鼎股份,23.69,9.98142989786445,涨停,2,0, 09:30:00, 14:36:42,腾讯云合作+算力液冷+人形机器人,,,,33,000887
605179.SH,一鸣食品,33.43,10.003290556103977,涨停,4,0, 09:48:59, 14:30:35,乳业+谐音炒作+低温乳品,,,,17,605179
688265.SH,南模生物,52.42,20.009157509157514,涨停,1,0, 10:35:26, 10:35:26,AI制药+基因修饰模型+CRO服务,,,,17,688265
600821.SH,金开新能,7.15,10.000000000000004,涨停,1,0, 09:34:19, 09:34:19,算电协同+回购注销+绿证交易+天津国资,,,,17,600821
603466.SH,风语筑,13.72,10.024057738572573,涨停,2,0, 09:48:49, 14:47:07,具身智能+联手宇树科技+AI视频生成+中报预增,,,,17,603466
603330.SH,天洋新材,9.71,9.966024915062297,涨停,2,0, 10:14:37, 13:06:43,CPO+电子胶+半年报预盈+出售子公司,,,,17,603330
603998.SH,方盛制药,10.77,10.010214504596533,涨停,1,0, 13:27:03, 13:43:21,集采中选+中药创新药+洛索洛芬钠凝胶贴膏,,,,17,603998
300333.SZ,兆日科技,10.64,19.954904171364166,涨停,2,0, 09:25:00, 09:25:00,控制权变更+拟收购佰内科技+服务器技术服务,,,,33,300333
600881.SH,亚泰集团,2.27,10.194174757281552,涨停,3,0, 09:36:26, 09:40:56,创新药+预重整+重整投资人招募+长春国资,,,,17,600881
002081.SZ,金螳螂,4.81,10.068649885583513,涨停,2,0, 09:25:00, 09:25:00,洁净室+参建数据中心+海外业务+建筑装饰龙头,,,,33,002081
000972.SZ,中基健康,3.82,10.086455331412093,涨停,1,0, 09:42:24, 09:42:24,小罐番茄酱+番茄制品+预重整延期+国企改革,,,,33,000972
300404.SZ,博济医药,14.45,20.016611295681063,涨停,1,0, 09:57:33, 09:57:33,中药创新药+CRO+战略合作,,,,33,300404
603956.SH,威派格,7.99,10.055096418732788,涨停,1,0, 09:40:30, 09:42:30,PCB概念+智慧水务+AI应用,,,,17,603956
603990.SH,麦迪科技,22.26,-9.98786898503841,跌停,0,1,,,, 09:48:54, 14:07:42,超涨回调+资金流出+中报业绩预减,17,603990
300534.SZ,陇神戎发,18.92,19.97463538363984,涨停,1,0, 10:55:15, 10:55:15,中药+创新药+甘肃国资,,,,33,300534
300862.SZ,蓝盾光电,39.41,20.006090133982926,涨停,4,0, 09:25:00, 09:25:00,拟收购岚创科技+真空镀膜设备+环境监测+低空经济,,,,33,300862
601886.SH,江河集团,11.53,10.019083969465637,涨停,2,0, 10:10:17, 13:25:56,半年报增长+BIPV+海外幕墙,,,,17,601886
603236.SH,移远通信,59.43,9.99444752915047,涨停,1,0, 09:25:03, 09:25:03,中报增长+端侧AI+人形机器人+物联网模组,,,,17,603236
002174.SZ,游族网络,13.38,10.03289473684211,涨停,1,0, 09:31:18, 09:31:18,先进封装+游戏+AI应用,,,,33,002174
000779.SZ,甘咨询,10.73,-9.983221476510062,跌停,0,1,,,, 14:54:24, 14:54:24,概念炒作澄清+龙虎榜资金净卖出,33,000779
300937.SZ,药易购,31.7,19.984859954579854,涨停,1,0, 11:13:18, 11:13:18,医药零售整合+医药电商+AI医疗,,,,33,300937
601999.SH,出版传媒,6.74,9.951060358890706,涨停,1,0, 09:53:07, 14:21:19,AI应用+文化传媒+辽宁国企,,,,17,601999
601026.SH,道生天合,16.63,9.986772486772486,涨停,1,0, 10:43:40, 10:45:07,环氧塑封材料+半导体封装+风电材料+海外风电,,,,17,601026
601991.SH,大唐发电,6.92,10.015898251192366,涨停,1,0, 13:45:01, 13:45:01,超超临界火电+定增扩产+央企,,,,17,601991
002396.SZ,星网锐捷,32.38,9.986413043478263,涨停,1,0, 10:32:24, 14:41:51,CPO+数据中心交换机+半年报预增+福建国资,,,,33,002396
