股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
600421.SH,*ST华嵘,6.55,-4.934687953555876,跌停,0,1,,,, 13:07:20, 14:20:59,退市风险+第四次提示+业绩待审,22,600421
600851.SH,海欣股份,8.62,9.948979591836727,涨停,1,0, 10:17:36, 10:17:36,医药制造+投资并购,,,,17,600851
600599.SH,*ST熊猫,5.61,-4.915254237288136,跌停,0,2,,,, 09:25:04, 09:25:04,退市风险+监管监控,22,600599
000048.SZ,京基智农,21.29,-10.01690617075233,跌停,0,1,,,, 09:32:42, 09:40:36,机器人增资控股+短线回吐+业绩预减,33,000048
002579.SZ,中京电子,12.29,10.026857654431506,涨停,1,0, 09:37:33, 09:39:18,PCB+存储芯片+AI算力,,,,33,002579
601579.SH,会稽山,18.4,9.982068141063946,涨停,1,0, 10:10:13, 10:10:13,年报增长+黄酒+高端化+年轻化,,,,17,601579
300149.SZ,睿智医药,12.42,20.000000000000004,涨停,1,0, 10:15:06, 10:15:06,AI制药+ADC/CDMO+扭亏预增,,,,33,300149
600666.SH,奥瑞德,6.27,9.99999999999999,涨停,1,0, 09:32:59, 09:32:59,算力租赁+扭亏为盈+蓝宝石,,,,17,600666
600643.SH,爱建集团,5.15,10.042735042735057,涨停,1,0, 10:08:30, 10:08:30,多元金融+香港牌照+信托,,,,17,600643
000638.SZ,*ST万方,1.27,-5.223880597014929,跌停,0,3,,,, 09:25:00, 10:12:24,市值退市风险+业绩预亏,33,000638
002940.SZ,昂利康,34.88,9.996846420687485,涨停,1,0, 10:05:54, 10:05:54,创新药+原料药+定增+年报预增,,,,33,002940
000692.SZ,惠天热电,4.47,-10.06036217303823,跌停,0,1,,,, 10:15:21, 13:06:42,此前涨幅较大+业绩预亏,33,000692
002645.SZ,华宏科技,18.43,10.029850746268655,涨停,1,0, 09:50:27, 09:50:27,稀土永磁+机器人+汽车拆解+扭亏为盈,,,,33,002645
000720.SZ,新能泰山,4.91,-10.073260073260071,跌停,0,1,,,, 13:09:48, 14:56:36,此前涨幅较大+资金流出,33,000720
600355.SH,*ST精伦,0.64,-4.4776119402985115,跌停,0,5,,,, 09:25:03, 09:25:03,退市风险+股价低于1元+连续提示,22,600355
002821.SZ,凯莱英,121.85,10.002708314525592,涨停,2,0, 10:32:06, 10:33:51,年报增长+创新药CDMO+境外订单,,,,33,002821
601083.SH,锦江航运,12.93,10.04255319148936,涨停,1,0, 09:30:55, 09:48:55,年报增长+航运+东南亚航线扩张+上海国资,,,,17,601083
000752.SZ,ST西发,10.18,-5.0373134328358296,跌停,0,1,,,, 11:16:21, 13:51:51,此前预重整延期+退市风险+资金流出,33,000752
603778.SH,国晟科技,27.5,10.0,涨停,1,0, 10:53:30, 13:27:42,异质结光伏+储能+固态电池,,,,17,603778
002083.SZ,孚日股份,12.95,10.025488530161425,涨停,1,0, 10:51:30, 10:51:30,锂电池添加剂+涂层材料+地方国企,,,,33,002083
002713.SZ,*ST东易,12.45,4.974704890387858,涨停,1,0, 09:31:09, 14:06:39,算力中心+家装AI+重整完成,,,,33,002713
000788.SZ,北大医药,6.56,10.067114093959725,涨停,1,0, 10:36:00, 10:36:00,创新药+右酮洛芬+抗感染镇痛+原料药获上市批件,,,,33,000788
600105.SH,永鼎股份,30.51,9.9855803893295,涨停,1,0, 13:41:50, 13:41:50,光通信+超导带材+可控核聚变+业绩预增,,,,17,600105
603803.SH,瑞斯康达,13.68,9.96784565916399,涨停,1,0, 09:32:19, 13:30:07,CPO+智算中心+高速光模块,,,,17,603803
603912.SH,佳力图,10.0,10.011001100110013,涨停,1,0, 09:58:42, 10:06:57,液冷+算力+东数西算,,,,17,603912
603985.SH,恒润股份,20.46,9.999999999999996,涨停,1,0, 13:20:01, 13:20:01,算力租赁+风电轴承+扭亏为盈+国企,,,,17,603985
601133.SH,柏诚股份,18.85,9.976662777129526,涨停,1,0, 09:42:59, 09:42:59,半导体洁净室+存储芯片+海外扩张,,,,17,601133
601515.SH,衢州东峰,4.55,9.903381642512082,涨停,1,0, 14:07:41, 14:07:41,固态电池+提前终止减持+回购+衢州国资,,,,17,601515
603121.SH,华培动力,18.06,9.987819732034087,涨停,1,0, 13:03:38, 13:03:38,人形机器人+传感器+氢能,,,,17,603121
002639.SZ,雪人集团,18.82,9.994155464640567,涨停,1,0, 14:37:06, 14:37:06,可控核聚变+商业航天+氢能装备+压缩机,,,,33,002639
600545.SH,卓郎智能,4.0,9.890109890109885,涨停,1,0, 09:36:47, 09:36:47,玻璃纤维纱线+AI智慧工厂+纺织机械+回购注销,,,,17,600545
600488.SH,津药药业,5.76,9.923664122137396,涨停,4,0, 09:30:13, 09:30:13,创新药+原料药+出口,,,,17,600488
603429.SH,*ST集友,10.45,5.025125628140704,涨停,2,0, 09:25:04, 09:55:16,固态电池+烟草包装+ST摘帽博弈,,,,22,603429
002560.SZ,通达股份,11.87,10.009267840593143,涨停,2,0, 09:33:12, 09:45:18,年报高增+特高压线缆+航空零部件+机器人电缆,,,,33,002560
603813.SH,*ST原尚,24.06,-5.013817607579943,跌停,0,4,,,, 13:13:07, 13:13:07,退市风险+市净率偏高,22,603813
600249.SH,两面针,7.01,10.04709576138147,涨停,1,0, 09:25:03, 09:25:03,广西国资委入主+复牌+中药牙膏,,,,17,600249
605289.SH,罗曼股份,104.16,10.00105607772732,涨停,1,0, 09:40:53, 10:04:47,算力订单+液冷服务器+AR/VR+风电EPC,,,,17,605289
000534.SZ,万泽股份,38.98,9.988713318284422,涨停,1,0, 09:45:12, 09:45:12,燃气轮机零部件+低空经济+微生态活菌,,,,33,000534
600396.SH,华电辽能,7.52,-9.940119760479043,跌停,0,1,,,, 13:19:59, 14:27:20,电力板块延续回调+严重异常波动+资金流出,17,600396
603158.SH,腾龙股份,12.28,10.035842293906802,涨停,1,0, 13:07:52, 13:07:52,液冷服务器+新能源车热管理+大众供货,,,,17,603158
301188.SZ,力诺药包,20.45,20.01173708920188,涨停,1,0, 14:54:18, 14:54:18,医药包装+海外拓展+中硼硅模制瓶,,,,33,301188
603517.SH,ST绝味,12.29,5.042735042735042,涨停,1,0, 13:52:00, 13:52:00,卤味龙头+冷链物流+ST摘帽预期,,,,22,603517
600310.SH,广西能源,5.71,-9.936908517350156,跌停,0,1,,,, 09:32:16, 10:06:13,业绩转亏+担保逾期+此前涨幅较大,17,600310
603248.SH,锡华科技,30.07,9.985369422092175,涨停,1,0, 09:39:11, 09:47:53,风电齿轮箱+大兆瓦产品,,,,17,603248
301312.SZ,智立方,103.2,20.000000000000004,涨停,1,0, 13:25:21, 13:25:21,CPO设备+半导体设备+机器人,,,,33,301312
000004.SZ,*ST国华,4.34,-5.032822757111607,跌停,0,2,,,, 09:25:00, 09:36:54,退市风险+连续提示+持续下跌,33,000004
002624.SZ,完美世界,19.33,10.017074558907217,涨停,1,0, 10:58:51, 10:58:51,AI游戏+《异环》即将上线+业绩预计扭亏,,,,33,002624
603937.SH,丽岛新材,15.27,10.014409221902008,涨停,1,0, 10:37:23, 10:37:23,电池铝箔扩建+锂电池概念+彩涂铝,,,,17,603937
605162.SH,新中港,12.77,9.991386735572783,涨停,2,0, 10:22:55, 14:08:10,热电联产+储能+回购,,,,17,605162
603193.SH,润本股份,24.46,9.982014388489219,涨停,1,0, 13:02:44, 13:13:41,驱蚊产品+婴童护理+广州智造基地,,,,17,603193
301392.SZ,汇成真空,127.58,19.99623777276148,涨停,1,0, 13:15:00, 14:54:21,真空镀膜+苹果链+半导体应用,,,,33,301392
605081.SH,*ST太和,6.85,-4.9930651872399485,跌停,0,2,,,, 13:50:32, 14:45:26,退市风险+收入确认不确定+审计未定,22,605081
002558.SZ,巨人网络,34.69,9.987317691819907,涨停,1,0, 13:31:36, 13:31:36,AI游戏+征途IP+回购注销,,,,33,002558
600844.SH,金煤科技,4.38,-10.061601642710476,跌停,0,1,,,, 09:56:16, 11:14:19,异常波动+估值偏高,17,600844
600594.SH,益佰制药,4.36,10.10101010101011,涨停,1,0, 10:14:19, 10:31:25,阿扎胞苷获批+抗肿瘤药+民营医院,,,,17,600594
000078.SZ,海王生物,3.45,9.872611464968156,涨停,1,0, 10:18:36, 10:18:36,创新药+流感+医疗器械,,,,33,000078
002269.SZ,美邦服饰,1.84,10.179640718562883,涨停,1,0, 09:25:00, 09:37:18,10亿采购合同+潮流户外+5.0新零售+童装品牌,,,,33,002269
603296.SH,华勤技术,88.14,9.996256083863727,涨停,1,0, 09:47:41, 10:06:23,H股聆讯+算力服务器+人形机器人,,,,17,603296
601872.SH,招商轮船,18.0,10.024449877750616,涨停,1,0, 09:33:42, 14:04:00,VLCC油运+地缘溢价+央企,,,,17,601872
605199.SH,ST葫芦娃,7.17,4.9780380673499245,涨停,2,0, 10:11:36, 10:37:45,创新药+儿科药+推进内控缺陷整改,,,,22,605199
600581.SH,*ST八钢,2.93,5.01792114695341,涨停,2,0, 09:25:04, 09:25:04,昨日复牌+特钢+中亚出口+央企,,,,22,600581
600724.SH,宁波富达,6.66,10.082644628099178,涨停,1,0, 09:34:50, 10:43:26,商业地产+并购转型+国企改革,,,,17,600724
002306.SZ,*ST云网,2.38,4.845814977973562,涨停,1,0, 09:25:00, 10:12:54,退市风险博弈,,,,33,002306
002902.SZ,铭普光磁,28.78,10.01529051987768,涨停,1,0, 09:30:00, 09:30:00,800G光模块+AI算力+车载磁性元器件,,,,33,002902
