股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
600421.SH,*ST华嵘,5.01,-4.933586337760907,跌停,0,2,,,, 09:25:03, 09:25:03,业绩修正+财务类终止上市风险+营收调减,22,600421
300061.SZ,旗天科技,9.8,19.951040391676877,涨停,1,0, 09:35:51, 09:35:51,一季报扭亏+七彩虹入主+AI营销,,,,33,300061
600599.SH,*ST熊猫,4.45,4.952830188679244,涨停,1,0, 09:46:44, 09:51:41,退市博弈+烟花爆竹+业绩预盈,,,,22,600599
603618.SH,杭电股份,31.41,10.017513134851136,涨停,2,0, 09:35:07, 13:05:43,一季报增长+光纤涨价+特高压+锂电铜箔,,,,17,603618
600259.SH,中稀有色,94.65,-10.002852524484164,跌停,0,1,,,, 10:03:28, 10:42:40,板块回调+资金流出+前期涨幅较大,17,600259
600736.SH,苏州高新,8.37,9.986859395532178,涨停,3,0, 09:25:02, 09:25:02,商业航天+产业园运营+苏州+脑机接口,,,,17,600736
300590.SZ,移为通信,14.56,20.032976092333055,涨停,1,0, 09:30:00, 09:42:48,一季报高增+物联网+芯片设计,,,,33,300590
603198.SH,迎驾贡酒,39.02,10.00845785170568,涨停,1,0, 09:45:11, 09:45:11,Q1业绩回暖+白酒+洞藏系列+高分红,,,,17,603198
002793.SZ,罗欣药业,5.63,9.960937499999996,涨停,1,0, 09:50:18, 09:50:18,一季报增长+创新药+替戈拉生片+医保全覆盖,,,,33,002793
600110.SH,诺德股份,9.27,-10.00000000000001,跌停,0,1,,,, 09:53:12, 10:44:06,年报亏损+板块走弱+资金流出,17,600110
603529.SH,爱玛科技,25.96,-9.986130374479885,跌停,0,1,,,, 09:25:03, 09:47:00,一季度净利降67%+高管减持+竞价跌停,17,603529
002301.SZ,齐心集团,7.45,10.044313146233392,涨停,1,0, 09:39:18, 09:39:18,AI应用+国潮文创+B2B集采,,,,33,002301
000715.SZ,中兴商业,6.61,9.983361064891858,涨停,1,0, 09:59:03, 10:02:42,百货零售+首店经济+恐龙IP,,,,33,000715
002565.SZ,顺灏股份,19.76,-9.977220956719808,跌停,0,1,,,, 11:22:15, 14:10:09,板块回调+资金流出+此前涨幅较大,33,002565
601778.SH,晶科科技,7.19,9.9388379204893,涨停,1,0, 13:11:50, 13:11:50,算力中心+绿电直连+储能,,,,17,601778
002731.SZ,ST萃华,5.62,-5.067567567567565,跌停,0,4,,,, 09:25:00, 09:25:00,退市风险警示+审计否定意见+现金流紧张,33,002731
000890.SZ,法尔胜,16.76,9.973753280839905,涨停,1,0, 09:37:18, 14:51:00,光纤业务澄清+重大资产出售完成+环保技术突破+金属制品,,,,33,000890
600726.SH,华电能源,5.27,10.02087682672233,涨停,1,0, 10:34:58, 10:34:58,一季报增长+绿电转型+热电联产+煤炭,,,,17,600726
002787.SZ,华源控股,19.44,10.016977928692695,涨停,1,0, 09:37:09, 13:01:42,半导体收购+温控设备+金属包装+一季报增长,,,,33,002787
600265.SH,ST景谷,21.25,4.990118577075107,涨停,1,0, 10:34:05, 14:55:05,算力租赁+资产重组+林业,,,,22,600265
600770.SH,综艺股份,6.34,10.069444444444446,涨停,1,0, 09:51:05, 09:51:05,功率半导体+吉莱微并购+芯片设计,,,,17,600770
600338.SH,西藏珠峰,20.52,-10.000000000000005,跌停,0,1,,,, 09:35:01, 09:43:49,业绩落地+此前涨幅较大+资金流出,17,600338
603220.SH,中贝通信,34.23,9.993573264781478,涨停,1,0, 13:55:39, 13:55:39,算力租赁+光模块+AI基金,,,,17,603220
002008.SZ,大族激光,103.6,10.002123593119544,涨停,1,0, 13:21:51, 13:35:03,AI算力PCB+商业航天+一季报高增,,,,33,002008
600986.SH,浙文互联,12.13,9.972801450589316,涨停,1,0, 09:44:29, 13:00:41,算力租赁+AI营销+浙江国资,,,,17,600986
002713.SZ,*ST东易,13.67,-5.003474635163312,跌停,0,1,,,, 14:10:27, 15:00:00,退市风险+业绩亏损,33,002713
605336.SH,*ST帅电,14.99,-5.006337135614697,跌停,0,1,,,, 11:00:11, 14:56:29,实施退市风险警示+年报业绩亏损+此前涨幅较大,22,605336
603060.SH,国检集团,6.63,9.9502487562189,涨停,1,0, 10:19:20, 10:19:20,商业航天+新材料检测+央企,,,,17,603060
001267.SZ,汇绿生态,50.92,10.002160293799962,涨停,1,0, 13:20:09, 13:20:09,硅光模块+硅光芯片+鄂州扩产+园林工程,,,,33,001267
603912.SH,佳力图,11.46,9.980806142034558,涨停,1,0, 10:01:31, 10:01:31,液冷+算力+签约江西电建,,,,17,603912
000593.SZ,德龙汇能,19.64,10.028011204481787,涨停,1,0, 10:04:27, 10:12:15,燃气+氢能中心+控制权变更完成,,,,33,000593
000488.SZ,ST晨鸣,2.68,5.098039215686288,涨停,1,0, 13:42:21, 13:45:51,浆纸一体化+山东国资+摘帽预期,,,,33,000488
600696.SH,*ST岩石,1.31,4.800000000000004,涨停,5,0, 09:30:12, 09:30:21,退市博弈+酱香型白酒,,,,22,600696
003022.SZ,联泓新科,24.77,9.991119005328597,涨停,1,0, 10:29:42, 10:29:42,一季报倍增+VC投产+EVA+电子特气,,,,33,003022
300067.SZ,安诺其,7.27,19.96699669966997,涨停,3,0, 09:25:00, 09:25:00,拟收购烽云信息+算力服务,,,,33,300067
000909.SZ,*ST数源,6.03,-5.0393700787401485,跌停,0,1,,,, 09:25:00, 09:25:00,信披立案+退市警示+业绩亏损,33,000909
002448.SZ,中原内配,17.52,9.981167608286253,涨停,1,0, 14:07:36, 14:10:09,氢能源+人形机器人+气缸套,,,,33,002448
