股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002309.SZ,中利集团,4.98,9.933774834437088,涨停,1,0, 09:30:54, 09:54:09,光纤概念+光伏储能+线缆+厦门国资,,,,33,002309
002357.SZ,富临运业,13.01,-10.02766251728908,跌停,0,1,,,, 09:31:06, 13:36:57,复牌+控制权变更不确定,33,002357
600339.SH,中油工程,4.46,10.123456790123461,涨停,1,0, 13:01:29, 13:48:26,油气储运+一带一路+央企,,,,17,600339
600599.SH,*ST熊猫,5.33,-4.991087344028525,跌停,0,3,,,, 09:25:01, 09:25:01,退市风险+异常波动,22,600599
000048.SZ,京基智农,19.16,-10.00469704086425,跌停,0,2,,,, 09:31:00, 09:37:51,短线回吐+业绩预减+机器人增资控股,33,000048
603477.SH,巨星农牧,17.03,10.012919896640831,涨停,1,0, 10:46:54, 13:09:39,生猪养殖+收储启动+定增获批,,,,17,603477
000638.SZ,*ST万方,1.21,-4.724409448818902,跌停,0,4,,,, 09:25:00, 09:30:45,市值退市风险+业绩预亏,33,000638
600608.SH,*ST沪科,3.0,4.895104895104899,涨停,1,0, 09:30:50, 13:29:17,花卉转型+扭亏预告+昆明国资,,,,22,600608
002905.SZ,金逸影视,10.2,-9.973521624007068,跌停,0,1,,,, 09:30:42, 10:06:15,短线回调+此前涨幅较大,33,002905
000762.SZ,西藏矿业,31.26,9.992962702322307,涨停,1,0, 10:10:09, 13:04:33,锂盐湖+二期爬坡+宝武央企,,,,33,000762
000711.SZ,ST京蓝,3.93,5.080213903743314,涨停,1,0, 13:46:24, 13:46:24,固危废资源化+铟靶材+ST炒作,,,,33,000711
300839.SZ,博汇股份,16.69,19.985621854780742,涨停,1,0, 09:31:03, 09:31:03,Q1预计扭亏+燃料油+液冷算力+国资入主,,,,33,300839
002051.SZ,中工国际,9.91,9.988901220865708,涨停,1,0, 10:24:39, 10:24:39,专业工程+一带一路+央企,,,,33,002051
002731.SZ,ST萃华,7.0,-5.020352781546813,跌停,0,1,,,, 13:06:27, 14:29:15,借款逾期+股权冻结,33,002731
000720.SZ,新能泰山,5.4,9.979633401222,涨停,1,0, 09:34:03, 09:34:03,电缆+光纤+实控人中国华能+央企,,,,33,000720
600355.SH,*ST精伦,0.61,-4.687500000000004,跌停,0,6,,,, 09:25:03, 09:25:03,市值退市+面值退市,22,600355
002263.SZ,大东南,4.73,10.000000000000014,涨停,1,0, 14:30:06, 14:38:09,特高压电容膜+光伏背板膜+算电协同应用潜力+国企改革,,,,33,002263
000752.SZ,ST西发,9.67,-5.009823182711196,跌停,0,2,,,, 09:25:00, 09:25:00,此前预重整延期+此前退市风险,33,000752
000586.SZ,汇源通信,17.15,10.006414368184727,涨停,1,0, 09:32:54, 09:37:06,特高压光缆+车载电子+定增推进,,,,33,000586
000968.SZ,蓝焰控股,10.91,9.979838709677422,涨停,1,0, 09:35:03, 09:35:03,煤层气+山西国资,,,,33,000968
002102.SZ,能特科技,3.0,-9.909909909909912,跌停,0,1,,,, 09:51:27, 09:58:27,证监会立案+涉嫌信披违规,33,002102
000788.SZ,北大医药,7.22,10.0609756097561,涨停,2,0, 09:30:00, 09:49:51,创新药+右酮洛芬+帕利哌酮获批,,,,33,000788
600644.SH,乐山电力,12.64,10.008703220191473,涨停,1,0, 09:30:37, 13:30:52,电力+新型储能+地方国资,,,,17,600644
600488.SH,津药药业,6.34,10.069444444444446,涨停,5,0, 09:25:02, 09:25:02,创新药+原料药+出口,,,,17,600488
603798.SH,康普顿,15.62,10.0,涨停,1,0, 09:59:01, 09:59:01,润滑油+氢能布局+军工认证,,,,17,603798
603813.SH,*ST原尚,22.86,-4.987531172069823,跌停,0,5,,,, 09:25:04, 09:25:04,退市风险+市净率偏高+连续异常波动,22,603813
002560.SZ,通达股份,13.06,10.025273799494535,涨停,3,0, 09:38:12, 13:51:18,年报高增+特高压线缆+航空零部件+机器人电缆,,,,33,002560
002898.SZ,*ST赛隆,12.13,5.021645021645022,涨停,1,0, 10:38:06, 10:41:24,创新药+AI服务器+原料药制剂一体化,,,,33,002898
603863.SH,松炀资源,17.25,10.012755102040819,涨停,1,0, 09:49:17, 10:01:02,造纸+减亏+资产优化,,,,17,603863
603353.SH,和顺石油,36.5,10.006027727546716,涨停,1,0, 09:31:43, 09:33:58,成品油+拟控股奎芯+芯片概念,,,,17,603353
