股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000615.SZ,*ST美谷,3.34,5.031446540880493,涨停,1,0, 11:00:06, 13:00:03,医疗美容+重整完成+ST摘帽预期,,,,33,000615
603076.SH,乐惠国际,28.12,10.01564945226918,涨停,1,0, 09:44:05, 09:44:05,定增通过+精酿啤酒+一带一路,,,,17,603076
600666.SH,奥瑞德,6.08,9.945750452079563,涨停,1,0, 09:50:51, 14:45:21,算力租赁+预计扭亏+回购减持,,,,17,600666
603978.SH,深圳新星,25.69,10.021413276231263,涨停,1,0, 10:32:15, 10:32:15,六氟磷酸锂+电池铝箔+商业航天+三氟化硼,,,,17,603978
000638.SZ,*ST万方,1.48,4.9645390070922035,涨停,1,0, 09:58:42, 10:58:45,退市博弈+军工+粮食, 09:25:00, 09:25:00,,33,000638
688068.SH,热景生物,132.13,19.998183634547267,涨停,1,0, 13:31:08, 13:31:08,创新药+SGC001+肝癌早诊,,,,17,688068
600110.SH,诺德股份,8.66,10.038119440914867,涨停,1,0, 11:29:40, 11:29:40,固态电池铜箔+HVLP铜箔+高端锂电铜箔,,,,17,600110
002995.SZ,天地在线,23.65,9.999999999999993,涨停,1,0, 09:40:00, 09:40:00,AI营销+抖音概念+持股中书艺莲+VR文旅,,,,33,002995
300858.SZ,科拓生物,18.19,19.986807387862804,涨停,1,0, 10:07:45, 10:07:45,创新药+益生菌+国产替代,,,,33,300858
002731.SZ,ST萃华,7.79,4.986522911051215,涨停,1,0, 11:29:39, 11:29:39,黄金+锂盐+ST反弹,,,,33,002731
600955.SH,维远股份,17.05,10.000000000000004,涨停,1,0, 13:06:57, 13:06:57,电解液溶剂投产+环氧丙烷涨价,,,,17,600955
600227.SH,赤天化,4.27,10.05154639175257,涨停,1,0, 09:34:14, 10:08:38,甲醇+尿素+化肥+煤炭,,,,17,600227
002310.SZ,东方新能,3.84,10.02865329512893,涨停,1,0, 09:45:24, 09:45:24,重大资产重组+风光电站+北京国资,,,,33,002310
001313.SZ,粤海饲料,7.56,10.043668122270734,涨停,1,0, 09:52:00, 09:52:00,特种水产饲料+越南投产+预计扭亏,,,,33,001313
600982.SH,宁波能源,7.35,10.029940119760479,涨停,1,0, 14:29:07, 14:29:07,绿电+光伏+国企,,,,17,600982
000767.SZ,晋控电力,5.09,9.935205183585314,涨停,2,0, 09:30:36, 10:07:12,火电预增+绿色电力+山西国资,,,,33,000767
300461.SZ,田中精机,55.63,19.99568593615186,涨停,1,0, 10:35:21, 11:01:09,智能制造+电机+扭亏为盈,,,,33,300461
603115.SH,海星股份,43.43,10.005065856129693,涨停,1,0, 11:28:05, 13:54:26,AI服务器电极箔+储能电极箔+股权激励,,,,17,603115
600996.SH,贵广网络,10.02,9.98902305159166,涨停,1,0, 09:25:01, 09:25:01,算力租赁+广电5G+贵州国资,,,,17,600996
002176.SZ,江特电机,10.29,10.053475935828871,涨停,1,0, 10:27:21, 10:27:21,锂矿+碳酸锂涨价+机器人电机,,,,33,002176
