股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
603217.SH,元利科技,24.68,9.982174688057032,涨停,1,0, 09:46:58, 09:46:58,化工+固态电池+PCB溶剂+光稳定剂,,,,17,603217
000965.SZ,天保基建,4.18,9.999999999999996,涨停,1,0, 09:25:00, 10:11:33,天津国资+三季报增长+大飞机+房地产,,,,33,000965
603601.SH,再升科技,13.44,9.983633387888696,涨停,2,0, 09:30:04, 14:02:25,SpaceX供货传闻+玻璃微纤维+高效滤材,,,,17,603601
600207.SH,安彩高科,6.58,10.033444816053505,涨停,1,0, 10:04:49, 10:04:49,光伏玻璃+光热玻璃+河南国资+高纯石英砂,,,,17,600207
002569.SZ,*ST步森,13.97,5.037593984962406,涨停,1,0, 11:27:54, 11:27:54,控制权变更+扭亏预告+宝鸡国资,,,,33,002569
002149.SZ,西部材料,46.74,10.002353494939985,涨停,1,0, 14:36:06, 14:36:06,商业航天+可控核聚变+超导+国企,,,,33,002149
000638.SZ,*ST万方,1.41,-4.729729729729734,跌停,0,1,,,, 09:25:00, 09:25:00,市值退市风险+财务类退市+立案调查,33,000638
000692.SZ,惠天热电,4.9,10.1123595505618,涨停,1,0, 09:44:36, 09:44:36,供热+沈阳国资,,,,33,000692
601330.SH,绿色动力,9.61,-10.018726591760302,跌停,0,1,,,, 10:17:10, 14:49:58,此前涨幅较大+资金流出+板块轮动,17,601330
605555.SH,德昌股份,16.81,10.0130890052356,涨停,1,0, 13:55:27, 13:55:27,机器人电机+EPS电机+吸尘器出口,,,,17,605555
000927.SZ,中国铁物,3.34,9.868421052631573,涨停,2,0, 09:32:03, 14:53:36,供应链服务+一带一路+央企,,,,33,000927
000711.SZ,ST京蓝,4.02,-4.964539007092219,跌停,0,2,,,, 09:25:00, 09:25:00,异常波动+监管措施+业绩预亏,33,000711
001270.SZ,*ST铖昌,106.22,5.001977066034008,涨停,1,0, 13:57:18, 14:46:24,T/R芯片+商业航天+扭亏为盈+摘帽预期,,,,33,001270
000890.SZ,法尔胜,12.25,-9.992652461425418,跌停,0,1,,,, 13:15:21, 14:45:39,此前涨幅较大+业绩预亏+资金流出,33,000890
600726.SH,华电能源,6.77,10.081300813008117,涨停,2,0, 14:55:59, 14:55:59,热电联产+绿电转型+煤炭概念+央企,,,,17,600726
000720.SZ,新能泰山,5.01,10.10989010989011,涨停,3,0, 09:25:00, 09:25:00,电缆+光纤+央企,,,,33,000720
600355.SH,*ST精伦,0.79,-4.8192771084337265,跌停,0,1,,,, 09:25:03, 09:25:03,面值退市+市值退市+业绩预亏+风险提示,22,600355
600800.SH,渤海化学,5.21,9.915611814345985,涨停,2,0, 09:31:05, 09:33:47,丙烯酸酯投产+氢能源+天津国资,,,,17,600800
000908.SZ,ST景峰,7.4,4.964539007092207,涨停,1,0, 14:10:24, 14:10:24,摘星+石药入主+创新药, 09:30:54, 09:30:54,,33,000908
002263.SZ,大东南,3.7,10.119047619047628,涨停,1,0, 09:40:18, 09:40:18,特高压电容膜+光伏背板膜+国企改革,,,,33,002263
002192.SZ,融捷股份,70.91,10.00620539869687,涨停,3,0, 09:48:33, 14:10:42,锂矿+负极材料+年报增长,,,,33,002192
603520.SH,司太立,10.3,10.042735042735057,涨停,1,0, 09:43:25, 09:58:55,六氟磷酸锂+碘造影剂+产能爬坡,,,,17,603520
000968.SZ,蓝焰控股,10.93,9.95975855130785,涨停,1,0, 13:19:51, 13:19:51,煤层气+地缘冲突+山西国资,,,,33,000968
603778.SH,国晟科技,22.09,-9.98370008149959,跌停,0,1,,,, 13:21:37, 14:16:46,板块回调+此前涨幅较大+业绩预亏,17,603778
002471.SZ,中超控股,8.76,10.050251256281406,涨停,1,0, 09:25:00, 09:25:00,大飞机+商业航天+高温合金+电网设备,,,,33,002471
000767.SZ,晋控电力,4.63,9.976247030878858,涨停,1,0, 09:30:54, 09:35:24,火电预增+绿色电力+山西国资,,,,33,000767
002796.SZ,世嘉科技,45.61,-10.00394632991318,跌停,0,1,,,, 14:27:39, 14:40:12,CPO板块普跌+资金流出+业绩预亏,33,002796
600682.SH,南京新百,7.06,9.968847352024918,涨停,1,0, 09:45:11, 09:45:11,养老机器人+干细胞+商业焕新,,,,17,600682
601515.SH,衢州东峰,4.41,9.97506234413966,涨停,1,0, 09:35:21, 09:35:21,固态电池+提前终止减持+回购+衢州国资,,,,17,601515
