name,code,now,close,open,volume,bid_volume,ask_volume,bid1,bid1_volume,bid2,bid2_volume,bid3,bid3_volume,bid4,bid4_volume,bid5,bid5_volume,ask1,ask1_volume,ask2,ask2_volume,ask3,ask3_volume,ask4,ask4_volume,ask5,ask5_volume,最近逐笔成交,datetime,涨跌,涨跌(%),high,low,价格/成交量(手)/成交额,成交量(手),成交额(万),turnover,PE,unknown,high_2,low_2,振幅,流通市值,总市值,PB,涨停价,跌停价,量比,委差,均价,市盈(动),市盈(静)
上证指数,sh000001,4082.13,4051.43,4053.37,58984137900.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-04-20 16:14:16,30.7,0.76,4083.19,4051.69,4082.13/589841379/1084578006427,58984137900,1084578010000.0,1.23,17.73,,4083.19,4051.69,0.78,629967.49,672738.26,0.0,-1.0,-1.0,1.06,0.0,4071.03,,
深证成指,sz399001,14966.75,14885.42,14870.9,72333208600.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-04-20 16:14:48,81.33,0.55,15006.92,14845.97,14966.75/723332086/1494192077988,72333208600,1494192080000.0,2.99,53.53,,15006.92,14845.97,1.08,410951.78,477962.97,0.0,-1.0,-1.0,1.07,0.0,14941.91,,
创业板指,sz399006,3677.58,3678.29,3657.35,21559884400.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-04-20 16:14:03,-0.71,-0.02,3696.26,3642.81,3677.58/215598844/698484540769,21559884400,698484540000.0,4.12,69.38,,3696.26,3642.81,1.45,161327.3,197202.13,0.0,-1.0,-1.0,1.07,0.0,3673.45,,
