name,code,now,close,open,volume,bid_volume,ask_volume,bid1,bid1_volume,bid2,bid2_volume,bid3,bid3_volume,bid4,bid4_volume,bid5,bid5_volume,ask1,ask1_volume,ask2,ask2_volume,ask3,ask3_volume,ask4,ask4_volume,ask5,ask5_volume,最近逐笔成交,datetime,涨跌,涨跌(%),high,low,价格/成交量(手)/成交额,成交量(手),成交额(万),turnover,PE,unknown,high_2,low_2,振幅,流通市值,总市值,PB,涨停价,跌停价,量比,委差,均价,市盈(动),市盈(静)
上证指数,sh000001,4124.43,4128.37,4124.43,389065500.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-02-11 09:26:03,-3.94,-0.1,4124.43,4124.43,4124.43/3890655/6347026044,389065500,6347030000.0,0.01,17.55,,4124.43,4124.43,0.0,633586.6,675051.14,0.0,-1.0,-1.0,0.0,0.0,4124.43,,
深证成指,sz399001,14186.65,14210.63,14186.65,788118700.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-02-11 09:26:06,-23.98,-0.17,14186.65,14186.65,14186.65/7881187/11528664076,788118700,11528660000.0,0.03,53.48,,14186.65,14186.65,0.0,398852.47,465290.68,0.0,-1.0,-1.0,0.0,0.0,14186.65,,
创业板指,sz399006,3312.64,3320.54,3312.64,252030000.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,2026-02-11 09:26:21,-7.9,-0.24,3312.64,3312.64,3312.64/2520300/5490513573,252030000,5490510000.0,0.05,72.73,,3312.64,3312.64,0.0,151464.0,187336.25,0.0,-1.0,-1.0,0.0,0.0,3312.64,,
