股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
600421.SH,*ST华嵘,5.43,-5.069930069930071,跌停,0,1,,,, 09:47:09, 09:51:42,退市风险+板块跟跌+此前连跌,22,600421
002957.SZ,科瑞技术,45.97,10.002392916965782,涨停,1,0, 09:49:36, 09:49:36,光模块+半导体设备+精密零部件制造+业绩预增,,,,33,002957
002418.SZ,康盛股份,6.19,9.94671403197159,涨停,1,0, 10:23:57, 10:23:57,液冷算力+家电制冷+扭亏预增,,,,33,002418
603922.SH,金鸿顺,21.51,10.025575447570336,涨停,1,0, 10:25:50, 10:25:50,新能源电池托盘+汽车零部件+控制权变更风险,,,,17,603922
003031.SZ,中瓷电子,112.48,10.004889975550126,涨停,1,0, 13:19:03, 13:19:03,光模块+SiC芯片+电子陶瓷+央企,,,,33,003031
603118.SH,共进股份,15.18,9.999999999999991,涨停,1,0, 09:35:53, 09:43:35,800G交换机+机器人代工+唐山国资,,,,17,603118
300905.SZ,宝丽迪,55.58,19.99136442141623,涨停,2,0, 09:35:42, 09:35:42,COFs验证+固态电池材料+纤维母粒+年报预增,,,,33,300905
000936.SZ,华西股份,8.34,10.026385224274403,涨停,1,0, 11:18:12, 11:18:12,创投+索尔思光电交割+涤纶化纤,,,,33,000936
002940.SZ,昂利康,39.16,9.999999999999988,涨停,2,0, 10:17:09, 14:15:24,创新药+克立硼罗+原料药,,,,33,002940
600707.SH,彩虹股份,7.79,10.028248587570621,涨停,1,0, 09:41:10, 13:00:37,玻璃基板+ITC胜诉+国企改革,,,,17,600707
603063.SH,禾望电气,40.63,9.989171629669748,涨停,1,0, 13:04:42, 13:45:42,风电设备+氢能+股权激励,,,,17,603063
000711.SZ,ST京蓝,4.1,5.128205128205121,涨停,2,0, 10:08:42, 13:12:15,铟靶材+固危废资源化+ST炒作,,,,33,000711
600156.SH,华升股份,9.26,9.976247030878858,涨停,2,0, 09:30:40, 14:48:22,算力租赁+拟收购易信科技+湖南国资,,,,17,600156
