股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002850.SZ,科达利,177.32,10.000000000000004,涨停,1,0, 09:32:45, 09:32:45,年报增长+大圆柱电池+人形机器人,,,,33,002850
002168.SZ,*ST惠程,3.98,5.0131926121372015,涨停,1,0, 09:56:03, 14:24:57,预重整+智能电网+充电桩+地方国资,,,,33,002168
002309.SZ,中利集团,4.76,9.930715935334867,涨停,1,0, 11:28:21, 13:48:42,光纤概念+光伏储能+线缆+厦门国资,,,,33,002309
603601.SH,再升科技,14.5,10.015174506828531,涨停,1,0, 10:44:28, 13:52:43,SpaceX供货传闻+玻璃微纤维+高效滤材,,,,17,603601
000753.SZ,漳州发展,7.21,10.076335877862597,涨停,1,0, 13:42:27, 13:42:27,海峡两岸+绿色电力+福建国资,,,,33,000753
688693.SH,锴威特,54.9,19.999999999999996,涨停,1,0, 09:25:03, 09:43:54,拟收购晶艺半导体+SiC功率器件,,,,17,688693
000048.SZ,京基智农,22.61,10.024330900243303,涨停,1,0, 09:40:36, 14:19:09,生猪养殖+拟控股汇博机器人+机器人概念,,,,33,000048
002424.SZ,ST百灵,5.07,4.968944099378886,涨停,1,0, 09:30:15, 09:30:15,苗药龙头+创新药+摘帽预期,,,,33,002424
603618.SH,杭电股份,26.71,10.008237232289948,涨停,2,0, 09:34:32, 09:49:47,光纤+特高压+超薄铜箔,,,,17,603618
603261.SH,*ST立航,34.49,4.992389649923898,涨停,1,0, 09:39:38, 11:29:38,退市博弈+C919配套+航空装备,,,,22,603261
600127.SH,金健米业,7.51,9.956076134699849,涨停,1,0, 09:34:32, 09:34:32,粮油加工+湖南国资,,,,17,600127
000862.SZ,银星能源,7.14,-9.962168978562422,跌停,0,1,,,, 09:47:36, 14:20:00,板块回调+此前涨幅较大,33,000862
600345.SH,长江通信,43.23,10.0,涨停,1,0, 13:00:03, 13:00:03,参股长飞光纤+商业航天+智慧应急+央企,,,,17,600345
000638.SZ,*ST万方,1.41,-4.729729729729734,跌停,0,1,,,, 09:25:00, 14:21:12,市值退市风险,33,000638
002160.SZ,常铝股份,5.49,10.02004008016032,涨停,1,0, 09:25:00, 09:25:00,铝箔+固态电池+洁净室+济南国资,,,,33,002160
000711.SZ,ST京蓝,3.9,-5.109489051094901,跌停,0,1,,,, 09:31:39, 11:21:42,此前大涨+监管措施+业绩预亏,33,000711
000592.SZ,平潭发展,11.62,10.037878787878775,涨停,1,0, 10:05:33, 10:49:57,海峡两岸+福建自贸区+林木主业,,,,33,000592
603256.SH,宏和科技,72.14,10.003049710277528,涨停,1,0, 09:47:29, 11:12:41,电子布+80亿产业园+PCB概念,,,,17,603256
001270.SZ,*ST铖昌,108.99,4.999999999999998,涨停,1,0, 10:30:15, 10:37:00,T/R芯片+商业航天+扭亏为盈+摘帽预期,,,,33,001270
000890.SZ,法尔胜,14.83,10.014836795252224,涨停,2,0, 09:34:27, 09:34:45,光纤概念+钢帘线剥离+环保设备,,,,33,000890
600726.SH,华电能源,6.01,-10.029940119760479,跌停,0,1,,,, 09:39:50, 09:39:50,此前涨幅较大+板块回调+资金流出,17,600726
000720.SZ,新能泰山,4.96,-9.981851179673319,跌停,0,1,,,, 09:47:03, 14:30:27,板块回调+资金流出+此前涨幅较大,33,000720
600355.SH,*ST精伦,0.71,-5.333333333333338,跌停,0,3,,,, 09:25:03, 09:25:03,退市风险+连续提示+业绩预亏,22,600355
600487.SH,亨通光电,53.85,10.010214504596524,涨停,1,0, 11:24:27, 11:24:27,光纤涨价+CPO+海缆,,,,17,600487
600502.SH,安徽建工,5.12,10.107526881720423,涨停,1,0, 09:30:21, 09:30:21,年报增长+基建龙头+低空经济+国企改革,,,,17,600502
600359.SH,新农开发,7.65,10.071942446043167,涨停,1,0, 10:06:57, 10:06:57,农业种植+粮食概念+甘草饮品+国资,,,,17,600359
000908.SZ,ST景峰,8.16,5.019305019305027,涨停,3,0, 09:31:24, 09:34:03,摘星+石药入主+创新药,,,,33,000908
002501.SZ,利源股份,2.04,10.270270270270267,涨停,1,0, 09:31:06, 09:45:33,铝型材+新能源+股份解冻,,,,33,002501
600982.SH,宁波能源,6.62,-9.93197278911564,跌停,0,1,,,, 10:07:38, 13:47:20,短线回调+板块下跌,17,600982
