股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002491.SZ,通鼎互联,15.62,10.0,涨停,1,0, 14:30:27, 14:30:27,光纤光缆+数据中心+储能消防,,,,33,002491
002848.SZ,*ST高斯,14.99,4.971988795518214,涨停,1,0, 14:48:36, 14:48:36,算力+高频覆铜板+潍坊国资,,,,33,002848
600666.SH,奥瑞德,6.85,9.951845906902074,涨停,1,0, 10:20:14, 10:20:14,年报扭亏+算力租赁+蓝宝石,,,,17,600666
000782.SZ,恒申新材,5.81,10.037878787878775,涨停,1,0, 09:38:03, 09:38:03,锦纶6+军工锦纶+29亿项目,,,,33,000782
603322.SH,超讯通信,36.26,10.012135922330089,涨停,1,0, 09:50:45, 10:15:24,沐曦GPU+算力租赁+扭亏为盈,,,,17,603322
002940.SZ,昂利康,35.6,10.012360939431405,涨停,1,0, 09:39:06, 09:39:06,创新药+克立硼罗+原料药,,,,33,002940
000762.SZ,西藏矿业,37.11,9.988144635447533,涨停,1,0, 13:42:36, 14:00:18,锂盐湖+二期爬坡+宝武央企,,,,33,000762
600156.SH,华升股份,8.42,10.065359477124177,涨停,1,0, 10:32:37, 10:32:37,算力租赁+拟收购易信科技+湖南国资,,,,17,600156
001268.SZ,联合精密,31.34,10.003510003510009,涨停,1,0, 09:38:39, 09:42:18,成飞概念+拟收购迈特航空+精密零部件+业绩增长,,,,33,001268
600749.SH,西藏旅游,19.93,9.988962472406174,涨停,1,0, 13:06:55, 13:06:55,入境游增长+景区运营+智慧平台,,,,17,600749
603906.SH,龙蟠科技,25.05,10.01317523056654,涨停,1,0, 09:30:47, 09:30:47,业绩预增+磷酸铁锂+储能,,,,17,603906
002580.SZ,圣阳股份,27.8,10.011871784724976,涨停,6,0, 09:37:24, 09:41:24,储能电池+液冷储能+固态电池+算力,,,,33,002580
002613.SZ,北玻股份,4.17,10.026385224274403,涨停,1,0, 10:07:12, 10:07:12,玻璃钢化设备+钙钛矿设备+一带一路,,,,33,002613
002802.SZ,洪汇新材,14.87,9.985207100591714,涨停,1,0, 10:37:42, 10:37:42,特种氯乙烯共聚物+风电+回购注销+国企,,,,33,002802
605060.SH,联德股份,58.95,10.00186601977981,涨停,1,0, 09:45:08, 09:45:08,燃气轮机+液冷+年报增长,,,,17,605060
600961.SH,株冶集团,20.08,10.027397260273963,涨停,1,0, 09:36:59, 09:39:38,小金属+黄金+央企控股,,,,17,600961
002008.SZ,大族激光,86.67,10.001269196598546,涨停,1,0, 11:11:42, 14:15:57,PCB设备+液冷核心部件焊接+光纤激光器,,,,33,002008
600082.SH,ST海泰,3.0,-5.06329113924051,跌停,0,3,,,, 09:25:03, 14:53:26,实施其他风险警示+业绩预亏,22,600082
002771.SZ,真视通,18.37,10.00000000000001,涨停,1,0, 09:32:15, 09:33:33,液冷算力+算力租赁+AI视讯,,,,33,002771
605166.SH,聚合顺,11.13,9.980237154150213,涨停,1,0, 10:50:03, 10:50:03,尼龙6切片+PA66项目+产能扩张,,,,17,605166
000593.SZ,德龙汇能,18.33,10.024009603841526,涨停,1,0, 11:23:06, 11:23:06,燃气+氢能中心+控制权变更完成,,,,33,000593
002990.SZ,盛视科技,46.32,9.997625267157447,涨停,3,0, 09:44:39, 13:20:54,算力采购+人形机器人+智慧口岸,,,,33,002990
002209.SZ,达意隆,16.5,10.0,涨停,1,0, 13:31:39, 13:31:39,机器人+包装装备+激励计划,,,,33,002209
000609.SZ,ST中迪,9.77,5.053763440860203,涨停,1,0, 09:30:06, 09:30:06,ST板块+半导体创投+房地产回款,,,,33,000609
600719.SH,大连热电,7.33,10.06006006006006,涨停,1,0, 14:15:55, 14:15:55,热电联产+新能源注入预期+大连国资,,,,17,600719
001230.SZ,劲旅环境,27.72,9.999999999999998,涨停,1,0, 10:06:24, 10:06:24,无人环卫+智慧环卫+新能源装备,,,,33,001230
600549.SH,厦门钨业,61.88,10.008888888888892,涨停,1,0, 13:02:45, 14:20:33,收购钨矿+光伏钨丝,,,,17,600549
002875.SZ,安奈儿,20.99,10.010482180293502,涨停,1,0, 10:32:15, 14:36:51,童装+三胎概念+跨境电商+增持完成,,,,33,002875
002294.SZ,信立泰,60.54,-10.004459640255682,跌停,0,1,,,, 10:16:06, 14:56:30,板块回调+资金流出+计提减值,33,002294
