股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002491.SZ,通鼎互联,16.64,9.980171844018503,涨停,1,0, 09:30:54, 09:30:54,光纤光缆+数据中心+储能消防,,,,33,002491
002418.SZ,康盛股份,6.81,10.016155088852976,涨停,2,0, 09:30:00, 09:30:00,液冷算力+家电制冷+扭亏预增,,,,33,002418
002309.SZ,中利集团,4.38,10.050251256281406,涨停,1,0, 10:17:57, 10:17:57,光伏储能+光纤概念+厦门国资,,,,33,002309
600746.SH,江苏索普,8.59,-9.958071278825988,跌停,0,1,,,, 14:50:24, 14:50:24,一季报净利下滑+板块跟跌+资金流出,17,600746
002149.SZ,西部材料,60.28,10.000000000000009,涨停,1,0, 09:56:54, 10:43:15,商业航天+可控核聚变+稀有金属+国企,,,,33,002149
603789.SH,*ST星农,5.52,4.942965779467677,涨停,1,0, 09:55:55, 09:55:55,摘帽预期+农机+无人驾驶+专用车注入,,,,22,603789
600156.SH,华升股份,10.19,10.043196544276455,涨停,3,0, 09:31:16, 09:45:16,算力租赁+液冷+拟收购易信科技+湖南国资,,,,17,600156
002324.SZ,普利特,17.31,9.97458703939008,涨停,1,0, 11:13:00, 11:13:00,机器人+商业航天+脑机接口,,,,33,002324
002731.SZ,ST萃华,6.56,-4.927536231884068,跌停,0,1,,,, 09:25:00, 09:25:00,退市风险警示+审计否定意见+现金流紧张,33,002731
600800.SH,渤海化学,5.08,9.956709956709956,涨停,1,0, 09:45:55, 09:45:55,丙烯酸酯投产+氢能源+天津国资,,,,17,600800
600118.SH,中国卫星,94.52,9.996508786221328,涨停,1,0, 10:59:09, 11:14:24,卫星制造+商业航天+年报增长+央企,,,,17,600118
600961.SH,株冶集团,24.3,10.00452693526483,涨停,3,0, 09:25:00, 09:25:00,一季报增长+黄金+铟金属+央企,,,,17,600961
603778.SH,国晟科技,26.68,10.020618556701029,涨停,1,0, 09:46:35, 10:10:17,固态电池+异质结光伏+终止收购,,,,17,603778
002496.SZ,*ST辉丰,2.12,4.950495049504955,涨停,1,0, 09:25:00, 09:25:00,提交撤销退市风险警示申请+功能肥+氢能源,,,,33,002496
605222.SH,起帆电缆,31.24,10.0,涨停,1,0, 09:41:16, 09:52:04,商业航天+电线电缆+海缆扩产+转债有望提前赎回,,,,17,605222
603912.SH,佳力图,11.59,9.962049335863385,涨停,1,0, 09:37:12, 09:40:12,液冷+算力+东数西算,,,,17,603912
002536.SZ,飞龙股份,40.96,9.989258861439309,涨停,1,0, 09:50:09, 09:50:09,液冷服务器+机器人+汽车热管理,,,,33,002536
603360.SH,百傲化学,24.02,-10.00374672161859,跌停,0,1,,,, 14:10:10, 14:43:13,资金流出+解除质押,17,603360
301265.SZ,华新科技,28.2,19.999999999999996,涨停,1,0, 13:45:42, 13:45:42,存储芯片+贵金属回收+一季报预增,,,,33,301265
002843.SZ,泰嘉股份,27.98,9.984276729559745,涨停,1,0, 09:25:00, 09:25:00,数据中心电源+商业航天+锯切龙头,,,,33,002843
000609.SZ,ST中迪,10.25,5.0204918032786905,涨停,1,0, 09:25:00, 09:25:00,半导体资产注入+房地产回款+ST博弈,,,,33,000609
002560.SZ,通达股份,15.27,10.014409221902008,涨停,1,0, 09:31:15, 09:44:39,特高压线缆+航空零部件+一季报预增,,,,33,002560
001366.SZ,播恩集团,15.63,9.992962702322307,涨停,1,0, 13:02:39, 13:12:45,猪饲料+合成生物+业绩预增,,,,33,001366
600979.SH,广安爱众,4.84,9.999999999999988,涨停,1,0, 10:17:08, 10:20:32,电力+液冷服务器+分布式光伏+国企改革,,,,17,600979
001400.SZ,江顺科技,212.96,10.000000000000007,涨停,2,0, 13:24:15, 13:24:15,液冷服务器+商业航天+3D打印+铝挤压模具,,,,33,001400
600234.SH,科新发展,21.91,9.98995983935742,涨停,2,0, 09:37:22, 14:49:28,建筑工程+抖音概念+数字营销+定增,,,,17,600234
600381.SH,*ST春天,2.95,4.982206405693955,涨停,1,0, 13:30:34, 13:47:01,退市博弈+高端白酒+虫草龙头,,,,22,600381
000004.SZ,*ST国华,3.57,-5.0531914893617005,跌停,0,1,,,, 09:25:00, 09:25:00,股票可能被终止上市的风险+此前涨幅较大,33,000004
605162.SH,新中港,14.01,9.968602825745679,涨停,1,0, 09:39:51, 09:39:51,热电联产+储能+比亚迪供热+回购,,,,17,605162
600433.SH,冠豪高新,4.04,10.081743869209813,涨停,1,0, 10:39:25, 10:39:25,造纸行业+氢能碳纸+烟用白卡纸+收储补偿,,,,17,600433
002620.SZ,ST瑞和,9.35,5.05617977528089,涨停,1,0, 10:47:51, 10:47:51,重整投资人+光伏建筑一体化+建筑装饰,,,,33,002620
003023.SZ,彩虹集团,31.74,10.01733102253032,涨停,1,0, 09:37:12, 09:37:12,电热毯龙头+母婴驱蚊+露营经济+AI营销,,,,33,003023
000669.SZ,ST金鸿,4.24,-4.932735426008963,跌停,0,1,,,, 14:40:09, 14:54:18,资金流出+重整不确定+存在实施退市风险警示的风险,33,000669
300540.SZ,蜀道装备,26.64,20.000000000000007,涨停,1,0, 09:45:39, 09:49:00,商业航天+氢能装备+燃料电池+四川国资,,,,33,300540
600636.SH,*ST国化,5.79,-4.926108374384234,跌停,0,6,,,, 09:25:03, 14:51:54,退市风险+审计未定+商誉减值+连续下跌,22,600636
002297.SZ,博云新材,19.46,10.005652911249289,涨停,6,0, 09:34:33, 09:40:15,一季报业绩预增+商业航天+硬质合金,,,,33,002297
