name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,81.92,85.48,84.63,3739300.0,81.92,6900,81.93,14800,-4.16,84.71,80.5,3739300,306420000.0,16.62,4.93,18.43,91.48,102.58,68.38,0.83
锡华科技,sh603248,30.0,31.0,30.02,15544900.0,29.99,117600,30.0,40400,-3.23,30.11,29.05,15544900,461280000.0,22.43,3.42,20.79,138.0,34.1,27.9,0.74
天溯计量,sz301449,75.03,76.2,75.6,1071200.0,75.03,1900,75.04,100,-1.54,75.6,74.42,1071200,80250000.0,7.7,1.55,10.44,48.93,91.44,60.96,0.79
美埃科技,sh688376,68.81,65.84,65.15,343376100.0,68.81,700,68.82,1200,4.51,71.1,65.0,343376100,237110000.0,2.54,9.26,93.07,93.07,79.01,52.67,1.54
同飞股份,sz300990,82.28,81.53,80.01,3614800.0,82.27,2000,82.28,4800,0.92,83.92,80.0,3614800,297450000.0,4.69,4.81,63.46,140.35,97.84,65.22,1.34
中光防雷,sz300414,13.95,14.21,14.0,7478600.0,13.95,44100,13.96,32800,-1.83,14.11,13.84,7478600,104400000.0,2.39,1.9,43.74,45.48,17.05,11.37,1.26
苏州天脉,sz301626,264.0,259.8,255.52,2300000.0,264.0,21400,264.11,200,1.62,266.9,252.66,2300000,603310000.0,4.37,5.48,138.91,305.4,311.76,207.84,0.92
ST名家汇,sz300506,4.43,4.56,4.55,7223700.0,4.42,67000,4.43,100800,-2.85,4.56,4.39,7223700,32190000.0,0.98,3.73,32.55,63.15,5.47,3.65,1.01
森赫股份,sz301056,14.98,15.36,15.22,2832400.0,14.98,1100,14.99,17700,-2.47,15.3,14.93,2832400,42620000.0,1.61,2.41,26.36,39.96,18.43,12.29,0.73
宏达电子,sz300726,42.63,43.4,43.0,4578800.0,42.63,6500,42.65,1400,-1.77,43.18,42.56,4578800,196140000.0,2.14,1.43,91.42,175.57,52.08,34.72,1.25
宏源药业,sz301246,22.35,22.27,22.01,29271000.0,22.34,20000,22.35,16300,0.36,23.54,21.92,29271000,662330000.0,17.21,7.27,38.01,89.4,26.72,17.82,1.47
华盛锂电,sh688353,117.45,115.5,115.95,659487400.0,117.45,800,117.49,1000,1.69,120.0,112.02,659487400,770540000.0,4.13,6.91,187.33,187.33,138.6,92.4,0.87
鼎泰高科,sz301377,205.95,211.01,208.79,3636000.0,205.9,500,205.98,100,-2.4,216.1,205.02,3636000,762810000.0,5.12,5.25,146.27,844.39,253.21,168.81,1.14
