name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,83.28,88.81,86.83,5253600.0,83.27,3500,83.28,100,-6.23,88.48,82.51,5253600,444860000.0,23.35,6.72,18.73,93.0,106.57,71.05,0.79
锡华科技,sh603248,29.41,30.07,30.68,22450200.0,29.41,26600,29.44,1100,-2.19,30.86,29.2,22450200,667440000.0,32.39,5.52,20.38,135.29,33.08,27.06,1.34
天溯计量,sz301449,74.06,76.01,75.81,1338400.0,74.06,500,74.07,1300,-2.57,76.8,73.8,1338400,99860000.0,9.62,3.95,10.3,48.3,91.21,60.81,0.72
美埃科技,sh688376,60.38,63.59,62.32,157007600.0,60.38,400,60.42,1100,-5.05,63.28,60.35,157007600,96680000.0,1.16,4.61,81.67,81.67,76.31,50.87,0.76
同飞股份,sz300990,76.81,80.0,79.8,2618700.0,76.81,3600,76.82,200,-3.99,79.8,76.2,2618700,203380000.0,3.4,4.5,59.24,131.02,96.0,64.0,1.0
中光防雷,sz300414,13.62,13.83,13.8,6042900.0,13.62,10500,13.63,7400,-1.52,13.91,13.51,6042900,82700000.0,1.93,2.89,42.7,44.4,16.6,11.06,0.91
苏州天脉,sz301626,242.99,248.3,250.0,1995300.0,242.98,2600,242.99,900,-2.14,259.87,242.0,1995300,498960000.0,3.79,7.2,127.86,281.09,297.96,198.64,0.83
ST名家汇,sz300506,4.65,4.82,4.83,7172600.0,4.64,20900,4.65,6000,-3.53,4.85,4.62,7172600,33770000.0,0.98,4.77,34.16,66.29,5.78,3.86,0.95
森赫股份,sz301056,14.93,14.76,14.74,4987500.0,14.92,7000,14.94,2700,1.15,15.28,14.45,4987500,74320000.0,2.83,5.62,26.28,39.83,17.71,11.81,1.25
宏达电子,sz300726,41.15,42.45,42.3,3759200.0,41.14,100,41.16,900,-3.06,42.46,40.82,3759200,156010000.0,1.75,3.86,88.24,169.47,50.94,33.96,0.96
宏源药业,sz301246,23.0,23.38,23.0,16636300.0,22.99,200,23.0,4300,-1.63,23.55,22.76,16636300,383310000.0,9.78,3.38,39.12,92.0,28.06,18.7,0.53
华盛锂电,sh688353,119.8,121.6,119.98,742210400.0,119.8,100,119.81,1000,-1.48,124.37,118.21,742210400,895480000.0,4.65,5.07,191.08,191.08,145.92,97.28,0.56
鼎泰高科,sz301377,185.21,193.9,192.15,2563000.0,185.21,1800,185.25,1500,-4.48,194.34,184.04,2563000,482110000.0,3.61,5.31,131.54,759.36,232.68,155.12,0.76
腾景科技,sh688195,284.28,287.37,279.01,687977200.0,284.25,200,284.28,400,-1.08,295.83,278.0,687977200,1979730000.0,5.32,6.2,367.72,367.72,344.84,229.9,0.79
珂玛科技,sz301611,91.5,97.14,96.88,8681200.0,91.5,300,91.52,100,-5.81,97.1,90.36,8681200,804690000.0,5.92,6.94,134.12,398.94,116.57,77.71,1.53
新诺威,sz300765,33.68,34.45,34.67,15615500.0,33.68,28900,33.69,13800,-2.24,34.9,33.5,15615500,531180000.0,1.11,4.06,473.07,473.07,41.34,27.56,0.9
安达智能,sh688125,217.03,228.0,228.0,53623400.0,217.02,900,217.03,900,-4.81,230.0,217.0,53623400,118630000.0,0.66,5.7,177.29,178.24,273.6,182.4,0.51
杰华特,sh688141,51.68,53.32,53.03,913372200.0,51.68,3800,51.7,9900,-3.08,53.5,50.61,913372200,470550000.0,2.03,5.42,232.73,232.73,63.98,42.66,0.67
铜冠铜箔,sz301217,36.79,38.6,38.09,29168700.0,36.79,10400,36.8,43400,-4.69,38.33,36.31,29168700,1085070000.0,3.52,5.23,304.99,304.99,46.32,30.88,0.86
海科新源,sz301292,88.68,91.01,89.0,19747900.0,88.68,41100,88.71,900,-2.56,93.25,88.0,19747900,1780160000.0,23.21,5.77,75.44,197.58,109.21,72.81,0.7
奕东电子,sz301123,50.94,52.45,52.11,3283000.0,50.94,2600,50.97,1300,-2.88,52.45,50.6,3283000,168830000.0,1.41,3.53,119.0,119.53,62.94,41.96,1.05
安通控股,sh600179,4.49,4.46,4.49,54427700.0,4.49,115700,4.5,428600,0.67,4.58,4.45,54427700,245460000.0,1.41,2.91,173.42,190.0,4.91,4.01,1.34
华联控股,sz000036,4.79,4.84,4.81,29443900.0,4.79,71800,4.8,390600,-1.03,4.9,4.77,29443900,142130000.0,2.1,2.69,67.12,67.24,5.32,4.36,0.49
滨海能源,sz000695,12.87,13.01,13.0,29401600.0,12.86,85200,12.87,43500,-1.08,13.87,12.76,29401600,388290000.0,13.26,8.53,28.55,29.83,14.31,11.71,1.12
嘉美包装,sz002969,21.53,23.25,22.98,66712300.0,21.53,413900,21.54,26300,-7.4,22.98,21.39,66712300,1467540000.0,6.11,6.84,235.17,236.51,25.58,20.93,0.93
联发股份,sz002394,13.64,13.86,13.75,4276300.0,13.64,16000,13.65,13400,-1.59,13.85,13.62,4276300,58650000.0,1.32,1.66,44.1,44.15,15.25,12.47,0.82
海汽集团,sh603069,17.45,17.78,17.64,3315100.0,17.45,15500,17.46,4100,-1.86,17.74,17.35,3315100,58020000.0,1.05,2.19,55.14,55.14,19.56,16.0,0.98
胜通能源,sz001331,55.42,55.7,55.4,5721800.0,55.42,23400,55.43,1000,-0.5,56.98,55.0,5721800,321090000.0,3.41,3.55,93.04,156.42,61.27,50.13,0.91
海南瑞泽,sz002596,3.73,3.8,3.8,20465600.0,3.73,258500,3.74,72700,-1.84,3.81,3.7,20465600,76760000.0,1.79,2.89,42.77,42.8,4.18,3.42,0.84
多氟多,sz002407,27.77,28.05,27.77,51874600.0,27.77,74700,27.78,23300,-1.0,28.66,27.61,51874600,1456430000.0,4.8,3.74,300.07,330.58,30.86,25.25,0.63
章源钨业,sz002378,30.41,31.49,31.44,36423700.0,30.41,5400,30.42,700,-3.43,31.44,30.0,36423700,1109820000.0,3.05,4.57,363.44,365.35,34.64,28.34,0.57
神剑股份,sz002361,17.29,17.0,17.1,343380700.0,17.28,100100,17.29,777400,1.71,18.3,16.4,343380700,5977900000.0,42.44,11.18,139.9,164.43,18.7,15.3,1.36
圣晖集成,sh603163,99.72,107.32,107.0,3784700.0,99.72,9100,99.73,1000,-7.08,108.1,98.88,3784700,385730000.0,3.78,8.59,99.72,99.72,118.05,96.59,0.99
万润股份,sz002643,15.79,15.81,15.83,10394300.0,15.78,21600,15.79,11400,-0.13,16.1,15.68,10394300,164650000.0,1.14,2.66,143.58,145.74,17.39,14.23,1.13
快克智能,sh603203,35.95,36.72,36.9,2316500.0,35.94,5400,35.95,15600,-2.1,37.15,35.5,2316500,84010000.0,0.93,4.49,89.57,91.19,40.39,33.05,0.94
海南发展,sz002163,12.81,13.04,12.94,19421300.0,12.81,16700,12.82,30000,-1.76,13.03,12.72,19421300,249730000.0,2.42,2.38,102.93,108.24,14.34,11.74,0.84
宏和科技,sh603256,68.36,72.93,70.51,25196500.0,68.35,1700,68.37,2000,-6.27,70.51,67.03,25196500,1722130000.0,2.86,4.77,601.38,618.38,80.22,65.64,1.03
亚翔集成,sh603929,178.62,184.7,184.7,4100600.0,178.62,500,178.66,300,-3.29,188.98,176.2,4100600,739500000.0,1.92,6.92,381.1,381.1,203.17,166.23,0.73
世嘉科技,sz002796,45.99,46.92,46.51,11421200.0,45.85,100,45.99,2000,-1.98,47.8,45.31,11421200,532060000.0,5.02,5.31,104.72,116.06,51.61,42.23,0.68
深圳新星,sh603978,24.59,24.97,24.86,7273400.0,24.59,200,24.6,1600,-1.52,25.38,24.36,7273400,180240000.0,3.45,4.08,51.91,51.91,27.47,22.47,0.57
友邦吊顶,sz002718,60.6,60.6,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,56.95,78.45,66.66,54.54,0.0
九鼎新材,sz002201,11.57,11.76,11.6,35515400.0,11.57,124800,11.58,79300,-1.62,11.84,11.46,35515400,412050000.0,5.9,3.23,69.65,75.39,12.94,10.58,1.07
国风新材,sz000859,9.7,9.84,9.78,31133100.0,9.7,372200,9.71,60400,-1.42,9.95,9.67,31133100,304460000.0,3.47,2.85,86.9,86.91,10.82,8.86,0.63
天际股份,sz002759,36.17,35.53,35.04,69448000.0,36.17,177900,36.18,37100,1.8,37.76,34.7,69448000,2533690000.0,13.86,8.61,181.19,181.35,39.08,31.98,0.97
东材科技,sh601208,29.4,30.53,30.25,28633800.0,29.4,65800,29.41,23800,-3.7,30.5,29.17,28633800,853100000.0,2.83,4.36,296.99,296.99,33.58,27.48,0.87
三孚股份,sh603938,25.15,24.06,24.04,25168800.0,25.15,25100,25.16,8800,4.53,25.6,23.88,25168800,627480000.0,6.58,7.15,96.23,96.23,26.47,21.65,2.22
航天工程,sh603698,29.92,30.55,30.5,7471000.0,29.91,2700,29.92,24000,-2.06,30.88,29.69,7471000,225230000.0,1.39,3.9,160.37,160.37,33.61,27.5,0.47
翔鹭钨业,sz002842,31.0,32.2,32.11,32512900.0,31.0,500,31.01,5800,-3.73,32.18,30.34,32512900,1008600000.0,12.11,5.71,83.22,101.42,35.42,28.98,0.84
天赐材料,sz002709,44.81,45.75,45.12,73165100.0,44.8,108400,44.81,24000,-2.05,46.8,44.44,73165100,3317640000.0,4.85,5.16,676.19,913.48,50.33,41.18,0.6
安记食品,sh603696,16.14,16.29,16.09,7635300.0,16.14,4700,16.15,17400,-0.92,16.44,16.09,7635300,124080000.0,3.25,2.15,37.96,37.96,17.92,14.66,0.77
柏诚股份,sh601133,18.92,18.85,19.0,33560400.0,18.92,101300,18.93,12800,0.37,19.48,18.37,33560400,633160000.0,22.47,5.89,28.26,99.9,20.74,16.97,1.33
德尔未来,sz002631,6.58,6.8,6.8,12150100.0,6.57,29200,6.58,13500,-3.24,6.81,6.55,12150100,80900000.0,1.53,3.82,52.22,52.46,7.48,6.12,0.62
创元科技,sz000551,13.07,13.45,13.3,6443900.0,13.07,1600,13.08,31100,-2.83,13.48,13.0,6443900,85020000.0,1.33,3.57,63.33,63.35,14.8,12.11,0.86
浔兴股份,sz002098,8.94,9.13,9.13,2184600.0,8.94,2300,8.95,7100,-2.08,9.17,8.9,2184600,19650000.0,0.61,2.96,32.0,32.01,10.04,8.22,0.82
合兴包装,sz002228,3.94,3.97,3.97,18948000.0,3.93,64700,3.94,42700,-0.76,4.01,3.92,18948000,75080000.0,1.57,2.27,47.65,47.81,4.37,3.57,0.86
神农种业,sz300189,6.63,6.93,6.96,91476200.0,6.63,963700,6.64,168200,-4.33,7.03,6.62,91476200,620970000.0,10.32,5.92,58.76,67.89,8.32,5.54,0.77
南宁百货,sh600712,6.15,6.26,6.29,5130100.0,6.14,31400,6.15,21100,-1.76,6.3,6.11,5130100,31710000.0,0.95,3.04,33.13,33.5,6.89,5.63,0.93
集泰股份,sz002909,6.44,6.68,6.65,7772800.0,6.43,12900,6.44,10800,-3.59,6.69,6.38,7772800,50350000.0,2.04,4.64,24.5,25.12,7.35,6.01,1.02
鹏辉能源,sz300438,52.19,53.97,53.7,36461800.0,52.19,17300,52.2,900,-3.3,54.95,51.78,36461800,1932440000.0,9.02,5.87,210.93,262.69,64.76,43.18,0.78
大中矿业,sz001203,40.71,39.58,39.57,29437200.0,40.71,12700,40.72,100,2.85,41.38,38.86,29437200,1188610000.0,2.25,6.37,531.66,624.12,43.54,35.62,0.83
菱电电控,sh688667,102.33,98.22,98.22,147036700.0,102.31,300,102.33,1400,4.18,103.55,97.01,147036700,149370000.0,2.79,6.66,53.92,53.92,117.86,78.58,1.37
海南海药,sz000566,5.69,5.61,5.58,80151800.0,5.68,277000,5.69,142400,1.43,5.71,5.54,80151800,452840000.0,6.18,3.03,73.78,73.82,6.17,5.05,2.21
鲁信创投,sh600783,20.31,20.7,20.58,8110600.0,20.31,7700,20.32,1300,-1.88,20.76,20.19,8110600,165610000.0,1.09,2.75,151.18,151.18,22.77,18.63,0.6
鸿富瀚,sz301086,134.05,133.69,133.01,1446000.0,134.05,1300,134.06,10200,0.27,135.38,132.35,1446000,193640000.0,3.05,2.27,63.46,120.64,160.43,106.95,0.63
鹭燕医药,sz002788,17.04,16.7,16.08,98067900.0,17.04,179500,17.05,61100,2.04,17.41,15.71,98067900,1643370000.0,25.69,10.18,65.06,66.2,18.37,15.03,1.61
青鸟消防,sz002960,11.78,11.96,11.88,11632600.0,11.77,7900,11.78,8100,-1.51,11.98,11.71,11632600,137450000.0,1.44,2.26,95.25,103.64,13.16,10.76,0.59
和林微纳,sh688661,74.05,76.7,76.25,396480600.0,74.05,2300,74.06,200,-3.46,76.67,72.34,396480600,292710000.0,2.61,5.65,112.47,112.47,92.04,61.36,0.8
联特科技,sz301205,218.48,222.78,219.0,7906000.0,218.48,13600,218.49,1200,-1.93,229.0,217.3,7906000,1764380000.0,9.48,5.25,182.22,283.46,267.34,178.22,0.83
天华新能,sz300390,59.35,58.2,57.96,39435700.0,59.35,36000,59.36,11600,1.98,60.5,56.69,39435700,2327640000.0,5.87,6.55,398.99,493.05,69.84,46.56,0.81
可川科技,sh603052,62.09,64.25,63.54,6914500.0,62.08,1600,62.09,1400,-3.36,65.45,61.5,6914500,436560000.0,3.68,6.15,116.67,116.67,70.68,57.83,0.73
华康洁净,sz301235,44.01,46.23,46.23,4392400.0,44.01,200,44.02,900,-4.8,46.63,43.4,4392400,195820000.0,6.04,6.99,32.02,47.43,55.48,36.98,0.81
石大胜华,sh603026,86.27,85.93,85.6,19749900.0,86.27,13900,86.28,2800,0.4,88.58,84.67,19749900,1709510000.0,8.49,4.55,200.75,200.75,94.52,77.34,0.76
天宏锂电,bj920252,27.21,27.28,27.4,3161000.0,27.21,3100,27.22,200,-0.26,28.2,26.88,3161000,87175200.0,4.63,4.84,18.57,27.93,35.46,19.1,0.72
华瑞股份,sz300626,20.49,20.03,20.0,9070500.0,20.46,100,20.49,46600,2.3,20.6,19.48,9070500,182940000.0,5.04,5.59,36.86,36.88,24.04,16.02,1.53
京能电力,sh600578,5.13,5.22,5.2,33546000.0,5.12,19900,5.13,51000,-1.72,5.24,5.09,33546000,172550000.0,0.5,2.87,343.43,343.43,5.74,4.7,0.52
山东黄金,sh600547,40.03,41.13,40.7,44985400.0,40.02,7100,40.03,118400,-2.67,40.86,39.06,44985400,1801010000.0,1.24,4.38,1446.86,1845.35,45.24,37.02,0.76
同惠电子,bj920509,28.11,28.67,28.39,1475000.0,28.11,500,28.22,16600,-1.95,28.98,28.06,1475000,42047200.0,1.76,3.21,23.61,45.06,37.27,20.07,0.99
博威合金,sh601137,18.02,18.61,18.61,11625100.0,18.01,23500,18.02,71600,-3.17,18.64,17.86,11625100,211520000.0,1.27,4.19,165.39,165.51,20.47,16.75,0.95
四方达,sz300179,20.96,20.59,20.3,49311000.0,20.96,14800,20.97,43000,1.8,21.58,19.91,49311000,1025710000.0,13.19,8.11,78.39,101.81,24.71,16.47,1.98
海博思创,sh688411,224.4,231.65,227.48,450043800.0,224.4,1000,224.5,1000,-3.13,232.5,223.01,450043800,1019990000.0,3.39,4.1,297.5,404.13,277.98,185.32,0.54
天振股份,sz301356,22.0,22.1,21.87,1237100.0,22.0,300,22.02,400,-0.45,22.18,21.75,1237100,27210000.0,2.26,1.95,12.06,47.52,26.52,17.68,0.75
艾可蓝,sz300816,64.99,64.2,64.31,2294900.0,64.99,200,65.01,300,1.23,67.28,63.36,2294900,149760000.0,4.05,6.11,36.83,51.99,77.04,51.36,1.15
富祥药业,sz300497,18.54,19.12,18.81,67268300.0,18.54,33000,18.55,28400,-3.03,19.01,18.27,67268300,1250850000.0,15.26,3.87,81.73,99.87,22.94,15.3,0.6
云南锗业,sz002428,47.5,49.9,48.01,69862800.0,47.5,183200,47.51,1000,-4.81,49.61,46.11,69862800,3331650000.0,10.7,7.01,310.19,310.23,54.89,44.91,0.81
中钨高新,sz000657,46.17,48.87,48.0,54132000.0,46.17,20700,46.18,3300,-5.52,48.16,45.55,54132000,2524960000.0,3.73,5.34,670.82,1052.03,53.76,43.98,0.97
泓禧科技,bj920857,23.88,23.5,23.48,736700.0,23.8,1000,23.88,17900,1.62,24.46,23.19,736700,17546400.0,1.0,5.4,17.67,17.67,30.55,16.45,0.7
盛剑科技,sh603324,24.94,25.08,25.09,2772100.0,24.94,14700,24.95,1300,-0.56,25.69,24.8,2772100,69740000.0,1.88,3.55,36.83,36.83,27.59,22.57,0.65
