股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
600421.SH,*ST华嵘,5.27,-5.0450450450450495,跌停,0,1,,,, 09:25:02, 09:25:02,业绩修正+退市风险+营收调减,22,600421
002443.SZ,金洲管道,10.48,9.968520461699908,涨停,1,0, 11:17:45, 11:17:45,焊接钢管+氢能管道+智能机器人+一季报预增,,,,33,002443
002418.SZ,康盛股份,6.74,9.951060358890706,涨停,1,0, 11:19:24, 11:19:24,液冷算力+家电制冷+扭亏预增,,,,33,002418
000990.SZ,诚志股份,11.94,10.046082949308754,涨停,1,0, 10:51:21, 14:56:09,煤制烯烃+一季报增长+青岛国资,,,,33,000990
603903.SH,中持股份,12.9,9.974424552429667,涨停,1,0, 10:37:51, 10:37:51,芯长征入主+污水处理+PPP,,,,17,603903
603618.SH,杭电股份,28.55,10.019267822736035,涨停,1,0, 09:49:46, 09:53:28,一季报增长+光纤涨价+特高压+锂电铜箔,,,,17,603618
600736.SH,苏州高新,7.61,9.97109826589596,涨停,2,0, 09:31:01, 09:38:46,商业航天+产业园运营+苏州+脑机接口,,,,17,600736
000711.SZ,ST京蓝,4.21,4.98753117206983,涨停,1,0, 10:58:27, 10:58:27,铟靶材+固危废资源化+ST炒作,,,,33,000711
605376.SH,博迁新材,117.66,10.003739715781604,涨停,1,0, 09:37:43, 09:38:19,MLCC镍粉+光伏银包铜+年报高增,,,,17,605376
001270.SZ,*ST铖昌,154.35,4.9999999999999964,涨停,1,0, 14:23:51, 14:23:51,摘帽+T/R芯片+商业航天,,,,33,001270
002588.SZ,史丹利,11.68,9.981167608286258,涨停,1,0, 09:32:00, 14:06:18,业绩增长+复合肥龙头+磷酸铁,,,,33,002588
600703.SH,三安光电,14.94,10.014727540500733,涨停,1,0, 09:44:57, 09:44:57,光芯片+碳化硅+商业航天,,,,17,600703
002428.SZ,云南锗业,75.24,9.999999999999982,涨停,1,0, 11:02:06, 11:02:06,磷化铟扩产+光纤级锗+商业航天,,,,33,002428
002731.SZ,ST萃华,5.92,-4.975922953451051,跌停,0,3,,,, 09:25:00, 09:32:39,退市风险警示+审计否定意见+现金流紧张,33,002731
002938.SZ,鹏鼎控股,76.18,10.007220216606507,涨停,1,0, 14:09:15, 14:12:09,PCB龙头+淮安HD园区动工+AI服务器+人形机器人,,,,33,002938
603906.SH,龙蟠科技,28.62,9.992313604919298,涨停,1,0, 14:11:48, 14:11:48,锂矿入股+磷酸铁锂+业绩预增,,,,17,603906
600487.SH,亨通光电,65.78,10.000000000000009,涨停,1,0, 10:21:19, 13:18:22,光纤涨价+海底电缆+CPO,,,,17,600487
605588.SH,冠石科技,62.7,10.000000000000004,涨停,1,0, 11:04:49, 11:04:49,光掩膜版+半导体产业链+显示器件,,,,17,605588
002636.SZ,金安国纪,46.07,10.004775549188151,涨停,1,0, 13:23:06, 13:23:06,覆铜板涨价+高频高速CCL+定增扩产,,,,33,002636
002542.SZ,*ST中岩,1.86,-5.102040816326523,跌停,0,1,,,, 09:41:36, 09:41:36,退市风险警示+净资产为负+业绩亏损,33,002542
601061.SH,中信金属,14.28,10.015408320493057,涨停,1,0, 09:34:25, 09:34:25,一季报大增+铜贸易+铌+央企,,,,17,601061
603778.SH,国晟科技,26.1,-9.999999999999996,跌停,0,1,,,, 09:38:54, 13:20:54,固态电池项目不确定性+业绩预亏+估值偏高,17,603778
002201.SZ,九鼎新材,15.32,9.978463747307973,涨停,2,0, 09:32:24, 14:24:48,年报增长+商业航天+玻璃纤维+风电叶片,,,,33,002201
603606.SH,东方电缆,67.2,10.001636929120968,涨停,1,0, 09:39:42, 09:40:06,业绩高增+海缆交付+订单饱满,,,,17,603606
002796.SZ,世嘉科技,61.39,9.998208206414617,涨停,1,0, 11:07:57, 11:28:39,光模块+6G概念+精密箱体,,,,33,002796
603115.SH,海星股份,53.56,10.002053809817221,涨停,2,0, 09:31:01, 09:31:01,AI服务器电极箔+储能电极箔+业绩高增+高分红,,,,17,603115
600869.SH,远东股份,17.18,9.987195902688864,涨停,1,0, 13:23:43, 14:56:07,一季报增长+定增+光纤+算力AI,,,,17,600869
600105.SH,永鼎股份,45.53,10.00241604252235,涨停,1,0, 09:37:15, 09:37:15,光纤概念+光芯片+年报增长,,,,17,600105
600126.SH,杭钢股份,10.26,9.967845659163984,涨停,1,0, 13:26:29, 13:33:41,算力租赁+钢铁智造+扭亏+浙江国资,,,,17,600126
600184.SH,光电股份,25.85,10.000000000000005,涨停,1,0, 09:57:10, 09:57:10,光纤+CPO+军工装备+央企,,,,17,600184
603637.SH,镇海股份,16.8,10.019646365422405,涨停,1,0, 13:42:55, 14:52:19,石化工程+氢能源+控制权拟变更+地方国企,,,,17,603637
600696.SH,*ST岩石,1.25,5.042016806722693,涨停,4,0, 09:35:39, 09:44:15,退市博弈+酱香型白酒+ST板块,,,,22,600696
603773.SH,沃格光电,64.36,9.99829089044608,涨停,1,0, 10:14:30, 10:14:30,玻璃基板+CPO+商业航天,,,,17,603773
300067.SZ,安诺其,6.06,19.999999999999996,涨停,2,0, 09:25:00, 09:25:00,拟收购烽云信息+算力服务+复牌,,,,33,300067
603272.SH,联翔股份,22.31,-10.004033884630902,跌停,0,3,,,, 09:25:02, 11:16:20,*ST风险+业绩预亏+营收低于3亿,17,603272
603813.SH,*ST原尚,31.72,4.99834491890102,涨停,3,0, 09:25:04, 09:25:04,申请撤销退市风险警示+氢能物流+供应链服务,,,,22,603813
600396.SH,华电辽能,8.94,9.963099630996293,涨停,2,0, 09:38:42, 09:43:12,火电+氢能+央企,,,,17,600396
002898.SZ,*ST赛隆,11.29,-4.96632996632998,跌停,0,3,,,, 09:25:00, 09:25:00,关注函质疑AI收入+退市风险,33,002898
002227.SZ,*ST特迅,8.14,-5.017502917152855,跌停,0,1,,,, 09:40:27, 10:00:00,戴帽首日+退市风险警示,33,002227
002384.SZ,东山精密,186.34,9.999999999999998,涨停,1,0, 11:28:03, 13:07:24,光模块+AI PCB+年报增长,,,,33,002384
001234.SZ,泰慕士,29.56,10.011164867882387,涨停,1,0, 13:54:03, 13:56:45,服装贴牌+回购注销+广州国资入主,,,,33,001234
000751.SZ,锌业股份,6.33,10.08695652173913,涨停,1,0, 09:50:39, 09:50:39,金属铟+黄金概念+锌冶炼,,,,33,000751
600446.SH,金证股份,13.31,10.000000000000007,涨停,1,0, 10:45:52, 10:45:52,AI金融科技+数字人民币+亏损收窄,,,,17,600446
600234.SH,科新发展,24.37,10.022573363431162,涨停,1,0, 10:47:17, 10:47:17,建筑工程+抖音概念+数字营销+定增,,,,17,600234
600641.SH,先导基电,27.06,9.999999999999988,涨停,1,0, 13:00:33, 13:03:09,离子注入机+半导体设备+铋材料+股权激励,,,,17,600641
000004.SZ,*ST国华,3.22,-5.014749262536871,跌停,0,3,,,, 09:25:00, 09:25:00,市值退市风险+连续十一个交易日低于5亿,33,000004
600683.SH,京投发展,13.15,10.04184100418411,涨停,1,0, 10:01:18, 10:07:15,拟剥离地产+TOD轨道物业+北京国资,,,,17,600683
