股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002309.SZ,中利集团,4.19,9.973753280839905,涨停,2,0, 09:25:00, 09:25:00,钙钛矿电池+厦门国资+光伏储能,,,,33,002309
600360.SH,*ST华微,8.46,-5.050505050505042,跌停,0,1,,,, 14:06:46, 14:30:04,退市风险+板块普跌+资金流出,22,600360
002055.SZ,ST得润,5.49,-5.017301038062284,跌停,0,1,,,, 09:35:48, 10:52:15,控股股东股份拍卖+ST板块拖累+存储芯片概念跟跌,33,002055
002424.SZ,ST百灵,4.56,-5.000000000000004,跌停,0,1,,,, 09:33:51, 14:44:33,板块下跌+业绩预亏,33,002424
002963.SZ,豪尔赛,13.12,-10.013717421124834,跌停,0,1,,,, 14:53:48, 14:53:48,指数下挫+板块下跌+业绩预亏,33,002963
603869.SH,ST智知,9.03,-4.947368421052638,跌停,0,1,,,, 14:18:42, 14:49:15,算力板块下跌+ST板块,22,603869
603789.SH,*ST星农,5.8,-4.918032786885243,跌停,0,1,,,, 10:51:27, 13:16:06,退市风险+业绩预亏+叠加风险警示,22,603789
600165.SH,ST宁科,3.38,-5.056179775280903,跌停,0,1,,,, 14:13:01, 15:00:04,板块下跌+业绩预亏,22,600165
002571.SZ,德力股份,10.59,-10.025488530161425,跌停,0,1,,,, 14:34:42, 14:34:57,股东拟减持+板块拖累+业绩预亏,33,002571
000638.SZ,*ST万方,1.48,4.9645390070922035,涨停,2,0, 09:30:12, 09:30:12,退市博弈+军工+粮食,,,,33,000638
600608.SH,*ST沪科,3.01,4.878048780487793,涨停,2,0, 09:33:24, 13:26:48,花卉转型+扭亏预告+昆明国资,,,,22,600608
002565.SZ,顺灏股份,16.98,9.97409326424871,涨停,1,0, 09:40:27, 14:52:30,太空算力+增资轨道辰光+环保纸,,,,33,002565
