股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
605366.SH,宏柏新材,13.41,10.008203445447093,涨停,1,0, 13:22:04, 13:39:19,有机硅+含硫硅烷+泰国项目+转债赎回,,,,17,605366
002575.SZ,群兴玩具,6.51,-9.958506224066397,跌停,0,1,,,, 14:26:54, 14:34:39,大股东股份拟司法拍卖+资金净流出,33,002575
603890.SH,春秋电子,18.71,9.994121105232212,涨停,1,0, 09:42:35, 09:51:29,消费电子+拟收购液冷+AIPC+人形机器人,,,,17,603890
600599.SH,*ST熊猫,4.33,5.097087378640776,涨停,1,0, 14:14:45, 14:20:27,退市博弈+烟花爆竹+业绩预盈,,,,22,600599
688805.SH,健信超导,56.92,20.008433480919255,涨停,1,0, 09:52:47, 09:52:47,医疗设备+无液氦超导+业绩高增+全球化,,,,17,688805
002569.SZ,*ST步森,13.17,5.0239234449760835,涨停,1,0, 10:10:18, 10:10:18,控制权变更+扭亏预告+男装品牌,,,,33,002569
600572.SH,康恩贝,4.8,10.091743119266043,涨停,1,0, 13:27:22, 13:27:22,创新药+中药大健康+浙江国资,,,,17,600572
603063.SH,禾望电气,38.03,10.008678044547299,涨停,1,0, 09:34:55, 13:00:31,电力设备+储能+风电,,,,17,603063
000785.SZ,居然智家,2.7,10.204081632653061,涨停,1,0, 09:35:39, 09:38:15,AI应用+智能家居+零售,,,,33,000785
002051.SZ,中工国际,11.9,9.981515711645102,涨停,2,0, 09:31:33, 13:41:39,中东重建+国际工程+算力+一带一路,,,,33,002051
001270.SZ,*ST铖昌,142.37,5.000368758758021,涨停,3,0, 09:25:00, 09:25:00,T/R芯片+商业航天+扭亏为盈+摘帽预期,,,,33,001270
002580.SZ,圣阳股份,25.27,10.013060513713542,涨停,5,0, 09:30:21, 09:59:39,液冷储能+固态电池+山东国资,,,,33,002580
000889.SZ,中嘉博创,4.74,9.976798143851521,涨停,2,0, 14:43:54, 14:43:54,算力销售+5G消息+短信通道,,,,33,000889
002787.SZ,华源控股,16.68,10.026385224274403,涨停,1,0, 09:43:57, 10:02:48,半导体+锂电池结构件+金属包装+年报增长,,,,33,002787
600743.SH,华远控股,2.89,-9.968847352024918,跌停,0,1, 09:30:34, 09:30:34,, 13:12:28, 14:24:49,短期涨幅较大+业绩预亏,17,600743
603950.SH,长源东谷,59.84,10.000000000000009,涨停,1,0, 09:31:19, 09:34:55,柴油动力单元+重大资产重组+发动机零部件,,,,17,603950
603327.SH,福蓉科技,10.54,10.02087682672233,涨停,1,0, 09:37:33, 09:38:39,苹果折叠屏+铝结构件+消费电子+国企改革,,,,17,603327
001208.SZ,华菱线缆,21.4,10.025706940874034,涨停,1,0, 10:20:48, 10:20:48,电线电缆+商业航天+机器人+电网设备,,,,33,001208
605388.SH,均瑶健康,7.33,10.06006006006006,涨停,1,0, 14:03:24, 14:03:24,益生菌+味动力+扭亏预期,,,,17,605388
603778.SH,国晟科技,26.81,-10.003356831151395,跌停,0,2,,,, 09:25:02, 09:25:02,终止收购+此前涨幅较大,17,603778
002083.SZ,孚日股份,13.08,-9.97935306262904,跌停,0,1,,,, 10:34:21, 13:17:15,资金流出+前期涨幅较大,33,002083
600082.SH,ST海泰,3.16,-5.105105105105103,跌停,0,2,,,, 09:25:02, 09:25:02,实施其他风险警示+业绩预亏,22,600082
600605.SH,汇通能源,32.33,10.003402517863211,涨停,2,0, 09:31:24, 13:07:21,半导体投资+上海房产租赁+战略转型,,,,17,600605
301408.SZ,华人健康,20.78,19.976905311778296,涨停,1,0, 13:27:33, 13:27:33,AI医疗+医药零售+创新药,,,,33,301408
000026.SZ,飞亚达,17.82,10.000000000000007,涨停,1,0, 13:29:30, 13:56:15,拟收购长空齿轮+中航工业旗下+航空航天表+机器人,,,,33,000026
000788.SZ,北大医药,6.77,10.081300813008117,涨停,1,0, 13:21:57, 13:21:57,创新药+右酮洛芬+帕利哌酮获批,,,,33,000788
003036.SZ,泰坦股份,29.7,9.999999999999998,涨停,1,0, 10:04:36, 10:04:36,高端纺机+固态电池+纺织机器人,,,,33,003036
605222.SH,起帆电缆,25.8,10.021321961620476,涨停,1,0, 13:13:27, 13:13:27,转债有望提前赎回+电线电缆+商业航天+海缆扩产,,,,17,605222
600696.SH,*ST岩石,1.08,-5.263157894736827,跌停,0,3,,,, 09:36:16, 10:04:49,触及终止上市+业绩预亏,22,600696
002589.SZ,瑞康医药,3.59,10.12269938650307,涨停,1,0, 09:34:39, 09:34:39,医药流通+创新药,,,,33,002589
002990.SZ,盛视科技,42.11,10.005224660397069,涨停,2,0, 13:53:39, 13:56:57,存算一体+人形机器人+智慧口岸,,,,33,002990
603773.SH,沃格光电,49.52,9.995557529986671,涨停,1,0, 10:33:35, 10:33:35,玻璃基板+CPO+商业航天,,,,17,603773
605098.SH,行动教育,60.15,10.003657644476954,涨停,1,0, 09:39:31, 09:39:31,年报增长+高分红+AI教育+职业教育,,,,17,605098
000838.SZ,财信发展,1.88,-10.047846889952153,跌停,0,1,,,, 10:50:27, 15:00:00,退市风险警示+业绩预亏+资金流出,33,000838
002891.SZ,中宠股份,41.84,9.989484752891705,涨停,1,0, 14:20:03, 14:20:03,宠物食品+全球化产能+自主品牌,,,,33,002891
600488.SH,津药药业,6.84,9.96784565916399,涨停,1,0, 13:23:29, 13:45:53,甾体激素+原料药出口,,,,17,600488
603813.SH,*ST原尚,27.66,-5.013736263736266,跌停,0,1,,,, 09:39:33, 10:29:03,退市风险+异常波动+业绩预亏+市净率偏高,22,603813
605289.SH,罗曼股份,126.61,10.000000000000005,涨停,1,0, 11:25:20, 11:25:20,算力+液冷+AR/VR,,,,17,605289
603815.SH,交建股份,6.36,10.034602076124568,涨停,1,0, 09:39:06, 09:39:06,基建+新型城镇化+安徽国资,,,,17,603815
002634.SZ,棒杰股份,6.71,-10.053619302949063,跌停,0,2,,,, 09:25:00, 09:25:00,重整不确定性+业绩预亏,33,002634
002227.SZ,奥特迅,8.02,-9.988776655443328,跌停,0,1,,,, 13:21:00, 13:21:00,可能被实施退市风险警+业绩预亏,33,002227
002468.SZ,申通快递,16.39,10.000000000000002,涨停,1,0, 09:25:00, 09:25:00,一季报预增+快递涨价+经济型快递,,,,33,002468
002361.SZ,神剑股份,18.54,10.029673590504437,涨停,1,0, 10:38:45, 10:39:21,商业航天+无人机+聚酯树脂+地方国资,,,,33,002361
002038.SZ,双鹭药业,8.07,9.945504087193466,涨停,1,0, 11:21:12, 11:21:12,GLP-1+创新药+硝酸甘油喷雾剂,,,,33,002038
000004.SZ,*ST国华,3.47,5.151515151515163,涨停,2,0, 09:25:00, 09:25:00,退市风险博弈+算力+移动应用安全,,,,33,000004
600238.SH,*ST椰岛,4.55,5.080831408775976,涨停,4,0, 09:25:03, 09:30:45,退市风险博弈+保健酒主业+海南国资,,,,22,600238
600664.SH,哈药股份,4.44,9.90099009900991,涨停,2,0, 09:59:12, 10:09:30,创新药+保健品+仿制药一致性评价,,,,17,600664
603580.SH,*ST艾艾,18.44,-4.997424008243168,跌停,0,1,,,, 09:45:54, 14:53:00,此前连涨+退市风险+收入扣除,22,603580
000919.SZ,金陵药业,8.26,9.986684420772304,涨停,1,0, 09:55:30, 09:55:30,拟收购四药+创新药+南京国资,,,,33,000919
600683.SH,京投发展,9.91,9.988901220865708,涨停,1,0, 13:12:23, 13:12:23,TOD轨道物业+拟剥离地产+北京国资,,,,17,600683
002124.SZ,天邦食品,3.14,10.17543859649123,涨停,3,0, 09:32:18, 13:13:18,猪肉+预重整+销量增长,,,,33,002124
600135.SH,乐凯胶片,11.2,10.019646365422393,涨停,1,0, 09:50:15, 09:50:15,航天系+TAC膜+锂电隔膜,,,,17,600135
600267.SH,海正药业,11.39,10.04830917874397,涨停,1,0, 09:54:39, 09:57:54,创新药+合成生物+浙江国资,,,,17,600267
605081.SH,*ST太和,6.89,5.03048780487805,涨停,1,0, 09:30:49, 09:30:49,退市博弈+算力设备+水环境修复,,,,22,605081
603150.SH,万朗磁塑,57.53,10.000000000000009,涨停,1,0, 11:06:17, 11:06:17,钐铁氮+稀土永磁材料+冰箱门封,,,,17,603150
688166.SH,博瑞医药,57.66,20.0,涨停,1,0, 11:22:13, 13:11:04,GLP-1+原料药-制剂一体化+港股上市预期,,,,17,688166
600594.SH,益佰制药,4.76,9.930715935334867,涨停,1,0, 13:27:33, 14:52:03,阿扎胞苷获批+抗肿瘤药+民营医院,,,,17,600594
002705.SZ,新宝股份,17.34,10.025380710659899,涨停,1,0, 13:05:48, 13:05:48,泡泡玛特代工+小家电出口+机器人,,,,33,002705
603629.SH,利通电子,87.95,10.006253908692933,涨停,2,0, 13:06:19, 13:06:19,算力租赁+液冷+英伟达合作+年报预增,,,,17,603629
001299.SZ,美能能源,16.69,-9.978425026968704,跌停,0,1,,,, 10:01:12, 14:43:18,连板回调+短线回吐,33,001299
002630.SZ,ST华西,2.11,4.975124378109458,涨停,2,0, 09:30:09, 09:30:09,ST摘帽预期+储能+高效环保锅炉,,,,33,002630
600636.SH,*ST国化,6.75,-5.06329113924051,跌停,0,3,,,, 09:25:04, 09:25:04,退市风险警示+年报审计进展+商誉减值,22,600636
002824.SZ,和胜股份,29.62,9.988860007426666,涨停,1,0, 10:04:03, 11:24:48,消费电子+新能源汽车扩产+电池结构件+业绩预增,,,,33,002824
002297.SZ,博云新材,14.62,10.007524454477052,涨停,3,0, 09:25:00, 09:25:00,一季报业绩预增+商业航天+硬质合金,,,,33,002297
603459.SH,红板科技,68.4,10.003216468317797,涨停,1,0, 09:34:53, 09:50:11,1.6T光模块+HDI板+商业航天,,,,17,603459
603268.SH,*ST松发,115.45,5.002273760800364,涨停,1,0, 13:34:26, 14:46:47,摘帽预期+VLCC订单+船舶制造,,,,22,603268
002033.SZ,丽江股份,9.94,9.955752212389385,涨停,1,0, 10:50:06, 13:06:57,一季报预增+冰雪旅游+IP经济,,,,33,002033
600581.SH,*ST八钢,2.93,5.01792114695341,涨停,1,0, 14:55:44, 14:55:44,此前复牌+特钢+中亚出口+央企,,,,22,600581
603216.SH,梦天家居,33.17,10.016583747927044,涨停,1,0, 10:57:07, 10:57:07,芯片概念+高端木作+智能家居,,,,17,603216
688287.SH,*ST观典,1.96,20.24539877300614,涨停,2,0, 09:32:57, 09:36:00,军工装备+商业航天+无人机禁毒,,,,22,688287
605365.SH,立达信,23.67,9.990706319702612,涨停,1,0, 09:35:04, 09:35:04,LED照明+泰国基地+北美订单,,,,17,605365
603021.SH,ST华鹏,8.57,5.02450980392157,涨停,1,0, 09:43:26, 09:48:38,ST博弈+日用玻璃+轻量化技术,,,,22,603021
603285.SH,键邦股份,34.65,9.999999999999996,涨停,1,0, 09:50:12, 10:33:39,锂电材料+环保助剂+产能扩张,,,,17,603285
002498.SZ,汉缆股份,8.5,9.961190168175932,涨停,1,0, 09:43:09, 10:57:57,特高压+柔性直流输电+海上风电,,,,33,002498
603843.SH,*ST正平,8.04,-4.964539007092219,跌停,0,3,,,, 10:56:47, 11:27:38,退市风险+预重整不确定+资金流出,22,603843
002798.SZ,帝欧水华,6.67,10.06600660066007,涨停,1,0, 09:48:57, 09:48:57,卫浴陶瓷+华为生态+AI布局,,,,33,002798
301189.SZ,奥尼电子,86.39,20.002778163633845,涨停,2,0, 09:40:30, 14:16:54,AI算力+沐曦合作+消费电子,,,,33,301189
603698.SH,航天工程,39.53,9.988870339454657,涨停,2,0, 09:30:14, 09:31:47,实控人航天科技+绿氢工程+年报增长,,,,17,603698
001896.SZ,豫能控股,16.57,10.026560424966798,涨停,1,0, 10:19:57, 14:31:03,参股算力+火电+绿电储备+河南国资,,,,33,001896
603687.SH,大胜达,18.04,10.000000000000004,涨停,1,0, 09:25:00, 09:25:00,拟投GPU+钙钛矿设备+参股曲速科技+纸包装,,,,17,603687
603444.SH,吉比特,393.34,10.00055931539795,涨停,1,0, 09:38:43, 10:55:19,一季报预增+新游上线+高分红,,,,17,603444
002788.SZ,鹭燕医药,15.95,9.999999999999996,涨停,1,0, 11:19:12, 11:19:12,中药饮片+医药分销+海峡两岸,,,,33,002788
