股票代码,code,market_code,所属概念,所属概念数量
600056.SH,600056,17,医药电商;仿制药一致性评价;创新药;流感;肝炎概念;猴痘概念;证金持股;中字头股票;医疗器械概念;沪股通;融资融券;央企国企改革;国企改革;脑机接口,14
003036.SZ,003036,33,新型工业化;共同富裕示范区;机器人概念;高端装备;锂电池概念;固态电池;参股银行,7
301265.SZ,301265,33,汽车拆解概念;稀土永磁;百度概念;存储芯片;金属铜;固废处理;黄金概念;芯片概念;2026一季报预增;金属回收;小金属概念;金属钴;金属镍;融资融券,14
688102.SH,688102,17,航空发动机;商业航天;可控核聚变;共封装光学(CPO);3D打印;核电;芯片概念;特高压;独角兽概念;新能源汽车;DeepSeek概念;充电桩;西部大开发;医疗器械概念;沪股通;融资融券,16
603933.SH,603933,17,工业母机;人形机器人;新型工业化;数字经济;福建自贸区;消费电子概念;机器人概念;汽车电子;无人机;物联网;海峡两岸;新能源汽车;工业互联网;存储芯片;智能家居;MCU芯片;芯片概念;储能,18
600797.SH,600797,17,云计算;算力租赁;数据安全;华为鲲鹏;ChatGPT概念;智慧政务;网络安全;信创;国产操作系统;抖音概念(字节概念);阿里巴巴概念;AI智能体;腾讯概念;虚拟数字人;东数西算(算力);数据要素;AI应用;区块链;鸿蒙概念;在线教育;蚂蚁集团概念;DeepSeek概念;智慧城市;语音技术;时空大数据;数字经济;互联网金融;人工智能;数据中心;华为概念;物联网;智能医疗;智能电网;低空经济;虚拟电厂;创投;芯片概念;共同富裕示范区;融资融券;沪股通,40
002076.SZ,002076,33,跨境电商;智能家居;创投;新能源汽车;粤港澳大湾区;ST板块;网络安全;数据要素;锂电池概念;宁德时代概念;数据安全;芯片概念;光伏概念;量子科技;数据中心;云计算;绿色电力,17
688228.SH,688228,17,Sora概念(文生视频);AI语料;华为昇腾;财税数字化;云计算;ChatGPT概念;多模态AI;AIGC概念;数据安全;信创;语音技术;智慧政务;东数西算(算力);虚拟数字人;华为鲲鹏;AI智能体;AI应用;元宇宙;数据要素;虚拟现实;知识产权保护;卫星导航;华为概念;文化传媒概念;人工智能;DeepSeek概念;专精特新;虚拟电厂;沪股通;股权转让(并购重组);融资融券,31
300300.SZ,300300,33,家庭医生;海峡两岸;文化传媒概念;独角兽概念;智慧城市;数字经济;国企改革;医疗器械概念;创投;人工智能;智能医疗;东数西算(算力);2025年报预增;充电桩;数据中心;融资融券;摘帽,17
002466.SZ,002466,33,盐湖提锂;固态电池;动力电池回收;小金属概念;锂电池概念;化肥;2026一季报预增;特斯拉概念;新能源汽车;西部大开发;同花顺漂亮100;深股通;融资融券;证金持股,14
300583.SZ,300583,33,肝炎概念;维生素;辅助生殖;合成生物,4
300500.SZ,300500,33,新型城镇化;房屋检测;建筑节能;装配式建筑;雄安新区;医疗废物处理;乡村振兴;智慧城市;数字孪生;人工智能;虚拟数字人;光伏建筑一体化;DeepSeek概念;碳中和;AIGC概念;车联网(车路协同);华为概念;虚拟现实;储能;华为昇腾;光伏概念;东数西算(算力);数据中心;风电;绿色电力,25
688278.SH,688278,17,肝炎概念;创新药;绿色电力;福建自贸区;沪股通;融资融券,6
300079.SZ,300079,33,知识产权保护;短剧游戏;Sora概念(文生视频);数据确权;文化传媒概念;AI语料;NFT概念;AIGC概念;数字水印;元宇宙;AI应用;数据安全;数字货币;网络安全;区块链;AI智能体;IP经济(谷子经济);云计算;移动支付;跨境支付(CIPS);互联网金融;车联网(车路协同);人工智能;ETC;DeepSeek概念;安防;星闪概念;华为概念;AI手机;5G;WiFi 6;无人机;华为海思概念股;芯片概念;商业航天;光纤概念;融资融券;深股通,38
300257.SZ,300257,33,碳中和;绿色电力;一带一路;氢能源;冷链物流;深股通;融资融券,7
603703.SH,603703,17,卫星导航;商业航天;5G;车联网(车路协同);量子科技;铜缆高速连接;家用电器;数据中心;光纤概念,9
920010.BJ,920010,151,液冷服务器;锂电池概念;西部大开发;融资融券;算力租赁;数据中心;氢能源;换电概念;天然气;储能;东数西算(算力),11
301515.SZ,301515,33,医疗器械概念;智能医疗;脑机接口;西部大开发;专精特新;回购增持再贷款概念;融资融券,7
688068.SH,688068,17,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;人工智能;回购增持再贷款概念;京津冀一体化;沪股通;融资融券,14
300394.SZ,300394,33,共封装光学(CPO);光纤概念;先进封装;英伟达概念;5G;数据中心;同花顺新质50;无人驾驶;华为概念;专精特新;人民币贬值受益;深股通;融资融券,13
688658.SH,688658,17,创新药;细胞免疫治疗;幽门螺杆菌概念;仿制药一致性评价;医药电商;生物疫苗;智能医疗;人工智能;华为概念;融资融券;沪股通,11
300078.SZ,300078,33,无人零售;区块链;养老概念;数据要素;智慧城市;人工智能;安防;物联网;食品安全;阿里巴巴概念;百度概念;共同富裕示范区;辅助生殖;机器人概念;人民币贬值受益;电子纸;芯片概念;股权转让(并购重组);融资融券,19
600378.SH,600378,17,氟化工概念;磷化工;PVDF概念;中芯国际概念;固态电池;锂电池概念;芯片概念;国产航母;PCB概念;钠离子电池;俄乌冲突概念;燃料电池;西部大开发;氢能源;2026一季报预增;央企国企改革;军工;新能源汽车;液冷服务器;商业航天;国企改革;碳中和;大飞机;页岩气;碳交易;股权转让(并购重组);沪股通;融资融券,28
301418.SZ,301418,33,消费电子概念;芯片概念;石墨烯;两轮车;融资融券,5
002305.SZ,002305,33,租售同权;物业管理;ST板块;特色小镇;雄安新区;国企改革;PPP概念;央企国企改革,8
002372.SZ,002372,33,高股息精选;地下管网;净水概念;污水处理;一带一路;水利;石墨烯;海峡两岸;数字经济;智能家居;深股通;融资融券,12
688353.SH,688353,17,钠离子电池;固态电池;氟化工概念;锂电池概念;宁德时代概念;有机硅概念;储能;比亚迪概念;专精特新;沪股通;融资融券,11
601628.SH,601628,17,互联网保险;中字头股票;证金持股;沪股通;融资融券;同花顺中特估100;参股银行;国企改革,8
601881.SH,601881,17,证金持股;同花顺中特估100;沪股通;融资融券;国企改革;中字头股票,6
003816.SZ,003816,33,同花顺中特估100;绿色电力;央企国企改革;国企改革;核电;核污染防治;一带一路;DeepSeek概念;中字头股票;融资融券;深股通,11
688615.SH,688615,17,AIGC概念;抖音概念(字节概念);华为昇腾;云计算;AI应用;财税数字化;AI智能体;智慧政务;数据安全;鸿蒙概念;数据要素;人工智能;互联网金融;数字经济;华为概念;机器人概念;沪股通;融资融券,18
300081.SZ,300081,33,三胎概念;ST板块;网络游戏;IP经济(谷子经济);乡村振兴;在线教育;数字水印;文化传媒概念;空间计算;数据确权;京津冀一体化;区块链;数字乡村;短剧游戏;数字经济;AI应用;人工智能;智慧政务;海峡两岸;Web3.0;数据安全;元宇宙;AIGC概念;AI智能体;虚拟数字人;MR(混合现实);虚拟现实;ChatGPT概念;量子科技;机器人概念;算力租赁;华为概念;东数西算(算力),33
002853.SZ,002853,33,C2M概念;智能家居;网红经济;粤港澳大湾区;物联网;股权转让(并购重组),6
002167.SZ,002167,33,小金属概念;稀土永磁;锂电池概念;固态电池;核电;牙科医疗;回购增持再贷款概念;燃料电池;氢能源;深股通;融资融券,11
002303.SZ,002303,33,预制菜;人造肉;工业大麻;一带一路;绿色电力;海峡两岸;高股息精选;区块链;军民融合;深股通;融资融券,11
300146.SZ,300146,33,医药电商;维生素;三胎概念;跨境电商;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,9
600266.SH,600266,17,新型城镇化;京津冀一体化;旅游概念;国企改革;参股券商;商业航天;卫星导航;创投;时空大数据;沪股通;融资融券,11
300705.SZ,300705,33,医药电商;仿制药一致性评价;创新药;肝炎概念;流感;幽门螺杆菌概念;维生素;CRO概念;深股通,9
688098.SH,688098,17,动物疫苗;创新药;合成生物;宠物经济;回购增持再贷款概念;融资融券,6
601766.SH,601766,17,中字头股票;同花顺中特估100;证金持股;参股保险;同花顺出海50;PPP概念;沪股通;融资融券;国企改革;央企国企改革;雄安新区;高铁;一带一路;风电;氢能源;燃料电池;特高压;高端装备;储能;机器人概念;新能源汽车;数据中心;芯片概念,23
688348.SH,688348,17,绿色电力;储能;光伏概念;人工智能;共同富裕示范区;人民币贬值受益;芯片概念;专精特新;沪股通;融资融券,10
000610.SZ,000610,33,旅游概念;ST板块;创投;国企改革;西部大开发;一带一路,6
000543.SZ,000543,33,超超临界发电;绿色电力;抽水蓄能;碳交易;风电;天然气;参股券商;国企改革;核电;储能;参股银行;充电桩;高股息精选;深股通;融资融券,15
002653.SZ,002653,33,创新药;仿制药一致性评价;医疗器械概念;西部大开发;深股通;融资融券;2026一季报预增,7
301367.SZ,301367,33,医疗器械概念;京津冀一体化;人民币贬值受益;机器人概念;深股通;融资融券,6
003026.SZ,003026,33,芯片概念;汽车电子;2025年报预增;传感器;硅能源,5
601788.SH,601788,17,期货概念;证金持股;国企改革;央企国企改革;沪股通;融资融券,6
002788.SZ,002788,33,医药电商;冷链物流;医疗器械概念;养老概念;智能医疗;福建自贸区;海峡两岸;人工智能,8
001336.SZ,001336,33,新型城镇化;垃圾分类;污水处理;固废处理;共同富裕示范区;创投;碳中和;储能;专精特新;氢能源,10
000877.SZ,000877,33,水泥概念;央企国企改革;国企改革;新疆振兴;西部大开发;一带一路;绿色电力;深股通;融资融券,9
600118.SH,600118,17,国产航母;军民融合;大飞机;卫星导航;商业航天;6G概念;军工;中字头股票;无人机;高端装备;低空经济;央企国企改革;芯片概念;水利;人工智能;一带一路;京津冀一体化;国企改革;智能医疗;沪股通;融资融券,21
301353.SZ,301353,33,跨境电商;人民币贬值受益;专精特新;减速器;锂电池概念;融资融券,6
300538.SZ,300538,33,光刻胶;粤港澳大湾区;消费电子概念;智能穿戴;宁德时代概念;小米概念;芯片概念;PCB概念;新能源汽车;存储芯片;机器人概念;华为概念;5G;PET铜箔;创投;海峡两岸;无人机;低空经济;第三代半导体;PEEK材料;军工;数字经济;储能;光伏概念,24
002551.SZ,002551,33,养老概念;医疗器械概念;人民币贬值受益;粤港澳大湾区;独角兽概念,5
300769.SZ,300769,33,磷化工;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;专精特新;新能源汽车;融资融券;深股通,10
688586.SH,688586,17,军民融合;大飞机;军工;商业航天;无人机;高端装备;专精特新;央企国企改革;国企改革;沪股通;融资融券,11
920471.BJ,920471,151,融资融券;环氧丙烷;合成生物;基因测序;可降解塑料;京津冀一体化;NMN概念,7
001210.SZ,001210,33,建筑节能;京津冀一体化;数据中心;工业互联网;储能;液冷服务器;新疆振兴;2025年报预增,8
300210.SZ,300210,33,3D打印;东数西算(算力);机器人概念;新能源汽车;PPP概念;雄安新区;股权转让(并购重组);深股通,8
603688.SH,603688,17,光纤概念;存储芯片;芯片概念;光伏概念;沪股通;融资融券,6
603257.SH,603257,17,黄金概念;金属铜;金属钴;稀土永磁;金属回收;盐湖提锂;固废处理;一带一路;土壤修复;污水处理;宁德时代概念;新型城镇化;参股保险;乡村振兴;工业互联网;数字孪生;DeepSeek概念;AI智能体;文化传媒概念;融资融券,20
600461.SH,600461,17,高股息精选;天然气;PPP概念;固废处理;国企改革;污水处理;垃圾分类;创投;融资融券;沪股通,10
688786.SH,688786,17,3D打印;柔性屏(折叠屏);消费电子概念;军工;专精特新;特钢概念;动力电池回收;融资融券,8
300313.SZ,300313,33,乳业;ST板块;西部大开发,3
688589.SH,688589,17,MCU芯片;中芯国际概念;芯片概念;传感器;5G;专精特新;物联网;人工智能;卫星导航;阿里巴巴概念;智慧城市;智能家居;粤港澳大湾区;智慧灯杆;光伏概念;电力物联网;高铁;智能电网;融资融券,19
300037.SZ,300037,33,钠离子电池;氟化工概念;固态电池;宁德时代概念;锂电池概念;2026一季报预增;超级电容;OLED;先进封装;比亚迪概念;特斯拉概念;芯片概念;深股通;新能源汽车;液冷服务器;数据中心;融资融券,17
300650.SZ,300650,33,存储芯片;芯片概念;5G;汽车电子;传感器;小米概念;无线耳机;MiniLED;华为概念;物联网;智慧灯杆;比亚迪概念;元宇宙;机器人概念;智慧城市;海峡两岸;人民币贬值受益,17
605123.SH,605123,17,航空发动机;大飞机;卫星导航;商业航天;军工;可控核聚变;核电;海工装备;专精特新;风电;沪股通;融资融券,12
300899.SZ,300899,33,净水概念;污水处理;ST板块;上海自贸区,4
002939.SZ,002939,33,期货概念;国企改革;央企国企改革;融资融券;深股通,5
688503.SH,688503,17,BC电池;HJT电池;TOPCON电池;OLED;液冷服务器;芯片概念;5G;光伏概念;汽车电子;卫星导航;商业航天;专精特新;沪股通;融资融券,14
301500.SZ,301500,33,金属锌;黄金概念;金属镍;金属铜;小金属概念;汽车拆解概念;金属回收;广东自贸区;碳中和;固废处理;2025年报预增;比亚迪概念;粤港澳大湾区;DeepSeek概念;深股通;融资融券,16
688262.SH,688262,17,国家大基金持股;汽车芯片;MCU芯片;存储芯片;先进封装;数据安全;信创;电子身份证;网络安全;星闪概念;东数西算(算力);量子科技;鸿蒙概念;芯片概念;智能座舱;数字货币;车联网(车路协同);无线充电;汽车电子;物联网;安防;商业航天;无人驾驶;比亚迪概念;长安汽车概念;智能电网;沪股通;融资融券,28
000429.SZ,000429,33,高股息精选;参股券商;国企改革;深股通;粤港澳大湾区;融资融券,6
600855.SH,600855,17,军工信息化;军民融合;商业航天;军工;无人机;低空经济;安防;车联网(车路协同);ETC;信创;智慧城市;物联网;数据中心;人工智能;央企国企改革;医疗器械概念;储能;国企改革;融资融券;沪股通,20
