code,所属概念数量,股票代码,market_code,所属概念
605166,0,605166.SH,17,
600805,24,600805.SH,17,统一大市场;碳交易;垃圾分类;绿色电力;超超临界发电;国企改革;乡村振兴;光伏建筑一体化;氢能源;碳中和;农机;锂电池概念;风电;储能;钠离子电池;新能源汽车;虚拟电厂;光伏概念;机器人概念;高端装备;无人驾驶;工业母机;时空大数据;融资融券
688113,9,688113.SH,17,专精特新;比亚迪概念;新能源汽车;华为汽车;小米概念;小米汽车;航空发动机;军工;融资融券
300279,18,300279.SZ,33,托育服务;传感器;新能源汽车;机器人概念;物联网;5G;小米概念;汽车电子;家用电器;智慧城市;特斯拉概念;创投;独角兽概念;智能家居;宁德时代概念;三胎概念;腾讯概念;在线教育
603893,29,603893.SH,17,MCU芯片;汽车芯片;智能音箱;国家大基金持股;中国AI 50;智能座舱;AI眼镜;智能穿戴;小米概念;芯片概念;机器视觉;消费电子概念;虚拟现实;物联网;人形机器人;华为概念;百度概念;腾讯概念;机器人概念;智能家居;人工智能;比亚迪概念;电力物联网;2025年报预增;海峡两岸;福建自贸区;2026一季报预增;融资融券;沪股通
300191,7,300191.SZ,33,可燃冰;俄乌冲突概念;天然气;新疆振兴;深股通;融资融券;海工装备
301096,15,301096.SZ,33,CRO概念;创新药;仿制药一致性评价;眼科医疗;流感;幽门螺杆菌概念;医疗器械概念;医美概念;宠物经济;毛发医疗;智能医疗;人工智能;AI应用;深股通;融资融券
688633,4,688633.SH,17,专精特新;高端装备;一带一路;融资融券
600901,3,600901.SH,17,融资融券;国企改革;沪股通
301323,24,301323.SZ,33,稀土永磁;核污染防治;消费电子概念;传感器;新能源汽车;专精特新;医疗器械概念;芯片概念;安防;机器人概念;中俄贸易概念;智能家居;华为概念;人民币贬值受益;建筑节能;一带一路;三胎概念;粤港澳大湾区;食品安全;锂电池概念;俄乌冲突概念;深股通;股权转让(并购重组);融资融券
002245,20,002245.SZ,33,钠离子电池;固态电池;锂电池概念;两轮车;储能;MiniLED;芯片概念;飞行汽车(eVTOL);人形机器人;小米概念;一带一路;机器人概念;智能家居;海峡两岸;金属镍;创投;无人机;数据中心;深股通;融资融券
300802,21,300802.SZ,33,PCB概念;先进封装;汽车电子;MiniLED;消费电子概念;小米概念;苹果概念;芯片概念;机器视觉;比亚迪概念;华为概念;无人机;特斯拉概念;高端装备;商业航天;人工智能;创投;光伏概念;储能;AI应用;深股通
002564,15,002564.SZ,33,光热发电;光伏概念;风电;碳中和;氢能源;高端装备;核电;一带一路;上海国企改革;海工装备;国企改革;军工;军民融合;煤化工概念;深股通
603113,5,603113.SH,17,煤化工概念;煤炭概念;氢能源;沪股通;融资融券
301013,26,301013.SZ,33,富士康概念;PCB概念;芯片概念;柔性屏(折叠屏);消费电子概念;智能座舱;OLED;5G;比亚迪概念;人形机器人;华为汽车;无线耳机;机器视觉;专精特新;新能源汽车;新型工业化;机器人概念;液冷服务器;华为概念;高端装备;充电桩;储能;华为昇腾;医疗器械概念;深股通;融资融券
605358,20,605358.SH,17,中芯国际概念;存储芯片;汽车芯片;第三代半导体;芯片概念;汽车电子;人形机器人;卫星导航;无人驾驶;商业航天;5G;比亚迪概念;专精特新;机器人概念;共封装光学(CPO);光伏概念;硅能源;充电桩;融资融券;沪股通
605398,18,605398.SH,17,MLOps概念;华为鲲鹏;AIGC概念;信创;阿里巴巴概念;腾讯概念;百度概念;数据要素;短剧游戏;蚂蚁集团概念;数字经济;互联网金融;人工智能;华为概念;数据中心;机器人概念;长三角一体化;沪股通
301182,12,301182.SZ,33,光纤概念;铜缆高速连接;消费电子概念;专精特新;新能源汽车;充电桩;高压快充;机器人概念;安防;华为概念;一带一路;融资融券
603583,11,603583.SH,17,人形机器人;长安汽车概念;机器人概念;智能家居;医疗器械概念;人民币贬值受益;三胎概念;一带一路;养老概念;融资融券;沪股通
688528,10,688528.SH,17,专精特新;物联网;长安汽车概念;智慧城市;传感器;低空经济;汽车电子;西部大开发;股权转让(并购重组);融资融券
002067,12,002067.SZ,33,机器人概念;托育服务;光伏建筑一体化;数字孪生;烟草;创投;长三角一体化;数字经济;一带一路;绿色电力;深股通;融资融券
688047,13,688047.SH,17,国产操作系统;信创;百度概念;东数西算(算力);鸿蒙概念;商业航天;MCU芯片;汽车芯片;DeepSeek概念;芯片概念;机器人概念;沪股通;融资融券
300582,9,300582.SZ,33,智慧灯杆;传感器;专精特新;新能源汽车;充电桩;换电概念;储能;人民币贬值受益;回购增持再贷款概念
000410,11,000410.SZ,33,工业母机;高端装备;工业互联网;央企国企改革;新型工业化;商业航天;国企改革;职业教育;股权转让(并购重组);融资融券;深股通
688668,13,688668.SH,17,铜缆高速连接;英伟达概念;液冷服务器;光纤概念;5G;机器视觉;商业航天;比亚迪概念;新能源汽车;2025年报预增;长安汽车概念;融资融券;沪股通
600529,5,600529.SH,17,医疗器械概念;国企改革;股权转让(并购重组);沪股通;融资融券
002212,48,002212.SZ,33,电子身份证;数据安全;网络安全;数字货币;数字水印;信创;智慧政务;华为鲲鹏;鸿蒙概念;财税数字化;数据确权;区块链;云计算;云办公;华为昇腾;AI智能体;阿里巴巴概念;腾讯概念;ChatGPT概念;车联网(车路协同);智慧城市;跨境支付(CIPS);数字经济;互联网金融;DeepSeek概念;人工智能;量子科技;物联网;东数西算(算力);华为概念;智慧灯杆;低空经济;工业互联网;卫星导航;EDR概念;数据中心;商业航天;无人机;新型工业化;机器人概念;水利;芯片概念;智能电网;雄安新区;AI应用;一带一路;深股通;融资融券
603887,12,603887.SH,17,算力租赁;东数西算(算力);腾讯概念;抖音概念(字节概念);阿里巴巴概念;数据中心;液冷服务器;华为概念;PPP概念;融资融券;沪股通;股权转让(并购重组)
300988,17,300988.SZ,33,智能电网;比亚迪概念;新型工业化;汽车电子;充电桩;光伏概念;小米概念;汽车热管理;储能;新能源汽车;数据中心;小米汽车;专精特新;锂电池概念;风电;一带一路;融资融券
688591,20,688591.SH,17,MCU芯片;汽车芯片;星闪概念;国家大基金持股;无线耳机;WiFi 6;英伟达概念;芯片概念;智能穿戴;小米概念;5G;消费电子概念;鸿蒙概念;物联网;苹果概念;专精特新;智能家居;上海自贸区;沪股通;融资融券
001282,11,001282.SZ,33,专精特新;减速器;小米汽车;新能源汽车;机器人概念;比亚迪概念;人形机器人;小米概念;华为汽车;特斯拉概念;融资融券
688392,11,688392.SH,17,先进封装;芯片概念;液冷服务器;专精特新;军工;比亚迪概念;PET铜箔;宁德时代概念;固态电池;沪股通;融资融券
605555,8,605555.SH,17,人形机器人;家用电器;新能源汽车;机器人概念;无人驾驶;共同富裕示范区;人民币贬值受益;沪股通
000567,5,000567.SZ,33,海南自贸区;化债概念(AMC概念);钒电池;融资融券;深股通
688136,11,688136.SH,17,创新药;重组蛋白;减肥药;肝炎概念;动物疫苗;合成生物;智能医疗;2025年报预增;回购增持再贷款概念;沪股通;融资融券
002189,24,002189.SZ,33,兵装重组概念;军民融合;军工;MR(混合现实);安防;无人驾驶;AI眼镜;车联网(车路协同);机器视觉;虚拟现实;智能座舱;3D打印;汽车电子;消费电子概念;华为概念;长安汽车概念;家用电器;数字经济;央企国企改革;国企改革;证金持股;深股通;中字头股票;融资融券
300653,8,300653.SZ,33,辅助生殖;重组蛋白;合成生物;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券
301020,9,301020.SZ,33,长安汽车概念;华为汽车;专精特新;新能源汽车;比亚迪概念;燃料电池;国企改革;氢能源;融资融券
603725,7,603725.SH,17,长安汽车概念;装配式建筑;专精特新;新能源汽车;比亚迪概念;机器人概念;创投
301175,16,301175.SZ,33,医疗废物处理;生物质能发电;商业航天;海峡两岸;专精特新;固废处理;碳中和;绿色电力;华为概念;一带一路;人工智能;乡村振兴;国企改革;深股通;中字头股票;融资融券
600539,11,600539.SH,17,净水概念;小红书概念;宠物经济;海峡两岸;污水处理;跨境电商;股权转让(并购重组);机器视觉;AI应用;锂电池概念;光伏概念
688689,11,688689.SH,17,先进封装;汽车芯片;第三代半导体;芯片概念;汽车电子;传感器;专精特新;比亚迪概念;新能源汽车;无人驾驶;融资融券
000739,15,000739.SZ,33,流感;创新药;仿制药一致性评价;减肥药;CRO概念;合成生物;医美概念;宠物经济;共同富裕示范区;养老概念;AIGC概念;AI智能体;深股通;融资融券;工业互联网
603868,4,603868.SH,17,家用电器;短剧游戏;沪股通;融资融券
300170,41,300170.SZ,33,智谱AI;华为昇腾;多模态AI;财税数字化;ChatGPT概念;云计算;AIGC概念;数据安全;ERP概念;虚拟数字人;AI智能体;抖音概念(字节概念);信创;网络安全;百度概念;腾讯概念;阿里巴巴概念;中国AI 50;数据要素;鸿蒙概念;区块链;DeepSeek概念;数字经济;人工智能;车联网(车路协同);互联网金融;数据中心;英伟达概念;AI应用;华为概念;智能医疗;低空经济;工业互联网;C2M概念;小米概念;跨境电商;智能物流;海峡两岸;长三角一体化;深股通;融资融券
920128,8,920128.BJ,151,新能源汽车;特高压;柔性直流输电;一带一路;储能;专精特新;家用电器;融资融券
603507,12,603507.SH,17,光热发电;氢能源;风电;光伏概念;回购增持再贷款概念;海工装备;商业航天;专精特新;机器人概念;一带一路;人民币贬值受益;融资融券
300378,25,300378.SZ,33,多模态AI;ChatGPT概念;AIGC概念;ERP概念;华为鲲鹏;AI智能体;抖音概念(字节概念);数据安全;数据要素;百度概念;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;华为概念;AI应用;工业互联网;新型工业化;C2M概念;芯片概念;创投;海峡两岸;富士康概念;深股通;融资融券
300304,16,300304.SZ,33,传感器;新能源汽车;比亚迪概念;专精特新;芯片概念;充电桩;机器人概念;储能;无人驾驶;汽车电子;海峡两岸;汽车芯片;横琴新区;绿色电力;创投;深股通
601688,7,601688.SH,17,期货概念;证金持股;沪股通;融资融券;互联网金融;参股银行;国企改革
300563,23,300563.SZ,33,EDR概念;铜缆高速连接;苹果概念;消费电子概念;汽车电子;WiFi 6;5G;芯片概念;虚拟现实;新能源汽车;华为概念;军工;专精特新;无人机;钙钛矿电池;商业航天;卫星导航;光伏概念;军工信息化;医疗器械概念;数字经济;深股通;融资融券
300226,16,300226.SZ,33,AI语料;ChatGPT概念;多模态AI;AIGC概念;AI智能体;百度概念;数据要素;鸿蒙概念;区块链;DeepSeek概念;互联网金融;人工智能;AI应用;工业互联网;深股通;融资融券
688088,28,688088.SH,17,多模态AI;AIGC概念;Sora概念(文生视频);虚拟数字人;元宇宙;抖音概念(字节概念);人脸识别;空间计算;同花顺新质50;虚拟现实;人工智能;安防;智慧城市;华为概念;机器视觉;智能座舱;MR(混合现实);智能穿戴;AI眼镜;小米概念;无人驾驶;芯片概念;消费电子概念;机器人概念;长安汽车概念;AI应用;沪股通;融资融券
300681,13,300681.SZ,33,无人驾驶;MCU芯片;减速器;同花顺新质50;飞行汽车(eVTOL);新能源汽车;低空经济;长安汽车概念;智能物流;粤港澳大湾区;2025年报预增;深股通;融资融券
603638,11,603638.SH,17,减速器;人形机器人;工业母机;新型工业化;机器人概念;高端装备;储能;智能电网;雅下水电概念;融资融券;沪股通
601388,8,601388.SH,17,金属回收;汽车拆解概念;固废处理;2025年报预增;人民币贬值受益;海峡两岸;融资融券;沪股通
300976,22,300976.SZ,33,汽车电子;苹果概念;消费电子概念;小米概念;智能穿戴;芯片概念;柔性屏(折叠屏);特斯拉概念;比亚迪概念;新能源汽车;虚拟现实;华为概念;粤港澳大湾区;宁德时代概念;碳纤维;储能;光伏概念;抖音概念(字节概念);创投;脑机接口;深股通;融资融券
000682,23,000682.SZ,33,电力物联网;智能电网;虚拟电厂;充电桩;核电;风电;储能;数据中心;工业互联网;机器人概念;物联网;华为概念;智慧城市;网络安全;人脸识别;人工智能;语音技术;DeepSeek概念;区块链;国企改革;2026一季报预增;融资融券;深股通
000039,29,000039.SZ,33,核电;风电;海工装备;氢能源;储能;一带一路;数据中心;商业航天;雄安新区;工业互联网;同花顺出海50;机器人概念;无人驾驶;机器视觉;粤港澳大湾区;智能物流;冷链物流;物联网;可燃冰;航运概念;统一大市场;人工智能;天然气;DeepSeek概念;参股券商;AI应用;智谱AI;深股通;融资融券
002079,27,002079.SZ,33,BC电池;HJT电池;TOPCON电池;钙钛矿电池;第三代半导体;光伏概念;先进封装;芯片概念;汽车芯片;传感器;智能穿戴;人形机器人;小米概念;消费电子概念;无线耳机;比亚迪概念;汽车电子;苹果概念;虚拟现实;5G;华为概念;物联网;储能;创投;深股通;融资融券;股权转让(并购重组)
002793,9,002793.SZ,33,幽门螺杆菌概念;仿制药一致性评价;创新药;流感;医药电商;民营医院;医疗器械概念;股权转让(并购重组);深股通
920028,6,920028.BJ,151,比亚迪概念;宁德时代概念;华为概念;5G;新股与次新股;融资融券
920132,5,920132.BJ,151,跨境电商;露营经济;人民币贬值受益;融资融券;一带一路
300578,21,300578.SZ,33,Sora概念(文生视频);Web3.0;云办公;多模态AI;虚拟数字人;信创;在线教育;AI应用;鸿蒙概念;元宇宙;国产操作系统;空间计算;东数西算(算力);DeepSeek概念;数字经济;人工智能;智能医疗;虚拟现实;华为概念;数据中心;5G
688416,10,688416.SH,17,存储芯片;MCU芯片;中芯国际概念;芯片概念;消费电子概念;小米概念;语音技术;人工智能;回购增持再贷款概念;融资融券
300666,13,300666.SZ,33,光刻机;中芯国际概念;OLED;存储芯片;第三代半导体;芯片概念;光伏概念;海峡两岸;碳纤维;共同富裕示范区;中韩自贸区;深股通;融资融券
688206,6,688206.SH,17,存储芯片;芯片概念;专精特新;股权转让(并购重组);沪股通;融资融券
603356,4,603356.SH,17,海工装备;光伏概念;风电;股权转让(并购重组)
688333,19,688333.SH,17,卫星导航;商业航天;航空发动机;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);3D打印;AI手机;人形机器人;核电;机器人概念;消费电子概念;2025年报预增;西部大开发;回购增持再贷款概念;沪股通;融资融券
300244,27,300244.SZ,33,DRG/DIP;AIGC概念;ChatGPT概念;多模态AI;AI应用;AI智能体;数据要素;阿里巴巴概念;智能医疗;职业教育;DeepSeek概念;人工智能;CRO概念;养老概念;基因测序;细胞免疫治疗;华为概念;阿尔茨海默概念;辅助生殖;猴痘概念;医疗器械概念;三胎概念;共同富裕示范区;肝炎概念;冷链物流;深股通;融资融券
920469,9,920469.BJ,151,融资融券;粤港澳大湾区;碳纤维;比亚迪概念;消费电子概念;机器人概念;新能源汽车;专精特新;PEEK材料
300539,14,300539.SZ,33,PEEK材料;减速器;比亚迪概念;智能座舱;小米概念;专精特新;华为汽车;机器人概念;新能源汽车;无人机;华为概念;家用电器;智能家居;深股通
300285,15,300285.SZ,33,商业航天;卫星导航;3D打印;5G;芯片概念;消费电子概念;比亚迪概念;宁德时代概念;新能源汽车;固态电池;牙科医疗;锂电池概念;氢能源;深股通;融资融券
603703,9,603703.SH,17,卫星导航;商业航天;量子科技;车联网(车路协同);5G;数据中心;家用电器;光纤概念;铜缆高速连接
688608,16,688608.SH,17,星闪概念;语音技术;智能音箱;智能穿戴;小米概念;AI眼镜;无线耳机;人工智能;阿里巴巴概念;华为概念;芯片概念;中国AI 50;消费电子概念;人民币贬值受益;融资融券;沪股通
920123,4,920123.BJ,151,融资融券;合成生物;医美概念;DeepSeek概念
688578,4,688578.SH,17,创新药;2025年报预增;沪股通;融资融券
600728,35,600728.SH,17,ChatGPT概念;元宇宙;云计算;移动支付;AI智能体;信创;阿里巴巴概念;华为鲲鹏;数据要素;国产操作系统;多模态AI;虚拟数字人;鸿蒙概念;华为昇腾;人脸识别;AIGC概念;DeepSeek概念;车联网(车路协同);人工智能;智慧城市;AI语料;空间计算;数字孪生;安防;华为概念;工业互联网;机器视觉;低空经济;MR(混合现实);数据中心;粤港澳大湾区;毫米波雷达;AI应用;融资融券;沪股通
920346,21,920346.BJ,151,飞行汽车(eVTOL);长安汽车概念;长三角一体化;车联网(车路协同);机器人概念;融资融券;智能物流;智能家居;无人驾驶;新能源汽车;数据中心;小米汽车;家用电器;华为汽车;净水概念;充电桩;储能;低空经济;人民币贬值受益;人形机器人;PCB概念
300956,16,300956.SZ,33,小米概念;专精特新;机器人概念;人形机器人;消费电子概念;人民币贬值受益;AI PC;储能;光伏概念;锂电池概念;固态电池;光伏建筑一体化;HJT电池;绿色电力;TOPCON电池;融资融券
300595,7,300595.SZ,33,跨境电商;医疗器械概念;眼科医疗;医药电商;AI眼镜;融资融券;深股通
002383,23,002383.SZ,33,商业航天;卫星导航;无人机;低空经济;时空大数据;车联网(车路协同);智慧灯杆;数字乡村;智慧城市;水利;京津冀一体化;无人驾驶;数字经济;机器人概念;芯片概念;华为概念;农机;生态农业;国企改革;汽车芯片;新型城镇化;深股通;融资融券
301486,20,301486.SZ,33,光纤概念;富士康概念;芯片概念;消费电子概念;5G;MR(混合现实);数据中心;比亚迪概念;新型工业化;高端装备;东数西算(算力);华为概念;虚拟现实;粤港澳大湾区;华为昇腾;抖音概念(字节概念);阿里巴巴概念;股权转让(并购重组);深股通;融资融券
001278,8,001278.SZ,33,农机;长安汽车概念;比亚迪概念;新能源汽车;机器视觉;芯片概念;汽车电子;无线充电
920425,10,920425.BJ,151,2025年报预增;西部大开发;融资融券;苹果概念;机器视觉;消费电子概念;机器人概念;专精特新;MiniLED;AI眼镜
603823,4,603823.SH,17,PEEK材料;钠离子电池;光刻胶;沪股通
600100,48,600100.SH,17,华为昇腾;算力租赁;网络安全;国产操作系统;国资云;信创;东数西算(算力);ChatGPT概念;AI智能体;数据要素;区块链;鸿蒙概念;AI语料;AIGC概念;在线教育;智慧城市;DeepSeek概念;华为概念;数据中心;安防;数字经济;人工智能;物联网;工业互联网;机器视觉;液冷服务器;互联网保险;机器人概念;可控核聚变;消费电子概念;工业母机;京津冀一体化;核电;创投;食品安全;核污染防治;储能;AI应用;央企国企改革;土壤修复;雄安新区;锂电池概念;污水处理;国企改革;参股券商;沪股通;融资融券;股权转让(并购重组)
000058,14,000058.SZ,33,物业管理;创投;深圳国企改革;光伏建筑一体化;国企改革;光伏概念;华为概念;电子竞技;绿色电力;2025年报预增;商业航天;卫星导航;深股通;融资融券
300025,6,300025.SZ,33,元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券
000782,1,000782.SZ,33,军工
002538,13,002538.SZ,33,磷化工;化肥;生态农业;农村电商;金属铅;金属锌;金属铜;黄金概念;乡村振兴;ST板块;民营医院;2026一季报预增;工业互联网
301628,9,301628.SZ,33,PCB概念;共封装光学(CPO);5G;毫米波雷达;专精特新;机器人概念;量子科技;深股通;融资融券
301266,8,301266.SZ,33,BC电池;HJT电池;光伏概念;专精特新;数据中心;超导概念;硅能源;融资融券
920892,15,920892.BJ,151,高股息精选;AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;融资融券;粤港澳大湾区;新型城镇化;数字经济;房屋检测;国企改革;低空经济;乡村振兴;一带一路
000408,10,000408.SZ,33,盐湖提锂;金属铜;小金属概念;黄金概念;锂电池概念;化肥;西部大开发;国企改革;融资融券;深股通
688052,13,688052.SH,17,MCU芯片;汽车芯片;先进封装;芯片概念;消费电子概念;传感器;汽车电子;人形机器人;物联网;新能源汽车;机器人概念;沪股通;融资融券
000021,23,000021.SZ,33,存储芯片;先进封装;第三代半导体;芯片概念;汽车电子;共封装光学(CPO);超级电容;新能源汽车;无人机;机器人概念;物联网;人民币贬值受益;智能电网;储能;智能物流;区块链;数字经济;虚拟电厂;医疗器械概念;央企国企改革;国企改革;深股通;融资融券
300939,18,300939.SZ,33,MiniLED;电子纸;5G;汽车电子;充电桩;安防;物联网;储能;智慧城市;智能家居;无人驾驶;机器人概念;比亚迪概念;长安汽车概念;新能源汽车;人工智能;家用电器;融资融券
603683,12,603683.SH,17,固态电池;锂电池概念;宁德时代概念;新能源汽车;石墨烯;柔性屏(折叠屏);消费电子概念;机器人概念;传感器;AI手机;创投;沪股通
920953,20,920953.BJ,151,AI应用;鸿蒙概念;融资融券;机器人概念;物联网;智能物流;数据要素;智慧政务;数据安全;在线教育;数字经济;华为鲲鹏;信创;华为昇腾;人脸识别;人工智能;云计算;DeepSeek概念;AI智能体;AIGC概念
301237,4,301237.SZ,33,消费电子概念;碳纤维;光伏概念;融资融券
300743,3,300743.SZ,33,专精特新;人民币贬值受益;回购增持再贷款概念
300229,41,300229.SZ,33,Sora概念(文生视频);AI语料;MLOps概念;ChatGPT概念;多模态AI;华为盘古;AIGC概念;Web3.0;华为昇腾;华为鲲鹏;AI智能体;虚拟数字人;智慧政务;数据安全;数据要素;信创;阿里巴巴概念;知识产权保护;腾讯概念;网络安全;蚂蚁集团概念;军工信息化;电子身份证;元宇宙;数字货币;DeepSeek概念;AI应用;人工智能;东数西算(算力);数字经济;互联网金融;华为概念;军民融合;数据中心;军工;小米概念;机器人概念;专精特新;乡村振兴;深股通;融资融券
002273,24,002273.SZ,33,同花顺果指数;苹果概念;华为手机;AI眼镜;消费电子概念;汽车电子;智能穿戴;智能座舱;比亚迪概念;AI手机;小米概念;华为汽车;长安汽车概念;人形机器人;机器人概念;虚拟现实;华为概念;储能;人民币贬值受益;安防;元宇宙;深股通;融资融券;共封装光学(CPO)
001316,8,001316.SZ,33,航空发动机;大飞机;商业航天;低空经济;海峡两岸;AI眼镜;2025年报预增;消毒剂
688359,7,688359.SH,17,PET铜箔;PCB概念;光伏概念;TOPCON电池;HJT电池;沪股通;融资融券
000551,26,000551.SZ,33,商业航天;军民融合;无人驾驶;PM2.5;军工;减速器;机器人概念;芯片概念;家用电器;新能源汽车;特斯拉概念;职业教育;空气能热泵;中芯国际概念;创投;一带一路;特高压;污水处理;氢能源;国企改革;参股银行;期货概念;猴痘概念;融资融券;食品安全;深股通
300634,45,300634.SZ,33,智谱AI;华为昇腾;云办公;ChatGPT概念;多模态AI;AIGC概念;云计算;华为鲲鹏;虚拟数字人;AI智能体;智慧政务;抖音概念(字节概念);数据安全;信创;阿里巴巴概念;算力租赁;腾讯概念;网络安全;百度概念;数据要素;鸿蒙概念;元宇宙;区块链;东数西算(算力);DeepSeek概念;数字经济;人工智能;智慧城市;6G概念;车联网(车路协同);虚拟现实;智能医疗;华为概念;IP经济(谷子经济);数据中心;5G;AI应用;低空经济;无人驾驶;创投;机器人概念;粤港澳大湾区;飞行汽车(eVTOL);融资融券;深股通
002185,19,002185.SZ,33,存储芯片;国家大基金持股;汽车芯片;先进封装;第三代半导体;芯片概念;华为海思概念股;汽车电子;共封装光学(CPO);智能座舱;传感器;毫米波雷达;5G;无人驾驶;华为概念;机器人概念;西部大开发;深股通;融资融券
688130,5,688130.SH,17,芯片概念;智能家居;血氧仪;储能;融资融券
603650,10,603650.SH,17,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;上海自贸区;石墨烯;可降解塑料;融资融券;沪股通
301138,4,301138.SZ,33,机器人概念;机器视觉;人工智能;融资融券
600850,56,600850.SH,17,卫星导航;商业航天;华为昇腾;华为盘古;华为鲲鹏;数据安全;多模态AI;云计算;智慧政务;网络安全;信创;车联网(车路协同);大飞机;AI智能体;数字乡村;数据要素;人脸识别;ChatGPT概念;数字孪生;低空经济;智慧城市;国资云;东数西算(算力);阿里巴巴概念;AIGC概念;腾讯概念;DeepSeek概念;虚拟数字人;人工智能;数字经济;物联网;WiFi 6;华为概念;互联网金融;跨境支付(CIPS);智能医疗;工业互联网;无人驾驶;职业教育;新型工业化;人形机器人;机器人概念;数据中心;短剧游戏;核电;水利;液冷服务器;智能电网;央企国企改革;乡村振兴;回购增持再贷款概念;国企改革;光刻机;AI应用;沪股通;融资融券
300461,9,300461.SZ,33,新型烟草(电子烟);长三角一体化;无线充电;苹果概念;新型工业化;比亚迪概念;无线耳机;消费电子概念;汽车电子
300231,17,300231.SZ,33,算力租赁;华为昇腾;云计算;东数西算(算力);网络安全;信创;抖音概念(字节概念);阿里巴巴概念;数据要素;数据中心;智慧城市;互联网金融;华为概念;人工智能;京津冀一体化;参股银行;深股通
301328,17,301328.SZ,33,毫米波雷达;汽车电子;比亚迪概念;人形机器人;新能源汽车;智能座舱;机器人概念;无人驾驶;数据中心;低空经济;铜缆高速连接;海峡两岸;储能;粤港澳大湾区;光伏概念;深股通;融资融券
688023,23,688023.SH,17,华为昇腾;数据安全;云计算;信创;ChatGPT概念;网络安全;AI智能体;百度概念;数据要素;阿里巴巴概念;区块链;DeepSeek概念;量子科技;车联网(车路协同);智慧城市;人工智能;华为概念;物联网;低空经济;无人机;AI应用;沪股通;融资融券
301303,5,301303.SZ,33,专精特新;物联网;天然气;深股通;融资融券
002830,3,002830.SZ,33,粤港澳大湾区;物业管理;华为概念
688605,9,688605.SH,17,中芯国际概念;光刻机;芯片概念;专精特新;光伏概念;商业航天;医疗器械概念;沪股通;融资融券
300265,15,300265.SZ,33,柔性直流输电;特高压;成飞概念;智能电网;大飞机;军民融合;商业航天;光纤概念;海工装备;军工;风电;光伏概念;5G;机器人概念;融资融券
300357,7,300357.SZ,33,创新药;医疗器械概念;智能医疗;专精特新;人工智能;深股通;融资融券
300773,25,300773.SZ,33,数字货币;移动支付;蚂蚁集团概念;跨境支付(CIPS);云计算;数据确权;区块链;AI智能体;互联网金融;数据要素;鸿蒙概念;腾讯概念;数字经济;DeepSeek概念;人工智能;华为概念;AI应用;跨境电商;智能物流;智能穿戴;小米概念;2025年报预增;参股保险;深股通;融资融券
920370,7,920370.BJ,151,西部大开发;融资融券;物业管理;新型城镇化;垃圾分类;乡村振兴;DeepSeek概念
002916,18,002916.SZ,33,PCB概念;富士康概念;存储芯片;先进封装;国家大基金持股;苹果概念;汽车电子;芯片概念;5G;新能源汽车;数据中心;2025年报预增;华为概念;粤港澳大湾区;央企国企改革;深股通;国企改革;融资融券
001309,15,001309.SZ,33,存储芯片;AI PC;中芯国际概念;汽车电子;芯片概念;共封装光学(CPO);智能穿戴;2025年报预增;专精特新;粤港澳大湾区;数据中心;人民币贬值受益;人工智能;融资融券;深股通
300590,18,300590.SZ,33,车联网(车路协同);智慧城市;信创;人工智能;AI智能体;物联网;WiFi 6;卫星导航;无人驾驶;工业互联网;5G;智能物流;智能座舱;专精特新;芯片概念;人民币贬值受益;两轮车;深股通
300769,10,300769.SZ,33,固态电池;磷化工;锂电池概念;宁德时代概念;储能;比亚迪概念;新能源汽车;专精特新;融资融券;深股通
300682,25,300682.SZ,33,电力物联网;AI应用;蚂蚁集团概念;AI智能体;阿里巴巴概念;华为鲲鹏;数据要素;区块链;智能电网;虚拟电厂;DeepSeek概念;数字经济;人工智能;华为概念;物联网;工业互联网;车联网(车路协同);光伏概念;充电桩;碳中和;绿色电力;比亚迪概念;新能源汽车;融资融券;深股通
601789,17,601789.SH,17,国资云;东数西算(算力);数据中心;腾讯概念;阿里巴巴概念;百度概念;区块链;房屋检测;水利;低空经济;新型城镇化;PPP概念;装配式建筑;国企改革;参股券商;沪股通;融资融券
688327,40,688327.SH,17,华为昇腾;华为欧拉;多模态AI;云计算;ChatGPT概念;智慧政务;信创;算力租赁;AIGC概念;AI智能体;网络安全;数据确权;虚拟数字人;鸿蒙概念;元宇宙;东数西算(算力);区块链;人脸识别;DeepSeek概念;智慧城市;车联网(车路协同);人工智能;互联网金融;跨境支付(CIPS);华为概念;智能医疗;AI PC;机器视觉;无人机;无人零售;无人驾驶;芯片概念;机器人概念;AI应用;人形机器人;智能电网;专精特新;养老概念;沪股通;融资融券
603067,10,603067.SH,17,钛白粉概念;小金属概念;军工;钒电池;锂电池概念;储能;固态电池;维生素;沪股通;融资融券
300803,5,300803.SZ,33,互联网金融;参股券商;AI应用;融资融券;深股通
002053,12,002053.SZ,33,超超临界发电;绿色电力;天然气;页岩气;风电;国企改革;钠离子电池;储能;西部大开发;证金持股;深股通;融资融券
605366,4,605366.SH,17,有机硅概念;回购增持再贷款概念;硅能源;融资融券
