股票代码,所属概念数量,所属概念,code,market_code
001288.SZ,11,雅下水电概念;一带一路;华为概念;机器人概念;人民币贬值受益;西部大开发;中俄贸易概念;减速器;DeepSeek概念;人工智能;深股通,001288,33
603786.SH,8,传感器;无人驾驶;汽车电子;比亚迪概念;新能源汽车;专精特新;融资融券;沪股通,603786,17
000955.SZ,8,海南自贸区;自由贸易港;民营医院;创投;三胎概念;医药电商;医疗器械概念;军民融合,000955,33
920357.BJ,6,新能源汽车;汽车电子;融资融券;消费电子概念;专精特新;PCB概念,920357,151
920267.BJ,9,粤港澳大湾区;海峡两岸;跨境电商;专精特新;MCU芯片;融资融券;智能家居;家用电器;芯片概念,920267,151
301333.SZ,7,CRO概念;AIGC概念;智能医疗;人工智能;创新药;深股通;融资融券,301333,33
002758.SZ,18,粮食概念;供销社;生态农业;农业种植;农村电商;化肥;乡村振兴;冷链物流;土壤修复;农机;中俄贸易概念;医药电商;共同富裕示范区;俄乌冲突概念;无人机;数字乡村;数字经济;深股通,002758,33
603370.SH,11,家用电器;比亚迪概念;新能源汽车;机器人概念;专精特新;工业母机;注册制次新股;储能;液冷服务器;新股与次新股;融资融券,603370,17
920112.BJ,5,比亚迪概念;阿里巴巴概念;新股与次新股;融资融券;人民币贬值受益,920112,151
603818.SH,4,京津冀一体化;智能家居;海峡两岸;人民币贬值受益,603818,17
920003.BJ,3,数字经济;融资融券;新股与次新股,920003,151
920346.BJ,21,飞行汽车(eVTOL);长安汽车概念;长三角一体化;机器人概念;车联网(车路协同);融资融券;智能物流;无人驾驶;数据中心;小米汽车;智能家居;新能源汽车;家用电器;净水概念;充电桩;华为汽车;低空经济;人民币贬值受益;PCB概念;储能;人形机器人,920346,151
300389.SZ,12,MicroLED概念;MiniLED;柔性屏(折叠屏);足球概念;虚拟现实;华为概念;2025年报预增;人民币贬值受益;储能;创投;数字经济;深股通,300389,33
301578.SZ,11,智能家居;家用电器;物联网;新型工业化;小米概念;人脸识别;华为概念;消费电子概念;星闪概念;鸿蒙概念;融资融券,301578,33
600203.SH,23,智能穿戴;智能音箱;智慧灯杆;MiniLED;柔性屏(折叠屏);小米概念;无线耳机;智能座舱;消费电子概念;汽车电子;5G;华为概念;无人机;智能家居;华为手机;机器人概念;海峡两岸;福建自贸区;卫星导航;抖音概念(字节概念);国企改革;融资融券;沪股通,600203,17
920060.BJ,12,一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,920060,151
001332.SZ,8,光热发电;可控核聚变;核电;海工装备;光伏概念;氢能源;天然气;深股通,001332,33
603037.SH,13,特斯拉概念;小米汽车;华为汽车;比亚迪概念;新能源汽车;长安汽车概念;小米概念;专精特新;同花顺新质50;无人驾驶;储能;氢能源;股权转让(并购重组),603037,17
688475.SH,14,DeepSeek概念;AI智能体;云计算;物联网;跨境电商;养老概念;智能家居;智能穿戴;机器人概念;同花顺新质50;宠物经济;国企改革;沪股通;融资融券,688475,17
603332.SH,2,长三角一体化;军工,603332,17
301056.SZ,6,物联网;人脸识别;新型城镇化;一带一路;中俄贸易概念;融资融券,301056,33
920957.BJ,4,一带一路;粤港澳大湾区;专精特新;融资融券,920957,151
002111.SZ,16,成飞概念;大飞机;低空经济;无人机;高端装备;军工;换电概念;海工装备;机器人概念;智慧城市;无人驾驶;回购增持再贷款概念;医疗器械概念;智能医疗;2025年报预增;深股通,002111,33
002965.SZ,30,汽车热管理;人形机器人;华为汽车;新型工业化;小米汽车;新能源汽车;特斯拉概念;比亚迪概念;飞行汽车(eVTOL);小米概念;机器人概念;智能座舱;一体化压铸;机器视觉;5G;无人驾驶;低空经济;液冷服务器;充电桩;华为概念;粤港澳大湾区;数据中心;储能;宁德时代概念;光伏概念;创投;华为数字能源;信创;融资融券;深股通,002965,33
000042.SZ,4,物业管理;粤港澳大湾区;深股通;融资融券,000042,33
002790.SZ,8,福建自贸区;跨境电商;海峡两岸;养老概念;家用电器;智能家居;数字经济;DeepSeek概念,002790,33
920100.BJ,11,安防;智能物流;汽车热管理;3D打印;减速器;新股与次新股;融资融券;机器人概念;光伏概念;人形机器人;新型工业化,920100,151
300897.SZ,14,净水概念;污水处理;专精特新;水利;地下管网;传感器;工业互联网;物联网;智慧城市;华为概念;DeepSeek概念;数据要素;股权转让(并购重组);融资融券,300897,33
002551.SZ,5,养老概念;医疗器械概念;粤港澳大湾区;人民币贬值受益;独角兽概念,002551,33
301003.SZ,2,新能源汽车;融资融券,301003,33
300765.SZ,7,减肥药;创新药;生物疫苗;回购增持再贷款概念;维生素;融资融券;深股通,300765,33
000615.SZ,7,ST板块;毛发医疗;民营医院;参股银行;参股券商;医美概念;消毒剂,000615,33
605151.SH,5,智能物流;新能源汽车;比亚迪概念;创投;统一大市场,605151,17
920371.BJ,3,2025年报预增;预制菜;融资融券,920371,151
688091.SH,4,创新药;2025年报预增;沪股通;融资融券,688091,17
605058.SH,14,PCB概念;汽车电子;共封装光学(CPO);5G;毫米波雷达;数据中心;新能源汽车;智能家居;智能物流;工业互联网;储能;东数西算(算力);一带一路;商业航天,605058,17
600690.SH,16,超级品牌;证金持股;同花顺漂亮100;净水概念;空气能热泵;家用电器;智能家居;沪股通;融资融券;同花顺出海50;物联网;阿里巴巴概念;工业互联网;机器人概念;华为概念;无线充电,600690,17
300989.SZ,14,新型城镇化;乡村振兴;旅游概念;粤港澳大湾区;智慧城市;低空经济;人工智能;一带一路;空间计算;算力租赁;数据要素;时空大数据;AI应用;融资融券,300989,33
301399.SZ,6,液冷服务器;空气能热泵;数据中心;家用电器;专精特新;融资融券,301399,33
300970.SZ,4,农业种植;合成生物;乡村振兴;融资融券,300970,33
603178.SH,14,减速器;华为汽车;长安汽车概念;汽车热管理;飞行汽车(eVTOL);机器人概念;新能源汽车;无人驾驶;比亚迪概念;低空经济;共同富裕示范区;数字经济;融资融券;沪股通,603178,17
002305.SZ,8,租售同权;ST板块;特色小镇;物业管理;PPP概念;雄安新区;国企改革;央企国企改革,002305,33
301256.SZ,11,光刻胶;芯片概念;光伏概念;专精特新;净水概念;消毒剂;化肥;污水处理;西部大开发;深股通;融资融券,301256,33
300254.SZ,11,医药电商;流感;肝炎概念;维生素;仿制药一致性评价;创新药;基因测序;三胎概念;养老概念;智能医疗;医疗器械概念,300254,33
002669.SZ,27,碳纤维;PCB概念;高铁;军工;先进封装;毫米波雷达;商业航天;芯片概念;新能源汽车;专精特新;消费电子概念;军民融合;光伏概念;低空经济;传感器;卫星导航;5G;机器人概念;锂电池概念;风电;一带一路;MCU芯片;军工信息化;回购增持再贷款概念;华为概念;国企改革;数字经济,002669,33
688167.SH,21,光纤概念;共封装光学(CPO);光刻机;存储芯片;先进封装;OLED;MR(混合现实);芯片概念;MicroLED概念;消费电子概念;3D打印;智能座舱;机器视觉;无人驾驶;可控核聚变;虚拟现实;回购增持再贷款概念;西部大开发;医美概念;沪股通;融资融券,688167,17
600165.SH,4,ST板块;西部大开发;合成生物;参股银行,600165,22
603177.SH,9,医疗废物处理;碳中和;固废处理;充电桩;氢能源;燃料电池;超超临界发电;一带一路;钠离子电池,603177,17
603235.SH,3,维生素;人民币贬值受益;沪股通,603235,17
603605.SH,3,共同富裕示范区;沪股通;融资融券,603605,17
002134.SZ,8,新能源汽车;PCB概念;专精特新;大飞机;军工;京津冀一体化;天津自贸区;深股通,002134,33
002328.SZ,9,新能源汽车;储能;特斯拉概念;长三角一体化;数据中心;创投;液冷服务器;一带一路;融资融券,002328,33
603233.SH,5,医药电商;医疗器械概念;DeepSeek概念;沪股通;融资融券,603233,17
301515.SZ,7,脑机接口;智能医疗;医疗器械概念;专精特新;西部大开发;回购增持再贷款概念;融资融券,301515,33
601168.SH,14,金属锌;金属铅;金属铜;黄金概念;金属镍;小金属概念;金属回收;盐湖提锂;钒电池;锂电池概念;西部大开发;国企改革;沪股通;融资融券,601168,17
000795.SZ,17,稀土永磁;小金属概念;风电;机器人概念;人形机器人;专精特新;新能源汽车;比亚迪概念;苹果概念;减速器;消费电子概念;无线耳机;新型工业化;养老概念;医疗器械概念;深股通;融资融券,000795,33
002175.SZ,10,物业管理;股权转让(并购重组);智能物流;物联网;西部大开发;工业互联网;芯片概念;新能源汽车;高端装备;深股通,002175,33
920779.BJ,6,宁德时代概念;消费电子概念;融资融券;比亚迪概念;固态电池;锂电池概念,920779,151
000417.SZ,18,啤酒概念;农村电商;统一大市场;参股银行;冷链物流;乡村振兴;跨境电商;国企改革;证金持股;养老概念;创投;互联网金融;充电桩;虚拟数字人;人工智能;黄金概念;融资融券;AI应用,000417,33
000623.SZ,16,农业种植;维生素;参股券商;幽门螺杆菌概念;流感;医药电商;回购增持再贷款概念;乡村振兴;肝炎概念;创新药;三胎概念;创投;网红经济;深股通;融资融券;工业互联网,000623,33
300538.SZ,24,光刻胶;PEEK材料;消费电子概念;新能源汽车;小米概念;芯片概念;机器人概念;宁德时代概念;光伏概念;粤港澳大湾区;储能;智能穿戴;PET铜箔;海峡两岸;华为概念;第三代半导体;创投;5G;存储芯片;PCB概念;无人机;低空经济;军工;数字经济,300538,33
300201.SZ,15,苹果概念;高端装备;军工;无人机;核污染防治;智能电网;宁德时代概念;军民融合;电力物联网;储能;无人驾驶;锂电池概念;机器人概念;工业互联网;深股通,300201,33
920002.BJ,4,融资融券;机器人概念;人形机器人;专精特新,920002,151
688603.SH,5,先进封装;PCB概念;芯片概念;沪股通;融资融券,688603,17
920527.BJ,3,融资融券;专精特新;体育产业,920527,151
600067.SH,16,福建自贸区;海峡两岸;储能;长安汽车概念;新能源汽车;比亚迪概念;人形机器人;机器人概念;锂电池概念;创投;无人机;氢能源;两轮车;参股银行;融资融券;股权转让(并购重组),600067,17
603515.SH,8,超级品牌;智能家居;智慧灯杆;智慧城市;鸿蒙概念;沪股通;华为概念;融资融券,603515,17
920230.BJ,5,合成生物;维生素;专精特新;西部大开发;融资融券,920230,151
688114.SH,9,AI智能体;智能医疗;脑机接口;基因测序;医疗器械概念;机器人概念;合成生物;沪股通;融资融券,688114,17
300961.SZ,12,新型城镇化;水利;PPP概念;污水处理;创投;碳中和;净水概念;机器人概念;海工装备;鸿蒙概念;股权转让(并购重组);融资融券,300961,33
603949.SH,7,汽车热管理;农机;新能源汽车;专精特新;创投;乡村振兴;军工,603949,17
600882.SH,6,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券,600882,17
300719.SZ,15,成飞概念;大飞机;军民融合;军工信息化;商业航天;军工;无人机;低空经济;飞行汽车(eVTOL);碳纤维;高端装备;信创;专精特新;京津冀一体化;虚拟现实,300719,33
605068.SH,7,回购增持再贷款概念;新能源汽车;比亚迪概念;长安汽车概念;机器人概念;华为汽车;人形机器人,605068,17
600211.SH,9,创新药;流感;生物疫苗;基因测序;三胎概念;医疗器械概念;西部大开发;融资融券;沪股通,600211,17
300661.SZ,12,汽车芯片;无线耳机;汽车电子;芯片概念;消费电子概念;传感器;OLED;专精特新;锂电池概念;人工智能;融资融券;深股通,300661,33
600009.SH,9,证金持股;免税店;上海国企改革;同花顺中特估100;国企改革;上海自贸区;同花顺漂亮100;沪股通;融资融券,600009,17
002146.SZ,12,特色小镇;物业管理;旅游概念;PPP概念;创投;雄安新区;养老概念;低空经济;京津冀一体化;一带一路;深股通;融资融券,002146,33
601899.SH,19,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属钴;盐湖提锂;同花顺出海50;同花顺中特估100;锂电池概念;同花顺漂亮100;2025年报预增;沪股通;融资融券;氢能源;国企改革;一带一路;证金持股;福建自贸区,601899,17
600258.SH,7,旅游概念;国企改革;京津冀一体化;人工智能;阿里巴巴概念;沪股通;融资融券,600258,17
300351.SZ,30,液冷服务器;光纤概念;高压快充;5G;无人机;军工;海工装备;数据中心;商业航天;军民融合;比亚迪概念;共封装光学(CPO);新能源汽车;充电桩;卫星导航;储能;人形机器人;高铁;低空经济;换电概念;机器人概念;风电;华为汽车;华为概念;长安汽车概念;锂电池概念;一带一路;共同富裕示范区;深股通;融资融券,300351,33
300965.SZ,6,军民融合;卫星导航;军工;无人机;融资融券;摘帽,300965,33
600983.SH,6,垃圾分类;一带一路;人民币贬值受益;家用电器;2025年报预增;沪股通,600983,17
600418.SH,15,华为汽车;智能座舱;新能源汽车;飞行汽车(eVTOL);无人驾驶;低空经济;换电概念;车联网(车路协同);华为概念;工业互联网;DeepSeek概念;百度概念;国企改革;沪股通;融资融券,600418,17
600187.SH,9,PPP概念;污水处理;黑龙江自贸区;独角兽概念;空气能热泵;储能;融资融券;沪股通;股权转让(并购重组),600187,17
920768.BJ,5,小米概念;融资融券;家用电器;华为概念;粤港澳大湾区,920768,151
688605.SH,9,中芯国际概念;光刻机;芯片概念;专精特新;光伏概念;商业航天;医疗器械概念;沪股通;融资融券,688605,17
920946.BJ,4,锂电池概念;专精特新;融资融券;国企改革,920946,151
688314.SH,8,牙科医疗;医美概念;医疗器械概念;3D打印;专精特新;PEEK材料;西部大开发;融资融券,688314,17
301225.SZ,12,PEEK材料;汽车热管理;华为汽车;新能源汽车;比亚迪概念;燃料电池;专精特新;车联网(车路协同);氢能源;医疗器械概念;深股通;融资融券,301225,33
301097.SZ,3,三胎概念;医疗器械概念;融资融券,301097,33
300848.SZ,9,染料;新型工业化;小米概念;可降解塑料;专精特新;华为概念;露营经济;充电桩;深股通,300848,33
688061.SH,10,MCU芯片;芯片概念;传感器;小米概念;消费电子概念;先进封装;无人机;机器人概念;新能源汽车;融资融券,688061,17
002094.SZ,11,中韩自贸区;网红经济;跨境电商;化债概念(AMC概念);C2M概念;腾讯概念;参股银行;人民币贬值受益;一带一路;深股通;融资融券,002094,33
002028.SZ,10,特高压;抽水蓄能;智能电网;超级电容;电力物联网;充电桩;储能;芯片概念;深股通;融资融券,002028,33
301275.SZ,17,云计算;人工智能;数字经济;电子纸;物联网;芯片概念;注册制次新股;消费电子概念;专精特新;机器人概念;人民币贬值受益;海峡两岸;储能;光伏概念;深股通;新股与次新股;融资融券,301275,33
603359.SH,15,新型城镇化;PPP概念;土壤修复;水利;地下管网;生态农业;雄安新区;污水处理;乡村振兴;农业种植;碳中和;一带一路;新疆振兴;碳交易;股权转让(并购重组),603359,17
301052.SZ,12,文化传媒概念;AIGC概念;元宇宙;IP经济(谷子经济);数据要素;网红经济;人工智能;数字经济;三胎概念;AI应用;深股通;融资融券,301052,33
600383.SH,3,物业管理;沪股通;融资融券,600383,17
002705.SZ,10,宠物经济;三胎概念;中俄贸易概念;家用电器;智能家居;人民币贬值受益;机器人概念;小米概念;融资融券;深股通,002705,33
003042.SZ,4,草甘膦;供销社;乡村振兴;中俄贸易概念,003042,33
688816.SH,6,科创次新股;注册制次新股;机器视觉;高端装备;新股与次新股;融资融券,688816,17
603733.SH,10,固废处理;超级电容;回购增持再贷款概念;绿色电力;参股券商;烟草;碳交易;医疗器械概念;融资融券;沪股通,603733,17
920132.BJ,5,人民币贬值受益;一带一路;跨境电商;融资融券;露营经济,920132,151
688278.SH,6,创新药;绿色电力;肝炎概念;福建自贸区;沪股通;融资融券,688278,17
002693.SZ,7,ST板块;海南自贸区;仿制药一致性评价;肝炎概念;辅助生殖;阿尔茨海默概念;CRO概念,002693,33
301321.SZ,9,MicroLED概念;MiniLED;OLED;华为概念;汽车电子;消费电子概念;虚拟现实;回购增持再贷款概念;融资融券,301321,33
600774.SH,14,民营医院;物业管理;医药电商;医美概念;三胎概念;辅助生殖;幽门螺杆菌概念;流感;创新药;医疗器械概念;低空经济;智能医疗;DeepSeek概念;股权转让(并购重组),600774,17
301556.SZ,19,AI智能体;数据要素;数字乡村;DeepSeek概念;人工智能;数字经济;转基因;物联网;乡村振兴;生态农业;土壤修复;共同富裕示范区;专精特新;机器人概念;农机;传感器;AI眼镜;深股通;融资融券,301556,33
002496.SZ,8,ST板块;医疗废物处理;生态农业;氢能源;乡村振兴;农村电商;粮食概念;天然气,002496,33
920198.BJ,13,数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;数据要素;国企改革;人工智能;股权转让(并购重组);安防;创投;融资融券,920198,151
688106.SH,21,可控核聚变;光伏概念;核电;氢能源;商业航天;中芯国际概念;燃料电池;碳中和;存储芯片;第三代半导体;专精特新;芯片概念;俄乌冲突概念;固态电池;天然气;长三角一体化;锂电池概念;回购增持再贷款概念;冷链物流;沪股通;融资融券,688106,17
300323.SZ,13,MicroLED概念;MiniLED;AI眼镜;汽车电子;智能穿戴;华为概念;消费电子概念;第三代半导体;虚拟现实;芯片概念;国企改革;深股通;融资融券,300323,33
603260.SH,8,硅能源;石墨电极;有机硅概念;光伏概念;第三代半导体;长三角一体化;沪股通;融资融券,603260,17
603010.SH,8,磷化工;新能源汽车;比亚迪概念;锂电池概念;芯片概念;合成生物;融资融券;沪股通,603010,17
688257.SH,4,PCB概念;工业母机;专精特新;融资融券,688257,17
301118.SZ,9,磷化工;小金属概念;土壤修复;净水概念;一带一路;氢能源;光伏概念;芯片概念;融资融券,301118,33
002785.SZ,10,俄乌冲突概念;小金属概念;盐湖提锂;一带一路;锂电池概念;核电;中俄贸易概念;福建自贸区;海峡两岸;深股通,002785,33
000735.SZ,13,海南自贸区;自由贸易港;养鸡;生态农业;猪肉;统一大市场;动物疫苗;乡村振兴;冷链物流;宠物经济;职业教育;深股通;融资融券,000735,33
688017.SH,10,减速器;人形机器人;同花顺新质50;新型工业化;机器人概念;专精特新;中国AI 50;2025年报预增;沪股通;融资融券,688017,17
601163.SH,6,新能源汽车;人民币贬值受益;大飞机;军工;沪股通;融资融券,601163,17
920735.BJ,5,流感;减肥药;仿制药一致性评价;创新药;融资融券,920735,151
301079.SZ,14,商业航天;军工;核电;海工装备;抽水蓄能;专精特新;水利;机器人概念;风电;比亚迪概念;一带一路;锂电池概念;股权转让(并购重组);融资融券,301079,33
301322.SZ,6,新能源汽车;芯片概念;人民币贬值受益;中芯国际概念;动力电池回收;融资融券,301322,33
688636.SH,12,军工信息化;卫星导航;商业航天;军工;华为昇腾;无人机;DeepSeek概念;专精特新;西部大开发;2025年报预增;沪股通;融资融券,688636,17
301325.SZ,20,钙钛矿电池;光伏概念;固态电池;OLED;宁德时代概念;芯片概念;先进封装;比亚迪概念;锂电池概念;专精特新;储能;消费电子概念;传感器;燃料电池;机器人概念;氢能源;粤港澳大湾区;物联网;深股通;融资融券,301325,33
300807.SZ,26,卫星导航;EDR概念;人脸识别;ERP概念;车联网(车路协同);数据要素;人工智能;物联网;网约车;移动支付;东数西算(算力);AI智能体;华为概念;百度概念;无人驾驶;智能座舱;智能穿戴;比亚迪概念;充电桩;数据中心;新能源汽车;智能物流;高压快充;冷链物流;雄安新区;乡村振兴,300807,33
603380.SH,9,汽车电子;5G;消费电子概念;新能源汽车;机器人概念;数据中心;独角兽概念;医疗器械概念;沪股通,603380,17
600848.SH,9,上海国企改革;国企改革;自由贸易港;氢能源;上海自贸区;创投;独角兽概念;融资融券;沪股通,600848,17
300637.SZ,1,PCB概念,300637,33
300733.SZ,15,成飞概念;航空发动机;大飞机;军民融合;军工;无人机;机器人概念;长安汽车概念;新能源汽车;比亚迪概念;小米概念;氢能源;2025年报预增;西部大开发;深股通,300733,33
600376.SH,12,冰雪产业;体育产业;京津冀一体化;新型城镇化;物业管理;雄安新区;租售同权;养老概念;国企改革;证金持股;融资融券;沪股通,600376,17
301598.SZ,18,小米汽车;华为汽车;无人驾驶;专精特新;长安汽车概念;比亚迪概念;新能源汽车;飞行汽车(eVTOL);物联网;低空经济;高端装备;无人机;工业互联网;高铁;军工;海工装备;核电;融资融券,301598,33
301069.SZ,6,锂电池概念;PEEK材料;3D打印;2025年报预增;深股通;融资融券,301069,33
300636.SZ,2,仿制药一致性评价;人民币贬值受益,300636,33
920627.BJ,9,人形机器人;人民币贬值受益;锂电池概念;融资融券;新型烟草(电子烟);储能;固态电池;两轮车;消费电子概念,920627,151
601606.SH,8,兵装重组概念;军民融合;军工;央企国企改革;新能源汽车;国企改革;沪股通;融资融券,601606,17
301390.SZ,26,水利;电力物联网;数字孪生;智慧城市;碳交易;光伏建筑一体化;数字经济;空间计算;充电桩;人工智能;虚拟电厂;安防;智能电网;数据要素;数据中心;华为概念;时空大数据;储能;阿里巴巴概念;绿色电力;信创;风电;5G;光伏概念;特高压;融资融券,301390,33
002016.SZ,9,物业管理;广东自贸区;国企改革;粤港澳大湾区;一带一路;海工装备;2025年报预增;深股通;融资融券,002016,33
301076.SZ,4,PEEK材料;专精特新;深股通;融资融券,301076,33
301591.SZ,13,PEEK材料;新能源汽车;比亚迪概念;专精特新;军工;海工装备;核电;风电;商业航天;卫星导航;氢能源;医疗器械概念;融资融券,301591,33
300029.SZ,4,ST板块;光伏建筑一体化;光伏概念;风电,300029,33
600665.SH,4,物业管理;国企改革;水利;西部大开发,600665,17
688252.SH,11,芯片概念;智能音箱;消费电子概念;智能穿戴;电子纸;人民币贬值受益;高压快充;海峡两岸;抖音概念(字节概念);沪股通;融资融券,688252,17
300228.SZ,9,页岩气;天然气;中俄贸易概念;氢能源;海工装备;商业航天;燃料电池;储能;芯片概念,300228,33
688189.SH,6,流感;仿制药一致性评价;创新药;数字经济;国企改革;融资融券,688189,17
002180.SZ,14,MCU芯片;芯片概念;汽车芯片;机器人概念;小米概念;人形机器人;物联网;高端装备;军工;人民币贬值受益;信创;鸿蒙概念;深股通;融资融券,002180,33
605555.SH,8,人形机器人;机器人概念;新能源汽车;家用电器;无人驾驶;人民币贬值受益;共同富裕示范区;沪股通,605555,17
603826.SH,6,钛白粉概念;福建自贸区;海峡两岸;专精特新;沪股通;融资融券,603826,17
300835.SZ,7,稀土永磁;数据中心;消费电子概念;新能源汽车;专精特新;光伏概念;深股通,300835,33
920925.BJ,8,2025年报预增;芯片概念;融资融券;跨境电商;医疗器械概念;专精特新;智能医疗;人民币贬值受益,920925,151
688125.SH,14,光刻胶;苹果概念;工业母机;宁德时代概念;消费电子概念;汽车电子;专精特新;比亚迪概念;机器视觉;新型工业化;一带一路;机器人概念;人形机器人;融资融券,688125,17
601377.SH,6,福建自贸区;证金持股;海峡两岸;国企改革;沪股通;融资融券,601377,17
300762.SZ,14,军工信息化;卫星导航;商业航天;军民融合;军工;无人机;智慧城市;人工智能;5G;机器人概念;专精特新;芯片概念;深股通;融资融券,300762,33
603661.SH,7,跨境电商;智能家居;人民币贬值受益;一带一路;培育钻石;芯片概念;沪股通,603661,17
920419.BJ,5,一带一路;融资融券;宠物经济;IP经济(谷子经济);人民币贬值受益,920419,151
601579.SH,4,白酒概念;共同富裕示范区;沪股通;融资融券,601579,17
000888.SZ,12,冰雪产业;啤酒概念;旅游概念;体育产业;IP经济(谷子经济);NFT概念;国企改革;智慧政务;西部大开发;低空经济;融资融券;深股通,000888,33
002098.SZ,4,网红经济;跨境电商;海峡两岸;跨境支付(CIPS),002098,33
688584.SH,5,芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,688584,17
002004.SZ,15,毛发医疗;医药电商;煤化工概念;西部大开发;民营医院;仿制药一致性评价;医美概念;创新药;氟化工概念;三胎概念;转基因;细胞免疫治疗;旅游概念;深股通;融资融券,002004,33
600897.SH,5,福建自贸区;海峡两岸;国企改革;沪股通;融资融券,600897,17
688573.SH,18,固态电池;钠离子电池;锂电池概念;宁德时代概念;比亚迪概念;机器人概念;燃料电池;专精特新;粤港澳大湾区;华为概念;消费电子概念;钙钛矿电池;高端装备;回购增持再贷款概念;MicroLED概念;存储芯片;氢能源;融资融券,688573,17
605179.SH,8,乳业;三胎概念;冷链物流;乡村振兴;共同富裕示范区;长三角一体化;2025年报预增;沪股通,605179,17
600660.SH,9,证金持股;同花顺出海50;同花顺漂亮100;沪股通;融资融券;特斯拉概念;小米汽车;光伏概念;福建自贸区,600660,17
603199.SH,2,旅游概念;国企改革,603199,17
301101.SZ,7,智能穿戴;IP经济(谷子经济);AI眼镜;小米概念;消费电子概念;深股通;融资融券,301101,33
601888.SH,14,免税店;自由贸易港;旅游概念;数字经济;跨境电商;同花顺漂亮100;证金持股;国企改革;一带一路;央企国企改革;同花顺中特估100;沪股通;融资融券;中字头股票,601888,17
605333.SH,6,人形机器人;华为汽车;新能源汽车;特斯拉概念;无人机;沪股通,605333,17
000060.SZ,13,金属锌;金属铅;金属铜;黄金概念;金属钴;小金属概念;金属镍;金属回收;国企改革;期货概念;DeepSeek概念;深股通;融资融券,000060,33
300539.SZ,14,PEEK材料;减速器;华为汽车;比亚迪概念;智能座舱;新能源汽车;小米概念;机器人概念;专精特新;无人机;家用电器;智能家居;华为概念;深股通,300539,33
688727.SH,10,光刻胶;科创次新股;存储芯片;注册制次新股;芯片概念;海峡两岸;福建自贸区;创投;新股与次新股;融资融券,688727,17
603444.SH,9,手机游戏;网络游戏;IP经济(谷子经济);2025年报预增;福建自贸区;海峡两岸;2025三季报预增;沪股通;融资融券,603444,17
301121.SZ,17,AI眼镜;无线耳机;智能穿戴;小米概念;智能音箱;消费电子概念;新型烟草(电子烟);专精特新;储能;锂电池概念;固态电池;华为概念;充电桩;钠离子电池;阿里巴巴概念;西部大开发;融资融券,301121,33
002977.SZ,6,军工信息化;卫星导航;商业航天;军工;第三代半导体;西部大开发,002977,33
301167.SZ,15,新型城镇化;装配式建筑;地下管网;房屋检测;建筑节能;乡村振兴;智慧城市;光伏建筑一体化;换电概念;国企改革;充电桩;虚拟电厂;储能;可控核聚变;融资融券,301167,33
300832.SZ,8,流感;肝炎概念;猴痘概念;医疗器械概念;智能医疗;DeepSeek概念;融资融券;深股通,300832,33
002025.SZ,23,卫星导航;商业航天;大飞机;军工;低空经济;同花顺新质50;核电;央企国企改革;机器视觉;5G;华为概念;数据中心;智能物流;比亚迪概念;小米概念;新能源汽车;铜缆高速连接;西部大开发;国企改革;液冷服务器;共封装光学(CPO);深股通;融资融券,002025,33
920033.BJ,8,锂电池概念;西部大开发;动力电池回收;金属镍;金属铜;金属回收;小金属概念;融资融券,920033,151
688007.SH,15,星闪概念;智能座舱;华为汽车;小米概念;机器人概念;比亚迪概念;AI眼镜;虚拟现实;汽车电子;新能源汽车;粤港澳大湾区;家用电器;海工装备;沪股通;融资融券,688007,17
001380.SZ,11,长安汽车概念;华为汽车;新能源汽车;机器人概念;人形机器人;比亚迪概念;专精特新;无人机;军工;深股通;融资融券,001380,33
920271.BJ,4,融资融券;低空经济;人民币贬值受益;汽车热管理,920271,151
603353.SH,7,俄乌冲突概念;华为数字能源;DeepSeek概念;充电桩;华为概念;高压快充;芯片概念,603353,17
301509.SZ,9,CRO概念;减肥药;阿尔茨海默概念;人民币贬值受益;专精特新;2025年报预增;氟化工概念;氢能源;融资融券,301509,33
603089.SH,5,新能源汽车;比亚迪概念;机器人概念;专精特新;人民币贬值受益,603089,17
002708.SZ,21,减速器;人形机器人;长安汽车概念;机器人概念;飞行汽车(eVTOL);比亚迪概念;新能源汽车;无人驾驶;低空经济;智能座舱;股权转让(并购重组);汽车电子;军工;智能穿戴;消费电子概念;AI眼镜;2025年报预增;回购增持再贷款概念;PCB概念;国企改革;深股通,002708,33
300735.SZ,37,智能座舱;智能穿戴;毫米波雷达;小米概念;消费电子概念;汽车电子;5G;无人驾驶;华为手机;传感器;人形机器人;MCU芯片;安防;华为概念;机器人概念;小米汽车;车联网(车路协同);物联网;低空经济;华为汽车;东数西算(算力);新能源汽车;EDR概念;智能家居;工业互联网;卫星导航;粤港澳大湾区;商业航天;移动支付;光伏概念;储能;充电桩;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券,300735,33
688711.SH,17,人形机器人;汽车芯片;第三代半导体;华为汽车;芯片概念;可控核聚变;比亚迪概念;新能源汽车;机器人概念;专精特新;数据中心;充电桩;光伏概念;华为概念;回购增持再贷款概念;沪股通;融资融券,688711,17
