股票代码,所属概念数量,所属概念,code,market_code
601126.SH,24,柔性直流输电;特高压;抽水蓄能;智能电网;电力物联网;虚拟电厂;核电;风电;光伏概念;数据中心;储能;雅下水电概念;氢能源;绿色电力;军工;东数西算(算力);机器人概念;数字孪生;阿里巴巴概念;京津冀一体化;人工智能;DeepSeek概念;融资融券;沪股通,601126,17
002385.SZ,22,转基因;大豆;玉米;粮食概念;农业种植;猪肉;俄乌冲突概念;农村电商;动物疫苗;预制菜;乳业;乡村振兴;消毒剂;合成生物;宠物经济;融资融券;深股通;三胎概念;数字乡村;京津冀一体化;DeepSeek概念;数字经济,002385,33
000681.SZ,27,Sora概念(文生视频);AI语料;快手概念;知识产权保护;智谱AI;AIGC概念;多模态AI;AI应用;文化传媒概念;NFT概念;数据确权;抖音概念(字节概念);AI智能体;腾讯概念;百度概念;阿里巴巴概念;数字水印;鸿蒙概念;数据要素;区块链;虚拟现实;人工智能;DeepSeek概念;华为概念;小米概念;深股通;融资融券,000681,33
002378.SZ,7,小金属概念;金属铜;2025年报预增;工业母机;军工;深股通;融资融券,002378,33
002531.SZ,6,氢能源;风电;绿色电力;海工装备;深股通;融资融券,002531,33
301063.SZ,10,天然气;页岩气;海工装备;氢能源;高端装备;核电;风电;储能;专精特新;融资融券,301063,33
002756.SZ,7,锂电池概念;特钢概念;核电;军工;互联网金融;融资融券;深股通,002756,33
002455.SZ,13,磷化工;金属回收;石墨电极;动力电池回收;钠离子电池;固态电池;锂电池概念;光刻胶;宁德时代概念;储能;新能源汽车;深股通;融资融券,002455,33
603406.SH,5,参股银行;一带一路;注册制次新股;新股与次新股;融资融券,603406,17
301109.SZ,11,生物质能发电;污水处理;固废处理;绿色电力;碳中和;垃圾分类;一带一路;新型城镇化;股权转让(并购重组);深股通;融资融券,301109,33
601886.SH,12,装配式建筑;建筑节能;民营医院;光伏建筑一体化;医美概念;一带一路;眼科医疗;绿色电力;数字经济;光伏概念;融资融券;沪股通,601886,17
002877.SZ,4,工业互联网;新型工业化;人工智能;专精特新,002877,33
300639.SZ,15,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;辅助生殖;创新药;智能医疗;医疗器械概念;民营医院;AI智能体;DeepSeek概念;人工智能;回购增持再贷款概念;融资融券,300639,33
603169.SH,27,可控核聚变;商业航天;核污染防治;军工;航空发动机;光热发电;核电;氢能源;高端装备;天然气;中俄贸易概念;光伏概念;超超临界发电;一带一路;碳中和;储能;西部大开发;新疆振兴;一体化压铸;机器人概念;工业互联网;煤化工概念;锂电池概念;数字经济;国企改革;沪股通;融资融券,603169,17
002442.SZ,4,煤化工概念;京津冀一体化;工业互联网;阿里巴巴概念,002442,33
600869.SH,44,超导概念;可控核聚变;铜缆高速连接;光纤概念;海工装备;PET铜箔;核电;商业航天;芯片概念;光伏概念;高端装备;特高压;柔性直流输电;雅下水电概念;军工;风电;无人机;军民融合;液冷服务器;锂电池概念;智能电网;新能源汽车;储能;特斯拉概念;宁德时代概念;充电桩;固态电池;数据中心;机器人概念;低空经济;回购增持再贷款概念;人形机器人;华为概念;东数西算(算力);独角兽概念;西部大开发;钠离子电池;智慧城市;人工智能;参股银行;DeepSeek概念;阿里巴巴概念;沪股通;融资融券,600869,17
000990.SZ,15,POE胶膜;NMN概念;氢能源;人造肉;国企改革;碳中和;燃料电池;工业大麻;合成生物;民营医院;OLED;医美概念;小米概念;深股通;融资融券,000990,33
601568.SH,8,水泥概念;煤化工概念;国企改革;西部大开发;绿色电力;氢能源;沪股通;融资融券,601568,17
600101.SH,10,绿色电力;智能电网;钒电池;充电桩;国企改革;央企国企改革;西部大开发;小金属概念;沪股通;融资融券,600101,17
603103.SH,8,短剧游戏;文化传媒概念;IP经济(谷子经济);AI应用;虚拟现实;共同富裕示范区;沪股通;融资融券,603103,17
001896.SZ,19,抽水蓄能;超超临界发电;风电;绿色电力;碳中和;充电桩;储能;数据中心;光伏建筑一体化;煤炭概念;工业互联网;东数西算(算力);国企改革;华为概念;人工智能;创投;智能物流;深股通;融资融券,001896,33
603825.SH,31,文化传媒概念;在线教育;虚拟数字人;NFT概念;区块链;IP经济(谷子经济);数据要素;AIGC概念;网红经济;腾讯概念;AI智能体;数字经济;旅游概念;百度概念;抖音概念(字节概念);元宇宙;Web3.0;DeepSeek概念;人工智能;Sora概念(文生视频);小红书概念;创投;华为概念;AI应用;机器人概念;ST板块;数据中心;国企改革;免税店;人形机器人;农村电商,603825,22
300146.SZ,9,三胎概念;医药电商;维生素;跨境电商;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,300146,33
002107.SZ,6,2025年报预增;流感;阿尔茨海默概念;医药电商;养老概念;创投,002107,33
600894.SH,12,国企改革;证金持股;粤港澳大湾区;智慧城市;机器人概念;新型工业化;物联网;新能源汽车;人工智能;汽车电子;融资融券;沪股通,600894,17
300173.SZ,21,ST板块;机器视觉;新型工业化;粤港澳大湾区;网络安全;华为概念;数字经济;新能源汽车;数据要素;无线耳机;消费电子概念;高端装备;算力租赁;储能;石墨烯;数据中心;国企改革;锂电池概念;固态电池;宁德时代概念;钠离子电池,300173,33
300745.SZ,14,无线充电;高压快充;汽车电子;充电桩;新能源汽车;比亚迪概念;小米汽车;燃料电池;储能;华为汽车;氢能源;长安汽车概念;机器人概念;融资融券,300745,33
605100.SH,6,数据中心;传感器;汽车电子;高端装备;农机;固态电池,605100,17
300407.SZ,14,智能电网;充电桩;高铁;智慧城市;职业教育;机器人概念;垃圾分类;雄安新区;京津冀一体化;信创;专精特新;一带一路;无人驾驶;人民币贬值受益,300407,33
603001.SH,3,C2M概念;体育产业;跨境电商,603001,17
600925.SH,7,煤炭概念;国企改革;超超临界发电;绿色电力;风电;储能;沪股通,600925,17
300253.SZ,25,DRG/DIP;AIGC概念;ChatGPT概念;家庭医生;虚拟数字人;AI智能体;互联网保险;AI应用;华为鲲鹏;数据要素;阿里巴巴概念;腾讯概念;鸿蒙概念;信创;蚂蚁集团概念;智能医疗;区块链;DeepSeek概念;人工智能;中国AI 50;智慧城市;养老概念;华为概念;融资融券;深股通,300253,33
688089.SH,9,维生素;宠物经济;合成生物;三胎概念;绿色电力;2025三季报预增;DeepSeek概念;AIGC概念;融资融券,688089,17
001382.SZ,11,特高压;智能电网;风电;核电;储能;光伏概念;注册制次新股;机器人概念;深股通;新股与次新股;融资融券,001382,33
300772.SZ,11,风电;海工装备;储能;碳中和;氢能源;绿色电力;云计算;DeepSeek概念;国企改革;融资融券;深股通,300772,33
000571.SZ,6,海南自贸区;航空发动机;大飞机;上海自贸区;成飞概念;煤炭概念,000571,33
600461.SH,9,污水处理;PPP概念;固废处理;垃圾分类;天然气;国企改革;创投;融资融券;沪股通,600461,17
601136.SH,5,期货概念;京津冀一体化;国企改革;沪股通;融资融券,601136,17
002099.SZ,9,染料;人民币贬值受益;减肥药;仿制药一致性评价;创新药;生物疫苗;肝炎概念;深股通;融资融券,002099,33
600517.SH,14,特高压;智能电网;钒电池;储能;碳交易;碳中和;央企国企改革;国企改革;物联网;参股券商;信托概念;期货概念;沪股通;融资融券,600517,17
002514.SZ,23,医疗废物处理;养老概念;污水处理;换电概念;碳中和;机器人概念;一带一路;光伏概念;华为概念;新能源汽车;充电桩;HJT电池;人形机器人;钙钛矿电池;工业母机;芯片概念;储能;高端装备;智能电网;TOPCON电池;高压快充;华为数字能源;深股通,002514,33
300063.SZ,20,小红书概念;快手概念;Sora概念(文生视频);AI应用;AIGC概念;抖音概念(字节概念);文化传媒概念;阿里巴巴概念;百度概念;腾讯概念;网红经济;职业教育;人工智能;独角兽概念;华为概念;丙烯酸;2025年报预增;长安汽车概念;光刻胶;深股通,300063,33
002326.SZ,8,钠离子电池;氟化工概念;宁德时代概念;锂电池概念;液冷服务器;仿制药一致性评价;深股通;融资融券,002326,33
002672.SZ,21,金属回收;磷化工;黄金概念;固废处理;医疗废物处理;金属铜;广东自贸区;金属锌;生物质能发电;土壤修复;碳中和;PPP概念;氟化工概念;污水处理;国企改革;垃圾分类;汽车拆解概念;粤港澳大湾区;DeepSeek概念;深股通;融资融券,002672,33
300451.SZ,25,DRG/DIP;家庭医生;AIGC概念;AI智能体;华为鲲鹏;数据要素;云计算;智能医疗;华为昇腾;阿里巴巴概念;蚂蚁集团概念;鸿蒙概念;信创;区块链;DeepSeek概念;人工智能;养老概念;AI应用;华为概念;物联网;医疗器械概念;医药电商;深股通;股权转让(并购重组);融资融券,300451,33
688646.SH,19,宁德时代概念;动力电池回收;固态电池;新能源汽车;锂电池概念;芯片概念;钠离子电池;储能;比亚迪概念;专精特新;长安汽车概念;机器人概念;新型工业化;人形机器人;智能物流;机器视觉;ST板块;钙钛矿电池;装配式建筑,688646,22
301276.SZ,4,体育产业;三胎概念;IP经济(谷子经济);融资融券,301276,33
601865.SH,5,光伏概念;一带一路;长三角一体化;融资融券;沪股通,601865,17
000539.SZ,12,超超临界发电;绿色电力;国企改革;风电;参股保险;期货概念;储能;光伏概念;创投;粤港澳大湾区;深股通;融资融券,000539,33
000951.SZ,9,氢能源;无人驾驶;新能源汽车;燃料电池;国企改革;减速器;冷链物流;深股通;融资融券,000951,33
002073.SZ,17,锂电池概念;工业互联网;固态电池;宁德时代概念;智能物流;物联网;传感器;机器视觉;一带一路;参股银行;绿色电力;数字经济;生物质能发电;知识产权保护;证金持股;深股通;融资融券,002073,33
601006.SH,6,同花顺中特估100;证金持股;国企改革;沪股通;融资融券;高铁,601006,17
603023.SH,11,EDR概念;智能座舱;汽车电子;无人驾驶;传感器;车联网(车路协同);黑龙江自贸区;新能源汽车;国企改革;股权转让(并购重组);摘帽,603023,17
600305.SH,4,超级品牌;国企改革;沪股通;融资融券,600305,17
300656.SZ,15,汽车芯片;电子身份证;芯片概念;第三代半导体;传感器;机器视觉;华为概念;人工智能;无人机;海峡两岸;比亚迪概念;粤港澳大湾区;光伏概念;储能;特高压,300656,33
600879.SH,20,军工信息化;太赫兹;商业航天;卫星导航;军民融合;军工;无人机;低空经济;量子科技;高端装备;物联网;传感器;京津冀一体化;芯片概念;央企国企改革;特高压;国企改革;医疗器械概念;沪股通;融资融券,600879,17
688289.SH,18,猴痘概念;流感;肝炎概念;基因测序;宠物经济;创新药;医疗器械概念;智能医疗;人工智能;AI智能体;创投;数字经济;DeepSeek概念;阿里巴巴概念;一带一路;专精特新;沪股通;融资融券,688289,17
601777.SH,12,两轮车;智能座舱;无人驾驶;新能源汽车;车联网(车路协同);换电概念;独角兽概念;百度概念;参股银行;西部大开发;融资融券;沪股通,601777,17
600998.SH,22,医药电商;医美概念;流感;基因测序;仿制药一致性评价;创新药;冷链物流;医疗器械概念;智能医疗;绿色电力;创投;DeepSeek概念;AI应用;智能物流;人工智能;脑机接口;AI智能体;阿里巴巴概念;腾讯概念;机器人概念;沪股通;融资融券,600998,17
001323.SZ,8,跨境电商;智能家居;DeepSeek概念;鸿蒙概念;人工智能;物联网;华为概念;深股通,001323,33
300242.SZ,9,文化传媒概念;网络游戏;抖音概念(字节概念);互联网保险;百度概念;华为概念;参股保险;粤港澳大湾区;小米概念,300242,33
600323.SH,15,生物质能发电;碳交易;污水处理;固废处理;绿色电力;国企改革;垃圾分类;创投;天然气;智慧城市;氢能源;沪股通;融资融券;粤港澳大湾区;股权转让(并购重组),600323,17
002401.SZ,32,航运概念;统一大市场;自由贸易港;跨境电商;区块链;华为鲲鹏;AI智能体;Web3.0;数据要素;云计算;ChatGPT概念;数字经济;DeepSeek概念;ETC;国资云;信创;上海自贸区;阿里巴巴概念;智慧城市;人工智能;智能物流;安防;华为概念;碳交易;机器视觉;碳中和;国企改革;数据中心;央企国企改革;融资融券;深股通;中字头股票,002401,33
000727.SZ,35,MicroLED概念;电子纸;MiniLED;虚拟现实;智能穿戴;电子竞技;消费电子概念;云游戏;智能家居;汽车电子;小米概念;智慧城市;华为概念;海峡两岸;无线耳机;在线教育;数字经济;阿里巴巴概念;信创;腾讯概念;数字孪生;AIGC概念;云办公;家用电器;富士康概念;智能医疗;PCB概念;人民币贬值受益;充电桩;跨境电商;一带一路;中俄贸易概念;国企改革;央企国企改革;深股通,000727,33
300359.SZ,8,在线教育;职业教育;数字经济;DeepSeek概念;人工智能;横琴新区;三胎概念;创投,300359,33
002457.SZ,9,风电;地下管网;新型城镇化;水利;乡村振兴;参股银行;新疆振兴;西部大开发;京津冀一体化,002457,33
002810.SZ,5,锂电池概念;专精特新;人民币贬值受益;融资融券;深股通,002810,33
002115.SZ,25,快手概念;小红书概念;短剧游戏;AI应用;AIGC概念;6G概念;虚拟数字人;卫星导航;抖音概念(字节概念);信创;阿里巴巴概念;文化传媒概念;腾讯概念;人工智能;智慧城市;网红经济;华为概念;智慧灯杆;5G;创投;海工装备;专精特新;共同富裕示范区;深股通;融资融券,002115,33
000903.SZ,20,ST板块;智能物流;乡村振兴;长安汽车概念;机器人概念;国企改革;西部大开发;农机;低空经济;人脸识别;燃料电池;新能源汽车;传感器;无人驾驶;移动支付;无人机;华为概念;汽车电子;氢能源;芯片概念,000903,33
300097.SZ,10,ST板块;新型工业化;柔性屏(折叠屏);MiniLED;智能物流;新能源汽车;OLED;华为概念;MicroLED概念;股权转让(并购重组),300097,33
600846.SH,10,房屋检测;垃圾分类;PPP概念;建筑节能;装配式建筑;污水处理;雄安新区;国企改革;沪股通;融资融券,600846,17
000717.SZ,12,特钢概念;国企改革;央企国企改革;乡村振兴;氢能源;核电;DeepSeek概念;人工智能;机器人概念;融资融券;深股通;中字头股票,000717,33
600023.SH,8,超超临界发电;绿色电力;虚拟电厂;国企改革;核电;可控核聚变;沪股通;融资融券,600023,17
300042.SZ,21,存储芯片;汽车芯片;芯片概念;AI眼镜;算力租赁;消费电子概念;东数西算(算力);智能穿戴;时空大数据;华为昇腾;华为鲲鹏;智慧城市;粤港澳大湾区;人民币贬值受益;DeepSeek概念;虚拟数字人;知识产权保护;国企改革;跨境电商;深股通;融资融券,300042,33
301057.SZ,5,一带一路;跨境电商;宠物经济;专精特新;融资融券,301057,33
300269.SZ,12,MicroLED概念;MiniLED;商业航天;小红书概念;柔性屏(折叠屏);MR(混合现实);元宇宙;智慧城市;军工;华为概念;体育产业;人民币贬值受益,300269,33
601600.SH,13,中字头股票;小金属概念;稀土永磁;俄乌冲突概念;同花顺中特估100;央企国企改革;锂电池概念;沪股通;融资融券;证金持股;国企改革;风电;乡村振兴,601600,17
605499.SH,4,数字经济;粤港澳大湾区;融资融券;沪股通,605499,17
300770.SZ,23,知识产权保护;短剧游戏;文化传媒概念;NFT概念;虚拟数字人;在线教育;快手概念;抖音概念(字节概念);IP经济(谷子经济);腾讯概念;元宇宙;电子竞技;云游戏;网络安全;人工智能;虚拟现实;华为概念;华为海思概念股;小米概念;国企改革;高股息精选;深股通;融资融券,300770,33
300477.SZ,14,金属钴;ST板块;智能电网;电力物联网;锂电池概念;小金属概念;金属镍;光伏概念;储能;充电桩;金属铜;比亚迪概念;新能源汽车;区块链,300477,33
688693.SH,8,汽车芯片;芯片概念;专精特新;第三代半导体;无人机;充电桩;智能电网;融资融券,688693,17
300826.SZ,20,地下管网;新型城镇化;水利;房屋检测;土壤修复;数字孪生;碳中和;智慧城市;数字经济;高铁;机器人概念;空间计算;数据要素;鸿蒙概念;时空大数据;元宇宙;华为概念;军工;东数西算(算力);卫星导航,300826,33
002465.SZ,33,军工信息化;太赫兹;6G概念;卫星导航;脑机接口;时空大数据;同花顺新质50;商业航天;军民融合;国产航母;国产操作系统;人工智能;大飞机;DeepSeek概念;军工;航空发动机;车联网(车路协同);智慧城市;低空经济;成飞概念;无人机;虚拟现实;5G;物联网;无人驾驶;智能穿戴;芯片概念;机器人概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,002465,33
002494.SZ,7,物业管理;特色小镇;雄安新区;中俄贸易概念;网红经济;创投;抖音概念(字节概念),002494,33
600917.SH,7,天然气;沪股通;碳交易;西部大开发;国企改革;央企国企改革;融资融券,600917,17
300741.SZ,9,烟草;人造肉;宠物经济;一带一路;西部大开发;新型烟草(电子烟);乡村振兴;融资融券;深股通,300741,33
301102.SZ,9,小红书概念;文化传媒概念;AIGC概念;抖音概念(字节概念);腾讯概念;数据要素;数字经济;华为概念;融资融券,301102,33
603176.SH,6,新型城镇化;PPP概念;雄安新区;乡村振兴;水利;京津冀一体化,603176,17
603689.SH,4,天然气;氢能源;国企改革;换电概念,603689,17
300412.SZ,15,CRO概念;创新药;合成生物;医疗器械概念;共同富裕示范区;光伏建筑一体化;智能医疗;智能物流;啤酒概念;数字孪生;人工智能;新型工业化;机器人概念;专精特新;光刻胶,300412,33
603196.SH,4,虚拟数字人;锂电池概念;三胎概念;股权转让(并购重组),603196,17
001366.SZ,3,合成生物;乡村振兴;粤港澳大湾区,001366,33
605318.SH,3,长三角一体化;智能家居;装配式建筑,605318,17
301487.SZ,12,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;比亚迪概念;机器人概念;新能源汽车;人形机器人;消费电子概念;深股通;融资融券,301487,33
002617.SZ,13,第三代半导体;特斯拉概念;人形机器人;新能源汽车;芯片概念;机器人概念;电力物联网;5G;智能家居;绿色电力;跨境电商;深股通;融资融券,002617,33
300043.SZ,21,手机游戏;文化传媒概念;网络游戏;NFT概念;电子竞技;IP经济(谷子经济);抖音概念(字节概念);云游戏;AI应用;元宇宙;腾讯概念;鸿蒙概念;人工智能;跨境电商;三胎概念;横琴新区;华为概念;数字货币;粤港澳大湾区;人民币贬值受益;深股通,300043,33
301087.SZ,18,血氧仪;脑机接口;智能医疗;幽门螺杆菌概念;猴痘概念;养老概念;医疗器械概念;DeepSeek概念;流感;医药电商;阿里巴巴概念;腾讯概念;重组蛋白;合成生物;跨境电商;专精特新;融资融券;深股通,301087,33
603191.SH,18,智能电网;风电;光伏概念;充电桩;储能;数据中心;雅下水电概念;特钢概念;高铁;水利;工业互联网;东数西算(算力);一带一路;PPP概念;专精特新;西部大开发;沪股通;融资融券,603191,17
300370.SZ,18,天然气;页岩气;新疆振兴;数据要素;数字经济;网络安全;智慧城市;安防;人工智能;净水概念;西部大开发;物联网;一带一路;国企改革;工业互联网;机器人概念;新型工业化;AI应用,300370,33
600338.SH,13,金属铅;金属锌;小金属概念;金属铜;盐湖提锂;锂电池概念;2025年报预增;西部大开发;一带一路;人民币贬值受益;免税店;沪股通;融资融券,600338,17
301222.SZ,3,人民币贬值受益;工业互联网;融资融券,301222,33
002125.SZ,11,金属镍;小金属概念;钠离子电池;固态电池;锂电池概念;宁德时代概念;国企改革;比亚迪概念;污水处理;深股通;融资融券,002125,33
600721.SH,11,青蒿素;细胞免疫治疗;流感;肝炎概念;合成生物;CRO概念;创新药;减肥药;物业管理;西部大开发;新疆振兴,600721,17
300328.SZ,21,柔性屏(折叠屏);消费电子概念;AI眼镜;宁德时代概念;毫米波雷达;特斯拉概念;新能源汽车;比亚迪概念;一体化压铸;5G;智能穿戴;智能座舱;有机硅概念;人形机器人;小米概念;华为概念;医疗器械概念;国企改革;人工智能;深股通;融资融券,300328,33
600935.SH,5,水泥概念;可降解塑料;国企改革;硅能源;沪股通,600935,17
301162.SZ,11,人工智能;智能电网;虚拟电厂;碳交易;专精特新;风电;光伏概念;绿色电力;储能;深股通;融资融券,301162,33
000895.SZ,9,超级品牌;猪肉;养鸡;预制菜;证金持股;统一大市场;人造肉;深股通;融资融券,000895,33
002616.SZ,6,生物质能发电;固废处理;绿色电力;农业种植;粤港澳大湾区;2025三季报预增,002616,33
000422.SZ,15,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;可降解塑料;回购增持再贷款概念;宁德时代概念;国企改革;乡村振兴;光刻胶;华为概念;股权转让(并购重组);融资融券;深股通,000422,33
002899.SZ,9,体育产业;足球概念;华为概念;鸿蒙概念;冰雪产业;养老概念;跨境电商;人民币贬值受益;AI眼镜,002899,33
600373.SH,14,短剧游戏;文化传媒概念;手机游戏;Sora概念(文生视频);网络游戏;在线教育;IP经济(谷子经济);AIGC概念;数字经济;虚拟现实;国企改革;AI应用;沪股通;融资融券,600373,17
301211.SZ,7,流感;肝炎概念;仿制药一致性评价;维生素;CRO概念;深股通;融资融券,301211,33
002539.SZ,12,磷化工;化肥;硅能源;生态农业;锂电池概念;玉米;农业种植;西部大开发;乡村振兴;电子竞技;融资融券;深股通,002539,33
600712.SH,7,免税店;农村电商;乡村振兴;职业教育;国企改革;西部大开发;股权转让(并购重组),600712,17
000788.SZ,10,流感;医药电商;仿制药一致性评价;创新药;民营医院;医疗器械概念;冷链物流;京津冀一体化;西部大开发;股权转让(并购重组),000788,33
002469.SZ,8,煤化工概念;氢能源;固废处理;一带一路;光热发电;储能;深股通;融资融券,002469,33
002208.SZ,9,长三角一体化;新型城镇化;租售同权;创投;国企改革;物业管理;独角兽概念;养老概念;深股通,002208,33
603580.SH,4,ST板块;消费电子概念;人民币贬值受益;海峡两岸,603580,22
688056.SH,5,芯片概念;核污染防治;食品安全;光刻胶;融资融券,688056,17
001378.SZ,4,参股银行;回购增持再贷款概念;粤港澳大湾区;融资融券,001378,33
601949.SH,12,知识产权保护;文化传媒概念;NFT概念;虚拟数字人;数据要素;数字经济;国企改革;一带一路;同花顺中特估100;沪股通;中字头股票;融资融券,601949,17
600724.SH,5,物业管理;水泥概念;共同富裕示范区;国企改革;沪股通,600724,17
300299.SZ,17,文化传媒概念;手机游戏;网络游戏;AIGC概念;抖音概念(字节概念);IP经济(谷子经济);数据安全;数字经济;人工智能;虚拟现实;智慧城市;AI应用;福建自贸区;海峡两岸;5G;机器人概念;融资融券,300299,33
002490.SZ,8,页岩气;天然气;氢能源;摘帽;深股通;国企改革;海工装备;股权转让(并购重组),002490,33
300088.SZ,29,MicroLED概念;电子纸;柔性屏(折叠屏);OLED;智能穿戴;消费电子概念;虚拟现实;AI手机;车联网(车路协同);华为概念;小米概念;智能座舱;汽车电子;比亚迪概念;特斯拉概念;石墨烯;苹果概念;新能源汽车;东数西算(算力);元宇宙;华为汽车;储能;锂电池概念;固态电池;算力租赁;一带一路;国企改革;深股通;融资融券,300088,33
300035.SZ,15,固态电池;钠离子电池;宁德时代概念;锂电池概念;比亚迪概念;PCB概念;2025年报预增;石墨电极;储能;硅能源;高压快充;专精特新;创投;融资融券;深股通,300035,33
603029.SH,6,乡村振兴;农机;供销社;专精特新;新型工业化;新疆振兴,603029,17
603533.SH,17,AI语料;短剧游戏;知识产权保护;ChatGPT概念;AIGC概念;抖音概念(字节概念);AI智能体;鸿蒙概念;数据要素;文化传媒概念;人工智能;IP经济(谷子经济);独角兽概念;华为概念;电子纸;AI应用;沪股通,603533,17
300075.SZ,40,智慧政务;鸿蒙概念;区块链;华为鲲鹏;AI智能体;数据要素;信创;AIGC概念;智谱AI;多模态AI;华为昇腾;元宇宙;阿里巴巴概念;腾讯概念;数字经济;DeepSeek概念;人工智能;智慧城市;时空大数据;车联网(车路协同);数字孪生;智能医疗;ETC;虚拟现实;安防;华为概念;京津冀一体化;机器视觉;低空经济;卫星导航;无人驾驶;机器人概念;人形机器人;AI眼镜;AI应用;雄安新区;地下管网;垃圾分类;深股通;融资融券,300075,33
002415.SZ,28,足球概念;人脸识别;智慧政务;数据安全;人工智能;智慧城市;多模态AI;数字乡村;安防;养老概念;物联网;智能家居;工业互联网;机器视觉;机器人概念;无人驾驶;无人机;汽车电子;国企改革;同花顺漂亮100;证金持股;回购增持再贷款概念;央企国企改革;AI应用;光纤概念;同花顺出海50;深股通;融资融券,002415,33
000554.SZ,8,俄乌冲突概念;天然气;央企国企改革;融资融券;国企改革;氢能源;2025三季报预增;充电桩,000554,33
688101.SH,12,锂电池概念;净水概念;污水处理;石墨烯;代糖概念;盐湖提锂;西部大开发;核污染防治;海峡两岸;福建自贸区;沪股通;融资融券,688101,17
600566.SH,17,农业种植;医药电商;流感;维生素;仿制药一致性评价;参股银行;肝炎概念;创新药;幽门螺杆菌概念;重组蛋白;三胎概念;旅游概念;沪股通;融资融券;家庭医生;创投;数字经济,600566,17
605169.SH,3,天然气;新疆振兴;西部大开发,605169,17
600403.SH,4,煤炭概念;国企改革;沪股通;融资融券,600403,17
301237.SZ,4,碳纤维;光伏概念;消费电子概念;融资融券,301237,33
600688.SH,9,航运概念;氢能源;沪股通;融资融券;央企国企改革;碳交易;国企改革;燃料电池;碳纤维,600688,17
601900.SH,9,文化传媒概念;在线教育;IP经济(谷子经济);AI应用;人工智能;参股银行;国企改革;沪股通;融资融券,601900,17
603990.SH,20,DRG/DIP;AI应用;养老概念;智能医疗;华为鲲鹏;人工智能;辅助生殖;三胎概念;DeepSeek概念;物联网;民营医院;华为概念;人形机器人;机器人概念;低空经济;WiFi 6;无人机;国企改革;股权转让(并购重组);融资融券,603990,17
603392.SH,10,猴痘概念;生物疫苗;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,603392,17
000889.SZ,9,区块链;互联网金融;百度概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);华为概念;5G;摘帽,000889,33
301289.SZ,15,特高压;核电;风电;超导概念;海工装备;储能;成飞概念;军民融合;光纤概念;6G概念;职业教育;国企改革;钒电池;上海国企改革;融资融券,301289,33
600021.SH,14,超超临界发电;虚拟电厂;核电;绿色电力;风电;碳交易;氢能源;储能;央企国企改革;一带一路;国企改革;证金持股;沪股通;融资融券,600021,17
301175.SZ,16,医疗废物处理;商业航天;生物质能发电;绿色电力;专精特新;固废处理;海峡两岸;碳中和;华为概念;一带一路;乡村振兴;国企改革;人工智能;深股通;中字头股票;融资融券,301175,33
601011.SH,12,煤炭概念;煤化工概念;石墨电极;氢能源;石墨烯;黑龙江自贸区;碳中和;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,601011,17
603096.SH,4,IP经济(谷子经济);文化传媒概念;知识产权保护;华为概念,603096,17
301116.SZ,7,预制菜;养鸡;宠物经济;乡村振兴;体育产业;深股通;融资融券,301116,33
600887.SH,11,超级品牌;乳业;证金持股;三胎概念;宠物经济;同花顺漂亮100;生态农业;西部大开发;沪股通;融资融券;华为概念,600887,17
301348.SZ,14,存储芯片;先进封装;第三代半导体;芯片概念;消费电子概念;锂电池概念;新能源汽车;粤港澳大湾区;华为概念;数据中心;无人机;东数西算(算力);深股通;融资融券,301348,33
300780.SZ,22,航空发动机;商业航天;减速器;军民融合;低空经济;3D打印;军工;工业母机;新型工业化;机器视觉;工业互联网;机器人概念;AIGC概念;农机;专精特新;物联网;云计算;比亚迪概念;新能源汽车;跨境电商;西部大开发;中俄贸易概念,300780,33
300525.SZ,26,数字货币;财税数字化;移动支付;智慧政务;AI智能体;数据要素;互联网金融;信创;腾讯概念;云计算;网络安全;数字乡村;数字经济;DeepSeek概念;人工智能;智慧城市;智能医疗;华为概念;中国AI 50;福建自贸区;海峡两岸;机器人概念;乡村振兴;AI应用;融资融券;深股通,300525,33
600481.SH,16,硅能源;光热发电;光伏概念;数据中心;核电;工业互联网;储能;DeepSeek概念;高端装备;超超临界发电;液冷服务器;氢能源;碳中和;专精特新;融资融券;沪股通,600481,17
688238.SH,9,细胞免疫治疗;基因测序;CRO概念;智能医疗;重组蛋白;人工智能;上海自贸区;专精特新;融资融券,688238,17
002689.SZ,8,2025年报预增;ST板块;机器人概念;机器视觉;工业互联网;航空发动机;风电;中俄贸易概念,002689,33
000767.SZ,9,超超临界发电;风电;绿色电力;碳交易;碳中和;2025年报预增;国企改革;深股通;融资融券,000767,33
000096.SZ,7,深股通;国企改革;国资云;虚拟电厂;粤港澳大湾区;东数西算(算力);数据中心,000096,33
301299.SZ,8,AI智能体;AIGC概念;数据要素;鸿蒙概念;DeepSeek概念;AI应用;期货概念;融资融券,301299,33
