market_code,股票代码,code,所属概念,所属概念数量
151,920641.BJ,920641,国企改革;股权转让(并购重组);融资融券;车联网(车路协同);虚拟电厂;智能音箱;智慧灯杆;智慧城市;新能源汽车;家用电器;光伏概念;军工;充电桩;储能;传感器;东数西算(算力);一带一路,17
33,301373.SZ,301373,光伏概念;专精特新;融资融券,3
151,920455.BJ,920455,融资融券;专精特新,2
22,600525.SH,600525,特高压;虚拟电厂;智能电网;ST板块;充电桩;储能;MR(混合现实);光伏概念;锂电池概念;宁德时代概念;华为概念;粤港澳大湾区;PCB概念;消费电子概念;新能源汽车;医疗器械概念;芯片概念;富士康概念;比亚迪概念;新型工业化,20
17,603848.SH,603848,智能家居;家用电器;阿里巴巴概念;沪股通,4
17,603528.SH,603528,智慧城市;数据要素;数据安全;职业教育;鸿蒙概念;AI应用;华为鲲鹏;车联网(车路协同);在线教育;信创;物联网;ChatGPT概念;人工智能;DeepSeek概念;机器人概念;华为昇腾;无人驾驶;机器视觉;人形机器人;比亚迪概念;专精特新;低空经济;新能源汽车;东数西算(算力);充电桩;高压快充;智能电网;卫星导航;储能;光伏概念;参股银行;芯片概念;沪股通,33
33,002053.SZ,002053,超超临界发电;绿色电力;天然气;页岩气;风电;钠离子电池;国企改革;储能;西部大开发;证金持股;深股通;融资融券,12
17,688330.SH,688330,电力物联网;智能电网;量子科技;2025年报预增;专精特新;融资融券,6
33,300678.SZ,300678,AIGC概念;AI应用;智慧政务;数据要素;数据安全;AI智能体;信创;华为鲲鹏;多模态AI;阿里巴巴概念;网络安全;人脸识别;DeepSeek概念;人工智能;数字经济;智慧城市;脑机接口;物联网;安防;华为概念;智能医疗;机器视觉;工业互联网;新型工业化;智能穿戴;低空经济;无人驾驶;机器人概念;数据中心;烟草;专精特新;比亚迪概念;军工;医疗器械概念;新型烟草(电子烟);锂电池概念;国企改革;西部大开发;融资融券;深股通;中字头股票,41
17,603001.SH,603001,C2M概念;体育产业;跨境电商,3
33,001210.SZ,001210,建筑节能;京津冀一体化;数据中心;工业互联网;储能;液冷服务器;新疆振兴;2025年报预增;数据确权;量子科技,10
17,688766.SH,688766,存储芯片;MCU芯片;芯片概念;汽车电子;华为概念;小米概念;融资融券;沪股通,8
17,688729.SH,688729,中芯国际概念;存储芯片;科创次新股;芯片概念;高端装备;注册制次新股;国企改革;新股与次新股;融资融券,9
33,002387.SZ,002387,MicroLED概念;虚拟现实;人脸识别;智能穿戴;柔性屏(折叠屏);小米概念;OLED;消费电子概念;汽车电子;华为手机;芯片概念;绿色电力;深股通;股权转让(并购重组);融资融券,15
22,603189.SH,603189,云办公;空间计算;在线教育;华为欧拉;华为鲲鹏;智慧政务;人脸识别;国产操作系统;ST板块;云计算;数字乡村;虚拟数字人;智慧城市;MR(混合现实);鸿蒙概念;信创;安防;元宇宙;数字孪生;AI智能体;AIGC概念;阿里巴巴概念;腾讯概念;虚拟现实;多模态AI;上海自贸区;物联网;人工智能;华为概念;创投;低空经济;乡村振兴;5G;无人机,34
17,603111.SH,603111,高铁;养老概念;一带一路;医疗器械概念;高端装备;高股息精选;机器人概念;工业互联网;智能医疗;新型工业化;无人驾驶;新能源汽车;工业母机;比亚迪概念;充电桩;沪股通,16
33,300936.SZ,300936,PCB概念;毫米波雷达;芯片概念;卫星导航;5G;专精特新;消费电子概念;无人驾驶;华为概念;储能;融资融券,11
33,000935.SZ,000935,职业教育;创投;CRO概念;西部大开发;减肥药;辅助生殖;水泥概念;深股通;融资融券,9
33,300384.SZ,300384,AI应用;AI智能体;数字经济;互联网金融;人工智能;工业互联网;华为概念;创投;机器人概念;高端装备;垃圾分类;可降解塑料;煤化工概念;深股通,14
17,600851.SH,600851,细胞免疫治疗;创新药;仿制药一致性评价;生物疫苗;维生素;互联网金融;参股券商;物业管理;证金持股;融资融券;沪股通,11
17,600100.SH,600100,华为昇腾;国资云;网络安全;东数西算(算力);算力租赁;信创;国产操作系统;AI语料;AI智能体;ChatGPT概念;数据要素;区块链;AIGC概念;鸿蒙概念;数据中心;智慧城市;华为概念;AI应用;安防;在线教育;物联网;DeepSeek概念;机器视觉;人工智能;液冷服务器;数字经济;互联网保险;工业互联网;机器人概念;工业母机;可控核聚变;消费电子概念;核电;创投;核污染防治;京津冀一体化;食品安全;储能;央企国企改革;雄安新区;土壤修复;污水处理;国企改革;锂电池概念;参股券商;沪股通;融资融券;股权转让(并购重组),48
17,600868.SH,600868,绿色电力;小金属概念;储能;氢能源;水利;水泥概念;新型城镇化;回购增持再贷款概念;数据要素;智慧城市;职业教育;粤港澳大湾区;时空大数据;融资融券;沪股通,15
33,300875.SZ,300875,核污染防治;军民融合;核电;军工;高端装备;京津冀一体化;无人机;食品安全;锂电池概念;专精特新;低空经济;机器人概念;融资融券,13
17,603058.SH,603058,短剧游戏;AIGC概念;AI智能体;IP经济(谷子经济);芯片概念;第三代半导体;烟草;创投;西部大开发;工业大麻;股权转让(并购重组),11
17,600350.SH,600350,高股息精选;参股券商;参股银行;沪股通;融资融券;PPP概念;国企改革;绿色电力;智慧城市;回购增持再贷款概念,10
151,920304.BJ,920304,融资融券;化肥;光热发电;储能,4
17,600121.SH,600121,煤炭概念;国企改革;工业互联网;DeepSeek概念;机器人概念;数据要素;安防;东数西算(算力);信创;沪股通;融资融券,11
151,920556.BJ,920556,电力物联网;数字孪生;商业航天;阿里巴巴概念;融资融券;腾讯概念;百度概念;物联网;智能电网;数据中心;华为概念;华为数字能源;充电桩;储能;传感器;云计算;5G,17
33,002674.SZ,002674,海峡两岸;华为汽车;PPP概念;固废处理,4
17,601616.SH,601616,智能电网;充电桩;风电;数据中心;绿色电力;腾讯概念,6
151,920519.BJ,920519,西部大开发;融资融券;专精特新;军工,4
33,000410.SZ,000410,商业航天;高端装备;工业母机;工业互联网;央企国企改革;新型工业化;国企改革;职业教育;股权转让(并购重组);融资融券;深股通,11
33,301109.SZ,301109,生物质能发电;绿色电力;固废处理;碳中和;污水处理;高股息精选;垃圾分类;新型城镇化;一带一路;股权转让(并购重组);深股通;融资融券,12
33,300002.SZ,300002,网络游戏;手机游戏;AIGC概念;AI应用;ChatGPT概念;在线教育;AI智能体;智慧政务;区块链;人工智能;数据安全;人脸识别;职业教育;DeepSeek概念;信创;云计算;数字经济;网络安全;智慧城市;物联网;数字孪生;华为概念;工业互联网;机器人概念;算力租赁;东数西算(算力);创投;数据中心;电力物联网;5G;智能电网;乡村振兴;深股通;融资融券,34
22,603021.SH,603021,ST板块;地下管网;跨境电商,3
17,600098.SH,600098,煤炭概念;可燃冰;超超临界发电;天然气;绿色电力;抽水蓄能;高股息精选;氢能源;风电;国企改革;广东自贸区;融资融券;储能;回购增持再贷款概念;充电桩;粤港澳大湾区;沪股通,17
17,603819.SH,603819,安防;新能源汽车;风电;股权转让(并购重组),4
17,688699.SH,688699,先进封装;芯片概念;MiniLED;专精特新;融资融券,5
17,603927.SH,603927,AI应用;鸿蒙概念;区块链;数字乡村;数据要素;AI智能体;智慧政务;数字货币;跨境支付(CIPS);DeepSeek概念;信创;人工智能;AIGC概念;华为鲲鹏;百度概念;网络安全;数据安全;阿里巴巴概念;车联网(车路协同);腾讯概念;互联网保险;智能医疗;国资云;工业互联网;华为概念;新型工业化;乡村振兴;国企改革;中字头股票;融资融券;沪股通,31
33,300712.SZ,300712,抽水蓄能;柔性直流输电;虚拟电厂;智能电网;电力物联网;特高压;绿色电力;风电;充电桩;储能;光伏概念;核电;工业互联网;数据中心;网络安全;区块链;DeepSeek概念;创投;一带一路;海峡两岸;福建自贸区;宁德时代概念;融资融券;深股通,24
33,002935.SZ,002935,军民融合;卫星导航;商业航天;军工信息化;军工;量子科技;芯片概念;智能穿戴;存储芯片;华为概念;医疗器械概念;央企国企改革;西部大开发;国企改革;融资融券;深股通,16
151,920145.BJ,920145,碳中和;污水处理;高端装备;汽车电子;融资融券;芯片概念;传感器,7
33,002250.SZ,002250,氟化工概念;锂电池概念;2025年报预增;CRO概念;人民币贬值受益;回购增持再贷款概念;创新药;证金持股;深股通;融资融券,10
17,603703.SH,603703,卫星导航;商业航天;5G;车联网(车路协同);量子科技;铜缆高速连接;家用电器;数据中心;光纤概念,9
33,300105.SZ,300105,固废处理;碳中和;雄安新区;超超临界发电;风电;储能;国企改革;光伏概念;PM2.5;央企国企改革;DeepSeek概念;华为概念,12
33,002269.SZ,002269,三胎概念;上海自贸区;IP经济(谷子经济);参股银行;深股通;融资融券,6
33,000862.SZ,000862,绿色电力;智能电网;风电;碳中和;央企国企改革;国企改革;西部大开发;深股通,8
17,600037.SH,600037,文化传媒概念;云游戏;国资云;DeepSeek概念;智慧城市;华为概念;物联网;数据中心;5G;国企改革;央企国企改革;证金持股;融资融券;沪股通,14
33,300520.SZ,300520,MLOps概念;华为昇腾;华为鲲鹏;信创;ChatGPT概念;网络安全;AIGC概念;智慧政务;AI智能体;量子科技;AI应用;数据要素;东数西算(算力);车联网(车路协同);在线教育;区块链;数字乡村;华为概念;数字孪生;人工智能;DeepSeek概念;数字经济;ETC;数据中心;智慧城市;5G;军工信息化;无人驾驶;商业航天;低空经济;比亚迪概念;智能医疗;机器人概念;军工;汽车热管理;新能源汽车;智能物流;宁德时代概念;养老概念;水利;储能;虚拟电厂;锂电池概念;回购增持再贷款概念;深股通;融资融券,46
33,001288.SZ,001288,减速器;机器人概念;人工智能;雅下水电概念;一带一路;华为概念;DeepSeek概念;人民币贬值受益;中俄贸易概念;西部大开发;深股通,11
17,688248.SH,688248,虚拟电厂;智能电网;柔性直流输电;风电;储能;DeepSeek概念;华为概念;人工智能;无人机;低空经济;氢能源;央企国企改革;机器人概念;人形机器人;国企改革;沪股通;融资融券,17
33,000719.SZ,000719,数据确权;NFT概念;参股银行;知识产权保护;文化传媒概念;职业教育;托育服务;国企改革;在线教育;一带一路;高股息精选;数据要素;数字经济;虚拟数字人;腾讯概念;AI应用;人工智能;AIGC概念;深股通;融资融券,20
33,301383.SZ,301383,语音技术;跨境电商;专精特新;智能音箱;医疗器械概念;虚拟现实;人民币贬值受益;物联网;智能穿戴;MR(混合现实);无线耳机;电子竞技;智能医疗;消费电子概念;AI眼镜;一带一路;百度概念;抖音概念(字节概念);深股通;融资融券,20
33,001289.SZ,001289,碳交易;绿色电力;抽水蓄能;碳中和;新疆振兴;风电;光热发电;央企国企改革;国企改革;乡村振兴;同花顺漂亮100;一带一路;DeepSeek概念;融资融券;深股通,15
33,000066.SZ,000066,中国AI 50;AI PC;东数西算(算力);数据中心;液冷服务器;数据安全;信创;网络安全;芯片概念;华为鲲鹏;智能电网;百度概念;5G;国产操作系统;卫星导航;消费电子概念;量子科技;华为概念;区块链;车联网(车路协同);人工智能;汽车电子;DeepSeek概念;商业航天;数字经济;智慧城市;军工;粤港澳大湾区;海工装备;军民融合;锂电池概念;钠离子电池;央企国企改革;国企改革;深股通;中字头股票;融资融券,37
17,601872.SH,601872,俄乌冲突概念;航运概念;天然气;上海自贸区;央企国企改革;一带一路;回购增持再贷款概念;海峡两岸;高股息精选;融资融券;国企改革;沪股通,12
17,603885.SH,603885,上海自贸区;沪股通;融资融券,3
151,920057.BJ,920057,中俄贸易概念;海峡两岸;装配式建筑;光伏建筑一体化;融资融券;专精特新,6
17,688332.SH,688332,星闪概念;语音技术;智能音箱;物联网;AI眼镜;专精特新;智能穿戴;芯片概念;人工智能;小米概念;百度概念;2025年报预增;无线耳机;抖音概念(字节概念);消费电子概念;独角兽概念;共封装光学(CPO);沪股通;融资融券,19
33,301237.SZ,301237,碳纤维;消费电子概念;光伏概念;融资融券,4
17,600893.SH,600893,国产航母;航空发动机;大飞机;无人机;军工;高端装备;低空经济;数据中心;央企国企改革;西部大开发;国企改革;沪股通;融资融券;同花顺漂亮100,14
17,600383.SH,600383,物业管理;沪股通;融资融券,3
17,603327.SH,603327,柔性屏(折叠屏);消费电子概念;AI眼镜;苹果概念;MR(混合现实);AI手机;小米概念;5G;华为概念;比亚迪概念;新能源汽车;特斯拉概念;金属回收;国企改革;储能;西部大开发;锂电池概念;宁德时代概念;沪股通,19
17,603655.SH,603655,新能源汽车;2025年报预增,2
33,300229.SZ,300229,MLOps概念;华为昇腾;AI语料;多模态AI;ChatGPT概念;AI视频;华为鲲鹏;数据安全;华为盘古;Web3.0;AIGC概念;信创;腾讯概念;阿里巴巴概念;网络安全;智慧政务;AI智能体;东数西算(算力);虚拟数字人;AI应用;数据要素;元宇宙;电子身份证;知识产权保护;蚂蚁集团概念;军工信息化;数据中心;数字货币;华为概念;DeepSeek概念;人工智能;数字经济;互联网金融;小米概念;军工;军民融合;机器人概念;专精特新;乡村振兴;深股通;融资融券,41
151,920476.BJ,920476,芯片概念;核电;绿色电力;2025年报预增;医疗器械概念;鸿蒙概念;高端装备;食品安全;融资融券;宠物经济;回购增持再贷款概念;储能;人工智能;专精特新,14
33,300044.SZ,300044,ST板块;新型工业化;无人驾驶;安防;机器视觉;机器人概念;PPP概念;养老概念;人脸识别;车联网(车路协同);智慧城市;时空大数据;军工;军民融合;网络游戏;无人机;乡村振兴;低空经济;人工智能;5G;粤港澳大湾区;手机游戏;数据要素;数据中心;抖音概念(字节概念),25
151,920163.BJ,920163,融资融券;工业互联网;可降解塑料;人民币贬值受益;京津冀一体化,5
151,920262.BJ,920262,数据要素;IP经济(谷子经济);跨境电商;融资融券;网红经济;三胎概念,6
17,688277.SH,688277,智能医疗;医疗器械概念;专精特新;机器人概念;沪股通;融资融券,6
33,300598.SZ,300598,华为欧拉;信创;鸿蒙概念;AI智能体;国产操作系统;AI应用;百度概念;智慧城市;星闪概念;DeepSeek概念;人工智能;物联网;华为概念;虚拟现实;机器视觉;英伟达概念;独角兽概念;长安汽车概念;智能座舱;无人驾驶;华为汽车;机器人概念;工业互联网;智能家居;小米概念;AI手机;智能穿戴;比亚迪概念;汽车电子;华为海思概念股;水利;深股通;融资融券,33
151,920351.BJ,920351,融资融券;跨境电商;航运概念;统一大市场;一带一路;中韩自贸区,6
17,603155.SH,603155,光刻胶;芯片概念;有机硅概念;锂电池概念;国企改革;沪股通;股权转让(并购重组),7
33,300093.SZ,300093,HJT电池;钙钛矿电池;建筑节能;ST板块;算力租赁;光伏概念;西部大开发;光伏建筑一体化,8
33,301365.SZ,301365,AIGC概念;人工智能;粤港澳大湾区;创投;新型城镇化;2025年报预增;融资融券,7
17,600619.SH,600619,上海国企改革;光刻机;上海自贸区;芯片概念;汽车热管理;小米概念;比亚迪概念;新能源汽车;家用电器;2025年报预增;冷链物流;一带一路;国企改革;空气能热泵;高压快充;储能;沪股通;融资融券,18
17,600505.SH,600505,绿色电力;风电;西部大开发;国企改革;央企国企改革;充电桩;光伏概念;沪股通;融资融券,9
33,300984.SZ,300984,2025年报预增;深股通;融资融券,3
33,000926.SZ,000926,装配式建筑;新型城镇化;碳中和;碳交易;文化传媒概念;华为概念;融资融券,7
151,920346.BJ,920346,飞行汽车(eVTOL);长安汽车概念;长三角一体化;车联网(车路协同);机器人概念;融资融券;智能物流;智能家居;无人驾驶;新能源汽车;数据中心;小米汽车;家用电器;华为汽车;净水概念;充电桩;储能;低空经济;人民币贬值受益;人形机器人;PCB概念,21
33,002401.SZ,002401,自由贸易港;统一大市场;航运概念;跨境电商;国资云;ETC;数字经济;Web3.0;区块链;智能物流;数据要素;国企改革;智慧城市;上海自贸区;AI智能体;华为鲲鹏;DeepSeek概念;碳中和;人工智能;安防;碳交易;信创;ChatGPT概念;云计算;阿里巴巴概念;华为概念;机器视觉;央企国企改革;数据中心;融资融券;深股通;中字头股票,32
17,688426.SH,688426,猴痘概念;医疗器械概念;幽门螺杆菌概念;基因测序;流感;融资融券,6
17,688081.SH,688081,军民融合;军工信息化;军工;无人机;低空经济;量子科技;芯片概念;时空大数据;华为昇腾;多模态AI;安防;人工智能;DeepSeek概念;融资融券,14
151,920834.BJ,920834,融资融券;可降解塑料,2
33,001380.SZ,001380,长安汽车概念;华为汽车;机器人概念;专精特新;新能源汽车;人形机器人;比亚迪概念;无人机;军工;深股通;融资融券,11
33,300911.SZ,300911,算力租赁;东数西算(算力);腾讯概念;阿里巴巴概念;AIGC概念;DeepSeek概念;人工智能;家用电器;深股通;融资融券,10
17,603309.SH,603309,医疗器械概念;人民币贬值受益;高股息精选,3
17,603806.SH,603806,BC电池;HJT电池;POE胶膜;光伏概念;储能;MicroLED概念;锂电池概念;固态电池;商业航天;MiniLED;PCB概念;沪股通;融资融券,13
33,002439.SZ,002439,华为欧拉;华为昇腾;数据安全;网络安全;华为鲲鹏;信创;电子身份证;量子科技;多模态AI;东数西算(算力);智慧政务;云计算;智慧灯杆;鸿蒙概念;腾讯概念;车联网(车路协同);数据要素;物联网;AI智能体;6G概念;军工信息化;智慧城市;AI应用;数据中心;商业航天;DeepSeek概念;华为概念;数字货币;人工智能;军民融合;数字经济;低空经济;5G;无人机;跨境支付(CIPS);工业互联网;小米概念;机器人概念;京津冀一体化;烟草;国企改革;2026一季报预增;融资融券;深股通,44
33,002268.SZ,002268,数据安全;国产操作系统;网络安全;华为鲲鹏;数字水印;信创;智慧政务;移动支付;数字货币;财税数字化;云办公;量子科技;区块链;鸿蒙概念;数据要素;车联网(车路协同);跨境支付(CIPS);腾讯概念;国资云;互联网金融;数字经济;智慧城市;数字孪生;人工智能;物联网;低空经济;工业互联网;华为概念;EDR概念;卫星导航;商业航天;军工;汽车芯片;5G;汽车电子;芯片概念;消费电子概念;水利;雅下水电概念;西部大开发;乡村振兴;国企改革;深股通;融资融券,44
33,301329.SZ,301329,消费电子概念;新能源汽车;商业航天;5G;卫星导航;海峡两岸;光伏概念;储能;光纤概念;融资融券,10
33,002031.SZ,002031,减速器;人形机器人;工业母机;航空发动机;机器人概念;机器视觉;高端装备;智能物流;人民币贬值受益;冷链物流;深股通;融资融券,12
17,601000.SH,601000,高股息精选;证金持股;航运概念;国企改革;雄安新区;沪股通;融资融券;智能物流;京津冀一体化,9
17,600550.SH,600550,柔性直流输电;特高压;智能电网;抽水蓄能;可控核聚变;核电;虚拟电厂;超超临界发电;2025年报预增;京津冀一体化;央企国企改革;雄安新区;海峡两岸;国企改革;乡村振兴;股权转让(并购重组);沪股通;融资融券,18
17,601995.SH,601995,期货概念;同花顺中特估100;国企改革;2026一季报预增;2025年报预增;中字头股票;融资融券;沪股通,8
33,300701.SZ,300701,安防;智能家居;小米概念;传感器;物联网;机器视觉;股权转让(并购重组),7
33,000593.SZ,000593,青蒿素;信托概念;天然气;股权转让(并购重组);地下管网;碳中和;氢能源;西部大开发;储能;融资融券,10
33,002489.SZ,002489,C2M概念;共同富裕示范区;跨境电商;参股银行;创投;一带一路;体育产业;露营经济;长三角一体化;旅游概念;人民币贬值受益;机器人概念;独角兽概念;深股通;融资融券,15
151,920496.BJ,920496,虚拟电厂;融资融券;电力物联网;机器人概念;数据中心;智能电网;数字孪生;华为鲲鹏;华为概念;光伏概念;充电桩;储能;人工智能;专精特新;一带一路,15
17,605066.SH,605066,电力物联网;智能电网;充电桩;工业互联网;碳中和;风电;物联网;储能;人工智能;智能家居;光伏概念;机器人概念;数据中心;AI应用;AI智能体;虚拟数字人;东数西算(算力),17
17,605050.SH,605050,统一大市场;回购增持再贷款概念;一体化压铸;新能源汽车;机器人概念;沪股通,6
151,920378.BJ,920378,减速器;人形机器人;特斯拉概念;融资融券;机器人概念;专精特新;新能源汽车,7
33,002546.SZ,002546,电力物联网;智能电网;虚拟电厂;充电桩;物联网;2025年报预增;数据要素;深股通,8
17,601908.SH,601908,硅能源;绿色电力;风电;光伏概念;京津冀一体化;高端装备;沪股通;专精特新;芯片概念;第三代半导体;融资融券,11
33,002148.SZ,002148,物联网;车联网(车路协同);创投;网络游戏;抖音概念(字节概念);京津冀一体化;机器人概念;手机游戏;低空经济;无人机;5G;芯片概念;融资融券;深股通,14
17,688079.SH,688079,MicroLED概念;光刻机;MR(混合现实);富士康概念;先进封装;苹果概念;第三代半导体;消费电子概念;AI眼镜;5G;智能穿戴;芯片概念;虚拟现实;传感器;华为概念;专精特新;无人机;融资融券,18
33,003012.SZ,003012,高股息精选;回购增持再贷款概念;智能家居;粤港澳大湾区;虚拟数字人;石墨烯;深股通,7
17,600956.SH,600956,天然气;碳交易;绿色电力;抽水蓄能;钒电池;氢能源;风电;国企改革;京津冀一体化;储能;光伏概念;DeepSeek概念;AI智能体;融资融券;沪股通,15
33,000800.SZ,000800,国企改革;央企国企改革;氢能源;燃料电池;深股通;融资融券;新能源汽车;车联网(车路协同);DeepSeek概念;无人驾驶;固态电池;宁德时代概念;军工;华为概念;股权转让(并购重组),15
33,300572.SZ,300572,PM2.5;一体化压铸;机器人概念;比亚迪概念;新能源汽车;军工;粤港澳大湾区;充电桩;人工智能;换电概念;创投;新疆振兴;深股通;股权转让(并购重组),14
17,688631.SH,688631,数据要素;同花顺新质50;DeepSeek概念;华为概念;智慧城市;车联网(车路协同);低空经济;军工信息化;军工;商业航天;PM2.5;国企改革;央企国企改革;沪股通;融资融券,15
17,603038.SH,603038,净水概念;智能家居;粤港澳大湾区;华为概念;人工智能;鸿蒙概念,6
33,002189.SZ,002189,兵装重组概念;MR(混合现实);汽车电子;军工;军民融合;AI眼镜;智能座舱;消费电子概念;机器视觉;无人驾驶;3D打印;芯片概念;虚拟现实;长安汽车概念;安防;车联网(车路协同);家用电器;华为概念;数字经济;央企国企改革;国企改革;深股通;中字头股票;融资融券,24
33,301195.SZ,301195,鸿蒙概念;物联网;人工智能;机器视觉;DeepSeek概念;华为概念;无人驾驶;机器人概念;工业互联网;专精特新;5G;卫星导航;芯片概念;商业航天;融资融券,15
17,600566.SH,600566,高股息精选;医药电商;流感;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;农业种植;维生素;创新药;家庭医生;三胎概念;重组蛋白;旅游概念;参股银行;沪股通;融资融券;创投;数字经济,18
33,002729.SZ,002729,消费电子概念;汽车电子;比亚迪概念;新能源汽车;海峡两岸;数据中心;福建自贸区;光伏概念;家用电器;充电桩;储能;风电;融资融券,13
17,603219.SH,603219,智能家居;家用电器;小米概念;智能穿戴;机器人概念;人民币贬值受益;工业互联网;创投;共同富裕示范区;PCB概念;回购增持再贷款概念;储能;沪股通,13
33,002868.SZ,002868,POE胶膜;光伏概念;海峡两岸;合成生物;宠物经济;摘帽;股权转让(并购重组),7
151,920833.BJ,920833,西部大开发;融资融券;新能源汽车;两轮车;专精特新,5
33,300804.SZ,300804,粤港澳大湾区;融资融券,2
33,301362.SZ,301362,PCB概念;C2M概念;专精特新;一带一路;人民币贬值受益;生态农业;高股息精选;融资融券,8
17,600930.SH,600930,绿色电力;风电;央企国企改革;国企改革;氢能源;注册制次新股;储能;一带一路;核电;东数西算(算力);人工智能;新股与次新股;融资融券,13
33,300832.SZ,300832,流感;肝炎概念;猴痘概念;医疗器械概念;智能医疗;DeepSeek概念;融资融券;深股通,8
17,600477.SH,600477,HJT电池;钙钛矿电池;光伏建筑一体化;建筑节能;雄安新区;装配式建筑;工业互联网;一带一路;储能;沪股通;融资融券,11
17,603201.SH,603201,跨境电商;人民币贬值受益;专精特新;比亚迪概念;新能源汽车,5
17,603590.SH,603590,创新药;猴痘概念;创投;专精特新;2025年报预增;军民融合;知识产权保护;沪股通,8
33,301368.SZ,301368,减速器;人形机器人;飞行汽车(eVTOL);机器人概念;低空经济;智能座舱;专精特新;农机;新能源汽车;深股通;融资融券,11
151,920273.BJ,920273,海峡两岸;预制菜;融资融券;宠物经济;乡村振兴;专精特新,6
33,300222.SZ,300222,智能电网;电力物联网;高压快充;虚拟电厂;充电桩;换电概念;5G;量子科技;物联网;储能;工业互联网;新型工业化;机器视觉;光伏概念;比亚迪概念;数字经济;人工智能;宁德时代概念;军工;小米汽车;长安汽车概念;机器人概念;特斯拉概念;新能源汽车;智能物流;绿色电力;深股通;融资融券,28
33,301678.SZ,301678,芯片概念;注册制次新股;消费电子概念;专精特新;物联网;人工智能;深股通;新股与次新股;融资融券,9
33,300586.SZ,300586,PCB概念;钠离子电池;固态电池;染料;锂电池概念;可降解塑料;消毒剂;宁德时代概念;芯片概念;专精特新;储能;燃料电池;氢能源;深股通;融资融券,15
33,002530.SZ,002530,区块链;养老概念;数据要素;人工智能;智慧城市;虚拟数字人;华为鲲鹏;机器人概念;华为概念;比亚迪概念;深股通;融资融券,12
33,002996.SZ,002996,金属回收;回购增持再贷款概念;西部大开发;2025年报预增;碳中和;一体化压铸;比亚迪概念;专精特新;新能源汽车;长安汽车概念;深股通,11
17,688392.SH,688392,先进封装;芯片概念;液冷服务器;专精特新;军工;比亚迪概念;PET铜箔;宁德时代概念;固态电池;沪股通;融资融券,11
17,605499.SH,605499,数字经济;粤港澳大湾区;融资融券;沪股通,4
33,002616.SZ,002616,生物质能发电;绿色电力;固废处理;粤港澳大湾区;农业种植,5
17,688153.SH,688153,汽车芯片;星闪概念;WiFi 6;小米概念;汽车电子;芯片概念;卫星导航;消费电子概念;5G;比亚迪概念;无人机;机器人概念;专精特新;低空经济;新能源汽车;人民币贬值受益;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,20
33,300317.SZ,300317,虚拟电厂;光伏建筑一体化;绿色电力;风电;光伏概念;华为概念;储能;粤港澳大湾区;国企改革;OLED;锂电池概念,11
17,603895.SH,603895,人形机器人;新型工业化;长安汽车概念;机器人概念;华为概念;专精特新;新能源汽车;特斯拉概念;数字孪生;工业互联网;储能;锂电池概念;固态电池,13
33,001226.SZ,001226,专精特新,1
151,920781.BJ,920781,人工智能;可控核聚变;高端装备;西部大开发;融资融券;核电;核污染防治;天然气;军工;专精特新,10
17,603383.SH,603383,AI应用;AI智能体;鸿蒙概念;华为鲲鹏;信创;腾讯概念;区块链;互联网金融;DeepSeek概念;华为概念;海峡两岸;福建自贸区;融资融券;沪股通,14
17,605398.SH,605398,MLOps概念;华为鲲鹏;信创;阿里巴巴概念;AIGC概念;腾讯概念;数据要素;百度概念;蚂蚁集团概念;短剧游戏;互联网金融;数字经济;人工智能;数据中心;华为概念;机器人概念;长三角一体化;沪股通,18
17,688095.SH,688095,AIGC概念;AI应用;信创;智慧政务;鸿蒙概念;DeepSeek概念;人工智能;福建自贸区;人民币贬值受益;海峡两岸;沪股通;融资融券,12
33,000725.SZ,000725,MicroLED概念;电子纸;MiniLED;柔性屏(折叠屏);OLED;同花顺果指数;光伏建筑一体化;回购增持再贷款概念;光伏概念;智能穿戴;AI眼镜;国企改革;充电桩;医疗器械概念;储能;工业互联网;长安汽车概念;苹果概念;虚拟现实;虚拟电厂;钙钛矿电池;智能医疗;传感器;芯片概念;光纤概念;华为概念;机器人概念;智能座舱;小米概念;人工智能;物联网;民营医院;同花顺漂亮100;深股通;融资融券,35
17,688658.SH,688658,创新药;细胞免疫治疗;幽门螺杆菌概念;仿制药一致性评价;医药电商;生物疫苗;智能医疗;人工智能;华为概念;融资融券;沪股通,11
151,920701.BJ,920701,智能穿戴;融资融券;消费电子概念;华为概念;小米概念,5
33,300036.SZ,300036,AI应用;智慧政务;信创;AI智能体;华为鲲鹏;数据要素;AIGC概念;时空大数据;华为欧拉;Web3.0;鸿蒙概念;多模态AI;元宇宙;军工信息化;区块链;华为昇腾;阿里巴巴概念;数字经济;车联网(车路协同);人工智能;腾讯概念;数字孪生;DeepSeek概念;智慧城市;卫星导航;空间计算;低空经济;虚拟现实;华为概念;无人机;商业航天;无人驾驶;军工;英伟达概念;MR(混合现实);水利;智能电网;乡村振兴;土壤修复;雅下水电概念;地下管网;深股通;融资融券,43
33,301159.SZ,301159,智慧政务;信创;数据安全;AI应用;数据要素;数据确权;AI智能体;鸿蒙概念;区块链;数字经济;DeepSeek概念;人工智能;华为概念;军工信息化;智能医疗;工业互联网;商业航天;小米概念;人形机器人;军工;食品安全;比亚迪概念;芯片概念;合成生物;融资融券,25
