股票代码,所属概念数量,code,所属概念,market_code
002666.SZ,13,002666,有机硅概念;燃料电池;创投;储能;长安汽车概念;新能源汽车;比亚迪概念;汽车热管理;职业教育;金属回收;核电;小米汽车;特斯拉概念,33
000900.SZ,15,000900,预制菜;证金持股;高股息精选;参股券商;参股银行;PPP概念;国企改革;医疗废物处理;固废处理;垃圾分类;期货概念;充电桩;互联网金融;深股通;融资融券,33
603111.SH,15,603111,高铁;一带一路;高端装备;新能源汽车;机器人概念;无人驾驶;新型工业化;工业母机;比亚迪概念;养老概念;工业互联网;医疗器械概念;充电桩;智能医疗;沪股通,17
920971.BJ,8,920971,存储芯片;先进封装;商业航天;芯片概念;专精特新;光伏概念;融资融券;锂电池概念,151
601009.SH,2,601009,沪股通;融资融券,17
000796.SZ,14,000796,免税店;冰雪产业;旅游概念;露营经济;海南自贸区;体育产业;跨境支付(CIPS);互联网金融;乡村振兴;养老概念;海峡两岸;国企改革;回购增持再贷款概念;深股通,33
603207.SH,6,603207,医药电商;仿制药一致性评价;毛发医疗;创新药;沪股通;融资融券,17
920022.BJ,7,920022,新能源汽车;氢能源;比亚迪概念;传感器;专精特新;新股与次新股;融资融券,151
002886.SZ,32,002886,PCB概念;富士康概念;先进封装;毫米波雷达;新型烟草(电子烟);3D打印;芯片概念;PEEK材料;小米概念;5G;专精特新;小米汽车;特斯拉概念;新能源汽车;人形机器人;碳纤维;无人机;华为汽车;机器人概念;6G概念;2025年报预增;石墨烯;军工;低空经济;商业航天;粤港澳大湾区;光伏概念;华为概念;核电;特高压;合成生物;深股通,33
002395.SZ,8,002395,足球概念;丙烯酸;体育产业;煤化工概念;消费电子概念;MR(混合现实);光伏概念;融资融券,33
002892.SZ,15,002892,华为汽车;智能家居;机器人概念;新型工业化;小米概念;新能源汽车;粤港澳大湾区;专精特新;无人机;工业母机;华为概念;人民币贬值受益;3D打印;深股通;融资融券,33
920108.BJ,5,920108,机器人概念;一带一路;小米概念;家用电器;融资融券,151
000688.SZ,12,000688,金属铅;金属锌;小金属概念;钛白粉概念;金属铜;黄金概念;锂电池概念;西部大开发;2025年报预增;深股通;股权转让(并购重组);融资融券,33
301580.SZ,9,301580,牙科医疗;3D打印;专精特新;人民币贬值受益;医疗器械概念;阿里巴巴概念;智能医疗;深股通;融资融券,33
002327.SZ,1,002327,深股通,33
601328.SH,6,601328,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),17
000652.SZ,21,000652,信托概念;新型城镇化;国企改革;流感;PPP概念;固废处理;雄安新区;碳交易;生物质能发电;回购增持再贷款概念;参股券商;碳中和;化债概念(AMC概念);京津冀一体化;创投;绿色电力;证金持股;动力电池回收;独角兽概念;深股通;融资融券,33
600023.SH,8,600023,超超临界发电;绿色电力;虚拟电厂;国企改革;核电;可控核聚变;沪股通;融资融券,17
002558.SZ,27,002558,电子竞技;手机游戏;网络游戏;语音技术;云游戏;ChatGPT概念;AIGC概念;鸿蒙概念;人工智能;元宇宙;虚拟现实;虚拟数字人;AI智能体;腾讯概念;阿里巴巴概念;百度概念;DeepSeek概念;华为概念;互联网金融;创投;旅游概念;AI应用;参股保险;西部大开发;深股通;2026一季报预增;融资融券,33
688795.SH,6,688795,科创次新股;芯片概念;注册制次新股;人工智能;新股与次新股;融资融券,17
002093.SZ,21,002093,鸿蒙概念;数字经济;人工智能;数据要素;DeepSeek概念;职业教育;AI智能体;物联网;互联网金融;数据确权;华为概念;智能医疗;养老概念;福建自贸区;海峡两岸;5G;数据中心;医疗器械概念;6G概念;深股通;融资融券,33
002139.SZ,36,002139,人形机器人;两轮车;智能座舱;无线耳机;无线充电;低空经济;机器人概念;机器视觉;无人机;无人驾驶;智能家居;安防;物联网;充电桩;新型工业化;新能源汽车;鸿蒙概念;储能;光伏概念;粤港澳大湾区;高压快充;人工智能;DeepSeek概念;AI智能体;阿里巴巴概念;智能电网;锂电池概念;钠离子电池;数据中心;空气能热泵;绿色电力;人民币贬值受益;养老概念;AI应用;深股通;融资融券,33
002282.SZ,6,002282,中俄贸易概念;一带一路;雄安新区;高铁;国企改革;绿色电力,33
300671.SZ,18,300671,汽车芯片;MCU芯片;MiniLED;存储芯片;先进封装;第三代半导体;WiFi 6;芯片概念;无线耳机;5G;毫米波雷达;新型烟草(电子烟);专精特新;智能家居;粤港澳大湾区;海峡两岸;深股通;融资融券,33
601233.SH,7,601233,长三角一体化;回购增持再贷款概念;2025年报预增;煤炭概念;互联网金融;沪股通;融资融券,17
300622.SZ,10,300622,虚拟现实;IP经济(谷子经济);华为概念;智能穿戴;AI眼镜;小米概念;粤港澳大湾区;消费电子概念;眼科医疗;深股通,33
920547.BJ,3,920547,专精特新;合成生物;融资融券,151
603819.SH,4,603819,新能源汽车;安防;风电;股权转让(并购重组),17
002039.SZ,9,002039,2026一季报预增;绿色电力;央企国企改革;国企改革;乡村振兴;西部大开发;2025年报预增;深股通;融资融券,33
002693.SZ,7,002693,ST板块;肝炎概念;辅助生殖;仿制药一致性评价;CRO概念;阿尔茨海默概念;海南自贸区,33
600549.SH,18,600549,金属钴;小金属概念;稀土永磁;宁德时代概念;动力电池回收;锂电池概念;光伏概念;固态电池;可控核聚变;军工;无人机;商业航天;机器人概念;国企改革;福建自贸区;海峡两岸;沪股通;融资融券,17
603258.SH,9,603258,AIGC概念;手机游戏;AI智能体;电子竞技;短剧游戏;网络游戏;虚拟现实;创投;沪股通,17
300594.SZ,19,300594,液冷服务器;汽车热管理;芯片概念;数据中心;飞行汽车(eVTOL);空气能热泵;低空经济;专精特新;比亚迪概念;新能源汽车;高铁;农机;烟草;光伏概念;换电概念;充电桩;储能;风电;回购增持再贷款概念,33
688004.SH,14,688004,文化传媒概念;在线教育;数据安全;AIGC概念;网络安全;信创;数据要素;华为鲲鹏;多模态AI;人工智能;数字孪生;华为概念;回购增持再贷款概念;融资融券,17
301261.SZ,10,301261,减速器;人形机器人;工业母机;机器人概念;专精特新;高端装备;创投;京津冀一体化;深股通;融资融券,33
002333.SZ,5,002333,房屋检测;光伏建筑一体化;光伏概念;智慧城市;工业互联网,33
300275.SZ,38,300275,智慧城市;低空经济;数字经济;物联网;工业互联网;人工智能;数据要素;军工;DeepSeek概念;鸿蒙概念;数据安全;星闪概念;卫星导航;新型工业化;华为概念;华为盘古;机器人概念;华为鲲鹏;商业航天;AI智能体;阿里巴巴概念;无人驾驶;ChatGPT概念;AIGC概念;传感器;专精特新;华为欧拉;毫米波雷达;乡村振兴;多模态AI;PPP概念;污水处理;中俄贸易概念;核电;西部大开发;超级电容;AI应用;F5G概念,33
000856.SZ,7,000856,水泥概念;建筑节能;京津冀一体化;智能电网;机器人概念;高端装备;国企改革,33
600081.SH,16,600081,长安汽车概念;一体化压铸;华为汽车;减速器;机器人概念;汽车热管理;新能源汽车;无人驾驶;比亚迪概念;传感器;EDR概念;智能座舱;氢能源;汽车电子;沪股通;融资融券,17
301446.SZ,4,301446,数据中心;风电;农机;融资融券,33
002056.SZ,25,002056,BC电池;TOPCON电池;小金属概念;钙钛矿电池;稀土永磁;锂电池概念;光伏建筑一体化;光伏概念;氢能源;储能;华为数字能源;无线充电;特斯拉概念;比亚迪概念;新能源汽车;工业互联网;机器人概念;低空经济;军工;华为概念;5G;东数西算(算力);深股通;融资融券;数字经济,33
300510.SZ,19,300510,柔性直流输电;虚拟电厂;智能电网;特高压;换电概念;充电桩;高压快充;光伏概念;储能;中俄贸易概念;物联网;智能物流;锂电池概念;专精特新;新型工业化;机器人概念;新能源汽车;国企改革;区块链,33
300842.SZ,14,300842,BC电池;TOPCON电池;HJT电池;钙钛矿电池;第三代半导体;存储芯片;光伏概念;芯片概念;专精特新;汽车电子;新能源汽车;商业航天;深股通;融资融券,33
002848.SZ,14,002848,东数西算(算力);PCB概念;人工智能;国企改革;华为概念;数字经济;5G;智慧城市;智能家居;军工;医疗器械概念;MiniLED;卫星导航;ST板块,33
603648.SH,13,603648,冷链物流;统一大市场;自由贸易港;智能物流;医疗器械概念;国企改革;长三角一体化;一带一路;上海自贸区;换电概念;机器人概念;新能源汽车;苹果概念,17
300662.SZ,11,300662,财税数字化;AI智能体;数据要素;DeepSeek概念;人工智能;职业教育;华为概念;京津冀一体化;AI应用;雄安新区;深股通,33
002368.SZ,48,002368,财税数字化;云计算;华为鲲鹏;国资云;信创;数据安全;智慧政务;网络安全;国产操作系统;DRG/DIP;AI智能体;数据要素;数字货币;鸿蒙概念;时空大数据;数字乡村;AIGC概念;阿里巴巴概念;互联网金融;DeepSeek概念;东数西算(算力);跨境支付(CIPS);数字经济;智慧城市;人工智能;数字孪生;安防;军工信息化;物联网;华为概念;智能医疗;工业互联网;数据中心;无人驾驶;芯片概念;新型工业化;体育产业;电力物联网;AI应用;水利;汽车电子;回购增持再贷款概念;雄安新区;国企改革;央企国企改革;雅下水电概念;深股通;融资融券,33
002928.SZ,4,002928,2025年报预增;西部大开发;融资融券;深股通,33
920670.BJ,11,920670,AI应用;数字孪生;AIGC概念;融资融券;专精特新;智能医疗;虚拟现实;人工智能;3D打印;AI智能体;数字经济,151
000403.SZ,6,000403,肝炎概念;国企改革;DeepSeek概念;股权转让(并购重组);深股通;融资融券,33
603937.SH,1,603937,锂电池概念,17
000603.SZ,9,000603,金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;文化传媒概念;深股通;融资融券,33
003020.SZ,8,003020,创新药;仿制药一致性评价;眼科医疗;肝炎概念;医药电商;医美概念;脑机接口;深股通,33
601059.SH,6,601059,期货概念;京津冀一体化;国企改革;央企国企改革;沪股通;融资融券,17
600120.SH,13,600120,量子科技;创投;共同富裕示范区;参股保险;信托概念;参股券商;国企改革;参股银行;期货概念;中芯国际概念;证金持股;融资融券;沪股通,17
002825.SZ,5,002825,创投;燃料电池;人民币贬值受益;专精特新;氢能源,33
600728.SH,35,600728,云计算;元宇宙;移动支付;ChatGPT概念;AI智能体;信创;人脸识别;华为鲲鹏;阿里巴巴概念;华为昇腾;国产操作系统;数据要素;多模态AI;鸿蒙概念;虚拟数字人;AIGC概念;DeepSeek概念;车联网(车路协同);智慧城市;人工智能;空间计算;数字孪生;AI语料;安防;华为概念;工业互联网;低空经济;机器视觉;MR(混合现实);数据中心;粤港澳大湾区;毫米波雷达;AI应用;融资融券;沪股通,17
601005.SH,11,601005,特钢概念;央企国企改革;国企改革;西部大开发;风电;海工装备;核电;军工;新能源汽车;沪股通;融资融券,17
920533.BJ,9,920533,专精特新;特斯拉概念;无人驾驶;机器人概念;融资融券;人民币贬值受益;人形机器人;宁德时代概念;新能源汽车,151
920445.BJ,5,920445,海峡两岸;人民币贬值受益;跨境电商;融资融券;一带一路,151
688050.SH,6,688050,医疗器械概念;眼科医疗;人工智能;专精特新;沪股通;融资融券,17
002529.SZ,8,002529,ST板块;股权转让(并购重组);HJT电池;新能源汽车;光伏概念;3D打印;高端装备;宁德时代概念,33
688496.SH,8,688496,电子纸;华为概念;AI眼镜;专精特新;小米概念;OLED;智能家居;融资融券,17
600933.SH,9,600933,一体化压铸;人形机器人;新能源汽车;机器人概念;人民币贬值受益;回购增持再贷款概念;同花顺出海50;沪股通;融资融券,17
600369.SH,6,600369,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,17
600827.SH,11,600827,免税店;参股券商;上海国企改革;国企改革;IP经济(谷子经济);创投;阿里巴巴概念;沪股通;融资融券;华为概念;AI眼镜,17
600711.SH,17,600711,金属钴;金属镍;金属铜;金属铅;金属锌;小金属概念;黄金概念;锂电池概念;2026一季报预增;固废处理;人民币贬值受益;海峡两岸;福建自贸区;绿色电力;沪股通;融资融券;摘帽,17
600582.SH,11,600582,煤炭概念;高股息精选;国企改革;央企国企改革;中俄贸易概念;沪股通;融资融券;人工智能;机器人概念;华为概念;F5G概念,17
601988.SH,6,601988,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),17
002117.SZ,24,002117,移动支付;数字货币;电子身份证;人脸识别;区块链;数字经济;数据确权;蚂蚁集团概念;智慧政务;物联网;财税数字化;知识产权保护;信创;拼多多概念;DeepSeek概念;阿里巴巴概念;机器人概念;Web3.0;ChatGPT概念;东数西算(算力);人形机器人;数据中心;深股通;融资融券,33
688816.SH,6,688816,注册制次新股;科创次新股;机器视觉;高端装备;新股与次新股;融资融券,17
300059.SZ,13,300059,互联网保险;期货概念;互联网金融;区块链;数据要素;AIGC概念;DeepSeek概念;人工智能;AI应用;同花顺漂亮100;证金持股;深股通;融资融券,33
002320.SZ,9,002320,海南自贸区;自由贸易港;旅游概念;航运概念;国企改革;股权转让(并购重组);央企国企改革;深股通;融资融券,33
300287.SZ,38,300287,时空大数据;华为鲲鹏;Web3.0;信创;智慧政务;AIGC概念;数据要素;虚拟数字人;AI智能体;鸿蒙概念;在线教育;元宇宙;网络安全;数字经济;智慧城市;DeepSeek概念;人工智能;数字孪生;算力租赁;虚拟现实;卫星导航;东数西算(算力);物联网;华为概念;低空经济;京津冀一体化;军工;食品安全;机器人概念;数据中心;5G;MCU芯片;芯片概念;乡村振兴;智能电网;共封装光学(CPO);深股通;融资融券,33
920682.BJ,11,920682,光纤概念;海工装备;军工;金属铜;风电;融资融券;特高压;核电;光伏概念;充电桩;专精特新,151
300847.SZ,6,300847,中船系;军工;央企国企改革;国企改革;深股通;中字头股票,33
002370.SZ,8,002370,仿制药一致性评价;创新药;幽门螺杆菌概念;肝炎概念;猴痘概念;股权转让(并购重组);2025年报预增;融资融券,33
002862.SZ,20,002862,NFT概念;IP经济(谷子经济);网络游戏;AIGC概念;手机游戏;智能音箱;ChatGPT概念;百度概念;人工智能;跨境电商;DeepSeek概念;三胎概念;宠物经济;人民币贬值受益;充电桩;光伏概念;光伏建筑一体化;HJT电池;TOPCON电池;绿色电力,33
300386.SZ,18,300386,数字货币;跨境支付(CIPS);移动支付;区块链;人脸识别;国产操作系统;鸿蒙概念;华为鲲鹏;网络安全;车联网(车路协同);知识产权保护;AI智能体;物联网;量子科技;MCU芯片;芯片概念;汽车芯片;深股通,33
600511.SH,8,600511,医药电商;芬太尼;流感;冷链物流;国企改革;央企国企改革;沪股通;融资融券,17
688008.SH,11,688008,存储芯片;中芯国际概念;芯片概念;消费电子概念;2025年报预增;数据中心;人民币贬值受益;数据安全;人工智能;沪股通;融资融券,17
600009.SH,9,600009,证金持股;免税店;同花顺中特估100;上海国企改革;同花顺漂亮100;国企改革;上海自贸区;沪股通;融资融券,17
301315.SZ,19,301315,AI应用;AIGC概念;ERP概念;数据要素;AI智能体;DeepSeek概念;人工智能;互联网金融;数字经济;华为概念;工业互联网;机器视觉;烟草;智能物流;数据中心;无人驾驶;新型工业化;机器人概念;融资融券,33
603810.SH,6,603810,合成生物;锂电池概念;钒电池;创投;固态电池;钠离子电池,17
300845.SZ,15,300845,职业教育;数字孪生;人工智能;虚拟现实;元宇宙;高铁;车联网(车路协同);军工;军民融合;军工信息化;专精特新;机器视觉;大飞机;航空发动机;一带一路,33
603025.SH,19,603025,新型工业化;芯片概念;5G;国产操作系统;量子科技;机器人概念;华为概念;工业互联网;网络安全;东数西算(算力);人工智能;华为鲲鹏;DeepSeek概念;数字经济;京津冀一体化;回购增持再贷款概念;国企改革;沪股通;融资融券,17
920002.BJ,4,920002,融资融券;机器人概念;人形机器人;专精特新,151
603938.SH,10,603938,光纤概念;存储芯片;芯片概念;有机硅概念;海峡两岸;光伏概念;硅能源;京津冀一体化;沪股通;融资融券,17
301031.SZ,18,301031,数据中心;小米概念;2025年报预增;高压快充;特斯拉概念;专精特新;小米汽车;宁德时代概念;华为概念;新能源汽车;华为汽车;储能;充电桩;光伏概念;风电;西部大开发;深股通;融资融券,33
002366.SZ,15,002366,可控核聚变;核电;超超临界发电;商业航天;海工装备;军工;风电;高端装备;机器人概念;一带一路;国企改革;西部大开发;航运概念;深股通;融资融券,33
002114.SZ,8,002114,金属锌;金属铅;金属铜;小金属概念;西部大开发;粮食概念;乡村振兴;绿色电力,33
600221.SH,6,600221,自由贸易港;海南自贸区;雄安新区;融资融券;股权转让(并购重组);沪股通,17
603703.SH,9,603703,卫星导航;商业航天;量子科技;车联网(车路协同);5G;数据中心;家用电器;光纤概念;铜缆高速连接,17
600015.SH,5,600015,高股息精选;证金持股;沪股通;融资融券;跨境支付(CIPS),17
603589.SH,3,603589,白酒概念;沪股通;融资融券,17
603486.SH,10,603486,家用电器;语音技术;智能家居;机器人概念;人工智能;华为概念;数据中心;2025年报预增;融资融券;沪股通,17
001965.SZ,12,001965,同花顺中特估100;参股券商;PPP概念;国企改革;土壤修复;京津冀一体化;央企国企改革;深股通;智慧城市;数据要素;回购增持再贷款概念;融资融券,33
301301.SZ,14,301301,维生素;肝炎概念;合成生物;农业种植;土地流转;智能医疗;玉米;粮食概念;新疆振兴;乡村振兴;西部大开发;人工智能;深股通;融资融券,33
002673.SZ,5,002673,期货概念;国企改革;西部大开发;深股通;融资融券,33
600939.SH,10,600939,装配式建筑;房屋检测;新型城镇化;地下管网;国企改革;水利;西部大开发;雅下水电概念;工业互联网;沪股通,17
603018.SH,31,603018,乡村振兴;水利;新型城镇化;高铁;光伏建筑一体化;PPP概念;智慧城市;车联网(车路协同);低空经济;物联网;数字经济;数字孪生;雅下水电概念;人工智能;智慧灯杆;空间计算;无人驾驶;数字乡村;DeepSeek概念;华为概念;碳中和;机器视觉;ChatGPT概念;虚拟现实;毫米波雷达;腾讯概念;虚拟数字人;数据中心;AIGC概念;沪股通;融资融券,17
300633.SZ,6,300633,医疗器械概念;智能医疗;宠物经济;中俄贸易概念;融资融券;深股通,33
920195.BJ,10,920195,两轮车;2025年报预增;特斯拉概念;比亚迪概念;长安汽车概念;一带一路;融资融券;新能源汽车;专精特新;人民币贬值受益,151
601086.SH,5,601086,IP经济(谷子经济);参股券商;西部大开发;家用电器;沪股通,17
600967.SH,25,600967,军民融合;军工;高铁;核电;中俄贸易概念;无人机;高端装备;央企国企改革;农机;西部大开发;风电;数字孪生;人工智能;国企改革;机器人概念;物联网;工业互联网;减速器;无人驾驶;新能源汽车;氢能源;储能;人形机器人;沪股通;融资融券,17
002041.SZ,10,002041,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;2025年报预增;深股通;融资融券,33
603040.SH,7,603040,汽车热管理;比亚迪概念;新能源汽车;专精特新;长安汽车概念;污水处理;沪股通,17
688329.SH,7,688329,医疗器械概念;智能医疗;人工智能;专精特新;DeepSeek概念;低空经济;融资融券,17
002893.SZ,5,002893,碳交易;碳中和;国企改革;建筑节能;京津冀一体化,33
605028.SH,4,605028,生物质能发电;固废处理;绿色电力;高股息精选,17
920974.BJ,4,920974,金属回收;氢能源;融资融券;燃料电池,151
300683.SZ,7,300683,细胞免疫治疗;CRO概念;创新药;重组蛋白;仿制药一致性评价;眼科医疗;股权转让(并购重组),33
603077.SH,21,603077,草甘膦;磷化工;化肥;金属铅;金属锌;金属铜;黄金概念;稀土永磁;硅能源;锂电池概念;绿色电力;天然气;回购增持再贷款概念;光伏概念;建筑节能;西部大开发;一带一路;TOPCON电池;参股银行;沪股通;融资融券,17
600654.SH,15,600654,网络安全;信创;鸿蒙概念;华为概念;东数西算(算力);安防;智慧城市;人工智能;数据中心;传感器;智能医疗;比亚迪概念;养老概念;物业管理;沪股通,17
002690.SZ,13,002690,机器视觉;机器人概念;工业互联网;牙科医疗;农机;医疗器械概念;食品安全;人工智能;鸿蒙概念;智能医疗;深股通;高股息精选;融资融券,33
688336.SH,6,688336,创新药;重组蛋白;阿尔茨海默概念;2025年报预增;沪股通;融资融券,17
601628.SH,8,601628,互联网保险;中字头股票;沪股通;融资融券;证金持股;同花顺中特估100;参股银行;国企改革,17
688306.SH,26,688306,减速器;人形机器人;汽车热管理;华为汽车;新型工业化;传感器;机器人概念;机器视觉;新能源汽车;无人驾驶;毫米波雷达;汽车电子;脑机接口;燃料电池;人工智能;人民币贬值受益;DeepSeek概念;医疗器械概念;共同富裕示范区;锂电池概念;固态电池;AI智能体;氢能源;眼科医疗;沪股通;融资融券,17
603276.SH,5,603276,合成生物;生态农业;2025年报预增;锂电池概念;融资融券,17
600531.SH,12,600531,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;核电;固废处理;锂电池概念;国企改革;沪股通;融资融券,17
000858.SZ,9,000858,白酒概念;超级品牌;同花顺漂亮100;证金持股;参股券商;深股通;融资融券;国企改革;西部大开发,33
688767.SH,11,688767,脑机接口;芬太尼;猴痘概念;辅助生殖;医疗器械概念;幽门螺杆菌概念;肝炎概念;流感;人民币贬值受益;沪股通;融资融券,17
300046.SZ,14,300046,芯片概念;第三代半导体;专精特新;2025年报预增;光伏概念;充电桩;储能;海工装备;特高压;柔性直流输电;国企改革;股权转让(并购重组);深股通;融资融券,33
600206.SH,19,600206,稀土永磁;中芯国际概念;OLED;国家大基金持股;先进封装;芯片概念;存储芯片;5G;2025年报预增;军工;牙科医疗;华为概念;央企国企改革;医疗器械概念;京津冀一体化;国企改革;雄安新区;沪股通;融资融券,17
688081.SH,14,688081,军工信息化;军民融合;量子科技;军工;无人机;低空经济;多模态AI;华为昇腾;时空大数据;人工智能;安防;芯片概念;DeepSeek概念;融资融券,17
600764.SH,24,600764,国产航母;中船系;军工;军工信息化;商业航天;海工装备;卫星导航;央企国企改革;核电;车联网(车路协同);智慧城市;毫米波雷达;无人驾驶;量子科技;国企改革;比亚迪概念;新能源汽车;芯片概念;风电;汽车芯片;天然气;中字头股票;沪股通;融资融券,17
002480.SZ,13,002480,光热发电;高铁;绿色电力;一带一路;燃料电池;机器人概念;数据中心;西部大开发;国企改革;超级电容;钒电池;股权转让(并购重组);深股通,33
600874.SH,13,600874,绿色电力;固废处理;PPP概念;污水处理;地下管网;国企改革;雄安新区;证金持股;储能;京津冀一体化;机器人概念;沪股通;融资融券,17
002899.SZ,9,002899,华为概念;鸿蒙概念;足球概念;体育产业;AI眼镜;冰雪产业;跨境电商;人民币贬值受益;养老概念,33
300047.SZ,47,300047,智谱AI;华为昇腾;ChatGPT概念;云办公;财税数字化;华为鲲鹏;云计算;AIGC概念;AI智能体;智慧政务;蚂蚁集团概念;信创;数据安全;华为欧拉;数字货币;数据要素;网络安全;百度概念;移动支付;腾讯概念;区块链;在线教育;鸿蒙概念;时空大数据;DeepSeek概念;数字经济;东数西算(算力);智慧城市;人工智能;职业教育;军工信息化;数字孪生;车联网(车路协同);华为概念;数据中心;AI应用;低空经济;5G;军工;跨境电商;无人机;无人驾驶;粤港澳大湾区;机器人概念;乡村振兴;融资融券;深股通,33
301108.SZ,6,301108,宠物经济;三胎概念;合成生物;重组蛋白;2025年报预增;融资融券,33
300771.SZ,12,300771,无人零售;物联网;无人驾驶;智慧城市;人脸识别;机器人概念;智能物流;创投;换电概念;冷链物流;智能医疗;2025年报预增,33
300293.SZ,10,300293,光刻机;特斯拉概念;工业母机;新型工业化;人民币贬值受益;人工智能;高端装备;一带一路;氢能源;深股通,33
000589.SZ,11,000589,参股银行;国企改革;回购增持再贷款概念;西部大开发;一带一路;新能源汽车;机器人概念;军工;无人机;深股通;融资融券,33
920599.BJ,6,920599,高股息精选;工业互联网;融资融券;回购增持再贷款概念;无人驾驶;西部大开发,151
603983.SH,4,603983,合成生物;DeepSeek概念;重组蛋白;沪股通,17
002939.SZ,5,002939,期货概念;国企改革;央企国企改革;融资融券;深股通,33
001358.SZ,3,001358,净水概念;碳中和;融资融券,33
301568.SZ,22,301568,PCB概念;富士康概念;光刻机;5G;汽车电子;消费电子概念;芯片概念;MicroLED概念;光刻胶;AI眼镜;专精特新;机器视觉;新型工业化;比亚迪概念;高端装备;商业航天;海峡两岸;锂电池概念;福建自贸区;人工智能;多模态AI;融资融券,33
300010.SZ,21,300010,Sora概念(文生视频);AIGC概念;智谱AI;在线教育;AI智能体;财税数字化;智慧政务;百度概念;腾讯概念;信创;DeepSeek概念;人工智能;语音技术;京津冀一体化;旅游概念;托育服务;AI应用;机器人概念;PPP概念;融资融券;深股通,33
600535.SH,13,600535,仿制药一致性评价;医药电商;创新药;肝炎概念;重组蛋白;生物疫苗;工业大麻;智能医疗;国企改革;央企国企改革;沪股通;融资融券;股权转让(并购重组),17
600577.SH,19,600577,超导概念;可控核聚变;高压快充;人形机器人;比亚迪概念;智能电网;新能源汽车;特斯拉概念;数据中心;机器人概念;军工;铜缆高速连接;工业互联网;ERP概念;移动支付;跨境支付(CIPS);沪股通;股权转让(并购重组);融资融券,17
301488.SZ,23,301488,智能座舱;长安汽车概念;华为汽车;无人驾驶;人形机器人;比亚迪概念;传感器;机器视觉;汽车电子;新能源汽车;机器人概念;英伟达概念;毫米波雷达;专精特新;华为概念;充电桩;汽车芯片;粤港澳大湾区;人工智能;百度概念;回购增持再贷款概念;深股通;融资融券,33
920556.BJ,17,920556,电力物联网;数字孪生;商业航天;腾讯概念;物联网;百度概念;融资融券;阿里巴巴概念;传感器;华为概念;5G;储能;充电桩;华为数字能源;智能电网;云计算;数据中心,151
301273.SZ,6,301273,专精特新;新型工业化;芯片概念;低空经济;稀土永磁;融资融券,33
300088.SZ,29,300088,MicroLED概念;电子纸;柔性屏(折叠屏);车联网(车路协同);华为概念;智能穿戴;虚拟现实;AI手机;OLED;智能座舱;小米概念;东数西算(算力);消费电子概念;汽车电子;元宇宙;比亚迪概念;特斯拉概念;苹果概念;华为汽车;新能源汽车;算力租赁;储能;石墨烯;锂电池概念;固态电池;一带一路;国企改革;深股通;融资融券,33
002572.SZ,6,002572,参股券商;养老概念;深股通;智能家居;虚拟现实;融资融券,33
002742.SZ,8,002742,ST板块;流感;幽门螺杆菌概念;减肥药;职业教育;西部大开发;一带一路;水泥概念,33
300451.SZ,25,300451,DRG/DIP;家庭医生;AIGC概念;AI智能体;智能医疗;数据要素;华为鲲鹏;蚂蚁集团概念;鸿蒙概念;云计算;阿里巴巴概念;信创;区块链;华为昇腾;DeepSeek概念;人工智能;养老概念;AI应用;物联网;华为概念;医疗器械概念;医药电商;深股通;股权转让(并购重组);融资融券,33
002249.SZ,17,002249,人形机器人;长安汽车概念;家用电器;机器人概念;新能源汽车;比亚迪概念;充电桩;粤港澳大湾区;燃料电池;储能;数据中心;风电;回购增持再贷款概念;氢能源;AIGC概念;深股通;融资融券,33
301507.SZ,8,301507,医美概念;医药电商;维生素;毛发医疗;医疗器械概念;共同富裕示范区;深股通;融资融券,33
301102.SZ,9,301102,小红书概念;文化传媒概念;AIGC概念;抖音概念(字节概念);腾讯概念;数据要素;数字经济;华为概念;融资融券,33
601360.SH,37,601360,Sora概念(文生视频);AI语料;智谱AI;多模态AI;ChatGPT概念;AIGC概念;虚拟数字人;云办公;云计算;AI智能体;数据安全;网络安全;信创;鸿蒙概念;区块链;国产操作系统;文化传媒概念;网络游戏;DeepSeek概念;数字经济;人工智能;智慧城市;车联网(车路协同);安防;物联网;EDR概念;AI应用;智能穿戴;机器人概念;跨境电商;消费电子概念;比亚迪概念;新能源汽车;参股银行;同花顺漂亮100;沪股通;融资融券,17
000728.SZ,5,000728,证金持股;国企改革;互联网金融;深股通;融资融券,33
301000.SZ,9,301000,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;燃料电池;储能;深股通;融资融券,33
002912.SZ,31,002912,网络安全;数据安全;国产操作系统;信创;智慧政务;车联网(车路协同);云计算;华为鲲鹏;数据要素;东数西算(算力);AI智能体;财税数字化;多模态AI;数字孪生;ChatGPT概念;人工智能;华为概念;数字经济;DeepSeek概念;职业教育;工业互联网;数据中心;低空经济;智能医疗;无人机;专精特新;粤港澳大湾区;AI应用;深圳国企改革;国企改革;融资融券,33
688681.SH,13,688681,电力物联网;专精特新;智能电网;充电桩;物联网;特高压;工业互联网;储能;柔性直流输电;虚拟电厂;2025年报预增;绿色电力;融资融券,17
