股票代码,所属概念数量,code,所属概念,market_code
601933.SH,11,601933,预制菜;IP经济(谷子经济);统一大市场;跨境电商;冷链物流;福建自贸区;海峡两岸;腾讯概念;股权转让(并购重组);沪股通;融资融券,17
000703.SZ,9,000703,可降解塑料;回购增持再贷款概念;一带一路;融资融券;深股通;西部大开发;参股银行;互联网金融;阿里巴巴概念,33
000525.SZ,9,000525,草甘膦;农村电商;NMN概念;乡村振兴;合成生物;国企改革;深股通;摘帽;股权转让(并购重组),33
300129.SZ,11,300129,商业航天;海工装备;高端装备;光伏概念;专精特新;风电;国企改革;绿色电力;新疆振兴;深股通;融资融券,33
002446.SZ,20,002446,军工信息化;太赫兹;6G概念;卫星导航;商业航天;军民融合;军工;车联网(车路协同);5G;毫米波雷达;华为概念;芯片概念;物联网;无人驾驶;汽车电子;粤港澳大湾区;智能电网;回购增持再贷款概念;深股通;融资融券,33
601963.SH,4,601963,高股息精选;乡村振兴;西部大开发;沪股通,17
000922.SZ,12,000922,核电;风电;军工;水利;新能源汽车;机器人概念;氢能源;央企国企改革;国企改革;黑龙江自贸区;深股通;融资融券,33
002454.SZ,17,002454,汽车热管理;华为汽车;长安汽车概念;冷链物流;一带一路;飞行汽车(eVTOL);新能源汽车;比亚迪概念;低空经济;2025年报预增;数字经济;宁德时代概念;汽车电子;储能;华为概念;深股通;融资融券,33
300850.SZ,7,300850,风电;绿色电力;海工装备;2025年报预增;高端装备;融资融券;深股通,33
002884.SZ,5,002884,空气能热泵;人民币贬值受益;水利;高股息精选;深股通,33
300982.SZ,9,300982,电力物联网;虚拟电厂;智能电网;光伏概念;数据中心;充电桩;储能;工业互联网;融资融券,33
603179.SH,6,603179,新能源汽车;比亚迪概念;特斯拉概念;机器人概念;沪股通;融资融券,17
300340.SZ,15,300340,钠离子电池;固态电池;锂电池概念;宁德时代概念;碳中和;燃料电池;小金属概念;氢能源;粤港澳大湾区;国企改革;比亚迪概念;钙钛矿电池;稀土永磁;新能源汽车;高端装备,33
300690.SZ,17,300690,碳纤维;风电;PEEK材料;飞行汽车(eVTOL);人形机器人;3D打印;大飞机;比亚迪概念;机器人概念;低空经济;新能源汽车;海工装备;无人机;军工;2025年报预增;深股通;融资融券,33
002199.SZ,2,002199,ST板块;股权转让(并购重组),33
301269.SZ,13,301269,小米概念;国家大基金持股;芯片概念;先进封装;存储芯片;信创;华为概念;专精特新;京津冀一体化;AI应用;国企改革;深股通;融资融券,33
603067.SH,10,603067,钛白粉概念;小金属概念;军工;钒电池;锂电池概念;储能;固态电池;维生素;沪股通;融资融券,17
300724.SZ,15,300724,BC电池;HJT电池;TOPCON电池;钙钛矿电池;硅能源;光伏概念;第三代半导体;锂电池概念;高端装备;芯片概念;PET铜箔;粤港澳大湾区;PCB概念;融资融券;深股通,33
600649.SH,10,600649,租售同权;物业管理;参股券商;上海国企改革;参股银行;新型城镇化;国企改革;沪股通;融资融券;宁德时代概念,17
920357.BJ,6,920357,新能源汽车;融资融券;专精特新;消费电子概念;汽车电子;PCB概念,151
688070.SH,9,688070,军民融合;无人机;时空大数据;低空经济;专精特新;智慧城市;职业教育;西部大开发;融资融券,17
603773.SH,21,603773,MicroLED概念;MiniLED;光刻机;共封装光学(CPO);先进封装;OLED;柔性屏(折叠屏);存储芯片;PET铜箔;钙钛矿电池;6G概念;汽车电子;消费电子概念;芯片概念;商业航天;智能穿戴;小米概念;卫星导航;华为概念;锂电池概念;沪股通,17
000518.SZ,4,000518,ST板块;新型城镇化;肝炎概念;医疗器械概念,33
002695.SZ,6,002695,预制菜;冷链物流;宠物经济;2025年报预增;深股通;融资融券,33
301588.SZ,3,301588,粤港澳大湾区;人民币贬值受益;融资融券,33
300759.SZ,7,300759,CRO概念;创新药;智能医疗;人工智能;人民币贬值受益;融资融券;深股通,33
300142.SZ,7,300142,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,33
300811.SZ,14,300811,存储芯片;芯片概念;英伟达概念;数据中心;专精特新;比亚迪概念;新能源汽车;华为概念;光伏概念;充电桩;东数西算(算力);储能;融资融券;深股通,33
688182.SH,14,688182,6G概念;WiFi 6;5G;芯片概念;国家大基金持股;2025年报预增;华为概念;专精特新;卫星导航;商业航天;新能源汽车;智能电网;沪股通;融资融券,17
002655.SZ,18,002655,智能音箱;苹果概念;智能穿戴;无线耳机;消费电子概念;新型烟草(电子烟);汽车电子;毫米波雷达;芯片概念;无人机;华为概念;小米概念;传感器;新能源汽车;元宇宙;无线充电;智能家居;一带一路,33
000901.SZ,28,000901,卫星导航;商业航天;军民融合;军工;无人机;车联网(车路协同);智慧城市;数字孪生;无人驾驶;传感器;物联网;智能座舱;工业互联网;央企国企改革;汽车电子;京津冀一体化;新能源汽车;智能物流;黑龙江自贸区;一带一路;智能电网;中俄贸易概念;国企改革;人民币贬值受益;2025年报预增;深股通;融资融券;俄乌冲突概念,33
000546.SZ,9,000546,盐湖提锂;小金属概念;金属镍;金属回收;金属铜;锂电池概念;医疗废物处理;固废处理;垃圾分类,33
000978.SZ,8,000978,旅游概念;文化传媒概念;虚拟数字人;国企改革;腾讯概念;DeepSeek概念;西部大开发;低空经济,33
688315.SH,5,688315,基因测序;医疗器械概念;AI应用;沪股通;融资融券,17
600435.SH,13,600435,国产航母;军工信息化;军民融合;卫星导航;军工;无人机;高端装备;央企国企改革;2025年报预增;国企改革;证金持股;沪股通;融资融券,17
300896.SZ,10,300896,毛发医疗;医美概念;合成生物;医疗器械概念;重组蛋白;减肥药;同花顺漂亮100;专精特新;深股通;融资融券,33
600880.SH,36,600880,小红书概念;Sora概念(文生视频);短剧游戏;AIGC概念;虚拟数字人;NFT概念;文化传媒概念;网络游戏;知识产权保护;手机游戏;抖音概念(字节概念);AI智能体;数据要素;数据确权;百度概念;阿里巴巴概念;腾讯概念;鸿蒙概念;蚂蚁集团概念;区块链;人工智能;DeepSeek概念;数字经济;互联网金融;智慧城市;虚拟现实;华为概念;AI应用;旅游概念;跨境电商;乡村振兴;西部大开发;国企改革;融资融券;股权转让(并购重组);沪股通,17
301522.SZ,14,301522,航空发动机;商业航天;军民融合;军工;可控核聚变;核电;高端装备;芯片概念;特钢概念;专精特新;京津冀一体化;金属回收;深股通;融资融券,33
300820.SZ,14,300820,第三代半导体;可控核聚变;芯片概念;核电;光伏概念;充电桩;专精特新;新能源汽车;储能;TOPCON电池;氢能源;西部大开发;深股通;融资融券,33
688365.SH,19,688365,小红书概念;拼多多概念;智谱AI;AI应用;AIGC概念;ChatGPT概念;云办公;ERP概念;AI智能体;抖音概念(字节概念);财税数字化;云计算;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;跨境电商;沪股通;融资融券,17
300352.SZ,36,300352,华为鲲鹏;数据安全;数字水印;财税数字化;云计算;智谱AI;网络安全;国产操作系统;云办公;信创;华为盘古;智慧政务;ChatGPT概念;鸿蒙概念;百度概念;区块链;数字货币;量子科技;语音技术;智慧城市;DeepSeek概念;安防;人工智能;物联网;军工信息化;互联网金融;华为概念;工业互联网;低空经济;脑机接口;商业航天;军工;军民融合;智能家居;深股通;融资融券,33
603489.SH,8,603489,共享单车;专精特新;传感器;无人机;两轮车;锂电池概念;融资融券;沪股通,17
300831.SZ,5,300831,柔性直流输电;特高压;芯片概念;西部大开发;国企改革,33
002077.SZ,12,002077,存储芯片;汽车芯片;先进封装;芯片概念;汽车电子;2025年报预增;锂电池概念;创投;固废处理;国企改革;融资融券;深股通,33
301556.SZ,19,301556,AI智能体;数据要素;数字乡村;DeepSeek概念;人工智能;数字经济;转基因;物联网;乡村振兴;共同富裕示范区;专精特新;土壤修复;机器人概念;农机;生态农业;传感器;AI眼镜;深股通;融资融券,33
603557.SH,2,603557,ST板块;三胎概念,22
688138.SH,8,688138,中芯国际概念;OLED;第三代半导体;芯片概念;专精特新;虚拟现实;沪股通;融资融券,17
300689.SZ,9,300689,第三代半导体;芯片概念;消费电子概念;专精特新;液冷服务器;车联网(车路协同);人民币贬值受益;粤港澳大湾区;深股通,33
301042.SZ,11,301042,智慧城市;人脸识别;DeepSeek概念;跨境电商;安防;机器人概念;人工智能;智能家居;机器视觉;人民币贬值受益;融资融券,33
002399.SZ,6,002399,创新药;生物疫苗;CRO概念;人民币贬值受益;深股通;融资融券,33
600037.SH,14,600037,文化传媒概念;云游戏;国资云;DeepSeek概念;智慧城市;华为概念;物联网;数据中心;5G;国企改革;央企国企改革;证金持股;融资融券;沪股通,17
600340.SH,12,600340,特色小镇;低空经济;京津冀一体化;智慧城市;雄安新区;人工智能;DeepSeek概念;PPP概念;新型城镇化;沪股通;融资融券;股权转让(并购重组),17
920833.BJ,5,920833,西部大开发;新能源汽车;融资融券;专精特新;两轮车,151
300236.SZ,9,300236,光刻胶;中芯国际概念;存储芯片;先进封装;芯片概念;2025年报预增;专精特新;深股通;融资融券,33
301596.SZ,11,301596,人形机器人;减速器;新型工业化;机器人概念;新能源汽车;无人机;核电;风电;西部大开发;融资融券;深股通,33
300124.SZ,22,300124,人形机器人;小米汽车;新型工业化;机器视觉;小米概念;机器人概念;人工智能;工业互联网;新能源汽车;一体化压铸;工业母机;DeepSeek概念;数字经济;农机;储能;换电概念;液冷服务器;同花顺漂亮100;碳中和;AI应用;深股通;融资融券,33
688221.SH,4,688221,创新药;医疗器械概念;沪股通;融资融券,17
300123.SZ,16,300123,军工信息化;军民融合;太赫兹;卫星导航;商业航天;军工;6G概念;量子科技;海工装备;高端装备;5G;芯片概念;第三代半导体;横琴新区;深股通;融资融券,33
301566.SZ,6,301566,5G;专精特新;军工;医疗器械概念;深股通;融资融券,33
001226.SZ,1,001226,专精特新,33
600363.SH,17,600363,商业航天;同花顺新质50;军工;无人机;低空经济;可控核聚变;虚拟现实;柔性屏(折叠屏);华为概念;OLED;超导概念;核电;新能源汽车;光伏概念;2025年报预增;沪股通;融资融券,17
603530.SH,9,603530,柔性直流输电;特高压;抽水蓄能;智能电网;风电;核电;绿色电力;沪股通;融资融券,17
600721.SH,12,600721,青蒿素;细胞免疫治疗;肝炎概念;CRO概念;流感;创新药;合成生物;减肥药;物业管理;西部大开发;新疆振兴;股权转让(并购重组),17
688059.SH,7,688059,工业母机;2025年报预增;专精特新;机器人概念;2026一季报预增;沪股通;融资融券,17
603159.SH,2,603159,特斯拉概念;汽车电子,17
601665.SH,2,601665,融资融券;沪股通,17
600657.SH,9,600657,物业管理;参股保险;证金持股;化债概念(AMC概念);国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券,17
300559.SZ,15,300559,虚拟数字人;在线教育;多模态AI;AI智能体;阿里巴巴概念;腾讯概念;信创;职业教育;DeepSeek概念;人工智能;AI应用;华为概念;体育产业;西部大开发;深股通,33
603699.SH,9,603699,页岩气;可控核聚变;氢能源;核电;风电;一带一路;人民币贬值受益;沪股通;融资融券,17
300244.SZ,27,300244,DRG/DIP;AIGC概念;多模态AI;ChatGPT概念;AI应用;AI智能体;数据要素;阿里巴巴概念;智能医疗;人工智能;DeepSeek概念;职业教育;CRO概念;养老概念;细胞免疫治疗;基因测序;华为概念;阿尔茨海默概念;辅助生殖;猴痘概念;医疗器械概念;三胎概念;共同富裕示范区;肝炎概念;冷链物流;深股通;融资融券,33
002413.SZ,27,002413,太赫兹;军工信息化;商业航天;卫星导航;军民融合;大飞机;6G概念;军工;无人机;低空经济;毫米波雷达;车联网(车路协同);5G;人工智能;无人驾驶;京津冀一体化;东数西算(算力);数据要素;芯片概念;华为概念;DeepSeek概念;比亚迪概念;汽车电子;养老概念;存储芯片;深股通;融资融券,33
688683.SH,7,688683,汽车电子;芯片概念;新能源汽车;粤港澳大湾区;回购增持再贷款概念;固态电池;融资融券,17
300418.SZ,30,300418,Sora概念(文生视频);AI语料;Web3.0;多模态AI;ChatGPT概念;AIGC概念;虚拟数字人;短剧游戏;AI智能体;阿里巴巴概念;在线教育;东数西算(算力);手机游戏;区块链;网络游戏;DeepSeek概念;同花顺新质50;独角兽概念;人工智能;虚拟现实;华为概念;网红经济;京津冀一体化;AI应用;无人驾驶;创投;芯片概念;人民币贬值受益;深股通;融资融券,33
300752.SZ,14,300752,MicroLED概念;MiniLED;MR(混合现实);AI眼镜;智能穿戴;汽车电子;虚拟现实;小米概念;消费电子概念;量子科技;华为概念;小米汽车;比亚迪概念;粤港澳大湾区,33
600130.SH,5,600130,ST板块;消费电子概念;汽车电子;卫星导航;人脸识别,22
300003.SZ,23,300003,脑机接口;血氧仪;牙科医疗;智能医疗;医美概念;猴痘概念;医疗器械概念;养老概念;AIGC概念;减肥药;民营医院;肝炎概念;2025年报预增;人工智能;创新药;流感;医药电商;仿制药一致性评价;京津冀一体化;智能穿戴;参股保险;深股通;融资融券,33
002850.SZ,13,002850,PEEK材料;减速器;固态电池;特斯拉概念;宁德时代概念;人形机器人;比亚迪概念;新能源汽车;锂电池概念;机器人概念;储能;深股通;融资融券,33
600815.SH,10,600815,福建自贸区;军工;地下管网;国企改革;高端装备;海峡两岸;职业教育;智能物流;中俄贸易概念;沪股通,17
000595.SZ,10,000595,ST板块;风电;绿色电力;光伏概念;储能;国企改革;西部大开发;军工;国产航母;股权转让(并购重组),33
002090.SZ,23,002090,智能电网;电力物联网;虚拟电厂;风电;换电概念;垃圾分类;核电;储能;光伏建筑一体化;碳中和;数据中心;建筑节能;氢能源;机器人概念;智慧城市;华为概念;安防;人工智能;数字经济;5G;信创;智慧政务;股权转让(并购重组),33
301382.SZ,31,301382,云办公;云计算;华为鲲鹏;云游戏;数据安全;智慧政务;抖音概念(字节概念);AIGC概念;腾讯概念;AI智能体;阿里巴巴概念;东数西算(算力);数据要素;鸿蒙概念;元宇宙;蚂蚁集团概念;DeepSeek概念;智慧城市;人工智能;华为概念;数字经济;互联网金融;物联网;AI应用;5G;粤港澳大湾区;智能家居;华为手机;回购增持再贷款概念;深股通;融资融券,33
002757.SZ,25,002757,云计算;算力租赁;AIGC概念;网络安全;AI智能体;阿里巴巴概念;抖音概念(字节概念);腾讯概念;东数西算(算力);数字经济;人工智能;数字孪生;华为概念;数据中心;工业互联网;AI应用;新型工业化;机器人概念;智能家居;粤港澳大湾区;专精特新;海峡两岸;工业母机;中俄贸易概念;深股通,33
688779.SH,14,688779,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;高压快充;储能;央企国企改革;国企改革;无人机;飞行汽车(eVTOL);低空经济;融资融券;沪股通,17
002903.SZ,17,002903,军工;工业母机;富士康概念;同花顺新质50;苹果概念;新型工业化;专精特新;芯片概念;消费电子概念;减速器;第三代半导体;机器人概念;比亚迪概念;新能源汽车;小米概念;华为概念;融资融券,33
601229.SH,2,601229,沪股通;融资融券,17
000965.SZ,8,000965,天津自贸区;物业管理;参股券商;国企改革;养老概念;京津冀一体化;大飞机;融资融券,33
603662.SH,11,603662,人形机器人;传感器;机器人概念;机器视觉;同花顺新质50;物联网;芯片概念;华为概念;数据中心;融资融券;沪股通,17
920953.BJ,20,920953,AI应用;信创;人脸识别;在线教育;融资融券;机器人概念;云计算;智能物流;物联网;鸿蒙概念;华为鲲鹏;数据安全;人工智能;AIGC概念;数据要素;DeepSeek概念;数字经济;智慧政务;AI智能体;华为昇腾,151
002726.SZ,4,002726,猪肉;预制菜;融资融券;深股通,33
600642.SH,15,600642,天然气;抽水蓄能;绿色电力;证金持股;虚拟电厂;参股保险;风电;钒电池;氢能源;国企改革;沪股通;融资融券;核电;储能;上海国企改革,17
600765.SH,23,600765,国产航母;航空发动机;大飞机;成飞概念;军民融合;商业航天;军工;无人机;海工装备;低空经济;核电;飞行汽车(eVTOL);高端装备;3D打印;机器人概念;央企国企改革;汽车热管理;回购增持再贷款概念;西部大开发;国企改革;沪股通;融资融券;中字头股票,17
002654.SZ,33,002654,存储芯片;AI手机;消费电子概念;汽车电子;MiniLED;芯片概念;智能穿戴;传感器;小米概念;智慧灯杆;比亚迪概念;智能家居;安防;粤港澳大湾区;华为概念;新能源汽车;机器人概念;ETC;智慧城市;人工智能;军工;独角兽概念;抖音概念(字节概念);阿里巴巴概念;数字经济;风电;一带一路;国企改革;文化传媒概念;快手概念;小红书概念;深股通;融资融券,33
603612.SH,16,603612,石墨电极;固态电池;宁德时代概念;锂电池概念;2025年报预增;氢能源;燃料电池;储能;一带一路;飞行汽车(eVTOL);新能源汽车;无人机;无人驾驶;DeepSeek概念;沪股通;融资融券,17
605196.SH,9,605196,回购增持再贷款概念;一带一路;海工装备;光伏概念;智能电网;中俄贸易概念;人民币贬值受益;工业互联网;沪股通,17
600337.SH,14,600337,C2M概念;铜缆高速连接;华为概念;数字经济;人工智能;智能家居;智能物流;跨境电商;工业互联网;AIGC概念;AI智能体;新疆振兴;AI应用;融资融券,17
001258.SZ,12,001258,绿色电力;光热发电;风电;碳中和;新疆振兴;特高压;充电桩;储能;国企改革;西部大开发;2025年报预增;深股通,33
300855.SZ,9,300855,航空发动机;大飞机;特钢概念;核电;军工;军民融合;专精特新;融资融券;深股通,33
603113.SH,5,603113,煤化工概念;煤炭概念;氢能源;沪股通;融资融券,17
001914.SZ,9,001914,物业管理;国企改革;央企国企改革;医疗废物处理;回购增持再贷款概念;深股通;融资融券;智慧城市;充电桩,33
600208.SH,22,600208,参股保险;互联网金融;参股银行;乡村振兴;创投;独角兽概念;参股券商;区块链;国企改革;黄金概念;共同富裕示范区;Web3.0;数据确权;元宇宙;NFT概念;期货概念;知识产权保护;长三角一体化;芯片概念;煤炭概念;沪股通;融资融券,17
600375.SH,8,600375,垃圾分类;燃料电池;新能源汽车;换电概念;互联网金融;氢能源;沪股通;摘帽,17
002223.SZ,12,002223,蚂蚁集团概念;智能医疗;养老概念;三胎概念;幽门螺杆菌概念;医疗器械概念;血氧仪;眼科医疗;雅下水电概念;消毒剂;深股通;融资融券,33
603969.SH,16,603969,核电;高铁;高端装备;水利;风电;一带一路;创投;京津冀一体化;储能;光伏概念;雄安新区;地下管网;新疆振兴;水泥概念;沪股通;融资融券,17
002203.SZ,15,002203,小金属概念;金属镍;金属铜;PET铜箔;钒电池;固态电池;锂电池概念;回购增持再贷款概念;华为概念;液冷服务器;特斯拉概念;参股银行;绿色电力;深股通;融资融券,33
300998.SZ,9,300998,新能源汽车;比亚迪概念;人形机器人;机器人概念;宁德时代概念;海工装备;锂电池概念;股权转让(并购重组);融资融券,33
002519.SZ,23,002519,军工信息化;军民融合;商业航天;军工;人工智能;安防;无人驾驶;创投;核电;机器人概念;新型工业化;专精特新;智能家居;长安汽车概念;比亚迪概念;智能电网;新能源汽车;充电桩;储能;宁德时代概念;锂电池概念;深股通;融资融券,33
300726.SZ,12,300726,芯片概念;5G;传感器;超级电容;华为海思概念股;大飞机;商业航天;军工;海工装备;华为概念;深股通;融资融券,33
688088.SH,28,688088,多模态AI;AIGC概念;Sora概念(文生视频);元宇宙;虚拟数字人;抖音概念(字节概念);人脸识别;空间计算;同花顺新质50;虚拟现实;人工智能;安防;华为概念;智慧城市;机器视觉;智能座舱;MR(混合现实);智能穿戴;AI眼镜;小米概念;无人驾驶;芯片概念;消费电子概念;机器人概念;长安汽车概念;AI应用;沪股通;融资融券,17
688345.SH,8,688345,钠离子电池;固态电池;锂电池概念;储能;两轮车;数据中心;机器人概念;融资融券,17
300624.SZ,30,300624,Sora概念(文生视频);多模态AI;ChatGPT概念;AIGC概念;Web3.0;虚拟数字人;云办公;AI智能体;阿里巴巴概念;百度概念;数据安全;信创;鸿蒙概念;元宇宙;AI应用;DeepSeek概念;人工智能;虚拟现实;同花顺新质50;网红经济;华为概念;物联网;创投;机器人概念;智能家居;人民币贬值受益;回购增持再贷款概念;西部大开发;融资融券;深股通,33
300170.SZ,41,300170,智谱AI;多模态AI;华为昇腾;财税数字化;ChatGPT概念;云计算;AIGC概念;ERP概念;数据安全;虚拟数字人;AI智能体;抖音概念(字节概念);信创;网络安全;百度概念;腾讯概念;阿里巴巴概念;中国AI 50;数据要素;鸿蒙概念;区块链;DeepSeek概念;人工智能;数字经济;车联网(车路协同);互联网金融;英伟达概念;智能医疗;数据中心;AI应用;华为概念;低空经济;工业互联网;C2M概念;小米概念;跨境电商;智能物流;海峡两岸;长三角一体化;深股通;融资融券,33
688469.SH,22,688469,汽车芯片;MCU芯片;中芯国际概念;第三代半导体;芯片概念;AI眼镜;消费电子概念;MicroLED概念;传感器;5G;比亚迪概念;无人驾驶;机器人概念;数据中心;新能源汽车;光伏概念;储能;充电桩;智能电网;特高压;沪股通;融资融券,17
300644.SZ,26,300644,PEEK材料;碳纤维;新能源汽车;特斯拉概念;汽车热管理;比亚迪概念;人形机器人;3D打印;专精特新;家用电器;有机硅概念;机器人概念;高铁;小米概念;可降解塑料;毫米波雷达;无人机;低空经济;充电桩;5G;特高压;回购增持再贷款概念;储能;2025年报预增;两轮车;飞行汽车(eVTOL),33
300442.SZ,12,300442,中国AI 50;算力租赁;东数西算(算力);抖音概念(字节概念);数据中心;液冷服务器;京津冀一体化;机器人概念;2025年报预增;回购增持再贷款概念;融资融券;深股通,33
601038.SH,10,601038,央企国企改革;国企改革;乡村振兴;农机;中俄贸易概念;高端装备;工业互联网;无人驾驶;沪股通;融资融券,17
000301.SZ,11,000301,环氧丙烷;煤化工概念;POE胶膜;回购增持再贷款概念;同花顺漂亮100;锂电池概念;深股通;碳纤维;光伏概念;工业互联网;融资融券,33
920976.BJ,9,920976,智能家居;人脸识别;物联网;跨境电商;融资融券;安防;数据安全;网络安全;智能医疗,151
605056.SH,13,605056,特高压;核电;高端装备;军工;抽水蓄能;无人机;风电;机器人概念;储能;低空经济;职业教育;人工智能;沪股通,17
300609.SZ,22,300609,算力租赁;华为鲲鹏;数据安全;多模态AI;智慧政务;信创;东数西算(算力);腾讯概念;ChatGPT概念;AI智能体;数据要素;DeepSeek概念;人工智能;数据中心;AI语料;华为概念;数字经济;虚拟现实;AI应用;互联网金融;苹果概念;股权转让(并购重组),33
300713.SZ,16,300713,智能电网;智慧灯杆;换电概念;柔性直流输电;充电桩;高压快充;数据中心;储能;光伏概念;粤港澳大湾区;军工;新能源汽车;比亚迪概念;PCB概念;特斯拉概念;锂电池概念,33
600356.SH,4,600356,烟草;2025年报预增;国企改革;黑龙江自贸区,17
300560.SZ,31,300560,网络安全;智慧政务;电子身份证;智慧城市;AI智能体;云计算;安防;抖音概念(字节概念);车联网(车路协同);东数西算(算力);数字经济;物联网;元宇宙;人工智能;算力租赁;数字乡村;华为概念;5G;机器视觉;军工;智能穿戴;福建自贸区;海峡两岸;机器人概念;AI眼镜;英伟达概念;水利;垃圾分类;乡村振兴;一带一路;AI应用,33
600292.SH,16,600292,风电;西部大开发;碳中和;污水处理;土壤修复;央企国企改革;绿色电力;国企改革;PPP概念;乡村振兴;动力电池回收;锂电池概念;期货概念;融资融券;沪股通;股权转让(并购重组),17
300557.SZ,14,300557,光纤概念;可控核聚变;军工;核电;传感器;专精特新;小米概念;数据中心;安防;物联网;车联网(车路协同);央企国企改革;人工智能;国企改革,33
300735.SZ,37,300735,毫米波雷达;智能座舱;智能穿戴;无人驾驶;小米概念;汽车电子;传感器;人形机器人;消费电子概念;5G;机器人概念;安防;华为概念;华为手机;低空经济;MCU芯片;车联网(车路协同);小米汽车;卫星导航;物联网;商业航天;华为汽车;工业互联网;新能源汽车;智能家居;EDR概念;粤港澳大湾区;东数西算(算力);移动支付;光伏概念;充电桩;储能;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券,33
301613.SZ,14,301613,固态电池;锂电池概念;消费电子概念;宁德时代概念;富士康概念;比亚迪概念;西部大开发;新能源汽车;储能;机器人概念;无人机;股权转让(并购重组);深股通;融资融券,33
600416.SH,17,600416,军民融合;军工;核电;高端装备;商业航天;无人机;高铁;低空经济;水利;工业互联网;无人驾驶;风电;储能;抽水蓄能;国企改革;沪股通;融资融券,17
002544.SZ,30,002544,卫星导航;商业航天;军民融合;军工;6G概念;低空经济;网络安全;智慧城市;数字乡村;数字孪生;东数西算(算力);5G;物联网;华为概念;数据要素;机器人概念;数据中心;水利;农机;横琴新区;粤港澳大湾区;储能;PCB概念;一带一路;雄安新区;乡村振兴;国企改革;2025年报预增;深股通;融资融券,33
000797.SZ,10,000797,物业管理;土地流转;装配式建筑;福建自贸区;国企改革;跨境电商;海峡两岸;京津冀一体化;一带一路;深股通,33
002330.SZ,8,002330,猪肉;预制菜;宠物经济;冷链物流;乡村振兴;网红经济;回购增持再贷款概念;绿色电力,33
688379.SH,18,688379,共封装光学(CPO);液冷服务器;芯片概念;商业航天;无人机;新能源汽车;人形机器人;核电;低空经济;2025年报预增;机器人概念;高铁;光伏概念;锂电池概念;风电;共同富裕示范区;绿色电力;融资融券,17
300484.SZ,18,300484,新型工业化;智能物流;比亚迪概念;粤港澳大湾区;专精特新;人形机器人;传感器;新能源汽车;飞行汽车(eVTOL);创投;低空经济;燃料电池;数字孪生;锂电池概念;2025年报预增;高压快充;MCU芯片;融资融券,33
002906.SZ,32,002906,小米汽车;智能座舱;无线充电;汽车热管理;华为汽车;汽车电子;特斯拉概念;飞行汽车(eVTOL);比亚迪概念;毫米波雷达;无人驾驶;长安汽车概念;小米概念;新能源汽车;一体化压铸;星闪概念;机器人概念;宁德时代概念;低空经济;车联网(车路协同);卫星导航;华为概念;共封装光学(CPO);粤港澳大湾区;横琴新区;创投;一带一路;DeepSeek概念;百度概念;深股通;人形机器人;融资融券,33
300887.SZ,31,300887,脑机接口;军工信息化;商业航天;军工;无人机;低空经济;PM2.5;核污染防治;房屋检测;机器人概念;医疗器械概念;人形机器人;5G;海工装备;食品安全;京津冀一体化;辅助生殖;基因测序;特斯拉概念;新能源汽车;猴痘概念;三胎概念;CRO概念;幽门螺杆菌概念;土壤修复;储能;碳中和;肝炎概念;碳交易;深股通;融资融券,33
601318.SH,11,601318,互联网保险;沪股通;融资融券;同花顺漂亮100;证金持股;家庭医生;智能医疗;高股息精选;参股券商;同花顺中特估100;独角兽概念,17
300146.SZ,9,300146,医药电商;三胎概念;维生素;跨境电商;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,33
600660.SH,9,600660,证金持股;同花顺漂亮100;同花顺出海50;沪股通;融资融券;福建自贸区;特斯拉概念;小米汽车;光伏概念,17
002664.SZ,14,002664,人形机器人;华为汽车;特斯拉概念;新能源汽车;汽车电子;比亚迪概念;小米概念;机器人概念;无人机;低空经济;华为概念;2025年报预增;深股通;融资融券,33
000823.SZ,21,000823,PCB概念;共封装光学(CPO);苹果概念;毫米波雷达;汽车电子;5G;消费电子概念;AI眼镜;数据中心;传感器;比亚迪概念;无人机;无人驾驶;虚拟现实;东数西算(算力);商业航天;卫星导航;国企改革;深股通;融资融券;证金持股,33
301040.SZ,10,301040,卫星导航;商业航天;军工;专精特新;人民币贬值受益;高端装备;核电;风电;绿色电力;融资融券,33
688545.SH,10,688545,国家大基金持股;光刻胶;存储芯片;中芯国际概念;芯片概念;磷化工;独角兽概念;国企改革;沪股通;融资融券,17
002151.SZ,31,002151,军工信息化;国产航母;卫星导航;商业航天;军民融合;军工;同花顺新质50;无人机;低空经济;车联网(车路协同);星闪概念;物联网;华为概念;智能座舱;无人驾驶;5G;高端装备;芯片概念;英伟达概念;智能穿戴;机器人概念;汽车芯片;京津冀一体化;汽车电子;消费电子概念;国家大基金持股;长安汽车概念;农机;两轮车;深股通;融资融券,33
603660.SH,24,603660,云办公;多模态AI;ChatGPT概念;时空大数据;AIGC概念;在线教育;智慧政务;信创;AI智能体;数字孪生;智慧城市;人工智能;人脸识别;量子科技;车联网(车路协同);安防;虚拟现实;物联网;华为概念;无人机;机器视觉;智能穿戴;AI应用;融资融券,17
605100.SH,6,605100,农机;汽车电子;传感器;数据中心;高端装备;固态电池,17
