market_code,股票代码,code,所属概念,所属概念数量
17,603071.SH,603071,生物质能发电;煤炭概念;绿色电力;统一大市场;碳中和;国企改革;污水处理;高股息精选;中俄贸易概念;储能;充电桩;换电概念;智能电网;沪股通,14
33,002984.SZ,002984,飞行汽车(eVTOL);人民币贬值受益;工业互联网;机器人概念;低空经济;一带一路;大飞机;新能源汽车;无人机;融资融券;深股通,11
17,603156.SH,603156,创投;超级品牌;高股息精选;沪股通;融资融券,5
33,002864.SZ,002864,肝炎概念;流感;医药电商;医疗器械概念;养老概念;创新药;西部大开发;消毒剂,8
33,000510.SZ,000510,金属铜;小金属概念;石墨烯;芯片概念;西部大开发;化债概念(AMC概念),6
17,601949.SH,601949,NFT概念;知识产权保护;文化传媒概念;虚拟数字人;数字经济;数据要素;国企改革;一带一路;同花顺中特估100;沪股通;中字头股票;融资融券,12
17,601860.SH,601860,高股息精选;沪股通;融资融券,3
33,002816.SZ,002816,机器人概念;光刻机;高压快充;芯片概念;污水处理;先进封装;储能;ST板块;国企改革;股权转让(并购重组),10
17,603998.SH,603998,流感;肝炎概念;仿制药一致性评价;医药电商;维生素;创新药;民营医院;合成生物;眼科医疗;三胎概念;工业大麻;养老概念,12
33,002644.SZ,002644,流感;医药电商;肝炎概念;三胎概念;农业种植;医疗器械概念;西部大开发;消毒剂;国企改革,9
17,603317.SH,603317,高股息精选;西部大开发;融资融券;沪股通,4
17,688103.SH,688103,芯片概念;高压快充;华为概念;培育钻石;商业航天;新能源汽车;宁德时代概念;军工;低空经济;大飞机;2025年报预增;飞行汽车(eVTOL);可控核聚变;柔性直流输电;特高压;回购增持再贷款概念;沪股通;融资融券,18
17,688213.SH,688213,国家大基金持股;汽车芯片;芯片概念;AI眼镜;消费电子概念;汽车电子;传感器;机器视觉;小米概念;专精特新;比亚迪概念;同花顺新质50;华为概念;物联网;安防;无人驾驶;机器人概念;2025年报预增;智能家居;沪股通;融资融券,21
33,300658.SZ,300658,福建自贸区;海峡两岸;三胎概念;人民币贬值受益,4
17,600292.SH,600292,绿色电力;风电;土壤修复;碳中和;PPP概念;乡村振兴;污水处理;央企国企改革;国企改革;西部大开发;期货概念;锂电池概念;融资融券;动力电池回收;沪股通;股权转让(并购重组),16
17,600612.SH,600612,国企改革;IP经济(谷子经济);黄金概念;沪股通;融资融券;小金属概念;AI眼镜,7
17,603929.SH,603929,中芯国际概念;富士康概念;2026一季报预增;OLED;柔性屏(折叠屏);芯片概念;海峡两岸;长三角一体化;华为概念;沪股通,10
33,000610.SZ,000610,旅游概念;ST板块;创投;一带一路;西部大开发;国企改革,6
17,600298.SH,600298,NMN概念;人造肉;维生素;合成生物;国企改革;沪股通;融资融券,7
17,600598.SH,600598,大豆;玉米;粮食概念;土地流转;农业种植;俄乌冲突概念;生态农业;化肥;高股息精选;黑龙江自贸区;乡村振兴;国企改革;参股银行;区块链;沪股通;融资融券,16
33,300137.SZ,300137,核污染防治;PM2.5;碳中和;机器人概念;水利;区块链;污水处理;碳交易;雄安新区;京津冀一体化;乡村振兴;摘帽,12
17,600388.SH,600388,土壤修复;机器人概念;PPP概念;污水处理;绿色电力;风电;固废处理;海峡两岸;储能;华为概念;回购增持再贷款概念;专精特新;国企改革;氢能源;融资融券;沪股通;钠离子电池,17
151,920262.BJ,920262,数据要素;IP经济(谷子经济);融资融券;三胎概念;网红经济;跨境电商,6
33,300453.SZ,300453,医疗器械概念;工业互联网,2
33,300043.SZ,300043,NFT概念;手机游戏;电子竞技;网络游戏;IP经济(谷子经济);文化传媒概念;AI应用;元宇宙;云游戏;抖音概念(字节概念);鸿蒙概念;腾讯概念;数字货币;人工智能;跨境电商;三胎概念;华为概念;粤港澳大湾区;横琴新区;人民币贬值受益;深股通,21
17,603885.SH,603885,上海自贸区;沪股通;融资融券,3
17,688198.SH,688198,眼科医疗;创新药;医美概念;医疗器械概念;专精特新;沪股通;融资融券,7
17,601838.SH,601838,高股息精选;沪股通;国企改革;西部大开发;融资融券,5
17,600597.SH,600597,超级品牌;乳业;上海国企改革;冷链物流;三胎概念;国企改革;数字经济;沪股通;融资融券,9
33,300237.SZ,300237,股权转让(并购重组);旅游概念;垃圾分类;长安汽车概念;PPP概念;乡村振兴;国企改革;固废处理;新型城镇化;汽车热管理;农业种植;ST板块;新能源汽车;充电桩;比亚迪概念;储能;氢能源;特色小镇;军工,19
17,600850.SH,600850,华为盘古;华为昇腾;华为鲲鹏;国资云;数据安全;云计算;智慧政务;多模态AI;网络安全;信创;数字孪生;ChatGPT概念;AI智能体;数字乡村;数据要素;阿里巴巴概念;东数西算(算力);AI应用;人脸识别;智慧城市;腾讯概念;AIGC概念;虚拟数字人;DeepSeek概念;物联网;车联网(车路协同);数据中心(AIDC);人工智能;智能电网;跨境支付(CIPS);数字经济;卫星导航;智能医疗;互联网金融;华为概念;低空经济;工业互联网;短剧游戏;商业航天;WiFi 6;水利;液冷服务器;职业教育;大飞机;核电;新型工业化;机器人概念;无人驾驶;人形机器人;乡村振兴;央企国企改革;国企改革;回购增持再贷款概念;光刻机;沪股通;融资融券,56
33,000826.SZ,000826,土壤修复;医疗废物处理;垃圾分类;污水处理;新型城镇化;新能源汽车;固废处理;ST板块;PPP概念;锂电池概念;生物质能发电;雄安新区;碳中和;地下管网;无人驾驶;动力电池回收;乡村振兴;人工智能;数字经济;智慧城市;车联网(车路协同);绿色电力;新疆振兴;多模态AI,24
17,600420.SH,600420,芬太尼;医药电商;仿制药一致性评价;流感;毛发医疗;维生素;创新药;肝炎概念;动物疫苗;重组蛋白;NMN概念;幽门螺杆菌概念;合成生物;辅助生殖;医美概念;猴痘概念;三胎概念;国企改革;央企国企改革;DeepSeek概念;虚拟数字人;沪股通;融资融券,23
17,603407.SH,603407,注册制次新股;小金属概念;比亚迪概念;新股与次新股;融资融券,5
17,600999.SH,600999,证金持股;沪股通;融资融券;国企改革;央企国企改革,5
33,002857.SZ,002857,电力物联网;养老概念;智能电网;虚拟电厂;机器人概念;储能;智能医疗;数据中心(AIDC),8
33,300073.SZ,300073,钠离子电池;固态电池;动力电池回收;金属钴;宁德时代概念;锂电池概念;小金属概念;特斯拉概念;比亚迪概念;储能;新能源汽车;飞行汽车(eVTOL);高端装备;无人机;低空经济;深股通;国企改革;央企国企改革;融资融券,19
33,002236.SZ,002236,人脸识别;安防;物联网;智慧城市;网络安全;车联网(车路协同);数字孪生;鸿蒙概念;智慧灯杆;人工智能;DeepSeek概念;工业互联网;时空大数据;云计算;信创;AI应用;AI智能体;华为鲲鹏;数据要素;数据安全;虚拟现实;低空经济;数字经济;多模态AI;星闪概念;华为昇腾;水利;智能物流;东数西算(算力);智能家居;养老概念;机器人概念;充电桩;传感器;智能电网;新型工业化;无人机;机器视觉;无人驾驶;网约车;数据中心(AIDC);卫星导航;智能座舱;PPP概念;5G;人民币贬值受益;毫米波雷达;汽车电子;海工装备;乡村振兴;MiniLED;MicroLED概念;OLED;存储芯片;证金持股;深股通;融资融券,57
33,002438.SZ,002438,可控核聚变;核电;海工装备;液冷服务器;航空发动机;军工;风电;芯片概念;无人机;军民融合;商业航天;燃料电池;氢能源;超超临界发电;深股通;融资融券,16
33,002807.SZ,002807,高股息精选;深股通;融资融券,3
17,600052.SH,600052,文化传媒概念;体育产业;国企改革;储能;锂电池概念,5
17,600483.SH,600483,绿色电力;抽水蓄能;风电;核电;国企改革;福建自贸区;海峡两岸;回购增持再贷款概念;高股息精选;沪股通;融资融券,11
33,002412.SZ,002412,流感;仿制药一致性评价;肝炎概念;医药电商;幽门螺杆菌概念;创新药;农业种植;参股银行;融资融券,9
17,601298.SH,601298,高股息精选;同花顺中特估100;航运概念;中韩自贸区;国企改革;中俄贸易概念;一带一路;DeepSeek概念;区块链;华为概念;融资融券;沪股通,12
17,601059.SH,601059,期货概念;国企改革;京津冀一体化;央企国企改革;沪股通;融资融券,6
33,300906.SZ,300906,高铁;专精特新;融资融券,3
33,001227.SZ,001227,高股息精选;参股券商;西部大开发;一带一路;互联网金融;深股通,6
33,002839.SZ,002839,高股息精选;深股通;融资融券,3
33,000672.SZ,000672,储能;创投;一带一路;西部大开发;水泥概念;绿色电力;高股息精选;深股通;融资融券,9
33,003026.SZ,003026,芯片概念;硅能源;传感器;2025年报预增;汽车电子,5
33,002458.SZ,002458,养鸡;猪肉;乳业;回购增持再贷款概念;深股通;融资融券,6
33,300409.SZ,300409,钠离子电池;动力电池回收;金属钴;固态电池;金属镍;宁德时代概念;锂电池概念;石墨烯;石墨电极;脑机接口;小金属概念;比亚迪概念;金属铜;人形机器人;燃料电池;新能源汽车;2025年报预增;硅能源;消费电子概念;机器人概念;粤港澳大湾区;芯片概念;人工智能;数据中心(AIDC);人民币贬值受益;东数西算(算力);氢能源;深股通;融资融券,29
17,688658.SH,688658,细胞免疫治疗;创新药;仿制药一致性评价;幽门螺杆菌概念;医药电商;生物疫苗;智能医疗;人工智能;华为概念;融资融券;沪股通,11
151,920396.BJ,920396,专精特新;融资融券;可控核聚变;核电,4
17,603722.SH,603722,丙烯酸;燃料电池;人民币贬值受益;专精特新,4
33,002608.SZ,002608,超超临界发电;碳交易;虚拟电厂;信托概念;参股保险;国企改革;储能;工业互联网;深股通;融资融券,10
33,002986.SZ,002986,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通,4
33,000809.SZ,000809,光伏建筑一体化;绿色电力;储能;风电;氢能源;股权转让(并购重组),6
33,000513.SZ,000513,仿制药一致性评价;创新药;生物疫苗;重组蛋白;流感;减肥药;猴痘概念;辅助生殖;宠物经济;基因测序;横琴新区;DeepSeek概念;深股通;融资融券;AI智能体;AI应用,16
33,002291.SZ,002291,文化传媒概念;网红经济;小红书概念;短剧游戏;NFT概念;Web3.0;快手概念;虚拟数字人;广东自贸区;跨境电商;AI应用;数字经济;数据要素;抖音概念(字节概念);人工智能;乡村振兴;粤港澳大湾区;虚拟现实;深股通;融资融券,20
22,600892.SH,600892,网络游戏;粤港澳大湾区;手机游戏;创投;文化传媒概念;短剧游戏;抖音概念(字节概念);国企改革;ST板块,9
33,300915.SZ,300915,IP经济(谷子经济);融资融券,2
33,002755.SZ,002755,创新药;仿制药一致性评价;流感;幽门螺杆菌概念;医药电商;融资融券;深股通,7
17,600020.SH,600020,参股保险;信托概念;参股银行;化债概念(AMC概念);国企改革;文化传媒概念;回购增持再贷款概念;创投;AI应用;沪股通;融资融券;充电桩,12
22,603828.SH,603828,ST板块;光伏建筑一体化;建筑节能;新型城镇化;PPP概念;装配式建筑,6
17,603126.SH,603126,生物质能发电;绿色电力;光热发电;储能;碳交易;光伏建筑一体化;固废处理;碳中和;工业互联网;雄安新区;2025年报预增;央企国企改革;京津冀一体化;建筑节能;一带一路;国企改革;中字头股票;融资融券,18
33,000900.SZ,000900,证金持股;高股息精选;预制菜;参股银行;PPP概念;国企改革;期货概念;医疗废物处理;固废处理;垃圾分类;互联网金融;充电桩;深股通;融资融券,14
17,688450.SH,688450,光纤概念;MR(混合现实);传感器;物联网;机器人概念;地下管网;工业互联网;人工智能;柔性直流输电;智能电网;风电;融资融券,12
17,601766.SH,601766,中字头股票;同花顺中特估100;证金持股;参股保险;同花顺出海50;PPP概念;沪股通;融资融券;国企改革;央企国企改革;雄安新区;高铁;一带一路;风电;氢能源;燃料电池;高端装备;机器人概念;特高压;新能源汽车;储能;数据中心(AIDC);芯片概念,23
33,301217.SZ,301217,PET铜箔;PCB概念;固态电池;宁德时代概念;锂电池概念;5G;储能;比亚迪概念;国企改革;深股通;融资融券,11
33,301203.SZ,301203,污水处理;固废处理;锂电池概念;碳中和;固态电池;融资融券,6
17,601211.SH,601211,期货概念;证金持股;同花顺中特估100;沪股通;融资融券;国企改革;2025年报预增;股权转让(并购重组),8
33,300299.SZ,300299,文化传媒概念;手机游戏;网络游戏;AIGC概念;AI应用;IP经济(谷子经济);抖音概念(字节概念);数字经济;数据安全;人工智能;智慧城市;虚拟现实;福建自贸区;机器人概念;海峡两岸;5G;融资融券,17
17,600415.SH,600415,IP经济(谷子经济);网红经济;虚拟数字人;跨境支付(CIPS);跨境电商;超级品牌;数字货币;AI应用;阿里巴巴概念;数据要素;DeepSeek概念;统一大市场;数字经济;移动支付;人工智能;参股券商;共同富裕示范区;中俄贸易概念;国企改革;绿色电力;回购增持再贷款概念;一带一路;同花顺出海50;同花顺中特估100;数据中心(AIDC);沪股通;融资融券;互联网金融,28
33,002891.SZ,002891,宠物经济;人民币贬值受益;融资融券;深股通,4
17,688475.SH,688475,AI智能体;物联网;DeepSeek概念;智能穿戴;机器人概念;云计算;智能家居;跨境电商;同花顺新质50;养老概念;宠物经济;国企改革;沪股通;融资融券,14
17,601888.SH,601888,免税店;旅游概念;自由贸易港;同花顺漂亮100;跨境电商;证金持股;数字经济;同花顺中特估100;国企改革;沪股通;融资融券;央企国企改革;一带一路;中字头股票,14
33,300749.SZ,300749,海工装备;商业航天;回购增持再贷款概念;家用电器;智能家居;人工智能,6
17,603833.SH,603833,高股息精选;同花顺漂亮100;C2M概念;沪股通;智能家居;融资融券,6
17,600037.SH,600037,文化传媒概念;国资云;DeepSeek概念;智慧城市;云游戏;物联网;华为概念;数据中心(AIDC);5G;国企改革;央企国企改革;证金持股;融资融券;沪股通,14
17,688628.SH,688628,芯片概念;核污染防治;PM2.5;光伏概念;AI智能体;人民币贬值受益;DeepSeek概念;融资融券,8
33,301033.SZ,301033,牙科医疗;医疗器械概念;3D打印;医美概念;融资融券,5
17,688506.SH,688506,创新药;人民币贬值受益;西部大开发;沪股通;融资融券,5
17,600736.SH,600736,特色小镇;新型城镇化;航空发动机;污水处理;净水概念;工业母机;风电;绿色电力;水利;卫星导航;大飞机;虚拟电厂;军工;冰雪产业;商业航天;创投;华为概念;军民融合;建筑节能;乡村振兴;固废处理;参股银行;华为数字能源;地下管网;低空经济;储能;国企改革;旅游概念;芯片概念;医疗器械概念;证金持股;沪股通;融资融券,33
33,002352.SZ,002352,超级品牌;统一大市场;冷链物流;同花顺漂亮100;跨境电商;乡村振兴;智能物流;深股通;人工智能;数据要素;区块链;AI智能体;机器人概念;低空经济;物联网;无人驾驶;无人机;融资融券,18
17,601009.SH,601009,高股息精选;沪股通;融资融券,3
33,300653.SZ,300653,辅助生殖;重组蛋白;合成生物;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券,8
33,002702.SZ,002702,网红经济;预制菜;人造肉;福建自贸区;海峡两岸,5
33,300445.SZ,300445,传感器;特斯拉概念;商业航天;芯片概念;物联网;高端装备,6
33,002368.SZ,002368,国资云;财税数字化;数据安全;华为鲲鹏;云计算;智慧政务;DRG/DIP;数字乡村;网络安全;AI智能体;信创;AIGC概念;国产操作系统;数据要素;AI应用;阿里巴巴概念;鸿蒙概念;数字货币;跨境支付(CIPS);DeepSeek概念;东数西算(算力);智慧城市;时空大数据;数字经济;互联网金融;数字孪生;电力物联网;安防;人工智能;智能医疗;物联网;华为概念;军工信息化;数据中心(AIDC);工业互联网;水利;雄安新区;无人驾驶;雅下水电概念;国企改革;新型工业化;体育产业;央企国企改革;回购增持再贷款概念;汽车电子;芯片概念;深股通;融资融券,48
17,603906.SH,603906,磷化工;钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;燃料电池;氢能源;储能;比亚迪概念;数字经济;一带一路;新能源汽车;无人机;液冷服务器;数据中心(AIDC);融资融券;沪股通,18
17,603697.SH,603697,预制菜;西部大开发;沪股通,3
22,605199.SH,605199,创新药;仿制药一致性评价;肝炎概念;医药电商;流感;三胎概念;幽门螺杆菌概念;ST板块;海南自贸区;专精特新,10
33,000598.SZ,000598,证金持股;PPP概念;地下管网;国企改革;污水处理;固废处理;西部大开发;水利;数字孪生;深股通;融资融券,11
33,300138.SZ,300138,代糖概念;NMN概念;农业种植;乡村振兴;工业大麻;一带一路;2025年报预增;深股通,8
33,301230.SZ,301230,CRO概念;创新药;智能医疗;ChatGPT概念;流感;医疗器械概念;合成生物;多模态AI;AI应用;人工智能;2025年报预增;人民币贬值受益;融资融券,13
33,300326.SZ,300326,医疗器械概念;ST板块;专精特新,3
17,601169.SH,601169,高股息精选;参股保险;沪股通;融资融券,4
17,600088.SH,600088,文化传媒概念;旅游概念;虚拟数字人;乡村振兴;国企改革;融资融券;沪股通;中字头股票,8
17,600380.SH,600380,医药电商;创新药;流感;减肥药;猴痘概念;辅助生殖;合成生物;宠物经济;智能医疗;DeepSeek概念;人工智能;沪股通;融资融券;粤港澳大湾区;腾讯概念,15
17,600143.SH,600143,人形机器人;PEEK材料;特斯拉概念;机器人概念;碳纤维;新能源汽车;低空经济;数字经济;商业航天;储能;无人机;充电桩;碳中和;光伏概念;锂电池概念;东数西算(算力);固态电池;氢能源;可降解塑料;数据中心(AIDC);创投;粤港澳大湾区;5G;医疗器械概念;沪股通;融资融券;合成生物,27
17,600468.SH,600468,柔性直流输电;智能电网;风电;核电;可控核聚变;超导概念;海工装备;储能;军民融合;京津冀一体化;军工;氢能源;一带一路;国企改革;沪股通,15
33,000920.SZ,000920,污水处理;盐湖提锂;净水概念;参股银行;西部大开发;央企国企改革;国企改革;芯片概念;参股券商;深股通,10
17,600674.SH,600674,证金持股;绿色电力;国企改革;西部大开发;沪股通;融资融券;回购增持再贷款概念;光纤概念,8
17,603700.SH,603700,中俄贸易概念;地下管网;污水处理;智慧城市;人工智能;物联网;虚拟数字人;DeepSeek概念;元宇宙;阿里巴巴概念;华为概念;2025年报预增;传感器,13
33,300873.SZ,300873,芯片概念;新型工业化;新能源汽车;工业互联网;机器人概念;人形机器人;数字孪生;粤港澳大湾区;人工智能;AI智能体;一带一路;智能物流;DeepSeek概念;数字经济;冷链物流;跨境电商;统一大市场;航运概念;深股通;融资融券,20
17,688013.SH,688013,医疗器械概念;智能医疗;2025年报预增;专精特新;融资融券,5
17,603668.SH,603668,养鸡;预制菜;C2M概念;海峡两岸;福建自贸区;乡村振兴;回购增持再贷款概念;沪股通;融资融券,9
33,002507.SZ,002507,超级品牌;预制菜;国企改革;西部大开发;深股通;融资融券,6
33,002577.SZ,002577,星闪概念;跨境电商;无线耳机;粤港澳大湾区;网络游戏;人工智能;智能穿戴;无线充电;电子竞技;机器人概念;消费电子概念;百度概念;融资融券;深股通,14
33,002293.SZ,002293,高股息精选;三胎概念;网红经济;深股通;融资融券;智能家居,6
22,603389.SH,603389,钛白粉概念;稀土永磁;小金属概念;ST板块;培育钻石;智能家居;创投;旅游概念,8
33,000050.SZ,000050,电子纸;MicroLED概念;MiniLED;柔性屏(折叠屏);智能座舱;OLED;虚拟现实;汽车电子;苹果概念;智能穿戴;消费电子概念;华为概念;小米概念;智能家居;回购增持再贷款概念;央企国企改革;国企改革;碳中和;芯片概念;深股通;融资融券,21
33,301238.SZ,301238,钠离子电池;固态电池;锂电池概念;宁德时代概念;有机硅概念;超级电容;2025年报预增;新能源汽车;储能;高压快充;无人机;汽车热管理;国企改革;股权转让(并购重组);深股通;融资融券,16
17,603392.SH,603392,猴痘概念;生物疫苗;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,10
17,601677.SH,601677,金属回收;固态电池;锂电池概念;消费电子概念;5G;特高压;比亚迪概念;新能源汽车;储能;军工;机器人概念;中韩自贸区;融资融券;沪股通,14
33,301448.SZ,301448,跨境电商;专精特新;人民币贬值受益;锂电池概念;融资融券,5
33,300146.SZ,300146,医药电商;维生素;三胎概念;智能医疗;跨境电商;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,9
33,300741.SZ,300741,宠物经济;人造肉;烟草;乡村振兴;人工智能;西部大开发;一带一路;新型烟草(电子烟);融资融券;深股通,10
33,300197.SZ,300197,土壤修复;PPP概念;垃圾分类;雄安新区;污水处理;新型城镇化;旅游概念;水利;智慧城市;乡村振兴;碳中和;充电桩;地下管网;粤港澳大湾区;国企改革;一带一路;回购增持再贷款概念;央企国企改革;农业种植;深股通;融资融券,21
17,600665.SH,600665,物业管理;西部大开发;水利;国企改革,4
17,601880.SH,601880,航运概念;中韩自贸区;统一大市场;国企改革;绿色电力;中俄贸易概念;回购增持再贷款概念;区块链;沪股通;融资融券,10
33,002400.SZ,002400,快手概念;小红书概念;短剧游戏;AIGC概念;抖音概念(字节概念);百度概念;云计算;AI应用;腾讯概念;元宇宙;阿里巴巴概念;文化传媒概念;数据要素;区块链;DeepSeek概念;人工智能;职业教育;IP经济(谷子经济);国资云;数据中心(AIDC);长安汽车概念;体育产业;创投;粤港澳大湾区;横琴新区;跨境电商;国企改革;深股通;融资融券,29
33,300436.SZ,300436,创新药;仿制药一致性评价;辅助生殖;肝炎概念;医药电商;基因测序;福建自贸区;海峡两岸;融资融券;深股通,10
17,600926.SH,600926,高股息精选;沪股通;融资融券,3
17,601668.SH,601668,同花顺中特估100;高股息精选;中字头股票;证金持股;国企改革;地下管网;PPP概念;沪股通;融资融券;央企国企改革;装配式建筑;新型城镇化;绿色电力;水利;一带一路;回购增持再贷款概念;光伏建筑一体化;数字孪生;风电;核电,20
17,603323.SH,603323,高股息精选;融资融券;长三角一体化;沪股通,4
17,603866.SH,603866,绿色电力;沪股通;融资融券,3
33,300643.SZ,300643,车联网(车路协同);专精特新;长安汽车概念;华为汽车;传感器;人民币贬值受益;特斯拉概念;汽车电子;芯片概念;深股通,10
17,688530.SH,688530,PET铜箔;MiniLED;芯片概念;MicroLED概念;HJT电池;专精特新;钙钛矿电池;光伏概念;小金属概念;融资融券,10
17,601881.SH,601881,证金持股;同花顺中特估100;国企改革;沪股通;融资融券;中字头股票,6
17,601595.SH,601595,网络游戏;手机游戏;文化传媒概念;IP经济(谷子经济);上海国企改革;抖音概念(字节概念);乡村振兴;国企改革;沪股通,9
33,002405.SZ,002405,国产操作系统;数据安全;百度概念;时空大数据;区块链;数据要素;鸿蒙概念;阿里巴巴概念;抖音概念(字节概念);智慧城市;车联网(车路协同);DeepSeek概念;人工智能;星闪概念;华为概念;京津冀一体化;卫星导航;低空经济;智能座舱;长安汽车概念;无人驾驶;充电桩;共享单车;商业航天;小米汽车;无人机;智能穿戴;军工;汽车电子;机器人概念;人形机器人;小米概念;华为汽车;MCU芯片;参股保险;汽车芯片;特斯拉概念;比亚迪概念;芯片概念;两轮车;融资融券;深股通,42
17,601089.SH,601089,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通,5
17,601968.SH,601968,国企改革;央企国企改革;一带一路;海峡两岸;沪股通,5
17,601233.SH,601233,长三角一体化;煤炭概念;回购增持再贷款概念;2025年报预增;沪股通;融资融券;互联网金融,7
17,688772.SH,688772,钠离子电池;固态电池;锂电池概念;华为手机;同花顺果指数;储能;苹果概念;消费电子概念;粤港澳大湾区;小米概念;新能源汽车;华为概念;智能穿戴;机器人概念;低空经济;回购增持再贷款概念;无人机;人形机器人;人民币贬值受益;飞行汽车(eVTOL);DeepSeek概念;家用电器;融资融券;沪股通,24
17,600008.SH,600008,高股息精选;绿色电力;PPP概念;煤化工概念;医疗废物处理;国企改革;地下管网;乡村振兴;土壤修复;固废处理;雄安新区;垃圾分类;新型城镇化;污水处理;京津冀一体化;净水概念;DeepSeek概念;智慧城市;人工智能;沪股通;融资融券;机器人概念,22
17,600886.SH,600886,同花顺中特估100;证金持股;绿色电力;抽水蓄能;央企国企改革;国企改革;沪股通;融资融券,8
33,300315.SZ,300315,手机游戏;AIGC概念;网络游戏;AI应用;文化传媒概念;IP经济(谷子经济);百度概念;抖音概念(字节概念);职业教育;人工智能;虚拟现实;英伟达概念;深股通;融资融券,14
17,603861.SH,603861,柔性直流输电;特高压;智能电网;核电;华为数字能源;数据中心(AIDC);东数西算(算力);储能;光伏概念;一带一路;华为概念;宁德时代概念;新能源汽车;沪股通,14
17,603130.SH,603130,共同富裕示范区;沪股通,2
17,600313.SH,600313,转基因;玉米;大豆;粮食概念;土地流转;农业种植;化肥;乡村振兴;国企改革;央企国企改革;一带一路;2025年报预增;沪股通;融资融券,14
17,603167.SH,603167,高股息精选;航运概念;国企改革;回购增持再贷款概念;融资融券,5
33,000035.SZ,000035,碳交易;风电;医疗废物处理;绿色电力;固废处理;生物质能发电;垃圾分类;氢能源;一带一路;储能;回购增持再贷款概念;人工智能;机器人概念;深股通;融资融券,15
17,600671.SH,600671,眼科医疗;医疗器械概念;国企改革,3
33,002555.SZ,002555,电子竞技;手机游戏;云游戏;网络游戏;NFT概念;脑机接口;AIGC概念;虚拟数字人;AI视频;文化传媒概念;AI应用;ChatGPT概念;养老概念;在线教育;元宇宙;AI智能体;多模态AI;人工智能;虚拟现实;创投;华为概念;高股息精选;深股通;融资融券,24
17,601333.SH,601333,国企改革;高铁;沪股通;融资融券;粤港澳大湾区,5
33,301055.SZ,301055,物联网;AI智能体;2025年报预增;DeepSeek概念;NFT概念;家用电器;IP经济(谷子经济);露营经济;跨境电商;超级品牌;融资融券,11
17,600729.SH,600729,证金持股;高股息精选;养老概念;IP经济(谷子经济);西部大开发;互联网金融;回购增持再贷款概念;人工智能;沪股通;融资融券;黄金概念;小米汽车;机器人概念,13
22,603557.SH,603557,ST板块;三胎概念,2
17,603215.SH,603215,网红经济;共同富裕示范区;一带一路;智能家居;人民币贬值受益;家用电器;人工智能;机器人概念;AI眼镜;小米概念,10
33,300335.SZ,300335,生物质能发电;绿色电力;天然气;固废处理;空气能热泵;PM2.5;雄安新区;净水概念;氢能源;生态农业;光伏概念;创投;粤港澳大湾区;智能家居;物联网;家用电器;人工智能;锂电池概念;工业互联网,19
17,688808.SH,688808,科创次新股;存储芯片;共封装光学(CPO);芯片概念;注册制次新股;专精特新;高端装备;2026一季报预增;新股与次新股;融资融券,10
33,000882.SZ,000882,物业管理;京津冀一体化;互联网金融;文化传媒概念;深股通,5
33,301058.SZ,301058,粮食概念;大豆;乡村振兴;冰雪产业;冷链物流;国企改革;中俄贸易概念;体育产业;农机;一带一路;央企国企改革;食品安全;机器人概念;高端装备;深股通;中字头股票;融资融券,17
33,300141.SZ,300141,智能电网;高压快充;充电桩;光伏概念;储能;换电概念;商业航天;机器人概念;燃料电池;氢能源,10
33,300087.SZ,300087,转基因;玉米;大豆;粮食概念;农业种植;俄乌冲突概念;乡村振兴;国企改革;央企国企改革;一带一路;融资融券;深股通,12
17,600717.SH,600717,航运概念;统一大市场;自由贸易港;证金持股;天津自贸区;国企改革;旅游概念;雄安新区;京津冀一体化;沪股通;融资融券,11
17,603777.SH,603777,腾讯概念;人工智能;智能物流;IP经济(谷子经济);白酒概念;融资融券,6
33,301050.SZ,301050,军工信息化;卫星导航;商业航天;6G概念;军工;无人机;毫米波雷达;专精特新;芯片概念;先进封装;西部大开发;深股通;融资融券,13
33,300611.SZ,300611,长安汽车概念;人形机器人;机器人概念;比亚迪概念;新能源汽车;特斯拉概念;专精特新;军工;航空发动机;深股通;股权转让(并购重组),11
17,688321.SH,688321,减肥药;创新药;肝炎概念;猴痘概念;智能医疗;医药电商;AI应用;DeepSeek概念;粤港澳大湾区;中俄贸易概念;沪股通;融资融券,12
17,603187.SH,603187,无人零售;冷链物流;高股息精选;沪股通,4
22,600302.SH,600302,ST板块;人脸识别;物联网;机器人概念;西部大开发;国企改革,6
33,301678.SZ,301678,注册制次新股;消费电子概念;芯片概念;专精特新;物联网;人工智能;深股通;新股与次新股;融资融券,9
17,600562.SH,600562,军工信息化;军民融合;大飞机;航空发动机;军工;央企国企改革;卫星导航;商业航天;无人机;低空经济;毫米波雷达;可控核聚变;国企改革;无人驾驶;信创;5G;华为概念;PPP概念;沪股通;融资融券,20
