股票代码,所属概念数量,code,market_code,所属概念
002078.SZ,4,002078,33,代糖概念;一带一路;深股通;融资融券
603559.SH,5,603559,22,ST板块;时空大数据;云计算;数据中心;5G
600030.SH,6,600030,17,期货概念;证金持股;同花顺漂亮100;沪股通;融资融券;同花顺中特估100
001231.SZ,2,001231,33,乡村振兴;西部大开发
300399.SZ,12,300399,33,互联网保险;互联网金融;ChatGPT概念;数据要素;百度概念;信创;阿里巴巴概念;AI应用;创投;国企改革;5G;深股通
002044.SZ,20,002044,33,AI应用;家庭医生;AIGC概念;AI智能体;数据要素;阿里巴巴概念;智能医疗;区块链;DeepSeek概念;人工智能;中国AI 50;养老概念;牙科医疗;华为概念;基因测序;阿尔茨海默概念;智能穿戴;2025三季报预增;深股通;融资融券
002198.SZ,6,002198,33,流感;医疗器械概念;医药电商;创新药;仿制药一致性评价;融资融券
688653.SH,15,688653,17,星闪概念;智能音箱;WiFi 6;芯片概念;智能座舱;物联网;专精特新;车联网(车路协同);无人机;低空经济;智能家居;上海自贸区;沪股通;股权转让(并购重组);融资融券
603132.SH,7,603132,17,金属铅;金属锌;黄金概念;小金属概念;西部大开发;专精特新;沪股通
002912.SZ,31,002912,33,网络安全;数据安全;国产操作系统;信创;车联网(车路协同);智慧政务;云计算;华为鲲鹏;东数西算(算力);数据要素;AI智能体;财税数字化;多模态AI;ChatGPT概念;数字孪生;人工智能;华为概念;数字经济;DeepSeek概念;职业教育;工业互联网;数据中心;低空经济;智能医疗;无人机;专精特新;粤港澳大湾区;AI应用;深圳国企改革;国企改革;融资融券
300822.SZ,11,300822,33,人脸识别;人工智能;智能家居;AIGC概念;机器视觉;跨境电商;粤港澳大湾区;人民币贬值受益;宠物经济;锂电池概念;深股通
688560.SH,12,688560,17,BC电池;HJT电池;TOPCON电池;POE胶膜;光伏概念;专精特新;比亚迪概念;固态电池;锂电池概念;回购增持再贷款概念;人民币贬值受益;融资融券
002438.SZ,15,002438,33,可控核聚变;海工装备;核电;航空发动机;芯片概念;商业航天;军工;无人机;军民融合;燃料电池;氢能源;风电;超超临界发电;深股通;融资融券
300475.SZ,12,300475,33,存储芯片;芯片概念;数据中心;2025年报预增;腾讯概念;粤港澳大湾区;人民币贬值受益;抖音概念(字节概念);阿里巴巴概念;家用电器;深股通;融资融券
301119.SZ,3,301119,33,新能源汽车;比亚迪概念;融资融券
300428.SZ,29,300428,33,稀土永磁;金属回收;氟化工概念;锂电池概念;3D打印;固态电池;航空发动机;钠离子电池;军工;特斯拉概念;商业航天;一体化压铸;大飞机;比亚迪概念;低空经济;新能源汽车;汽车拆解概念;无人机;芯片概念;军民融合;专精特新;一带一路;人形机器人;消费电子概念;汽车热管理;机器人概念;长安汽车概念;融资融券;深股通
300364.SZ,38,300364,33,Sora概念(文生视频);短剧游戏;AI语料;快手概念;知识产权保护;AIGC概念;文化传媒概念;智谱AI;虚拟数字人;ChatGPT概念;Web3.0;多模态AI;NFT概念;抖音概念(字节概念);数据确权;在线教育;AI智能体;腾讯概念;阿里巴巴概念;百度概念;元宇宙;数据要素;IP经济(谷子经济);鸿蒙概念;AI应用;区块链;数字乡村;职业教育;DeepSeek概念;人工智能;虚拟现实;数字经济;华为概念;京津冀一体化;乡村振兴;同花顺出海50;深股通;融资融券
603959.SH,9,603959,17,锂电池概念;新能源汽车;机器人概念;固态电池;宁德时代概念;燃料电池;氢能源;煤化工概念;摘帽
301296.SZ,3,301296,33,食品安全;股权转让(并购重组);融资融券
603205.SH,7,603205,17,医药电商;三胎概念;医疗器械概念;跨境电商;人民币贬值受益;消毒剂;融资融券
000520.SZ,3,000520,33,航运概念;统一大市场;一带一路
603300.SH,28,603300,17,海南自贸区;数字货币;算力租赁;国资云;蚂蚁集团概念;东数西算(算力);区块链;Web3.0;数字经济;数据要素;DeepSeek概念;数据中心;华为概念;职业教育;自由贸易港;人工智能;低空经济;水利;无人机;NFT概念;乡村振兴;新型城镇化;国企改革;回购增持再贷款概念;雅下水电概念;沪股通;股权转让(并购重组);融资融券
301141.SZ,11,301141,33,稀土永磁;5G;消费电子概念;智能音箱;专精特新;2025年报预增;机器人概念;一带一路;新能源汽车;深股通;融资融券
301325.SZ,20,301325,33,钙钛矿电池;光伏概念;固态电池;OLED;宁德时代概念;锂电池概念;比亚迪概念;芯片概念;燃料电池;先进封装;专精特新;传感器;消费电子概念;储能;机器人概念;氢能源;粤港澳大湾区;物联网;深股通;融资融券
002472.SZ,11,002472,33,减速器;新能源汽车;比亚迪概念;机器人概念;高端装备;智能家居;高铁;创投;绿色电力;融资融券;深股通
605266.SH,5,605266,17,医药电商;西部大开发;回购增持再贷款概念;职业教育;家庭医生
603887.SH,12,603887,17,算力租赁;东数西算(算力);腾讯概念;抖音概念(字节概念);阿里巴巴概念;数据中心;华为概念;液冷服务器;PPP概念;融资融券;沪股通;股权转让(并购重组)
603566.SH,9,603566,17,动物疫苗;禽流感;宠物经济;医药电商;中俄贸易概念;2025年报预增;创投;沪股通;融资融券
300657.SZ,43,300657,33,英伟达概念;算力租赁;东数西算(算力);液冷服务器;数据中心;AI PC;云计算;共封装光学(CPO);AI手机;智谱AI;阿里巴巴概念;抖音概念(字节概念);华为概念;虚拟现实;智能穿戴;AI眼镜;消费电子概念;元宇宙;无线耳机;小米概念;汽车电子;柔性屏(折叠屏);PCB概念;卫星导航;传感器;华为手机;无人机;新型烟草(电子烟);DeepSeek概念;商业航天;MiniLED;军工;机器人概念;智能医疗;2025年报预增;小米汽车;新能源汽车;海峡两岸;储能;福建自贸区;宁德时代概念;深股通;融资融券
600552.SH,19,600552,17,商业航天;柔性屏(折叠屏);无线充电;芯片概念;OLED;消费电子概念;华为概念;先进封装;光伏概念;汽车电子;新能源汽车;PCB概念;固态电池;锂电池概念;有机硅概念;央企国企改革;国企改革;沪股通;融资融券
002762.SZ,10,002762,33,医美概念;消毒剂;三胎概念;毛发医疗;家用电器;托育服务;ST板块;IP经济(谷子经济);网红经济;股权转让(并购重组)
920396.BJ,4,920396,151,专精特新;融资融券;可控核聚变;核电
603806.SH,11,603806,17,BC电池;HJT电池;POE胶膜;光伏概念;固态电池;储能;MicroLED概念;MiniLED;沪股通;PCB概念;融资融券
002975.SZ,38,002975,33,存储芯片;液冷服务器;富士康概念;PCB概念;苹果概念;英伟达概念;汽车电子;芯片概念;消费电子概念;AI眼镜;5G;无线耳机;新型烟草(电子烟);小米概念;工业母机;毫米波雷达;智能座舱;比亚迪概念;MR(混合现实);人形机器人;新能源汽车;2025年报预增;特斯拉概念;新型工业化;机器视觉;无人驾驶;高端装备;机器人概念;减速器;华为概念;粤港澳大湾区;虚拟现实;一带一路;阿里巴巴概念;人工智能;横琴新区;腾讯概念;深股通
603032.SH,9,603032,17,锂电池概念;固态电池;比亚迪概念;机器人概念;减速器;2025三季报预增;西部大开发;新疆振兴;融资融券
000790.SZ,12,000790,33,流感;医药电商;合成生物;创新药;装配式建筑;眼科医疗;医美概念;医疗器械概念;西部大开发;锂电池概念;氟化工概念;融资融券
301068.SZ,2,301068,33,固废处理;融资融券
000908.SZ,9,000908,33,ST板块;眼科医疗;创新药;仿制药一致性评价;流感;基因测序;医美概念;医疗器械概念;消毒剂
002180.SZ,14,002180,33,芯片概念;小米概念;高端装备;机器人概念;MCU芯片;物联网;人形机器人;人民币贬值受益;汽车芯片;军工;信创;鸿蒙概念;深股通;融资融券
002079.SZ,27,002079,33,HJT电池;BC电池;TOPCON电池;钙钛矿电池;第三代半导体;先进封装;汽车芯片;芯片概念;光伏概念;无线耳机;传感器;消费电子概念;智能穿戴;汽车电子;小米概念;人形机器人;苹果概念;比亚迪概念;5G;虚拟现实;华为概念;物联网;储能;创投;深股通;融资融券;股权转让(并购重组)
300752.SZ,14,300752,33,MicroLED概念;MiniLED;MR(混合现实);智能穿戴;AI眼镜;虚拟现实;汽车电子;小米概念;消费电子概念;量子科技;华为概念;小米汽车;比亚迪概念;粤港澳大湾区
600668.SH,10,600668,17,医药电商;仿制药一致性评价;眼科医疗;创新药;国企改革;猴痘概念;水泥概念;核电;2025年报预增;融资融券
003032.SZ,11,003032,33,人形机器人;机器人概念;ST板块;华为概念;职业教育;在线教育;鸿蒙概念;阿里巴巴概念;ChatGPT概念;智谱AI;短剧游戏
605399.SH,4,605399,17,有机硅概念;硅能源;专精特新;融资融券
002948.SZ,5,002948,33,高股息精选;一带一路;跨境支付(CIPS);融资融券;深股通
600422.SH,14,600422,17,青蒿素;医药电商;农业种植;仿制药一致性评价;工业大麻;证金持股;创新药;乡村振兴;养老概念;西部大开发;国企改革;央企国企改革;沪股通;融资融券
301127.SZ,19,301127,33,东数西算(算力);专精特新;新型城镇化;充电桩;华为概念;高端装备;PPP概念;净水概念;污水处理;储能;固废处理;风电;生物质能发电;地下管网;回购增持再贷款概念;绿色电力;氢能源;深股通;融资融券
920701.BJ,5,920701,151,智能穿戴;融资融券;小米概念;华为概念;消费电子概念
300896.SZ,10,300896,33,毛发医疗;医美概念;重组蛋白;减肥药;合成生物;医疗器械概念;同花顺漂亮100;专精特新;深股通;融资融券
603283.SH,18,603283,17,存储芯片;PCB概念;苹果概念;同花顺果指数;芯片概念;消费电子概念;比亚迪概念;新能源汽车;特斯拉概念;无线耳机;智能穿戴;新型工业化;锂电池概念;光伏概念;长三角一体化;人工智能;融资融券;沪股通
300579.SZ,30,300579,33,数字货币;电子身份证;数据确权;财税数字化;知识产权保护;华为鲲鹏;智慧政务;数据安全;网络安全;云计算;信创;鸿蒙概念;DRG/DIP;区块链;在线教育;阿里巴巴概念;互联网金融;数字经济;车联网(车路协同);东数西算(算力);星闪概念;量子科技;华为概念;京津冀一体化;芯片概念;雄安新区;国企改革;股权转让(并购重组);融资融券;深股通
300353.SZ,43,300353,33,军工信息化;卫星导航;商业航天;军民融合;大飞机;人工智能;AI智能体;军工;网络安全;信创;智慧城市;DeepSeek概念;国产操作系统;无人机;车联网(车路协同);工业互联网;物联网;华为概念;华为欧拉;新型工业化;机器视觉;核电;数据中心;5G;高铁;机器人概念;工业母机;智能电网;人形机器人;芯片概念;汽车电子;智能物流;汽车芯片;虚拟电厂;雄安新区;风电;储能;2025年报预增;绿色电力;深股通;页岩气;股权转让(并购重组);融资融券
920504.BJ,3,920504,151,医疗器械概念;融资融券;食品安全
001335.SZ,6,001335,33,染料;注册制次新股;人民币贬值受益;一带一路;新股与次新股;融资融券
000727.SZ,35,000727,33,电子纸;MicroLED概念;MiniLED;虚拟现实;智慧城市;华为概念;在线教育;数字经济;智能家居;智能穿戴;数字孪生;信创;阿里巴巴概念;海峡两岸;腾讯概念;电子竞技;消费电子概念;AIGC概念;云游戏;云办公;小米概念;智能医疗;汽车电子;充电桩;家用电器;跨境电商;无线耳机;人民币贬值受益;一带一路;中俄贸易概念;富士康概念;央企国企改革;国企改革;PCB概念;深股通
603123.SH,19,603123,17,数字货币;移动支付;跨境支付(CIPS);无人零售;数字经济;物业管理;旅游概念;数据要素;京津冀一体化;腾讯概念;阿里巴巴概念;国企改革;人工智能;无人驾驶;芯片概念;AI应用;汽车芯片;沪股通;融资融券
300726.SZ,12,300726,33,超级电容;芯片概念;华为海思概念股;5G;传感器;军工;大飞机;商业航天;海工装备;华为概念;深股通;融资融券
300786.SZ,23,300786,33,光刻胶;OLED;先进封装;光刻机;芯片概念;专精特新;光伏概念;家用电器;空气能热泵;医疗器械概念;商业航天;海工装备;净水概念;污水处理;中俄贸易概念;HJT电池;回购增持再贷款概念;雄安新区;冷链物流;医疗废物处理;新疆振兴;煤化工概念;股权转让(并购重组)
002791.SZ,10,002791,33,雄安新区;光伏建筑一体化;垃圾分类;海峡两岸;智能家居;粤港澳大湾区;光伏概念;充电桩;融资融券;深股通
920005.BJ,9,920005,151,智能穿戴;AI眼镜;海峡两岸;专精特新;消费电子概念;汽车热管理;新股与次新股;融资融券;新能源汽车
300522.SZ,8,300522,33,光刻胶;PCB概念;染料;石墨烯;5G;固态电池;储能;股权转让(并购重组)
600690.SH,17,600690,17,超级品牌;证金持股;高股息精选;同花顺漂亮100;沪股通;融资融券;空气能热泵;同花顺出海50;家用电器;净水概念;智能家居;阿里巴巴概念;物联网;机器人概念;工业互联网;华为概念;无线充电
688729.SH,9,688729,17,中芯国际概念;存储芯片;科创次新股;芯片概念;注册制次新股;高端装备;国企改革;新股与次新股;融资融券
003015.SZ,6,003015,33,消费电子概念;柔性屏(折叠屏);小米概念;新能源汽车;华为概念;PET铜箔
300360.SZ,11,300360,33,智能电网;电力物联网;虚拟电厂;高压快充;充电桩;物联网;一带一路;共同富裕示范区;创投;深股通;融资融券
603057.SH,4,603057,17,一带一路;冷链物流;预制菜;沪股通
002162.SZ,14,002162,33,牙科医疗;海峡两岸;职业教育;人工智能;智能医疗;养老概念;机器人概念;三胎概念;创投;民营医院;辅助生殖;参股保险;物业管理;租售同权
300333.SZ,11,300333,33,数字货币;移动支付;互联网金融;鸿蒙概念;数字经济;信创;数据要素;网络安全;数据安全;芯片概念;融资融券
300326.SZ,3,300326,33,ST板块;医疗器械概念;专精特新
300550.SZ,9,300550,33,鸿蒙概念;腾讯概念;区块链;人工智能;家庭医生;云计算;DeepSeek概念;智能医疗;AI应用
300377.SZ,19,300377,33,Web3.0;数字货币;华为鲲鹏;华为昇腾;互联网金融;AI智能体;区块链;信创;阿里巴巴概念;腾讯概念;DeepSeek概念;人工智能;华为概念;机器人概念;粤港澳大湾区;AI应用;深股通;股权转让(并购重组);融资融券
