market_code,股票代码,所属概念数量,所属概念,code
33,000400.SZ,26,柔性直流输电;特高压;智能电网;电力物联网;抽水蓄能;可控核聚变;虚拟电厂;高压快充;充电桩;数据中心;高端装备;光伏概念;换电概念;储能;人形机器人;无线充电;央企国企改革;新能源汽车;一带一路;DeepSeek概念;氢能源;鸿蒙概念;国企改革;新疆振兴;深股通;融资融券,000400
33,000905.SZ,13,航运概念;自由贸易港;统一大市场;福建自贸区;海峡两岸;国企改革;跨境电商;一带一路;智能物流;绿色电力;融资融券;股权转让(并购重组);深股通,000905
17,601985.SH,16,中字头股票;同花顺中特估100;证金持股;绿色电力;沪股通;融资融券;央企国企改革;风电;国企改革;可控核聚变;核电;钙钛矿电池;储能;光伏概念;DeepSeek概念;机器人概念,601985
33,300237.SZ,19,股权转让(并购重组);特色小镇;旅游概念;ST板块;PPP概念;新型城镇化;乡村振兴;农业种植;垃圾分类;固废处理;国企改革;长安汽车概念;军工;充电桩;新能源汽车;比亚迪概念;储能;汽车热管理;氢能源,300237
33,300203.SZ,15,PM2.5;物联网;食品安全;光刻胶;智慧城市;医疗器械概念;芯片概念;高端装备;污水处理;垃圾分类;回购增持再贷款概念;碳中和;PPP概念;深股通;融资融券,300203
33,002496.SZ,9,生态农业;农村电商;化肥;ST板块;粮食概念;氢能源;乡村振兴;医疗废物处理;天然气,002496
33,300882.SZ,16,电力物联网;智能电网;虚拟电厂;物联网;数字经济;人工智能;AI应用;传感器;专精特新;新能源汽车;汽车电子;储能;碳中和;参股银行;深股通;融资融券,300882
17,601928.SH,18,高股息精选;手机游戏;文化传媒概念;短剧游戏;网络游戏;在线教育;蚂蚁集团概念;职业教育;国企改革;AI应用;融资融券;AI智能体;DeepSeek概念;算力租赁;东数西算(算力);虚拟现实;数据中心;沪股通,601928
33,002305.SZ,8,租售同权;物业管理;ST板块;特色小镇;雄安新区;国企改革;PPP概念;央企国企改革,002305
17,603228.SH,22,PCB概念;共封装光学(CPO);华为手机;OLED;AI PC;毫米波雷达;柔性屏(折叠屏);汽车电子;5G;6G概念;消费电子概念;英伟达概念;特斯拉概念;比亚迪概念;卫星导航;新能源汽车;无人驾驶;商业航天;华为概念;华为数字能源;沪股通;融资融券,603228
17,605005.SH,10,汽车热管理;长安汽车概念;新能源汽车;汽车电子;3D打印;新型工业化;智能座舱;消费电子概念;宁德时代概念;沪股通,605005
33,300316.SZ,15,BC电池;TOPCON电池;光伏概念;培育钻石;第三代半导体;先进封装;新型工业化;芯片概念;存储芯片;消费电子概念;AI眼镜;数字经济;智能物流;深股通;融资融券,300316
33,300961.SZ,12,新型城镇化;PPP概念;水利;净水概念;污水处理;鸿蒙概念;创投;机器人概念;海工装备;碳中和;股权转让(并购重组);融资融券,300961
17,688443.SH,4,创新药;西部大开发;沪股通;融资融券,688443
17,688302.SH,4,创新药;西部大开发;沪股通;融资融券,688302
33,002663.SZ,12,新型城镇化;污水处理;横琴新区;网红经济;文化传媒概念;PPP概念;互联网金融;粤港澳大湾区;抖音概念(字节概念);石墨烯;区块链;养老概念,002663
17,688758.SH,2,沪股通;融资融券,688758
33,001323.SZ,9,高股息精选;跨境电商;智能家居;鸿蒙概念;人工智能;DeepSeek概念;物联网;华为概念;深股通,001323
17,603709.SH,4,养老概念;跨境电商;人民币贬值受益;工业互联网,603709
33,002802.SZ,4,海峡两岸;风电;国企改革;股权转让(并购重组),002802
33,300832.SZ,8,流感;肝炎概念;猴痘概念;医疗器械概念;智能医疗;DeepSeek概念;融资融券;深股通,300832
33,300820.SZ,14,第三代半导体;芯片概念;TOPCON电池;专精特新;可控核聚变;新能源汽车;核电;充电桩;光伏概念;储能;西部大开发;氢能源;深股通;融资融券,300820
33,001209.SZ,5,三胎概念;IP经济(谷子经济);跨境电商;数字经济;粤港澳大湾区,001209
151,920720.BJ,12,专精特新;特斯拉概念;比亚迪概念;新能源汽车;融资融券;家用电器;5G;华为汽车;小米概念;宁德时代概念;富士康概念;减速器,920720
33,002451.SZ,16,智能电网;充电桩;风电;储能;海工装备;光伏概念;智慧城市;高铁;高端装备;化债概念(AMC概念);创投;机器人概念;5G;物业管理;上海自贸区;融资融券,002451
33,300912.SZ,11,人形机器人;传感器;汽车热管理;比亚迪概念;新能源汽车;机器人概念;工业互联网;中俄贸易概念;碳中和;股权转让(并购重组);融资融券,300912
22,600525.SH,20,特高压;虚拟电厂;智能电网;ST板块;充电桩;储能;MR(混合现实);光伏概念;锂电池概念;宁德时代概念;华为概念;粤港澳大湾区;PCB概念;消费电子概念;新能源汽车;医疗器械概念;芯片概念;富士康概念;比亚迪概念;新型工业化,600525
17,600503.SH,5,参股银行;石墨烯;创新药;机器人概念;融资融券,600503
33,000963.SZ,15,创新药;医药电商;减肥药;肝炎概念;细胞免疫治疗;医美概念;合成生物;宠物经济;医疗器械概念;智能医疗;冷链物流;证金持股;人工智能;深股通;融资融券,000963
17,688151.SH,12,兵装重组概念;国产航母;军民融合;军工;核污染防治;央企国企改革;国企改革;专精特新;医疗器械概念;机器人概念;沪股通;融资融券,688151
17,688003.SH,25,先进封装;PCB概念;苹果概念;第三代半导体;消费电子概念;芯片概念;英伟达概念;机器视觉;小米概念;人形机器人;新型工业化;专精特新;无人驾驶;新能源汽车;机器人概念;车联网(车路协同);百度概念;高端装备;低空经济;人工智能;光伏概念;DeepSeek概念;智能物流;沪股通;融资融券,688003
17,688623.SH,6,专精特新;传感器;机器视觉;比亚迪概念;锂电池概念;融资融券,688623
33,000014.SZ,6,物业管理;深圳国企改革;粤港澳大湾区;智能家居;国企改革;股权转让(并购重组),000014
17,603617.SH,5,跨境电商;共同富裕示范区;水利;人民币贬值受益;机器人概念,603617
33,002299.SZ,9,养鸡;预制菜;参股银行;食品安全;2025年报预增;海峡两岸;深股通;融资融券;2026一季报预增,002299
33,000610.SZ,6,旅游概念;ST板块;创投;国企改革;西部大开发;一带一路,000610
33,000703.SZ,9,可降解塑料;融资融券;深股通;回购增持再贷款概念;一带一路;西部大开发;参股银行;互联网金融;阿里巴巴概念,000703
17,600468.SH,15,柔性直流输电;智能电网;风电;核电;可控核聚变;超导概念;海工装备;储能;军民融合;氢能源;军工;京津冀一体化;一带一路;国企改革;沪股通,600468
17,688297.SH,11,军民融合;军工;无人机;央企国企改革;低空经济;西部大开发;国企改革;人工智能;沪股通;中字头股票;融资融券,688297
33,301165.SZ,31,WiFi 6;中国AI 50;液冷服务器;共封装光学(CPO);6G概念;5G;数据中心;东数西算(算力);网络安全;信创;云办公;抖音概念(字节概念);小米概念;阿里巴巴概念;百度概念;腾讯概念;快手概念;AI智能体;工业互联网;国资云;新型工业化;AIGC概念;AI应用;人工智能;数字经济;蚂蚁集团概念;智能医疗;一带一路;国企改革;深股通;融资融券,301165
17,603880.SH,1,医疗器械概念,603880
17,688260.SH,6,光纤概念;汽车电子;消费电子概念;无人驾驶;华为概念;融资融券,688260
151,920183.BJ,5,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,920183
17,605077.SH,5,代糖概念;合成生物;玉米;高股息精选;沪股通,605077
151,920273.BJ,6,海峡两岸;乡村振兴;预制菜;专精特新;宠物经济;融资融券,920273
33,300675.SZ,20,装配式建筑;建筑节能;新型城镇化;房屋检测;乡村振兴;雄安新区;职业教育;水利;深圳国企改革;粤港澳大湾区;智慧城市;一带一路;光伏建筑一体化;碳中和;国企改革;数据要素;区块链;数据中心;智能电网;虚拟电厂,300675
17,600322.SH,6,物业管理;天津自贸区;京津冀一体化;国企改革;股权转让(并购重组);融资融券,600322
33,300201.SZ,15,电力物联网;智能电网;核污染防治;苹果概念;无人机;军工;高端装备;无人驾驶;工业互联网;储能;军民融合;机器人概念;宁德时代概念;锂电池概念;深股通,300201
17,601137.SH,30,6G概念;AI手机;液冷服务器;富士康概念;先进封装;5G;无线耳机;消费电子概念;芯片概念;比亚迪概念;铜缆高速连接;商业航天;TOPCON电池;新能源汽车;高压快充;光伏概念;AI智能体;机器人概念;充电桩;人工智能;DeepSeek概念;数字经济;高铁;海工装备;国产航母;锂电池概念;一带一路;回购增持再贷款概念;沪股通;融资融券,601137
22,603869.SH,11,ST板块;西部大开发;ETC;智慧城市;物联网;数字经济;人工智能;华为概念;DeepSeek概念;多模态AI;算力租赁,603869
33,002083.SZ,17,氟化工概念;硅能源;锂电池概念;托育服务;三胎概念;回购增持再贷款概念;中俄贸易概念;人民币贬值受益;新能源汽车;创投;一带一路;国企改革;军工;高铁;军民融合;海工装备;深股通,002083
33,001333.SZ,2,共同富裕示范区;长三角一体化,001333
33,000544.SZ,10,固废处理;绿色电力;PPP概念;国企改革;污水处理;垃圾分类;水利;机器人概念;深股通;融资融券,000544
17,688166.SH,10,重组蛋白;仿制药一致性评价;减肥药;创新药;细胞免疫治疗;流感;合成生物;创投;沪股通;融资融券,688166
33,000736.SZ,9,ST板块;物业管理;参股券商;西部大开发;国企改革;雄安新区;央企国企改革;充电桩;数据中心,000736
33,300388.SZ,7,PPP概念;新型城镇化;污水处理;地下管网;国企改革;央企国企改革;深股通,300388
33,002546.SZ,8,电力物联网;智能电网;虚拟电厂;充电桩;物联网;2025年报预增;数据要素;深股通,002546
33,002302.SZ,16,水泥概念;装配式建筑;雄安新区;国企改革;新疆振兴;一带一路;西部大开发;同花顺中特估100;数字经济;数据要素;央企国企改革;核电;风电;3D打印;深股通;融资融券,002302
17,600332.SH,12,青蒿素;医药电商;白酒概念;流感;仿制药一致性评价;生物疫苗;创新药;国企改革;医疗器械概念;沪股通;融资融券;阿里巴巴概念,600332
33,300856.SZ,3,人民币贬值受益;融资融券;深股通,300856
151,920080.BJ,10,家用电器;新型工业化;数据中心;机器人概念;工业互联网;风电;锂电池概念;军工;新股与次新股;融资融券,920080
33,002005.SZ,7,ST板块;MiniLED;横琴新区;家用电器;华为汽车;新能源汽车;人民币贬值受益,002005
151,920037.BJ,9,2025年报预增;无人机;特高压;智能电网;军工;专精特新;新股与次新股;融资融券;中俄贸易概念,920037
151,920748.BJ,13,车联网(车路协同);融资融券;股权转让(并购重组);福建自贸区;机器人概念;智慧城市;移动支付;海峡两岸;充电桩;国企改革;乡村振兴;低空经济;人工智能,920748
151,920300.BJ,9,宠物经济;可控核聚变;量子科技;智能医疗;医疗器械概念;超导概念;专精特新;光伏概念;融资融券,920300
33,300982.SZ,9,电力物联网;虚拟电厂;智能电网;光伏概念;数据中心;储能;充电桩;工业互联网;融资融券,300982
33,002965.SZ,30,汽车热管理;华为汽车;人形机器人;小米汽车;新型工业化;机器视觉;智能座舱;无人驾驶;飞行汽车(eVTOL);特斯拉概念;机器人概念;新能源汽车;5G;比亚迪概念;一体化压铸;小米概念;低空经济;华为概念;数据中心;液冷服务器;粤港澳大湾区;信创;创投;光伏概念;充电桩;储能;华为数字能源;宁德时代概念;融资融券;深股通,002965
33,301603.SZ,14,液冷服务器;工业母机;PCB概念;人形机器人;军工;柔性屏(折叠屏);新型工业化;新能源汽车;机器人概念;专精特新;粤港澳大湾区;2025年报预增;深股通;融资融券,301603
33,301586.SZ,8,军民融合;军工;无人机;专精特新;低空经济;飞行汽车(eVTOL);参股银行;融资融券,301586
17,603020.SH,1,烟草,603020
17,601997.SH,4,高股息精选;沪股通;融资融券;西部大开发,601997
17,601619.SH,10,风电;智能电网;绿色电力;储能;氢能源;碳交易;西部大开发;回购增持再贷款概念;沪股通;融资融券,601619
33,300091.SZ,13,ST板块;无人机;核电;军工;超超临界发电;燃料电池;储能;光热发电;高端装备;污水处理;乡村振兴;碳中和;氢能源,300091
33,300477.SZ,14,金属镍;比亚迪概念;金属钴;锂电池概念;新能源汽车;光伏概念;电力物联网;充电桩;区块链;智能电网;储能;小金属概念;金属铜;ST板块,300477
33,002214.SZ,13,ST板块;房屋检测;军民融合;机器人概念;安防;无人机;无人驾驶;军工;传感器;商业航天;卫星导航;芯片概念;智能电网,002214
151,920230.BJ,5,合成生物;维生素;专精特新;西部大开发;融资融券,920230
17,600755.SH,23,航运概念;统一大市场;高股息精选;中俄贸易概念;参股券商;期货概念;参股银行;养老概念;国企改革;福建自贸区;医疗器械概念;一带一路;海峡两岸;智能医疗;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券;小金属概念;风电;锂电池概念;华为数字能源;动力电池回收,600755
33,002883.SZ,16,地下管网;新型城镇化;乡村振兴;PPP概念;土壤修复;污水处理;ST板块;雄安新区;固废处理;水利;国企改革;回购增持再贷款概念;智慧城市;数字经济;低空经济;车联网(车路协同),002883
17,688192.SH,3,创新药;沪股通;融资融券,688192
151,920753.BJ,5,融资融券;国企改革;京津冀一体化;食品安全;创投,920753
17,601939.SH,6,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),601939
33,300863.SZ,13,铜缆高速连接;商业航天;华为汽车;数据中心;特斯拉概念;人形机器人;新能源汽车;小米汽车;长安汽车概念;机器人概念;储能;深股通;融资融券,300863
33,002850.SZ,13,PEEK材料;人形机器人;减速器;特斯拉概念;固态电池;宁德时代概念;比亚迪概念;新能源汽车;锂电池概念;机器人概念;储能;深股通;融资融券,002850
17,603360.SH,7,消毒剂;人民币贬值受益;机器人概念;芯片概念;存储芯片;光刻机;沪股通,603360
33,000890.SZ,5,净水概念;污水处理;光纤概念;独角兽概念;储能,000890
33,301149.SZ,9,建筑节能;装配式建筑;风电;体育产业;高铁;新能源汽车;智能家居;专精特新;融资融券,301149
33,002110.SZ,8,特钢概念;国企改革;旅游概念;核电;海峡两岸;深股通;融资融券;数据中心,002110
33,002008.SZ,40,光纤概念;光刻机;PCB概念;富士康概念;苹果概念;先进封装;第三代半导体;MR(混合现实);OLED;MicroLED概念;工业母机;存储芯片;MiniLED;芯片概念;3D打印;AI眼镜;消费电子概念;商业航天;机器视觉;小米概念;华为概念;新能源汽车;钙钛矿电池;特斯拉概念;比亚迪概念;光伏概念;高端装备;减速器;新型工业化;机器人概念;储能;宁德时代概念;HJT电池;粤港澳大湾区;物联网;TOPCON电池;固态电池;锂电池概念;深股通;融资融券,002008
33,002533.SZ,26,柔性直流输电;特高压;智能电网;超导概念;核电;高压快充;可控核聚变;风电;充电桩;储能;光伏概念;数据中心;雅下水电概念;水利;高铁;新能源汽车;华为概念;比亚迪概念;机器人概念;特斯拉概念;长安汽车概念;一带一路;冷链物流;高股息精选;深股通;融资融券,002533
17,601919.SH,14,俄乌冲突概念;航运概念;高股息精选;中字头股票;同花顺中特估100;证金持股;沪股通;融资融券;同花顺漂亮100;国企改革;央企国企改革;一带一路;回购增持再贷款概念;人民币贬值受益,601919
33,002303.SZ,11,预制菜;人造肉;工业大麻;一带一路;绿色电力;海峡两岸;高股息精选;区块链;军民融合;深股通;融资融券,002303
151,920075.BJ,7,AI应用;融资融券;人工智能;AIGC概念;文化传媒概念;多模态AI;IP经济(谷子经济),920075
17,603165.SH,7,污水处理;长三角一体化;高股息精选;参股银行;回购增持再贷款概念;传感器;芯片概念,603165
33,002879.SZ,12,柔性直流输电;智能电网;核电;高铁;抽水蓄能;商业航天;风电;机器人概念;数据中心;液冷服务器;储能;2025年报预增,002879
33,002683.SZ,15,民爆概念;军民融合;军工;无人机;低空经济;卫星导航;商业航天;雅下水电概念;一带一路;粤港澳大湾区;国企改革;新疆振兴;股权转让(并购重组);融资融券;深股通,002683
17,688155.SH,15,高端装备;专精特新;新型工业化;宁德时代概念;机器人概念;2025年报预增;新能源汽车;锂电池概念;固态电池;人工智能;DeepSeek概念;燃料电池;一带一路;沪股通;融资融券,688155
33,001257.SZ,8,金属铅;注册制次新股;金属铜;金属锌;小金属概念;国企改革;新股与次新股;融资融券,001257
17,600350.SH,10,高股息精选;参股券商;参股银行;沪股通;融资融券;PPP概念;国企改革;绿色电力;智慧城市;回购增持再贷款概念,600350
17,600346.SH,7,煤化工概念;可降解塑料;锂电池概念;同花顺漂亮100;沪股通;PET铜箔;融资融券,600346
33,301003.SZ,2,新能源汽车;融资融券,301003
33,001268.SZ,2,成飞概念;粤港澳大湾区,001268
33,002851.SZ,26,第三代半导体;中国AI 50;芯片概念;数据中心;英伟达概念;超级电容;小米概念;高端装备;高压快充;新型工业化;新能源汽车;智能电网;机器人概念;光伏概念;充电桩;高铁;储能;车联网(车路协同);长安汽车概念;家用电器;智能家居;风电;一带一路;医疗器械概念;融资融券;深股通,002851
33,002211.SZ,2,ST板块;有机硅概念,002211
17,688187.SH,27,高铁;特高压;柔性直流输电;海工装备;风电;央企国企改革;充电桩;长安汽车概念;储能;一带一路;无人驾驶;机器人概念;新能源汽车;光伏概念;数据中心;传感器;小米概念;数据要素;氢能源;国企改革;汽车芯片;芯片概念;第三代半导体;国家大基金持股;可燃冰;沪股通;融资融券,688187
17,600020.SH,12,参股保险;信托概念;参股银行;化债概念(AMC概念);国企改革;文化传媒概念;创投;回购增持再贷款概念;沪股通;融资融券;AI应用;充电桩,600020
33,001238.SZ,8,宠物经济;露营经济;跨境电商;共同富裕示范区;人民币贬值受益;长三角一体化;碳中和;深股通,001238
33,002191.SZ,11,IP经济(谷子经济);烟草;粤港澳大湾区;区块链;物联网;蚂蚁集团概念;PET铜箔;新型烟草(电子烟);芯片概念;深股通;融资融券,002191
33,001218.SZ,1,消毒剂,001218
33,001213.SZ,8,统一大市场;冷链物流;国企改革;乡村振兴;一带一路;智能物流;中字头股票;深股通,001213
33,002847.SZ,2,融资融券;深股通,002847
17,603009.SH,8,汽车热管理;人形机器人;特斯拉概念;比亚迪概念;新能源汽车;2025年报预增;融资融券;沪股通,603009
17,600328.SH,13,水泥概念;小金属概念;锂电池概念;回购增持再贷款概念;国企改革;央企国企改革;西部大开发;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券,600328
17,600727.SH,6,化肥;钛白粉概念;磷化工;水泥概念;国企改革;2026一季报预增,600727
151,920014.BJ,6,回购增持再贷款概念;融资融券;天然气;专精特新;大飞机;氢能源,920014
33,000002.SZ,16,租售同权;物业管理;养老概念;装配式建筑;冰雪产业;体育产业;冷链物流;证金持股;智能物流;同花顺漂亮100;超级品牌;粤港澳大湾区;空间计算;机器人概念;深股通;融资融券,000002
17,603886.SH,4,高股息精选;IP经济(谷子经济);长三角一体化;海峡两岸,603886
151,920128.BJ,8,新能源汽车;特高压;柔性直流输电;一带一路;储能;专精特新;家用电器;融资融券,920128
33,002258.SZ,6,草甘膦;国企改革;西部大开发;2025年报预增;深股通;融资融券,002258
33,301598.SZ,18,专精特新;华为汽车;小米汽车;无人驾驶;长安汽车概念;比亚迪概念;新能源汽车;物联网;飞行汽车(eVTOL);工业互联网;低空经济;无人机;高铁;高端装备;军工;海工装备;核电;融资融券,301598
33,300464.SZ,6,跨境电商;露营经济;家用电器;人民币贬值受益;消费电子概念;无线耳机,300464
33,002966.SZ,5,高股息精选;国企改革;移动支付;融资融券;深股通,002966
17,600496.SH,12,NMN概念;装配式建筑;新型城镇化;雄安新区;光伏建筑一体化;回购增持再贷款概念;一带一路;DeepSeek概念;工业互联网;参股银行;沪股通;融资融券,600496
17,600369.SH,6,期货概念;西部大开发;国企改革;融资融券;股权转让(并购重组);沪股通,600369
17,600649.SH,10,租售同权;物业管理;参股券商;参股银行;上海国企改革;新型城镇化;国企改革;宁德时代概念;沪股通;融资融券,600649
17,603112.SH,8,新能源汽车;光伏概念;3D打印;工业互联网;机器人概念;DeepSeek概念;绿色电力;沪股通,603112
33,002807.SZ,3,高股息精选;深股通;融资融券,002807
33,000848.SZ,6,高股息精选;网红经济;融资融券;深股通;京津冀一体化;回购增持再贷款概念,000848
17,603167.SH,5,航运概念;高股息精选;国企改革;回购增持再贷款概念;融资融券,603167
33,000088.SZ,11,统一大市场;航运概念;冷链物流;国企改革;深圳国企改革;中俄贸易概念;雄安新区;深股通;融资融券;粤港澳大湾区;华为概念,000088
17,600694.SH,5,免税店;高股息精选;证金持股;沪股通;融资融券,600694
33,002976.SZ,14,长安汽车概念;特斯拉概念;新能源汽车;比亚迪概念;飞行汽车(eVTOL);无人驾驶;汽车电子;5G;锂电池概念;车联网(车路协同);一带一路;智能座舱;富士康概念;储能,002976
22,688646.SH,19,芯片概念;锂电池概念;固态电池;宁德时代概念;专精特新;比亚迪概念;新型工业化;机器视觉;新能源汽车;钠离子电池;机器人概念;人形机器人;动力电池回收;储能;长安汽车概念;智能物流;装配式建筑;钙钛矿电池;ST板块,688646
17,601702.SH,6,比亚迪概念;特斯拉概念;新能源汽车;专精特新;融资融券;沪股通,601702
33,002145.SZ,10,钛白粉概念;磷化工;钒电池;动力电池回收;锂电池概念;宁德时代概念;回购增持再贷款概念;西部大开发;深股通;融资融券,002145
33,003816.SZ,11,同花顺中特估100;绿色电力;央企国企改革;国企改革;核电;核污染防治;一带一路;DeepSeek概念;中字头股票;融资融券;深股通,003816
33,000166.SZ,8,期货概念;证金持股;新疆振兴;国企改革;西部大开发;深股通;融资融券;2025年报预增,000166
17,603053.SH,7,天然气;国企改革;西部大开发;碳中和;氢能源;充电桩;沪股通,603053
33,002004.SZ,15,转基因;医药电商;毛发医疗;民营医院;煤化工概念;仿制药一致性评价;创新药;医美概念;细胞免疫治疗;三胎概念;西部大开发;氟化工概念;旅游概念;深股通;融资融券,002004
151,920090.BJ,10,ST板块;虚拟现实;数据中心;数字经济;职业教育;DeepSeek概念;元宇宙;互联网金融;MR(混合现实);京津冀一体化,920090
33,002816.SZ,10,机器人概念;污水处理;高压快充;ST板块;芯片概念;储能;光刻机;国企改革;先进封装;股权转让(并购重组),002816
33,000600.SZ,19,超超临界发电;生物质能发电;抽水蓄能;绿色电力;碳交易;虚拟电厂;风电;储能;氢能源;碳中和;核电;国企改革;证金持股;2025年报预增;京津冀一体化;DeepSeek概念;人工智能;深股通;融资融券,000600
33,001389.SZ,20,共封装光学(CPO);PCB概念;AI PC;富士康概念;5G;汽车电子;消费电子概念;数据中心;卫星导航;商业航天;华为概念;安防;粤港澳大湾区;机器人概念;人工智能;2026一季报预增;人民币贬值受益;一带一路;深股通;融资融券,001389
17,605377.SH,2,高股息精选;沪股通,605377
33,300917.SZ,11,物业管理;房屋检测;深圳国企改革;粤港澳大湾区;国企改革;华为概念;智慧政务;阿里巴巴概念;数据中心;深股通;融资融券,300917
17,605222.SH,15,商业航天;大飞机;可控核聚变;军工;海工装备;核电;柔性直流输电;特高压;机器人概念;特斯拉概念;光伏概念;风电;充电桩;数据中心;沪股通,605222
17,600500.SH,11,环氧丙烷;代糖概念;国企改革;央企国企改革;中字头股票;动力电池回收;一带一路;上海自贸区;宁德时代概念;沪股通;融资融券,600500
17,688669.SH,6,钙钛矿电池;光刻胶;石墨烯;可降解塑料;磷化工;融资融券,688669
17,600406.SH,26,柔性直流输电;抽水蓄能;虚拟电厂;电力物联网;特高压;智能电网;核电;充电桩;央企国企改革;雅下水电概念;数据中心;储能;换电概念;量子科技;光伏概念;水利;氢能源;一带一路;车联网(车路协同);PPP概念;同花顺漂亮100;沪股通;融资融券;国企改革;证金持股;芯片概念,600406
33,002827.SZ,6,民爆概念;西部大开发;雅下水电概念;国企改革;芯片概念;深股通,002827
33,002532.SZ,9,俄乌冲突概念;钠离子电池;2026一季报预增;新疆振兴;锂电池概念;西部大开发;回购增持再贷款概念;融资融券;深股通,002532
151,920663.BJ,5,新能源汽车;减速器;专精特新;融资融券;PEEK材料,920663
33,002841.SZ,20,AI应用;DeepSeek概念;星闪概念;AIGC概念;人工智能;智慧政务;车联网(车路协同);在线教育;智能家居;家用电器;云办公;智能座舱;机器人概念;小米概念;AI眼镜;智能穿戴;汽车电子;物业管理;深股通;融资融券,002841
33,002624.SZ,21,云游戏;短剧游戏;电子竞技;手机游戏;网络游戏;AIGC概念;英伟达概念;AI智能体;元宇宙;NFT概念;AI应用;虚拟数字人;区块链;虚拟现实;文化传媒概念;鸿蒙概念;IP经济(谷子经济);华为概念;人工智能;深股通;融资融券,002624
17,603606.SH,8,柔性直流输电;海工装备;风电;工业互联网;高端装备;参股券商;沪股通;融资融券,603606
33,300311.SZ,18,人脸识别;电子身份证;网络安全;智慧政务;华为鲲鹏;区块链;数据安全;数字经济;车联网(车路协同);工业互联网;人工智能;DeepSeek概念;AI应用;粤港澳大湾区;创投;ST板块;网络游戏;数据中心,300311
33,300889.SZ,14,智慧灯杆;充电桩;露营经济;智慧城市;传感器;机器人概念;新能源汽车;储能;跨境电商;比亚迪概念;液冷服务器;锂电池概念;股权转让(并购重组);融资融券,300889
17,600909.SH,4,期货概念;国企改革;沪股通;融资融券,600909
33,301225.SZ,12,汽车热管理;PEEK材料;华为汽车;专精特新;车联网(车路协同);比亚迪概念;新能源汽车;医疗器械概念;燃料电池;氢能源;深股通;融资融券,301225
17,603589.SH,3,白酒概念;沪股通;融资融券,603589
33,002628.SZ,9,小金属概念;西部大开发;新疆振兴;无人驾驶;氟化工概念;装配式建筑;机器人概念;PPP概念;融资融券,002628
17,600820.SH,23,高股息精选;地下管网;国企改革;PPP概念;上海国企改革;新型城镇化;雄安新区;水利;一带一路;天然气;回购增持再贷款概念;氢能源;风电;数字经济;智慧城市;低空经济;人工智能;数据要素;高端装备;沪股通;融资融券;机器人概念;专精特新,600820
33,002911.SZ,11,天然气;煤化工概念;高股息精选;氢能源;深股通;国企改革;燃料电池;储能;充电桩;粤港澳大湾区;融资融券,002911
151,920931.BJ,2,专精特新;融资融券,920931
33,002572.SZ,7,高股息精选;参股券商;养老概念;智能家居;深股通;虚拟现实;融资融券,002572
17,603662.SH,11,人形机器人;同花顺新质50;机器人概念;机器视觉;传感器;物联网;华为概念;芯片概念;数据中心;融资融券;沪股通,603662
17,601377.SH,5,国企改革;福建自贸区;沪股通;融资融券;海峡两岸,601377
33,000045.SZ,6,虚拟现实;粤港澳大湾区;OLED;深圳国企改革;国企改革;深股通,000045
17,600398.SH,6,高股息精选;三胎概念;体育产业;沪股通;融资融券;阿里巴巴概念,600398
33,301518.SZ,6,新能源汽车;专精特新;2025年报预增;碳中和;污水处理;融资融券,301518
17,600596.SH,17,草甘膦;有机硅概念;硅能源;大豆;玉米;锂电池概念;农业种植;转基因;乡村振兴;2026一季报预增;光伏概念;共同富裕示范区;华为概念;人形机器人;液冷服务器;沪股通;融资融券,600596
33,002360.SZ,4,民爆概念;可降解塑料;ST板块;光伏概念,002360
17,688727.SH,10,存储芯片;科创次新股;芯片概念;光刻胶;注册制次新股;海峡两岸;福建自贸区;创投;新股与次新股;融资融券,688727
17,600149.SH,4,雄安新区;京津冀一体化;国企改革;物业管理,600149
33,002058.SZ,11,股权转让(并购重组);新型工业化;特斯拉概念;新能源汽车;长安汽车概念;创投;传感器;石墨烯;ST板块;固态电池;锂电池概念,002058
151,920252.BJ,5,锂电池概念;两轮车;专精特新;融资融券;储能,920252
33,003027.SZ,4,碳中和;钠离子电池;2025年报预增;储能,003027
33,300141.SZ,10,智能电网;高压快充;充电桩;光伏概念;换电概念;储能;机器人概念;商业航天;燃料电池;氢能源,300141
17,688139.SH,10,智能医疗;AI智能体;AI应用;DeepSeek概念;医疗器械概念;人工智能;物联网;机器人概念;沪股通;融资融券,688139
17,600487.SH,31,光纤概念;F5G概念;共封装光学(CPO);太赫兹;6G概念;特高压;柔性直流输电;液冷服务器;5G;数据中心;海工装备;芯片概念;智能电网;量子科技;军工;风电;无人驾驶;华为概念;新能源汽车;长三角一体化;小米汽车;人形机器人;机器人概念;网络安全;一带一路;水利;智慧城市;创投;DeepSeek概念;沪股通;融资融券,600487
33,000630.SZ,11,黄金概念;金属铜;小金属概念;金属镍;PCB概念;锂电池概念;5G;新能源汽车;国企改革;深股通;融资融券,000630
33,300831.SZ,5,柔性直流输电;特高压;芯片概念;西部大开发;国企改革,300831
33,000679.SZ,1,跨境电商,000679
