code,market_code,股票代码,所属概念,所属概念数量
300715,33,300715.SZ,光伏建筑一体化;光伏概念;专精特新;长三角一体化;芯片概念,5
605077,17,605077.SH,代糖概念;玉米;合成生物;沪股通,4
301128,33,301128.SZ,富士康概念;苹果概念;人形机器人;液冷服务器;华为手机;PCB概念;华为汽车;比亚迪概念;华为海思概念股;新能源汽车;柔性屏(折叠屏);共封装光学(CPO);高端装备;新型工业化;芯片概念;无人机;华为数字能源;消费电子概念;军工;机器人概念;数据中心;无人驾驶;华为概念;虚拟现实;粤港澳大湾区;人工智能;深股通;融资融券,28
000850,33,000850.SZ,冷链物流;小金属概念;国企改革;金属铜;参股银行;参股保险;金属铅;金属锌;创投;参股券商;数字经济;融资融券,12
300152,33,300152.SZ,ST板块;PM2.5;PPP概念;雄安新区;土壤修复;创投;碳中和;污水处理;净水概念;生物质能发电;燃料电池;氢能源,12
600433,17,600433.SH,烟草;国企改革;氢能源;可降解塑料;燃料电池;央企国企改革;军工;融资融券;沪股通,9
002937,33,002937.SZ,液冷服务器;5G;PEEK材料;汽车电子;毫米波雷达;消费电子概念;无人驾驶;新能源汽车;虚拟现实;特斯拉概念;工业互联网;智能家居;宁德时代概念;一带一路;人民币贬值受益;深股通;融资融券,17
600818,17,600818.SH,共享单车;三胎概念;物业管理;网红经济;两轮车;风电;知识产权保护;融资融券,8
301300,33,301300.SZ,有机硅概念;硅能源;固废处理;2025年报预增;海峡两岸;专精特新;融资融券,7
002790,33,002790.SZ,福建自贸区;海峡两岸;养老概念;跨境电商;数字经济;DeepSeek概念;家用电器;智能家居,8
301085,33,301085.SZ,快手概念;算力租赁;抖音概念(字节概念);小红书概念;腾讯概念;东数西算(算力);华为昇腾;智慧政务;AI智能体;百度概念;阿里巴巴概念;华为鲲鹏;数字经济;DeepSeek概念;华为概念;数据中心;京津冀一体化;富士康概念;共封装光学(CPO);一带一路;深股通;融资融券,22
001238,33,001238.SZ,露营经济;宠物经济;人民币贬值受益;跨境电商;长三角一体化;共同富裕示范区;碳中和;深股通,8
600137,17,600137.SH,西部大开发,1
002521,33,002521.SZ,污水处理;可降解塑料;融资融券;深股通,4
002666,33,002666.SZ,燃料电池;创投;长安汽车概念;金属回收;储能;有机硅概念;新能源汽车;核电;比亚迪概念;特斯拉概念;小米汽车;汽车热管理;职业教育,13
002833,33,002833.SZ,减速器;粤港澳大湾区;新型工业化;机器人概念;DeepSeek概念;新能源汽车;专精特新;高端装备;深股通,9
603313,17,603313.SH,C2M概念;跨境电商;人民币贬值受益;智能家居;回购增持再贷款概念;独角兽概念;鸿蒙概念;沪股通,8
603767,17,603767.SH,减速器;长安汽车概念;农机;新能源汽车;共同富裕示范区;乡村振兴;沪股通,7
300329,33,300329.SZ,托育服务;职业教育;在线教育;三胎概念;文化传媒概念;股权转让(并购重组),6
002168,33,002168.SZ,ST板块;储能;光伏概念;智能电网;充电桩;新能源汽车;高压快充;国企改革;网络游戏;创投;西部大开发;手机游戏;华为概念;区块链;腾讯概念,15
002808,33,002808.SZ,ST板块;燃料电池;医疗器械概念;光伏概念;安防;数字经济;网络安全;数据安全;NFT概念;信创;区块链,11
300807,33,300807.SZ,卫星导航;EDR概念;人脸识别;ERP概念;数据要素;车联网(车路协同);人工智能;网约车;AI智能体;百度概念;东数西算(算力);物联网;华为概念;移动支付;无人驾驶;充电桩;数据中心;智能穿戴;智能座舱;比亚迪概念;雄安新区;智能物流;新能源汽车;乡村振兴;高压快充;冷链物流,26
301329,33,301329.SZ,商业航天;卫星导航;海峡两岸;5G;光纤概念;新能源汽车;储能;消费电子概念;光伏概念;融资融券,10
000889,33,000889.SZ,互联网金融;区块链;腾讯概念;百度概念;阿里巴巴概念;抖音概念(字节概念);华为概念;5G;摘帽,9
603125,17,603125.SH,风电;沪股通;融资融券,3
603186,17,603186.SH,PCB概念;先进封装;MiniLED;芯片概念;消费电子概念;海峡两岸;5G;毫米波雷达;6G概念;石墨烯;储能;华为概念;锂电池概念;固态电池;绿色电力;冷链物流;沪股通,17
603856,17,603856.SH,新型城镇化;地下管网;新疆振兴;乡村振兴;一带一路;水利;氢能源;抽水蓄能;军工,9
002893,33,002893.SZ,碳中和;碳交易;国企改革,3
301312,33,301312.SZ,共封装光学(CPO);MiniLED;AI PC;MicroLED概念;苹果概念;新型烟草(电子烟);MR(混合现实);数据中心;AI眼镜;华为海思概念股;粤港澳大湾区;消费电子概念;新型工业化;华为概念;空间计算;元宇宙;汽车电子;机器视觉;芯片概念;虚拟现实;专精特新;高端装备;机器人概念;比亚迪概念;深股通;融资融券,26
688565,17,688565.SH,污水处理;共同富裕示范区;氢能源;燃料电池;专精特新;核电;超超临界发电;2025年报预增;融资融券,9
002896,33,002896.SZ,减速器;人形机器人;新型工业化;机器人概念;新能源汽车;长三角一体化;共同富裕示范区;融资融券;深股通,9
600051,17,600051.SH,物业管理;共同富裕示范区;绿色电力;航运概念;旅游概念;跨境电商;煤炭概念,7
603262,17,603262.SH,三胎概念;注册制次新股;人民币贬值受益;AI智能体;新股与次新股;融资融券,6
600444,17,600444.SH,光热发电;核电;可控核聚变;海工装备;污水处理;水利;氢能源;国企改革;央企国企改革;机器人概念;数据中心;芯片概念;锂电池概念;动力电池回收;盐湖提锂,15
002799,33,002799.SZ,文化传媒概念;快手概念;虚拟数字人;ChatGPT概念;腾讯概念;数字经济;抖音概念(字节概念);百度概念;区块链;阿里巴巴概念;智能物流;西部大开发;国企改革,13
600722,17,600722.SH,煤化工概念;京津冀一体化;国企改革;风电;融资融券,5
603079,17,603079.SH,维生素;2025年报预增;合成生物;专精特新,4
688597,17,688597.SH,特高压;虚拟电厂;智能电网;高压快充;电力物联网;充电桩;储能;碳交易;机器人概念;军工;低空经济;无人机;数字孪生;京津冀一体化;空间计算;智慧城市;时空大数据;人工智能;数据要素;融资融券,20
688351,17,688351.SH,专精特新;医疗器械概念;智能医疗;沪股通;融资融券,5
920418,151,920418.BJ,商业航天;减速器;机器人概念;专精特新;新能源汽车;国企改革;融资融券;军民融合;军工,9
603209,17,603209.SH,自由贸易港;航运概念;海峡两岸;统一大市场;一带一路;数字经济;数据要素;人工智能;DeepSeek概念;AI智能体;智谱AI;沪股通,12
301028,33,301028.SZ,海峡两岸;福建自贸区;核电;比亚迪概念;专精特新;雅下水电概念;深股通;融资融券,8
688362,17,688362.SH,先进封装;MCU芯片;芯片概念;汽车电子;消费电子概念;传感器;专精特新;5G;数字货币;沪股通;融资融券,11
601065,17,601065.SH,国企改革;储能;锂电池概念;海峡两岸;工业互联网;盐湖提锂;沪股通;融资融券,8
301503,33,301503.SZ,粤港澳大湾区;中俄贸易概念;人民币贬值受益;机器人概念;智能物流;一带一路;人工智能;数据中心;消费电子概念;电子竞技;芯片概念;融资融券,12
300884,33,300884.SZ,脑机接口;福建自贸区;海峡两岸;PM2.5;智能医疗;安防;信创;鸿蒙概念;智慧城市;多模态AI;人脸识别;人工智能;养老概念;DeepSeek概念;华为概念;阿里巴巴概念;智能家居;小米概念;机器人概念;专精特新;智能物流;融资融券,22
002986,33,002986.SZ,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通,4
301237,33,301237.SZ,碳纤维;光伏概念;消费电子概念;融资融券,4
300684,33,300684.SZ,共封装光学(CPO);同花顺果指数;富士康概念;液冷服务器;苹果概念;AI PC;2025年报预增;消费电子概念;无线充电;汽车电子;汽车热管理;2025三季报预增;5G;比亚迪概念;小米概念;新能源汽车;MR(混合现实);石墨烯;数据中心;智能座舱;储能;光伏概念;无人机;充电桩;华为概念;虚拟现实;一带一路;京津冀一体化;深股通,29
603017,17,603017.SH,商业航天;空间计算;低空经济;多模态AI;智慧城市;数字孪生;元宇宙;虚拟现实;独角兽概念;DeepSeek概念;新型工业化;建筑节能;新型城镇化;装配式建筑;数据中心;一带一路;光伏建筑一体化;长三角一体化,18
688616,17,688616.SH,电力物联网;充电桩;智能电网;储能;高端装备;融资融券,6
000757,33,000757.SZ,长安汽车概念;华为汽车;西部大开发;新能源汽车;比亚迪概念;小米汽车;工业互联网;小米概念,8
002810,33,002810.SZ,锂电池概念;专精特新;人民币贬值受益;融资融券;深股通,5
603167,17,603167.SH,高股息精选;航运概念;国企改革;回购增持再贷款概念;融资融券,5
603698,17,603698.SH,军民融合;军工;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,8
600199,17,600199.SH,白酒概念;啤酒概念;国企改革;融资融券;沪股通,5
301578,33,301578.SZ,智能家居;家用电器;物联网;人脸识别;小米概念;消费电子概念;华为概念;新型工业化;星闪概念;鸿蒙概念;融资融券,11
300405,33,300405.SZ,锂电池概念;石墨烯;建筑节能;装配式建筑;氢能源;水利;海工装备;专精特新;稀土永磁;芯片概念,10
002774,33,002774.SZ,中俄贸易概念;一带一路;物联网;人工智能;粤港澳大湾区,5
603967,17,603967.SH,中韩自贸区;航运概念;冷链物流;统一大市场;中俄贸易概念;自由贸易港;智能物流;一带一路;核电;俄乌冲突概念,10
600820,17,600820.SH,上海国企改革;天然气;PPP概念;雄安新区;国企改革;新型城镇化;地下管网;水利;一带一路;回购增持再贷款概念;氢能源;风电;数字经济;智慧城市;数据要素;人工智能;高端装备;专精特新;低空经济;沪股通;融资融券;机器人概念,22
002686,33,002686.SZ,化债概念(AMC概念);水利;国企改革;海工装备;新能源汽车;高压快充;长安汽车概念;专精特新;数据中心;军工;汽车电子;阿里巴巴概念,12
605018,17,605018.SH,一体化压铸;长安汽车概念;共同富裕示范区;长三角一体化;机器人概念;新能源汽车;工业互联网;人形机器人;飞行汽车(eVTOL);比亚迪概念;低空经济;储能;光伏概念;沪股通,14
301539,33,301539.SZ,低空经济;飞行汽车(eVTOL);商业航天;专精特新;新能源汽车;比亚迪概念;融资融券,7
603790,17,603790.SH,染料;换电概念;股权转让(并购重组),3
001335,33,001335.SZ,注册制次新股;染料;人民币贬值受益;一带一路;新股与次新股;融资融券,6
003015,33,003015.SZ,消费电子概念;小米概念;柔性屏(折叠屏);新能源汽车;华为概念;PET铜箔,6
600860,17,600860.SH,燃料电池;氢能源;医疗废物处理;新型工业化;低空经济;机器人概念;京津冀一体化;国企改革;天然气;俄乌冲突概念;沪股通;融资融券,12
600970,17,600970.SH,中字头股票;同花顺中特估100;水泥概念;央企国企改革;国企改革;绿色电力;同花顺出海50;风电;DeepSeek概念;沪股通;融资融券,11
000558,33,000558.SZ,冰雪产业;旅游概念;体育产业;文化传媒概念;电子竞技;短剧游戏;租售同权;创投;PPP概念;国企改革;西部大开发;深股通;融资融券,13
300584,33,300584.SZ,固态电池;创新药;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;猴痘概念;锂电池概念;辅助生殖;深股通,9
002696,33,002696.SZ,预制菜;土壤修复;乡村振兴;中俄贸易概念;垃圾分类;污水处理;国企改革;一带一路;西部大开发;回购增持再贷款概念,10
601088,17,601088.SH,同花顺中特估100;中字头股票;煤炭概念;证金持股;煤化工概念;国企改革;央企国企改革;沪股通;融资融券;绿色电力;同花顺漂亮100,11
603787,17,603787.SH,共享单车;职业教育;两轮车;DeepSeek概念;华为概念;比亚迪概念;2025年报预增,7
603075,17,603075.SH,医疗器械概念;家用电器;人民币贬值受益;智能家居;新能源汽车;汽车热管理;机器人概念;芯片概念;沪股通;融资融券,10
301630,33,301630.SZ,PCB概念;注册制次新股;专精特新;深股通;新股与次新股;融资融券,6
603112,17,603112.SH,机器人概念;3D打印;新能源汽车;工业互联网;DeepSeek概念;光伏概念;绿色电力;沪股通,8
300187,33,300187.SZ,医疗废物处理;生物质能发电;土壤修复;污水处理;固废处理;新型城镇化;PPP概念;雄安新区;碳中和;光伏建筑一体化;PM2.5;智能电网;充电桩;风电;储能;金属回收;比亚迪概念;AI智能体;小金属概念,19
603662,17,603662.SH,人形机器人;同花顺新质50;传感器;机器人概念;机器视觉;芯片概念;物联网;华为概念;数据中心;融资融券;沪股通,11
688776,17,688776.SH,卫星导航;商业航天;军民融合;同花顺新质50;军工;可控核聚变;核电;专精特新;西部大开发;沪股通;融资融券,11
300987,33,300987.SZ,短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;智慧政务;百度概念;国资云;DeepSeek概念;人工智能;西部大开发;国企改革;融资融券,12
301193,33,301193.SZ,3D打印;可降解塑料;跨境电商;一带一路;人民币贬值受益;融资融券,6
300651,33,300651.SZ,足球概念;体育产业;2025年报预增,3
002622,33,002622.SZ,民营医院;智能医疗;牙科医疗;参股银行;智能电网,5
301376,33,301376.SZ,跨境电商;宠物经济;足球概念;网红经济;露营经济;体育产业;创投;数字经济;人民币贬值受益;ChatGPT概念;深股通;融资融券,12
688499,17,688499.SH,PET铜箔;固态电池;HJT电池;钠离子电池;宁德时代概念;钙钛矿电池;锂电池概念;比亚迪概念;华为数字能源;光伏概念;新型工业化;消费电子概念;人形机器人;储能;华为概念;机器人概念;燃料电池;高端装备;物联网;数字孪生;人工智能;氢能源;智能物流;回购增持再贷款概念;沪股通;融资融券,26
603100,17,603100.SH,光热发电;央企国企改革;国企改革;碳中和;西部大开发;商业航天;核电;物联网;高端装备;工业互联网;新型工业化;可控核聚变;沪股通;融资融券,14
600580,17,600580.SH,人形机器人;特斯拉概念;比亚迪概念;飞行汽车(eVTOL);小米概念;新能源汽车;机器人概念;航空发动机;无人机;军工;低空经济;工业互联网;家用电器;华为概念;数据中心;海工装备;智能家居;储能;核电;氢能源;阿里巴巴概念;风电;DeepSeek概念;一带一路;沪股通;融资融券;光伏建筑一体化,27
603585,17,603585.SH,,0
600735,22,600735.SH,ST板块;中韩自贸区;石墨烯;中俄贸易概念;三胎概念;人民币贬值受益;机器人概念;旅游概念;养老概念;跨境电商,10
002976,33,002976.SZ,智能座舱;车联网(车路协同);汽车电子;无人驾驶;长安汽车概念;飞行汽车(eVTOL);比亚迪概念;特斯拉概念;新能源汽车;5G;一带一路;富士康概念;锂电池概念,13
688322,17,688322.SH,人形机器人;同花顺新质50;传感器;新型工业化;智能座舱;新能源汽车;芯片概念;3D打印;机器人概念;机器视觉;消费电子概念;无人驾驶;英伟达概念;专精特新;华为概念;智能物流;虚拟现实;粤港澳大湾区;移动支付;人脸识别;数字孪生;东数西算(算力);空间计算;人工智能;MLOps概念;元宇宙;阿里巴巴概念;蚂蚁集团概念;虚拟数字人;在线教育;沪股通;融资融券,32
300133,33,300133.SZ,Sora概念(文生视频);智谱AI;短剧游戏;AI语料;多模态AI;虚拟数字人;AIGC概念;AI智能体;抖音概念(字节概念);NFT概念;知识产权保护;手机游戏;百度概念;数据要素;元宇宙;阿里巴巴概念;腾讯概念;文化传媒概念;算力租赁;东数西算(算力);DeepSeek概念;IP经济(谷子经济);人工智能;网红经济;华为概念;旅游概念;冰雪产业;融资融券;深股通;AI应用,30
300195,33,300195.SZ,烟草;中俄贸易概念;绿色电力;光伏概念;一带一路;高端装备;智能物流;京津冀一体化;专精特新;工业互联网;C2M概念;物联网;机器人概念;新型工业化;数字经济;锂电池概念;数据中心;医疗器械概念;人工智能;工业母机;机器视觉;区块链;网络安全;信创;ERP概念,25
300453,33,300453.SZ,医疗器械概念;工业互联网,2
688669,17,688669.SH,钙钛矿电池;石墨烯;可降解塑料;光刻胶;磷化工;融资融券,6
605183,17,605183.SH,一带一路;专精特新;沪股通,3
603326,17,603326.SH,智能家居;工业互联网,2
688325,17,688325.SH,芯片概念;专精特新;回购增持再贷款概念;锂电池概念;沪股通;融资融券,6
603768,17,603768.SH,长安汽车概念;一体化压铸;华为汽车;新能源汽车;比亚迪概念;锂电池概念;宁德时代概念,7
603058,17,603058.SH,第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组),7
603223,17,603223.SH,2025年报预增;航运概念;天然气;沪股通;融资融券,5
002787,33,002787.SZ,2025年报预增;锂电池概念;海峡两岸;长三角一体化;芯片概念;食品安全;创投,7
300292,33,300292.SZ,云计算;华为鲲鹏;信创;移动支付;数字经济;DeepSeek概念;鸿蒙概念;百度概念;阿里巴巴概念;车联网(车路协同);ChatGPT概念;华为概念;物联网;数据中心;军工;5G;跨境电商;毫米波雷达;光纤概念;传感器;智能座舱;长安汽车概念;汽车电子;储能;新能源汽车;汽车热管理;深股通,27
605333,17,605333.SH,人形机器人;华为汽车;无人机;新能源汽车;特斯拉概念;沪股通,6
002210,33,002210.SZ,统一大市场;PPP概念;生物质能发电;固废处理;绿色电力;粤港澳大湾区;深股通;融资融券;股权转让(并购重组),9
002873,33,002873.SZ,医药电商;流感;肝炎概念;创新药;细胞免疫治疗;西部大开发,6
001313,33,001313.SZ,预制菜;乡村振兴;一带一路;粤港澳大湾区;数据要素;深股通,6
688121,17,688121.SH,碳中和;融资融券,2
920371,151,920371.BJ,2025年报预增;预制菜;融资融券,3
301560,33,301560.SZ,空气能热泵;汽车热管理;注册制次新股;新能源汽车;储能;比亚迪概念;特斯拉概念;专精特新;机器人概念;人民币贬值受益;工业互联网;数据中心;液冷服务器;新股与次新股;融资融券,15
603091,17,603091.SH,可降解塑料;人民币贬值受益;乡村振兴;跨境电商;沪股通;融资融券,6
301277,33,301277.SZ,流感;仿制药一致性评价;幽门螺杆菌概念;创新药;合成生物;CRO概念;深股通;融资融券,8
600997,17,600997.SH,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,5
603685,17,603685.SH,PCB概念;长三角一体化;东数西算(算力);家用电器;风电;绿色电力;2025年报预增,7
001255,33,001255.SZ,超导概念;光伏概念;共同富裕示范区;专精特新;军工;高铁;有机硅概念;家用电器;水利;比亚迪概念;长三角一体化;新能源汽车;风电;核电,14
600379,17,600379.SH,特高压;智能电网;虚拟电厂;光热发电;氢能源;储能;高铁;燃料电池;国企改革;西部大开发;央企国企改革;军工;芯片概念;融资融券,14
300032,33,300032.SZ,海峡两岸;人民币贬值受益;虚拟现实;新型烟草(电子烟);元宇宙;智能穿戴;消费电子概念;OLED,8
688178,17,688178.SH,污水处理;固废处理;盐湖提锂;融资融券,4
301310,33,301310.SZ,飞行汽车(eVTOL);新能源汽车;比亚迪概念;人形机器人;机器人概念;军工;充电桩;专精特新;高压快充;核电;储能;光伏概念;可控核聚变;创投;宁德时代概念;深股通;融资融券,17
300013,33,300013.SZ,统一大市场;跨境电商;冷链物流;智能物流;一带一路;物联网;国企改革;车联网(车路协同);比亚迪概念;卫星导航;摘帽;股权转让(并购重组),12
002719,33,002719.SZ,乳业;新疆振兴;西部大开发,3
688793,17,688793.SH,脑机接口;医疗器械概念;语音技术;养老概念;电子竞技;人工智能;跨境电商;IP经济(谷子经济);智能家居;海峡两岸;腾讯概念;DeepSeek概念;虚拟数字人;粤港澳大湾区;智能穿戴;专精特新;家用电器;传感器;中俄贸易概念;新疆振兴;回购增持再贷款概念;一带一路;新能源汽车;融资融券,24
600900,17,600900.SH,同花顺中特估100;证金持股;参股银行;国企改革;央企国企改革;绿色电力;水利;同花顺漂亮100;创投;沪股通;融资融券;核电;储能,13
300237,33,300237.SZ,股权转让(并购重组);特色小镇;旅游概念;ST板块;新型城镇化;农业种植;PPP概念;垃圾分类;固废处理;乡村振兴;国企改革;充电桩;长安汽车概念;氢能源;储能;比亚迪概念;新能源汽车;汽车热管理;军工,19
688798,17,688798.SH,MCU芯片;汽车芯片;AI眼镜;芯片概念;智能穿戴;消费电子概念;小米概念;5G;专精特新;比亚迪概念;机器人概念;物联网;华为概念;卫星导航;人民币贬值受益;抖音概念(字节概念);融资融券;沪股通,18
603386,17,603386.SH,毫米波雷达;人形机器人;光纤概念;汽车电子;5G;卫星导航;PCB概念;机器人概念;小米概念;比亚迪概念;华为概念;医疗器械概念,12
003001,33,003001.SZ,地下管网;水利;装配式建筑;雄安新区;人工智能;土壤修复;一带一路;核电;雅下水电概念;可控核聚变;深股通,11
000790,33,000790.SZ,流感;医药电商;装配式建筑;合成生物;眼科医疗;医美概念;创新药;医疗器械概念;西部大开发;氟化工概念;锂电池概念;融资融券,12
300873,33,300873.SZ,新型工业化;机器人概念;人工智能;数字孪生;人形机器人;数字经济;工业互联网;AI智能体;芯片概念;粤港澳大湾区;DeepSeek概念;跨境电商;智能物流;新能源汽车;冷链物流;统一大市场;一带一路;航运概念;深股通;融资融券,20
603062,17,603062.SH,碳中和;风电;海工装备;光伏概念;储能;专精特新;沪股通;融资融券,8
688677,17,688677.SH,医疗器械概念;人民币贬值受益;专精特新;融资融券;沪股通,5
002072,33,002072.SZ,煤炭概念,1
688068,17,688068.SH,重组蛋白;创新药;肝炎概念;阿尔茨海默概念;猴痘概念;智能医疗;流感;医疗器械概念;人工智能;食品安全;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,14
002960,33,002960.SZ,传感器;储能;智能家居;人形机器人;机器视觉;机器人概念;芯片概念;氢能源;新型城镇化;无人机;MCU芯片;安防;物联网;跨境电商;数据中心;人工智能;智慧城市;核电;阿里巴巴概念;快手概念;融资融券;深股通,22
600753,22,600753.SH,ST板块;煤化工概念;换电概念;充电桩,4
002887,33,002887.SZ,新型城镇化;露营经济;雄安新区;PPP概念;污水处理;土壤修复;旅游概念;碳中和;水利;足球概念;碳交易;乡村振兴;体育产业;冰雪产业;IP经济(谷子经济);京津冀一体化,16
600844,17,600844.SH,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),4
000856,33,000856.SZ,建筑节能;京津冀一体化;国企改革;水泥概念;机器人概念;高端装备;智能电网,7
603082,17,603082.SH,新型工业化;机器人概念;人形机器人;智能物流;数字孪生;京津冀一体化;军工;国企改革;央企国企改革;冷链物流;沪股通;融资融券,12
688206,17,688206.SH,存储芯片;芯片概念;专精特新;股权转让(并购重组);沪股通;融资融券,6
603065,17,603065.SH,光伏概念;专精特新;职业教育,3
688130,17,688130.SH,芯片概念;智能家居;血氧仪;储能;融资融券,5
000598,33,000598.SZ,证金持股;固废处理;污水处理;PPP概念;国企改革;地下管网;西部大开发;水利;深股通;融资融券;数字孪生,11
300568,33,300568.SZ,钠离子电池;固态电池;锂电池概念;宁德时代概念;比亚迪概念;储能;氢能源;回购增持再贷款概念;机器人概念;芯片概念;DeepSeek概念;融资融券;深股通,13
688097,17,688097.SH,苹果概念;富士康概念;新型工业化;共封装光学(CPO);人形机器人;华为手机;特斯拉概念;消费电子概念;换电概念;MR(混合现实);汽车电子;新能源汽车;AI眼镜;机器视觉;高端装备;宁德时代概念;机器人概念;光伏概念;芯片概念;5G;固态电池;智能穿戴;储能;工业互联网;充电桩;无人机;华为概念;低空经济;锂电池概念;一带一路;智能物流;沪股通;融资融券,33
688607,17,688607.SH,智能医疗;人工智能;传感器;宠物经济;融资融券,5
000551,33,000551.SZ,PM2.5;商业航天;军民融合;军工;中芯国际概念;芯片概念;无人驾驶;机器人概念;家用电器;空气能热泵;新能源汽车;特斯拉概念;创投;氢能源;职业教育;特高压;减速器;一带一路;污水处理;国企改革;参股银行;期货概念;猴痘概念;融资融券;深股通,25
603511,17,603511.SH,跨境电商;三胎概念;IP经济(谷子经济);参股银行;体育产业;沪股通,6
301552,33,301552.SZ,医疗器械概念;血氧仪;专精特新;新能源汽车;小米汽车;比亚迪概念;小米概念;特斯拉概念;低空经济;华为概念;军工;军民融合;融资融券,13
603299,17,603299.SH,NMN概念;天然气;国企改革;储能;钠离子电池;沪股通;融资融券,7
000548,33,000548.SZ,物业管理;乡村振兴;国企改革,3
003030,33,003030.SZ,人造肉;共同富裕示范区;宠物经济;网红经济,4
920895,151,920895.BJ,专精特新;融资融券;农机,3
688788,17,688788.SH,军工信息化;华为昇腾;军工;无人机;芯片概念;人工智能;无人驾驶;粤港澳大湾区;沪股通;融资融券,10
301332,33,301332.SZ,净水概念;跨境电商;家用电器;智能家居;粤港澳大湾区;网红经济;专精特新;机器人概念;小米概念;AIGC概念;深股通;融资融券,12
600962,17,600962.SH,智慧城市;工业互联网;芯片概念;房屋检测;央企国企改革;国企改革;人民币贬值受益;中芯国际概念;沪股通;股权转让(并购重组),10
600486,17,600486.SH,草甘膦;央企国企改革;同花顺出海50;国企改革;乡村振兴;人民币贬值受益;沪股通;融资融券,8
002823,33,002823.SZ,汽车热管理;特斯拉概念;新能源汽车;比亚迪概念;燃料电池;机器人概念;风电;锂电池概念;无人驾驶;人民币贬值受益;深股通,11
600505,17,600505.SH,绿色电力;风电;国企改革;充电桩;西部大开发;央企国企改革;光伏概念;2025三季报预增;沪股通;融资融券,10
002722,33,002722.SZ,创投;独角兽概念;语音技术;人工智能;国企改革;AIGC概念;ChatGPT概念;氢能源;燃料电池;高端装备;特钢概念,11
300412,33,300412.SZ,合成生物;CRO概念;创新药;医疗器械概念;啤酒概念;共同富裕示范区;智能医疗;光伏建筑一体化;智能物流;人工智能;数字孪生;专精特新;新型工业化;机器人概念;光刻胶,15
301418,33,301418.SZ,石墨烯;消费电子概念;两轮车;芯片概念;融资融券,5
600858,17,600858.SH,国企改革;养老概念;充电桩;家用电器;抖音概念(字节概念),5
603329,17,603329.SH,长三角一体化;统一大市场;新疆振兴;一带一路;国企改革;自由贸易港;上海自贸区;融资融券,8
300172,33,300172.SZ,土壤修复;生物质能发电;净水概念;污水处理;新型城镇化;固废处理;PPP概念;核污染防治;超超临界发电;PM2.5;一带一路;核电;高端装备;物联网;专精特新;盐湖提锂,16
603648,17,603648.SH,统一大市场;冷链物流;国企改革;智能物流;自由贸易港;长三角一体化;一带一路;医疗器械概念;换电概念;上海自贸区;机器人概念;新能源汽车;苹果概念,13
605268,17,605268.SH,新型城镇化;智能家居;物联网;智慧城市;安防;人脸识别;华为概念;数据要素,8
000920,33,000920.SZ,污水处理;净水概念;参股银行;盐湖提锂;西部大开发;国企改革;参股券商;央企国企改革;芯片概念;深股通,10
301009,33,301009.SZ,三胎概念;宠物经济;跨境电商;养老概念;医疗器械概念;专精特新;融资融券,7
300749,33,300749.SZ,商业航天;海工装备;人工智能;回购增持再贷款概念;智能家居;家用电器,6
603919,17,603919.SH,白酒概念;啤酒概念;西部大开发;回购增持再贷款概念;沪股通;融资融券,6
688041,17,688041.SH,中国AI 50;芯片概念;东数西算(算力);阿里巴巴概念;腾讯概念;百度概念;信创;抖音概念(字节概念);人工智能;DeepSeek概念;同花顺中特估100;沪股通;融资融券,13
301602,33,301602.SZ,智能医疗;医疗器械概念;宠物经济;人工智能;水利;人民币贬值受益;专精特新;机器人概念;核电;深股通;融资融券,11
600308,17,600308.SH,生物质能发电;环氧丙烷;绿色电力;一带一路;智能物流;数字经济;数字孪生;数据要素;DeepSeek概念;元宇宙;工业互联网;光伏概念;AI语料;新型工业化;沪股通;融资融券,16
301298,33,301298.SZ,人民币贬值受益;新能源汽车;高铁;新型工业化;减速器;机器视觉;融资融券,7
603726,17,603726.SH,先进封装;机器人概念;家用电器;空气能热泵;创投,5
002565,33,002565.SZ,商业航天;卫星导航;生态农业;土壤修复;东数西算(算力);工业大麻;一带一路;跨境电商;回购增持再贷款概念;新型烟草(电子烟);深股通;融资融券,12
603322,17,603322.SH,Sora概念(文生视频);算力租赁;东数西算(算力);多模态AI;智慧灯杆;快手概念;AIGC概念;智慧城市;物联网;数据要素;移动支付;人工智能;5G;DeepSeek概念;华为概念;数据中心;粤港澳大湾区;芯片概念;充电桩;智能物流;一带一路;AI应用;沪股通,23
920159,151,920159.BJ,新股与次新股;融资融券,2
601857,17,601857.SH,中字头股票;同花顺中特估100;俄乌冲突概念;页岩气;证金持股;天然气;参股保险;沪股通;融资融券;国企改革;央企国企改革;碳交易;一带一路,13
920593,151,920593.BJ,机器人概念;减速器;医疗器械概念;融资融券;专精特新;人形机器人;3D打印,7
300694,33,300694.SZ,燃料电池;国企改革;新能源汽车;机器人概念;人形机器人;2025年报预增,6
603036,17,603036.SH,天然气;俄乌冲突概念,2
001258,33,001258.SZ,光热发电;绿色电力;风电;新疆振兴;国企改革;充电桩;西部大开发;储能;2025年报预增;深股通,10
