code,market_code,股票代码,所属概念,所属概念数量
002298,33,002298.SZ,电力物联网;虚拟电厂;智能电网;光伏建筑一体化;数字乡村;智慧政务;AIGC概念;数字经济;阿里巴巴概念;碳交易;时空大数据;数据要素;数据安全;人工智能;云计算;水利;信创;充电桩;智慧城市;储能;碳中和;网络安全;PPP概念;东数西算(算力);物联网;工业互联网;数据中心;军工信息化;华为概念;人脸识别;安防;高铁;军工;新型城镇化;专精特新;无线充电;无人机;机器视觉;5G;传感器;光纤概念;消费电子概念;深股通;融资融券,44
300380,33,300380.SZ,互联网金融;信创;鸿蒙概念;百度概念;AI智能体;数据要素;AIGC概念;腾讯概念;数字经济;DeepSeek概念;人工智能;华为概念;2025年报预增;AI应用;深股通,15
000636,33,000636.SZ,共封装光学(CPO);超级电容;高压快充;汽车电子;AI眼镜;液冷服务器;传感器;5G;比亚迪概念;光伏概念;智能穿戴;机器人概念;储能;无人机;华为概念;商业航天;低空经济;东数西算(算力);粤港澳大湾区;锂电池概念;卫星导航;创投;小金属概念;国企改革;深股通;融资融券,26
600292,17,600292.SH,风电;绿色电力;央企国企改革;碳中和;动力电池回收;土壤修复;国企改革;PPP概念;污水处理;西部大开发;乡村振兴;锂电池概念;期货概念;融资融券;沪股通;股权转让(并购重组),16
301636,33,301636.SZ,钙钛矿电池;光伏概念;注册制次新股;专精特新;新能源汽车;新股与次新股;融资融券,7
000917,33,000917.SZ,网络游戏;文化传媒概念;IP经济(谷子经济);华为概念;物联网;创投;旅游概念;智能家居;露营经济;国企改革;深股通;融资融券,12
603568,17,603568.SH,金属镍;固废处理;锂电池概念;生物质能发电;污水处理;垃圾分类;一带一路;碳交易;PPP概念;沪股通;机器人概念;融资融券,12
688399,17,688399.SH,猴痘概念;基因测序;流感;医药电商;肝炎概念;维生素;医疗器械概念;智能医疗;专精特新;沪股通;融资融券,11
688225,17,688225.SH,智谱AI;智慧政务;AI智能体;信创;数据安全;数字水印;网络安全;抖音概念(字节概念);数据要素;鸿蒙概念;跨境支付(CIPS);阿里巴巴概念;卫星导航;东数西算(算力);人工智能;DeepSeek概念;智慧城市;车联网(车路协同);6G概念;商业航天;工业互联网;5G;沪股通;股权转让(并购重组);融资融券,25
688176,17,688176.SH,创新药;沪股通;融资融券,3
603918,17,603918.SH,Web3.0;云办公;AIGC概念;数据确权;抖音概念(字节概念);在线教育;智慧政务;阿里巴巴概念;蚂蚁集团概念;信创;区块链;智能医疗;DeepSeek概念;人工智能;互联网金融;华为概念;化债概念(AMC概念);机器视觉;上海自贸区;机器人概念;AI应用;融资融券;沪股通,23
603883,17,603883.SH,养老概念;医药电商;智能医疗;医疗器械概念;腾讯概念;AI智能体;沪股通;融资融券,8
688118,17,688118.SH,AIGC概念;AI智能体;华为鲲鹏;华为欧拉;数据要素;云计算;智慧政务;信创;数据安全;人工智能;DeepSeek概念;数字经济;数字孪生;智慧城市;互联网金融;华为概念;军工;AI应用;工业互联网;数据中心;专精特新;融资融券,22
600391,17,600391.SH,国产航母;航空发动机;大飞机;军工;高端装备;央企国企改革;国企改革;西部大开发;沪股通;融资融券,10
002579,33,002579.SZ,AI PC;PCB概念;共封装光学(CPO);MiniLED;毫米波雷达;5G;WiFi 6;汽车电子;商业航天;无人机;6G概念;AI手机;军民融合;卫星导航;军工;消费电子概念;数据中心;柔性屏(折叠屏);MicroLED概念;新型烟草(电子烟);无人驾驶;AI眼镜;低空经济;智能音箱;智能穿戴;小米概念;物联网;芯片概念;先进封装;机器人概念;粤港澳大湾区;海峡两岸;比亚迪概念;新能源汽车;无线耳机;工业互联网;人形机器人;OLED;数字经济;存储芯片;储能;创投;广东自贸区;医疗器械概念;养老概念;融资融券;深股通,47
600096,17,600096.SH,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;西部大开发;碳中和;融资融券;国企改革;乡村振兴;沪股通,12
000980,33,000980.SZ,中俄贸易概念;一带一路;新能源汽车;百度概念;深股通;融资融券,6
000898,33,000898.SZ,煤化工概念;特钢概念;国企改革;金属回收;央企国企改革;证金持股;回购增持再贷款概念;海工装备;数据中心;比亚迪概念;深股通;融资融券,12
603366,17,603366.SH,区块链;蚂蚁集团概念;建筑节能;创投;参股银行;华为概念;空气能热泵;智能家居;家用电器;充电桩;光伏概念;储能;特斯拉概念;融资融券;沪股通,15
688626,17,688626.SH,脑机接口;智能医疗;医疗器械概念;养老概念;人工智能;DeepSeek概念;机器人概念;专精特新;回购增持再贷款概念;旅游概念;AI智能体;AI应用;融资融券;沪股通,14
600207,17,600207.SH,建筑节能;光热发电;光伏概念;储能;医疗器械概念;国企改革;天然气;富士康概念;芯片概念;沪股通;融资融券,11
601608,17,601608.SH,国产航母;大飞机;海工装备;商业航天;军工;高端装备;核电;减速器;F5G概念;一带一路;新型工业化;风电;工业互联网;光伏概念;一体化压铸;机器人概念;国企改革;人形机器人;华为概念;人工智能;超级电容;同花顺中特估100;融资融券;沪股通;中字头股票,25
300252,33,300252.SZ,卫星导航;商业航天;6G概念;军民融合;国产航母;军工;WiFi 6;光纤概念;毫米波雷达;5G;F5G概念;铜缆高速连接;东数西算(算力);车联网(车路协同);芯片概念;华为概念;物联网;数据中心;人工智能;富士康概念;汽车电子;无线耳机;共封装光学(CPO);PCB概念;粤港澳大湾区;新能源汽车;深股通,27
300663,33,300663.SZ,数字货币;电子身份证;华为盘古;移动支付;跨境支付(CIPS);华为欧拉;财税数字化;华为鲲鹏;数据安全;华为昇腾;信创;数据确权;蚂蚁集团概念;Web3.0;互联网金融;云计算;网络安全;区块链;鸿蒙概念;百度概念;数据要素;AI智能体;数字乡村;数字经济;智慧城市;智谱AI;阿里巴巴概念;腾讯概念;DeepSeek概念;量子科技;人工智能;东数西算(算力);虚拟数字人;华为概念;物联网;京津冀一体化;无人零售;商业航天;化债概念(AMC概念);创投;数据中心;小米概念;乡村振兴;芯片概念;脑机接口;AI应用;深股通;融资融券,48
002453,33,002453.SZ,光刻胶;深股通;融资融券,3
300523,33,300523.SZ,财税数字化;国资云;腾讯概念;时空大数据;AI智能体;智慧城市;ChatGPT概念;DeepSeek概念;人工智能;云计算;网络安全;地下管网;京津冀一体化;安防;物联网;低空经济;水利;核污染防治;华为概念;无人机;股权转让(并购重组);机器人概念;国企改革;天然气;央企国企改革;一带一路;传感器;高端装备;芯片概念;深股通,30
300085,33,300085.SZ,华为鲲鹏;数字货币;信创;数据确权;百度概念;数据要素;互联网金融;区块链;语音技术;人工智能;华为概念;5G;机器人概念;跨境电商;粤港澳大湾区;碳中和;参股券商;深股通;AI应用;股权转让(并购重组);融资融券,21
601179,17,601179.SH,柔性直流输电;特高压;智能电网;可控核聚变;超级电容;中字头股票;光伏概念;核电;风电;储能;西部大开发;高端装备;数据中心;央企国企改革;国企改革;同花顺中特估100;芯片概念;水利;东数西算(算力);融资融券;量子科技;沪股通,22
300008,33,300008.SZ,军民融合;太赫兹;军工;海工装备;数字孪生;2025年报预增;人工智能;高端装备;风电;机器人概念;一带一路;专精特新;垃圾分类;天然气;航运概念;深股通;融资融券,17
600845,17,600845.SH,云计算;算力租赁;AI智能体;ERP概念;DeepSeek概念;东数西算(算力);车联网(车路协同);华为概念;工业互联网;央企国企改革;上海自贸区;数据中心;中国AI 50;国企改革;新型工业化;机器人概念;人形机器人;AI应用;融资融券;沪股通,20
002270,33,002270.SZ,特高压;工业母机;高端装备;专精特新;机器人概念;深股通;融资融券,7
688375,17,688375.SH,军工信息化;卫星导航;商业航天;6G概念;军民融合;军工;DeepSeek概念;无人机;毫米波雷达;5G;芯片概念;央企国企改革;第三代半导体;国企改革;回购增持再贷款概念;先进封装;沪股通;融资融券,18
600506,17,600506.SH,汽车热管理;高压快充;充电桩;燃料电池;新能源汽车;宁德时代概念;液冷服务器;高铁;无人机;储能;机器人概念;农机;数据中心;碳中和;风电;芯片概念;新疆振兴;绿色电力;乡村振兴;西部大开发;国企改革;人工智能;央企国企改革;股权转让(并购重组),24
300378,33,300378.SZ,多模态AI;ChatGPT概念;AIGC概念;AI智能体;ERP概念;华为鲲鹏;抖音概念(字节概念);数据安全;百度概念;阿里巴巴概念;数据要素;人工智能;DeepSeek概念;数字经济;华为概念;工业互联网;新型工业化;C2M概念;创投;芯片概念;富士康概念;AI应用;海峡两岸;深股通;融资融券,25
000066,33,000066.SZ,国产操作系统;信创;华为鲲鹏;数据安全;AI PC;量子科技;网络安全;中国AI 50;百度概念;车联网(车路协同);卫星导航;智慧城市;东数西算(算力);军民融合;商业航天;区块链;数字经济;5G;人工智能;华为概念;军工;DeepSeek概念;数据中心;汽车电子;粤港澳大湾区;消费电子概念;芯片概念;海工装备;液冷服务器;央企国企改革;国企改革;锂电池概念;智能电网;钠离子电池;深股通;中字头股票;融资融券,37
688586,17,688586.SH,商业航天;军民融合;大飞机;军工;无人机;高端装备;央企国企改革;专精特新;国企改革;沪股通;融资融券,11
002075,33,002075.SZ,特钢概念;无人机;军工;华为概念;新能源汽车;2025年报预增;深股通;融资融券,8
920564,151,920564.BJ,商业航天;空间计算;西部大开发;智慧城市;融资融券;时空大数据;DeepSeek概念;数据要素;人工智能;华为昇腾;旅游概念;数字乡村;云计算;乡村振兴;华为鲲鹏;多模态AI;数字孪生,17
600622,17,600622.SH,物业管理;化债概念(AMC概念);统一大市场;国企改革;核电;小金属概念;融资融券,7
688480,17,688480.SH,净水概念;土壤修复;污水处理;融资融券,4
688114,17,688114.SH,AI智能体;智能医疗;脑机接口;基因测序;医疗器械概念;机器人概念;合成生物;沪股通;融资融券,9
300937,33,300937.SZ,医药电商;智能医疗;人工智能;DeepSeek概念;西部大开发;融资融券,6
920974,151,920974.BJ,金属回收;氢能源;融资融券;燃料电池,4
000766,33,000766.SZ,DeepSeek概念;参股银行;民营医院;工业大麻;阿尔茨海默概念;流感;肝炎概念;创新药;深股通;融资融券,10
301209,33,301209.SZ,染料;光刻胶;专精特新;光刻机;深股通;融资融券,6
300745,33,300745.SZ,无线充电;高压快充;燃料电池;储能;比亚迪概念;小米汽车;新能源汽车;氢能源;充电桩;汽车电子;华为汽车;长安汽车概念;机器人概念;融资融券,14
920001,151,920001.BJ,国企改革;专精特新;融资融券;虚拟现实;OLED;AI眼镜,6
603505,17,603505.SH,氟化工概念;锂电池概念;民爆概念;融资融券;沪股通,5
600141,17,600141.SH,磷化工;化肥;草甘膦;氟化工概念;有机硅概念;硅能源;消毒剂;固态电池;锂电池概念;回购增持再贷款概念;国企改革;乡村振兴;比亚迪概念;沪股通;融资融券;中芯国际概念;机器人概念;芯片概念,18
300682,33,300682.SZ,AI应用;AI智能体;蚂蚁集团概念;阿里巴巴概念;数据要素;华为鲲鹏;区块链;电力物联网;人工智能;DeepSeek概念;数字经济;智能电网;华为概念;物联网;虚拟电厂;车联网(车路协同);工业互联网;碳中和;光伏概念;充电桩;绿色电力;新能源汽车;融资融券;深股通,24
002244,33,002244.SZ,租售同权;证金持股;物业管理;特色小镇;乡村振兴;养老概念;共同富裕示范区;深股通;融资融券;海峡两岸;固态电池,11
300581,33,300581.SZ,军民融合;航空发动机;军工;卫星导航;无人机;专精特新;西部大开发;融资融券;深股通,9
000514,33,000514.SZ,物业管理;国企改革;西部大开发,3
002773,33,002773.SZ,创新药;阿尔茨海默概念;眼科医疗;医疗器械概念;合成生物;西部大开发;深股通;融资融券,8
300634,33,300634.SZ,智谱AI;ChatGPT概念;云办公;AIGC概念;多模态AI;虚拟数字人;华为昇腾;AI智能体;云计算;华为鲲鹏;抖音概念(字节概念);智慧政务;百度概念;信创;数据安全;阿里巴巴概念;数据要素;腾讯概念;网络安全;区块链;元宇宙;鸿蒙概念;算力租赁;DeepSeek概念;数字经济;东数西算(算力);人工智能;智慧城市;智能医疗;IP经济(谷子经济);车联网(车路协同);虚拟现实;6G概念;华为概念;数据中心;低空经济;5G;创投;无人驾驶;粤港澳大湾区;机器人概念;飞行汽车(eVTOL);AI应用;融资融券;深股通,45
002132,33,002132.SZ,有机硅概念;硅能源;黄金概念;光伏概念;特高压;深股通;融资融券,7
002607,33,002607.SZ,AI应用;AIGC概念;职业教育;虚拟数字人;在线教育;旅游概念;百度概念;阿里巴巴概念;DeepSeek概念;人工智能;超级品牌;乡村振兴;融资融券;深股通,14
600439,17,600439.SH,网红经济;跨境电商;参股银行;一带一路;人民币贬值受益,5
920402,151,920402.BJ,融资融券;碳中和;国企改革;氢能源;光伏概念;硅能源;芯片概念,7
002323,33,002323.SZ,HJT电池;光伏建筑一体化;光伏概念;绿色电力;国企改革;一带一路;储能;智慧城市;数字乡村;融资融券,10
601929,17,601929.SH,短剧游戏;Sora概念(文生视频);文化传媒概念;AI应用;AIGC概念;在线教育;AI智能体;IP经济(谷子经济);数据要素;智慧政务;智能医疗;数字乡村;云计算;时空大数据;数据安全;算力租赁;人工智能;DeepSeek概念;旅游概念;数字孪生;智慧城市;网络安全;食品安全;东数西算(算力);虚拟现实;安防;乡村振兴;车联网(车路协同);物联网;数据中心;参股银行;卫星导航;国企改革;低空经济;5G;芯片概念;融资融券;沪股通,38
300982,33,300982.SZ,光伏概念;充电桩;智能电网;虚拟电厂;储能;电力物联网;数据中心;工业互联网;融资融券,9
300632,33,300632.SZ,脑机接口;福建自贸区;海峡两岸;柔性屏(折叠屏);无人机;PET铜箔;MiniLED;养老概念;传感器;智能穿戴;鸿蒙概念;5G;汽车电子;AI眼镜;机器人概念;无人驾驶;无线耳机;医美概念;消费电子概念;比亚迪概念;富士康概念;家用电器;人形机器人;芯片概念;充电桩;PCB概念;人民币贬值受益;OLED;储能;固态电池;一带一路;锂电池概念;先进封装;第三代半导体;消毒剂,35
688222,17,688222.SH,腾讯概念;智能医疗;CRO概念;人工智能;AI应用;减肥药;重组蛋白;创新药;2025年报预增;人民币贬值受益;西部大开发;回购增持再贷款概念;沪股通;融资融券,14
300122,33,300122.SZ,猴痘概念;生物疫苗;流感;肝炎概念;重组蛋白;创新药;合成生物;减肥药;西部大开发;同花顺漂亮100;深股通;融资融券,12
600333,17,600333.SH,天然气;国企改革;融资融券,3
601096,17,601096.SH,特高压;智能电网;风电;光伏概念;核电;央企国企改革;国企改革;2025年报预增;沪股通;融资融券,10
000908,33,000908.SZ,眼科医疗;流感;创新药;仿制药一致性评价;基因测序;ST板块;医疗器械概念;医美概念;消毒剂,9
920407,151,920407.BJ,地下管网;人脸识别;物联网;污水处理;鸿蒙概念;专精特新;无人零售;融资融券;智慧城市;传感器,10
605136,17,605136.SH,拼多多概念;抖音概念(字节概念);网红经济;跨境电商;三胎概念;创投;乡村振兴,7
300226,33,300226.SZ,ChatGPT概念;AI语料;AI智能体;多模态AI;AIGC概念;数据要素;百度概念;鸿蒙概念;区块链;DeepSeek概念;人工智能;互联网金融;工业互联网;AI应用;深股通;融资融券,16
300364,33,300364.SZ,Sora概念(文生视频);AI语料;快手概念;短剧游戏;ChatGPT概念;AIGC概念;Web3.0;多模态AI;虚拟数字人;AI智能体;知识产权保护;NFT概念;抖音概念(字节概念);在线教育;数据确权;文化传媒概念;数据要素;阿里巴巴概念;百度概念;腾讯概念;鸿蒙概念;元宇宙;区块链;数字乡村;职业教育;DeepSeek概念;人工智能;AI应用;数字经济;IP经济(谷子经济);虚拟现实;华为概念;京津冀一体化;乡村振兴;同花顺出海50;深股通;融资融券,37
603486,17,603486.SH,机器人概念;智能家居;语音技术;家用电器;人工智能;华为概念;数据中心;2025年报预增;融资融券;沪股通,10
603393,17,603393.SH,俄乌冲突概念;煤炭概念;天然气;页岩气;新疆振兴;西部大开发;融资融券;沪股通,8
002988,33,002988.SZ,光伏概念;新能源汽车;比亚迪概念;华为汽车;储能;建筑节能;回购增持再贷款概念;智能物流;深股通,9
688622,17,688622.SH,量子科技;PM2.5;专精特新;粤港澳大湾区;食品安全;医疗器械概念;碳中和;沪股通;融资融券,9
603171,17,603171.SH,ChatGPT概念;AIGC概念;AI智能体;财税数字化;AI应用;阿里巴巴概念;云计算;华为鲲鹏;数据要素;智慧政务;鸿蒙概念;信创;蚂蚁集团概念;中国AI 50;人工智能;DeepSeek概念;数字经济;智慧城市;融资融券;沪股通,20
301291,33,301291.SZ,智能电网;光伏概念;风电;储能;海工装备;氢能源;光伏建筑一体化;数据中心;粤港澳大湾区;东数西算(算力);抖音概念(字节概念);深股通;融资融券,13
000970,33,000970.SZ,稀土永磁;小金属概念;特斯拉概念;新能源汽车;机器人概念;国企改革;苹果概念;人民币贬值受益;深股通;融资融券;2025年报预增;中字头股票,12
920130,151,920130.BJ,AI应用;PCB概念;融资融券;网约车;专精特新;智慧城市;充电桩;安防;阿里巴巴概念;多模态AI;人工智能;AI智能体,12
601567,17,601567.SH,智能电网;电力物联网;风电;充电桩;光伏概念;储能;高压氧舱;一带一路;参股银行;民营医院;数据中心;三胎概念;工业互联网;养老概念;AI应用;脑机接口;人工智能;智能医疗;沪股通;融资融券,20
688083,17,688083.SH,信创;鸿蒙概念;职业教育;新型工业化;智能电网;沪股通;融资融券,7
300129,33,300129.SZ,商业航天;海工装备;高端装备;光伏概念;风电;专精特新;新疆振兴;国企改革;绿色电力;深股通;融资融券,11
001280,33,001280.SZ,小金属概念;稀土永磁;超导概念;央企国企改革;核电;一带一路;注册制次新股;军工;深股通;中字头股票;新股与次新股;融资融券,12
002573,33,002573.SZ,固废处理;天然气;煤化工概念;PPP概念;污水处理;雄安新区;国企改革;土壤修复;碳中和;水利;京津冀一体化;创投;金属回收;PM2.5;数字孪生;机器人概念;金属铜;深股通;融资融券,19
688045,17,688045.SH,第三代半导体;MCU芯片;芯片概念;消费电子概念;AI眼镜;专精特新;传感器;小米概念;储能;粤港澳大湾区;融资融券,11
300047,33,300047.SZ,华为昇腾;智谱AI;华为鲲鹏;财税数字化;云办公;ChatGPT概念;云计算;智慧政务;华为欧拉;AI智能体;数字货币;AIGC概念;信创;数据安全;网络安全;移动支付;蚂蚁集团概念;数据要素;时空大数据;区块链;鸿蒙概念;百度概念;在线教育;腾讯概念;军工信息化;数字经济;DeepSeek概念;东数西算(算力);智慧城市;人工智能;数字孪生;车联网(车路协同);职业教育;华为概念;数据中心;低空经济;军工;5G;无人机;跨境电商;无人驾驶;粤港澳大湾区;机器人概念;AI应用;乡村振兴;融资融券;深股通,47
920090,151,920090.BJ,DeepSeek概念;数据中心;元宇宙;虚拟现实;互联网金融;融资融券;职业教育;MR(混合现实);数字经济;京津冀一体化,10
600021,17,600021.SH,超超临界发电;虚拟电厂;碳交易;核电;风电;绿色电力;央企国企改革;氢能源;储能;国企改革;一带一路;证金持股;沪股通;融资融券,14
300135,33,300135.SZ,新疆振兴;中俄贸易概念;国企改革;俄乌冲突概念;一带一路;雅下水电概念;高铁;低空经济;芯片概念;股权转让(并购重组),10
600170,17,600170.SH,黄金概念;水泥概念;物业管理;参股券商;PPP概念;雄安新区;房屋检测;地下管网;乡村振兴;装配式建筑;土壤修复;绿色电力;国企改革;光伏建筑一体化;上海国企改革;新型城镇化;碳中和;证金持股;水利;一带一路;DeepSeek概念;数字孪生;人工智能;核电;数据中心;融资融券;机器人概念;低空经济;沪股通,29
301017,33,301017.SZ,家庭医生;医药电商;智能医疗;养老概念;医美概念;宠物经济;冷链物流;时空大数据;跨境电商;阿里巴巴概念;海峡两岸;深股通;融资融券,13
301378,33,301378.SZ,AI应用;AIGC概念;ChatGPT概念;AI智能体;华为昇腾;华为鲲鹏;数据要素;阿里巴巴概念;智慧政务;腾讯概念;信创;鸿蒙概念;DeepSeek概念;人工智能;数字经济;化债概念(AMC概念);融资融券,17
688171,17,688171.SH,量子科技;数据安全;网络安全;信创;军工信息化;数据要素;工业互联网;电力物联网;智能电网;虚拟电厂;融资融券,11
601106,17,601106.SH,中字头股票;商业航天;国产航母;军民融合;军工;核电;高端装备;风电;工业母机;一带一路;金属镍;黑龙江自贸区;央企国企改革;国企改革;特斯拉概念;小金属概念;同花顺中特估100;沪股通;融资融券,19
688023,17,688023.SH,华为昇腾;信创;数据安全;ChatGPT概念;云计算;网络安全;AI智能体;量子科技;数据要素;百度概念;区块链;阿里巴巴概念;车联网(车路协同);DeepSeek概念;智慧城市;人工智能;华为概念;低空经济;物联网;无人机;AI应用;沪股通;融资融券,23
300075,33,300075.SZ,智慧政务;华为鲲鹏;AI智能体;鸿蒙概念;多模态AI;华为昇腾;区块链;信创;智谱AI;AIGC概念;数据要素;腾讯概念;阿里巴巴概念;元宇宙;数字经济;DeepSeek概念;人工智能;时空大数据;智慧城市;数字孪生;车联网(车路协同);虚拟现实;安防;ETC;华为概念;智能医疗;卫星导航;低空经济;京津冀一体化;机器视觉;无人驾驶;机器人概念;AI眼镜;人形机器人;雄安新区;地下管网;垃圾分类;AI应用;深股通;融资融券,40
300416,33,300416.SZ,商业航天;军工;低空经济;传感器;华为海思概念股;高端装备;特斯拉概念;比亚迪概念;汽车电子;芯片概念;海工装备;专精特新;消费电子概念;核电;华为概念;先进封装;储能;宁德时代概念;中芯国际概念;深股通;融资融券,21
300769,33,300769.SZ,固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;新能源汽车;专精特新;融资融券;深股通,9
301392,33,301392.SZ,第三代半导体;芯片概念;富士康概念;PET铜箔;苹果概念;专精特新;比亚迪概念;锂电池概念;融资融券;深股通,10
300271,33,300271.SZ,智谱AI;ChatGPT概念;DRG/DIP;在线教育;数据确权;AI智能体;华为鲲鹏;财税数字化;智慧政务;抖音概念(字节概念);百度概念;数据要素;阿里巴巴概念;蚂蚁集团概念;区块链;数据安全;腾讯概念;信创;DeepSeek概念;职业教育;人工智能;互联网金融;语音技术;华为概念;AI应用;深股通;融资融券,27
002439,33,002439.SZ,智慧政务;网络安全;电子身份证;鸿蒙概念;信创;华为鲲鹏;数据安全;腾讯概念;云计算;数据要素;AI智能体;数字经济;DeepSeek概念;华为欧拉;跨境支付(CIPS);智慧城市;人工智能;多模态AI;华为昇腾;数字货币;车联网(车路协同);京津冀一体化;东数西算(算力);华为概念;物联网;智慧灯杆;量子科技;低空经济;工业互联网;军工信息化;军民融合;无人机;数据中心;烟草;国企改革;机器人概念;6G概念;5G;小米概念;AI应用;融资融券;深股通,42
600573,17,600573.SH,啤酒概念;海峡两岸;旅游概念;国企改革;合成生物,5
920184,151,920184.BJ,2025年报预增;人工智能;AI智能体;鸿蒙概念;空间计算;乡村振兴;时空大数据;互联网金融;卫星导航;融资融券;数字经济;数据确权;数据要素;数字乡村;互联网保险;DeepSeek概念,16
600809,17,600809.SH,白酒概念;同花顺漂亮100;国企改革;沪股通;融资融券,5
000523,33,000523.SZ,广东自贸区;啤酒概念;物业管理;代糖概念;国企改革;创投;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通,10
600325,17,600325.SH,租售同权;物业管理;证金持股;广东自贸区;旅游概念;国企改革;冰雪产业;横琴新区;数字经济;回购增持再贷款概念;粤港澳大湾区;华为概念;沪股通;融资融券,14
688095,17,688095.SH,AIGC概念;智慧政务;信创;鸿蒙概念;人工智能;DeepSeek概念;福建自贸区;人民币贬值受益;AI应用;沪股通;融资融券,11
300947,33,300947.SZ,租售同权;物业管理;旅游概念;IP经济(谷子经济);新型城镇化;建筑节能;空间计算;元宇宙;人工智能;DeepSeek概念;ChatGPT概念;AI应用;融资融券,13
920826,151,920826.BJ,跨境电商;预制菜;融资融券;人民币贬值受益,4
603680,17,603680.SH,高铁;一带一路;充电桩;储能;2025年报预增;沪股通,6
000581,33,000581.SZ,汽车热管理;燃料电池;新能源汽车;氢能源;人形机器人;机器人概念;国企改革;汽车电子;参股券商;毫米波雷达;芯片概念;汽车芯片;深股通;融资融券,14
600094,17,600094.SH,低空经济;旅游概念;卫星导航;商业航天;数字经济;无人机;物业管理;参股保险;6G概念;参股券商;算力租赁;东数西算(算力);数据中心;5G;芯片概念;沪股通;融资融券,17
603527,17,603527.SH,锂电池概念;固态电池;新能源汽车;3D打印;高端装备;融资融券,6
300445,33,300445.SZ,商业航天;芯片概念;高端装备;传感器;物联网;特斯拉概念,6
920575,151,920575.BJ,生物疫苗;融资融券;重组蛋白,3
000717,33,000717.SZ,特钢概念;国企改革;乡村振兴;央企国企改革;氢能源;核电;DeepSeek概念;人工智能;机器人概念;融资融券;深股通;中字头股票,12
000783,33,000783.SZ,期货概念;深股通;融资融券;2025年报预增,4
300080,33,300080.SZ,TOPCON电池;石墨电极;钒电池;锂电池概念;石墨烯;储能;绿色电力;宁德时代概念;国企改革;煤化工概念;股权转让(并购重组);融资融券;深股通,13
603612,17,603612.SH,石墨电极;固态电池;锂电池概念;宁德时代概念;2025年报预增;储能;燃料电池;一带一路;新能源汽车;飞行汽车(eVTOL);无人机;沪股通;DeepSeek概念;无人驾驶;融资融券,15
000519,33,000519.SZ,军民融合;军工;无人机;央企国企改革;商业航天;国企改革;培育钻石;新能源汽车;芯片概念;冷链物流;同花顺中特估100;中字头股票;深股通;融资融券,14
600206,17,600206.SH,稀土永磁;OLED;芯片概念;先进封装;2025三季报预增;中芯国际概念;国家大基金持股;存储芯片;军工;5G;华为概念;央企国企改革;牙科医疗;国企改革;京津冀一体化;医疗器械概念;雄安新区;沪股通;融资融券;2025年报预增,20
600893,17,600893.SH,航空发动机;国产航母;大飞机;军工;无人机;高端装备;低空经济;央企国企改革;国企改革;西部大开发;同花顺漂亮100;沪股通;融资融券,13
002434,33,002434.SZ,减速器;人形机器人;农机;虚拟电厂;新能源汽车;储能;一体化压铸;机器人概念;高端装备;比亚迪概念;工业互联网;绿色电力;碳中和;碳交易;回购增持再贷款概念;深股通;融资融券,17
920066,151,920066.BJ,染料;新能源汽车;专精特新;家用电器;融资融券,5
920122,151,920122.BJ,央企国企改革;跨境电商;融资融券;国企改革;中字头股票;三胎概念;京津冀一体化,7
002219,33,002219.SZ,AI应用;民营医院;智能医疗;养老概念;AI智能体;DeepSeek概念;三胎概念;人工智能;西部大开发;深股通;融资融券,11
688608,17,688608.SH,星闪概念;智能音箱;AI眼镜;无线耳机;智能穿戴;中国AI 50;语音技术;小米概念;消费电子概念;芯片概念;华为概念;阿里巴巴概念;人工智能;人民币贬值受益;融资融券;沪股通,16
002171,33,002171.SZ,商业航天;大飞机;可控核聚变;卫星导航;军工;军民融合;碳纤维;3D打印;人形机器人;第三代半导体;机器人概念;专精特新;新能源汽车;MiniLED;燃料电池;风电;充电桩;PCB概念;培育钻石;2025三季报预增;回购增持再贷款概念;锂电池概念;固态电池;钒电池;动力电池回收;2025年报预增;金属铜;深股通;融资融券,29
688601,17,688601.SH,汽车芯片;芯片概念;AI眼镜;消费电子概念;AI手机;小米概念;汽车电子;比亚迪概念;机器人概念;民爆概念;创投;融资融券;沪股通,13
300275,33,300275.SZ,卫星导航;商业航天;军工;低空经济;新型工业化;工业互联网;智慧城市;机器人概念;物联网;传感器;人工智能;中俄贸易概念;数字经济;华为概念;核电;数据安全;数据要素;华为欧拉;无人驾驶;DeepSeek概念;毫米波雷达;华为鲲鹏;华为盘古;专精特新;鸿蒙概念;污水处理;多模态AI;PPP概念;西部大开发;乡村振兴;AI智能体;阿里巴巴概念;星闪概念;ChatGPT概念;AIGC概念;超级电容;F5G概念;AI应用,38
688615,17,688615.SH,AIGC概念;财税数字化;AI智能体;华为昇腾;抖音概念(字节概念);云计算;智慧政务;鸿蒙概念;数据要素;数据安全;人工智能;数字经济;华为概念;互联网金融;AI应用;机器人概念;沪股通;融资融券,18
688122,17,688122.SH,可控核聚变;航空发动机;商业航天;超导概念;量子科技;大飞机;军工;储能;西部大开发;国企改革;沪股通;融资融券,12
