股票代码,market_code,code,所属概念数量,所属概念
300892.SZ,33,300892,5,乳业;网红经济;三胎概念;啤酒概念;融资融券
002029.SZ,33,002029,9,跨境电商;参股保险;互联网保险;AI应用;数字经济;证金持股;海峡两岸;深股通;融资融券
688055.SH,17,688055,11,电子纸;智能座舱;MiniLED;消费电子概念;新能源汽车;人民币贬值受益;芯片概念;一带一路;国企改革;沪股通;融资融券
600099.SH,17,600099,7,乡村振兴;农机;国企改革;两轮车;专精特新;央企国企改革;无人驾驶
600666.SH,17,600666,19,算力租赁;东数西算(算力);云计算;数据确权;AI视频;AIGC概念;AI智能体;数据要素;AI应用;蚂蚁集团概念;短剧游戏;DeepSeek概念;人工智能;比亚迪概念;高端装备;OLED;黑龙江自贸区;新疆振兴;沪股通
002873.SZ,33,002873,6,流感;医药电商;肝炎概念;创新药;细胞免疫治疗;西部大开发
601600.SH,17,601600,13,中字头股票;小金属概念;稀土永磁;俄乌冲突概念;2026一季报预增;同花顺中特估100;锂电池概念;乡村振兴;央企国企改革;国企改革;沪股通;融资融券;风电
603098.SH,17,603098,14,绿色电力;土壤修复;光伏建筑一体化;建筑节能;腾讯概念;装配式建筑;人工智能;一带一路;储能;华为概念;光伏概念;专精特新;沪股通;融资融券
002580.SZ,33,002580,23,快手概念;新疆振兴;动力电池回收;抖音概念(字节概念);雄安新区;钠离子电池;高铁;鸿蒙概念;阿里巴巴概念;国企改革;创投;东数西算(算力);储能;一带一路;数据中心(AIDC);固态电池;军工;锂电池概念;华为概念;液冷服务器;5G;深股通;融资融券
000158.SZ,33,000158,39,华为盘古;智谱AI;智慧政务;ERP概念;华为鲲鹏;云计算;华为昇腾;数据安全;信创;网络安全;数据确权;鸿蒙概念;AI应用;区块链;百度概念;抖音概念(字节概念);国资云;腾讯概念;阿里巴巴概念;互联网金融;算力租赁;DeepSeek概念;智慧城市;车联网(车路协同);数字经济;人工智能;东数西算(算力);华为概念;工业互联网;京津冀一体化;数据中心(AIDC);充电桩;参股银行;国企改革;物业管理;冷链物流;绿色电力;深股通;融资融券
001231.SZ,33,001231,2,乡村振兴;西部大开发
603385.SH,17,603385,3,装配式建筑;雄安新区;智能家居
300155.SZ,33,300155,10,食品安全;物业管理;语音技术;智慧城市;区块链;AI应用;人脸识别;DeepSeek概念;智能家居;安防
603030.SH,17,603030,10,装配式建筑;建筑节能;新型城镇化;长三角一体化;人工智能;跨境电商;物联网;智能家居;一带一路;养老概念
002305.SZ,33,002305,8,ST板块;租售同权;物业管理;特色小镇;PPP概念;雄安新区;国企改革;央企国企改革
688091.SH,17,688091,3,创新药;沪股通;融资融券
603616.SH,17,603616,9,地下管网;京津冀一体化;水利;土壤修复;雄安新区;PPP概念;PEEK材料;一带一路;股权转让(并购重组)
603767.SH,17,603767,7,减速器;长安汽车概念;农机;共同富裕示范区;新能源汽车;乡村振兴;沪股通
002320.SZ,33,002320,9,海南自贸区;自由贸易港;航运概念;旅游概念;国企改革;央企国企改革;股权转让(并购重组);深股通;融资融券
300791.SZ,33,300791,5,维生素;宠物经济;DeepSeek概念;人民币贬值受益;深股通
300350.SZ,33,300350,17,中俄贸易概念;跨境电商;广东自贸区;数字经济;数据要素;创投;智慧城市;智能物流;统一大市场;碳中和;时空大数据;一带一路;物联网;航运概念;粤港澳大湾区;军工;卫星导航
000856.SZ,33,000856,7,建筑节能;水泥概念;京津冀一体化;机器人概念;高端装备;国企改革;智能电网
002395.SZ,33,002395,8,足球概念;丙烯酸;体育产业;煤化工概念;光伏概念;MR(混合现实);消费电子概念;融资融券
002376.SZ,33,002376,20,人工智能;无人零售;数字货币;虚拟数字人;物联网;智能物流;智慧政务;信创;冷链物流;换电概念;机器人概念;机器视觉;新型工业化;传感器;锂电池概念;芯片概念;2026一季报预增;PCB概念;深股通;融资融券
300110.SZ,33,300110,8,仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券
300719.SZ,33,300719,16,军民融合;军工信息化;成飞概念;大飞机;碳纤维;飞行汽车(eVTOL);军工;低空经济;信创;京津冀一体化;无人机;高端装备;商业航天;专精特新;虚拟现实;航空发动机
920974.BJ,151,920974,4,金属回收;氢能源;融资融券;燃料电池
002534.SZ,33,002534,19,大飞机;光伏概念;钙钛矿电池;商业航天;核电;光热发电;储能;钒电池;燃料电池;高端装备;绿色电力;碳中和;创投;固废处理;一带一路;数据中心(AIDC);东数西算(算力);融资融券;深股通
688169.SH,17,688169,10,家用电器;机器人概念;人工智能;DeepSeek概念;智能家居;人民币贬值受益;小米概念;同花顺出海50;沪股通;融资融券
605208.SH,17,605208,11,新能源汽车;金属回收;比亚迪概念;一体化压铸;长安汽车概念;汽车热管理;减速器;机器人概念;人形机器人;一带一路;融资融券
000599.SZ,33,000599,19,一带一路;石墨烯;中韩自贸区;工业互联网;国企改革;军民融合;大飞机;新型工业化;机器人概念;军工;物联网;人民币贬值受益;长安汽车概念;新能源汽车;比亚迪概念;华为概念;超级品牌;股权转让(并购重组);深股通
601616.SH,17,601616,6,智能电网;腾讯概念;充电桩;风电;数据中心(AIDC);绿色电力
600327.SH,17,600327,6,预制菜;三胎概念;IP经济(谷子经济);民营医院;信托概念;参股银行
603182.SH,17,603182,6,大豆;人造肉;粮食概念;乡村振兴;国企改革;股权转让(并购重组)
301609.SZ,33,301609,13,虚拟电厂;柔性直流输电;智能电网;特高压;充电桩;水利;储能;核电;注册制次新股;专精特新;深股通;新股与次新股;融资融券
002506.SZ,33,002506,21,HJT电池;BC电池;TOPCON电池;钙钛矿电池;光伏建筑一体化;光热发电;钒电池;绿色电力;光伏概念;碳中和;碳交易;储能;华为数字能源;雄安新区;蚂蚁集团概念;区块链;数字经济;空气能热泵;华为概念;深股通;融资融券
000882.SZ,33,000882,5,物业管理;京津冀一体化;互联网金融;文化传媒概念;深股通
300658.SZ,33,300658,5,福建自贸区;海峡两岸;三胎概念;人民币贬值受益;深股通
002900.SZ,33,002900,9,维生素;流感;仿制药一致性评价;创新药;医美概念;宠物经济;消毒剂;医疗器械概念;黑龙江自贸区
301287.SZ,33,301287,15,足球概念;体育产业;冰雪产业;跨境电商;养老概念;参股银行;一带一路;人民币贬值受益;人工智能;AIGC概念;DeepSeek概念;AI智能体;物联网;消费电子概念;融资融券
002478.SZ,33,002478,14,特钢概念;光热发电;核电;海工装备;一带一路;储能;超超临界发电;新能源汽车;专精特新;页岩气;地下管网;天然气;深股通;融资融券
601789.SH,17,601789,18,国资云;东数西算(算力);腾讯概念;阿里巴巴概念;数据中心(AIDC);区块链;百度概念;房屋检测;水利;新型城镇化;装配式建筑;PPP概念;低空经济;地下管网;国企改革;参股券商;沪股通;融资融券
920639.BJ,151,920639,5,数据中心(AIDC);智能电网;参股银行;融资融券;物联网
000965.SZ,33,000965,8,物业管理;天津自贸区;养老概念;参股券商;国企改革;京津冀一体化;大飞机;融资融券
301408.SZ,33,301408,13,医药电商;流感;创新药;合成生物;养老概念;智能医疗;医疗器械概念;AI应用;人工智能;阿里巴巴概念;AI智能体;深股通;融资融券
002218.SZ,33,002218,17,光伏建筑一体化;绿色电力;HJT电池;充电桩;硅能源;钙钛矿电池;POE胶膜;储能;光伏概念;卫星导航;粤港澳大湾区;商业航天;华为概念;新能源汽车;芯片概念;深股通;融资融券
002927.SZ,33,002927,19,智能电网;虚拟电厂;高压快充;腾讯概念;核电;充电桩;数据中心(AIDC);商业航天;储能;5G;军工;工业互联网;数字经济;专精特新;光伏概念;比亚迪概念;西部大开发;高铁;PCB概念
920017.BJ,151,920017,9,阿尔茨海默概念;流感;创新药;融资融券;辅助生殖;CRO概念;减肥药;专精特新;仿制药一致性评价
688132.SH,17,688132,14,虚拟数字人;AI应用;信创;云计算;AI智能体;网络安全;军工信息化;DeepSeek概念;数据安全;专精特新;军民融合;军工;数据中心(AIDC);融资融券
688520.SH,17,688520,6,重组蛋白;创新药;生物疫苗;百度概念;沪股通;融资融券
002598.SZ,33,002598,21,ST板块;污水处理;碳交易;国企改革;工业互联网;军民融合;物联网;机器人概念;高端装备;军工;碳纤维;核电;无人机;储能;钠离子电池;锂电池概念;传感器;数据中心(AIDC);固态电池;芯片概念;PCB概念
002075.SZ,33,002075,7,特钢概念;军工;无人机;新能源汽车;华为概念;深股通;融资融券
000917.SZ,33,000917,12,文化传媒概念;IP经济(谷子经济);网络游戏;物联网;旅游概念;创投;华为概念;智能家居;露营经济;国企改革;深股通;融资融券
002212.SZ,33,002212,52,数据安全;数据确权;云办公;财税数字化;华为鲲鹏;网络安全;华为昇腾;智慧政务;云计算;AI智能体;区块链;ChatGPT概念;电子身份证;鸿蒙概念;数字货币;信创;AI应用;阿里巴巴概念;多模态AI;国产操作系统;腾讯概念;DeepSeek概念;互联网金融;智慧城市;跨境支付(CIPS);数字水印;车联网(车路协同);人工智能;数字经济;EDR概念;物联网;东数西算(算力);工业互联网;华为概念;智慧灯杆;量子科技;低空经济;水利;数据中心(AIDC);智能电网;雄安新区;一带一路;无人机;机器人概念;储能;新型工业化;卫星导航;5G;商业航天;芯片概念;深股通;融资融券
300891.SZ,33,300891,2,钛白粉概念;融资融券
002030.SZ,33,002030,17,猴痘概念;禽流感;基因测序;幽门螺杆菌概念;辅助生殖;肝炎概念;流感;智能医疗;食品安全;创投;人工智能;互联网金融;国企改革;医疗器械概念;证金持股;融资融券;深股通
301011.SZ,33,301011,7,电子竞技;元宇宙;IP经济(谷子经济);海峡两岸;虚拟现实;粤港澳大湾区;融资融券
920719.BJ,151,920719,12,第三代半导体;固态电池;光伏概念;氢能源;燃料电池;石墨电极;钠离子电池;宁德时代概念;石墨烯;专精特新;锂电池概念;融资融券
603029.SH,17,603029,6,供销社;乡村振兴;农机;新疆振兴;新型工业化;专精特新
600965.SH,22,600965,12,乳业;玉米;农业种植;粮食概念;ST板块;生态农业;预制菜;土地流转;乡村振兴;土壤修复;冷链物流;京津冀一体化
603836.SH,17,603836,14,跨境电商;中俄贸易概念;中韩自贸区;冷链物流;统一大市场;航运概念;智能物流;一带一路;拼多多概念;数字经济;数据要素;AI智能体;无人驾驶;小米概念
000590.SZ,33,000590,4,流感;养老概念;智能医疗;股权转让(并购重组)
300696.SZ,33,300696,12,成飞概念;航空发动机;军民融合;军工;大飞机;3D打印;无人机;低空经济;创投;西部大开发;融资融券;深股通
600657.SH,17,600657,9,物业管理;化债概念(AMC概念);参股保险;证金持股;国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券
600796.SH,17,600796,13,生态农业;乡村振兴;净水概念;合成生物;土壤修复;污水处理;固废处理;国企改革;地下管网;生物质能发电;绿色电力;芯片概念;沪股通
002747.SZ,33,002747,18,工业母机;人形机器人;新型工业化;机器视觉;长安汽车概念;机器人概念;比亚迪概念;高端装备;农机;专精特新;工业互联网;宁德时代概念;智能医疗;光伏概念;养老概念;医疗器械概念;深股通;融资融券
002234.SZ,33,002234,5,养鸡;预制菜;生态农业;生物质能发电;融资融券
603307.SH,17,603307,3,体育产业;人民币贬值受益;露营经济
688015.SH,17,688015,11,职业教育;人工智能;AI应用;元宇宙;车联网(车路协同);DeepSeek概念;区块链;低空经济;京津冀一体化;无人机;融资融券
301096.SZ,33,301096,15,创新药;幽门螺杆菌概念;CRO概念;仿制药一致性评价;流感;眼科医疗;毛发医疗;医美概念;医疗器械概念;智能医疗;宠物经济;人工智能;AI应用;深股通;融资融券
002187.SZ,33,002187,11,免税店;预制菜;物业管理;网红经济;IP经济(谷子经济);农村电商;国企改革;广东自贸区;创投;粤港澳大湾区;深股通
600503.SH,17,600503,5,参股银行;石墨烯;机器人概念;创新药;融资融券
002364.SZ,33,002364,29,中国AI 50;5G;数据中心(AIDC);高压快充;东数西算(算力);特高压;智能电网;充电桩;华为概念;虚拟电厂;储能;换电概念;新能源汽车;宁德时代概念;核电;阿里巴巴概念;百度概念;风电;数字孪生;腾讯概念;海工装备;工业互联网;氢能源;拼多多概念;碳中和;水利;两轮车;深股通;融资融券
600783.SH,17,600783,6,创投;国企改革;代糖概念;融资融券;参股券商;沪股通
000663.SZ,33,000663,9,乡村振兴;土地流转;国企改革;碳中和;天然气;海峡两岸;央企国企改革;碳交易;绿色电力
002256.SZ,33,002256,11,光伏建筑一体化;绿色电力;盐湖提锂;碳中和;染料;储能;化肥;AI手机;锂电池概念;深股通;融资融券
600774.SH,17,600774,13,三胎概念;民营医院;辅助生殖;流感;医美概念;幽门螺杆菌概念;医药电商;医疗器械概念;创新药;智能医疗;物业管理;DeepSeek概念;低空经济
600229.SH,17,600229,13,IP经济(谷子经济);文化传媒概念;在线教育;短剧游戏;AIGC概念;数据要素;多模态AI;人工智能;国企改革;独角兽概念;虚拟现实;融资融券;沪股通
300062.SZ,33,300062,15,智能电网;充电桩;储能;绿色电力;高压快充;光伏概念;高铁;福建自贸区;一带一路;海峡两岸;锂电池概念;宁德时代概念;机器人概念;新能源汽车;深股通
000682.SZ,33,000682,23,电力物联网;虚拟电厂;智能电网;网络安全;充电桩;核电;物联网;风电;储能;区块链;数据中心(AIDC);智慧城市;DeepSeek概念;人工智能;人脸识别;语音技术;华为概念;工业互联网;机器人概念;国企改革;2026一季报预增;融资融券;深股通
920682.BJ,151,920682,11,光纤概念;海工装备;军工;金属铜;风电;融资融券;特高压;核电;光伏概念;充电桩;专精特新
600644.SH,17,600644,13,绿色电力;虚拟电厂;天然气;地下管网;充电桩;污水处理;储能;乡村振兴;参股银行;西部大开发;光伏概念;沪股通;融资融券
920510.BJ,151,920510,8,新型工业化;芯片概念;机器人概念;融资融券;新能源汽车;减速器;专精特新;人形机器人
603219.SH,17,603219,12,智能家居;家用电器;小米概念;机器人概念;智能穿戴;工业互联网;人民币贬值受益;创投;共同富裕示范区;储能;PCB概念;沪股通
