code,股票代码,所属概念,market_code,所属概念数量
300932,300932.SZ,智能电网;充电桩;光伏概念;储能;数字孪生;数据中心;新能源汽车;无人机;比亚迪概念;东数西算(算力);融资融券,33,11
301538,301538.SZ,人形机器人;比亚迪概念;新能源汽车;专精特新;机器人概念;储能;医疗器械概念;一带一路;深股通;融资融券,33,10
300412,300412.SZ,CRO概念;合成生物;创新药;医疗器械概念;共同富裕示范区;光伏建筑一体化;啤酒概念;智能医疗;智能物流;数字孪生;专精特新;人工智能;新型工业化;机器人概念;光刻胶,33,15
300783,300783.SZ,网红经济;预制菜;IP经济(谷子经济);跨境电商;三胎概念;宠物经济;食品安全;专精特新;深股通,33,9
000910,000910.SZ,锂电池概念;融资融券,33,2
300281,300281.SZ,高端装备;商业航天;卫星导航;工业互联网;中俄贸易概念;可降解塑料;碳中和;粤港澳大湾区;国企改革;风电;养老概念;绿色电力;PVDF概念,33,13
002675,002675.SZ,阿尔茨海默概念;细胞免疫治疗;CRO概念;创新药;幽门螺杆菌概念;仿制药一致性评价;专精特新;深股通;融资融券,33,9
603556,603556.SH,智能电网;电力物联网;充电桩;光伏概念;储能;一带一路;人民币贬值受益;物联网;DeepSeek概念;沪股通;融资融券,17,11
002007,002007.SZ,禽流感;生物疫苗;流感;肝炎概念;创新药;重组蛋白;深股通;融资融券,33,8
002039,002039.SZ,绿色电力;乡村振兴;国企改革;央企国企改革;西部大开发;2025三季报预增;2025年报预增;深股通;融资融券,33,9
688212,688212.SH,医疗器械概念;回购增持再贷款概念;沪股通;融资融券,17,4
002660,002660.SZ,换电概念;光伏概念;充电桩;储能;绿色电力;智慧灯杆;粤港澳大湾区;柔性屏(折叠屏);创投;比亚迪概念;机器人概念;国企改革;消费电子概念;体育产业;5G;数字乡村;OLED;第三代半导体;区块链;知识产权保护,33,20
603488,603488.SH,军工信息化;虚拟现实;军工,17,3
688317,688317.SH,禽流感;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;创新药;医疗器械概念;食品安全;回购增持再贷款概念;专精特新;融资融券,17,11
301368,301368.SZ,减速器;人形机器人;飞行汽车(eVTOL);机器人概念;低空经济;农机;新能源汽车;专精特新;智能座舱;深股通;融资融券,33,11
603757,603757.SH,液冷服务器;新能源汽车;燃料电池;储能;空气能热泵;数据中心;专精特新;高端装备;氢能源;核电;海工装备;水利;商业航天;沪股通,17,14
300902,300902.SZ,福建自贸区;海峡两岸;军民融合;军工;无人机;低空经济;安防;飞行汽车(eVTOL);宁德时代概念;储能;物联网;特高压;专精特新;比亚迪概念;机器人概念;一带一路;新能源汽车;数据要素;长安汽车概念;融资融券,33,20
600518,600518.SH,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通,17,8
300411,300411.SZ,军民融合;军工;商业航天;低空经济;无人机;海工装备;核电;可控核聚变;人工智能;水利;飞行汽车(eVTOL);高铁;PM2.5;高端装备;专精特新;雅下水电概念;共同富裕示范区;深股通,33,18
002940,002940.SZ,幽门螺杆菌概念;仿制药一致性评价;宠物经济;创新药;维生素;共同富裕示范区;合成生物;MR(混合现实);回购增持再贷款概念;深股通,33,10
301638,301638.SZ,智能电网;虚拟电厂;AI应用;电力物联网;多模态AI;数据中心;量子科技;东数西算(算力);算力租赁;数字孪生;人工智能;网络安全;国产操作系统;数据要素;鸿蒙概念;DeepSeek概念;芯片概念;注册制次新股;区块链;数字经济;物联网;传感器;卫星导航;无人机;粤港澳大湾区;碳中和;国企改革;央企国企改革;深股通;新股与次新股;融资融券,33,31
002269,002269.SZ,三胎概念;参股银行;IP经济(谷子经济);上海自贸区;深股通;融资融券,33,6
920123,920123.BJ,融资融券;合成生物;DeepSeek概念;医美概念,151,4
603586,603586.SH,新能源汽车;比亚迪概念;人民币贬值受益;高铁;2025年报预增,17,5
300059,300059.SZ,互联网保险;期货概念;互联网金融;区块链;数据要素;AIGC概念;DeepSeek概念;人工智能;同花顺漂亮100;证金持股;AI应用;深股通;融资融券,33,13
300655,300655.SZ,光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;宁德时代概念;比亚迪概念;锂电池概念;无人驾驶;融资融券;深股通,33,12
300777,300777.SZ,商业航天;军民融合;碳纤维;军工;无人机;人形机器人;专精特新;融资融券;深股通,33,9
300406,300406.SZ,幽门螺杆菌概念;智能医疗;医疗器械概念;人工智能;专精特新;深股通;融资融券,33,7
300946,300946.SZ,人形机器人;工业母机;新型工业化;机器人概念;高端装备;专精特新;海峡两岸;跨境电商;深股通;融资融券,33,10
301502,301502.SZ,家用电器;医疗器械概念;智能家居;小米概念;养老概念;融资融券,33,6
600103,600103.SH,海峡两岸;5G;创投;共封装光学(CPO);数据中心;碳中和;一带一路;乡村振兴;国企改革;沪股通,17,10
002568,002568.SZ,超级品牌;长三角一体化;深股通;融资融券,33,4
300710,300710.SZ,电子竞技;手机游戏;拼多多概念;创投;水利;阿里巴巴概念;物联网;光纤概念;无人驾驶;毫米波雷达;WiFi 6;5G;芯片概念;股权转让(并购重组),33,14
300976,300976.SZ,脑机接口;苹果概念;智能穿戴;消费电子概念;汽车电子;芯片概念;小米概念;柔性屏(折叠屏);比亚迪概念;虚拟现实;华为概念;特斯拉概念;新能源汽车;宁德时代概念;粤港澳大湾区;碳纤维;储能;抖音概念(字节概念);光伏概念;创投;深股通;融资融券,33,22
600390,600390.SH,参股保险;期货概念;信托概念;参股券商;国企改革;央企国企改革;创投;乡村振兴;沪股通;融资融券,17,10
001318,001318.SZ,乳业;冷链物流;三胎概念;乡村振兴,33,4
300245,300245.SZ,智慧政务;华为鲲鹏;财税数字化;信创;ChatGPT概念;数据要素;区块链;互联网金融;国产操作系统;数字经济;阿里巴巴概念;人脸识别;智慧城市;东数西算(算力);华为概念;数据中心;5G;机器人概念;长三角一体化;深股通;融资融券,33,21
300036,300036.SZ,Web3.0;多模态AI;AIGC概念;军工信息化;AI智能体;华为欧拉;华为昇腾;时空大数据;华为鲲鹏;智慧政务;数据要素;信创;元宇宙;区块链;卫星导航;腾讯概念;阿里巴巴概念;鸿蒙概念;空间计算;DeepSeek概念;数字经济;商业航天;人工智能;数字孪生;智慧城市;车联网(车路协同);军工;低空经济;无人机;虚拟现实;华为概念;MR(混合现实);水利;无人驾驶;乡村振兴;土壤修复;AI应用;雅下水电概念;地下管网;英伟达概念;深股通;融资融券,33,42
002489,002489.SZ,露营经济;参股银行;共同富裕示范区;旅游概念;跨境电商;体育产业;长三角一体化;一带一路;C2M概念;创投;人民币贬值受益;机器人概念;独角兽概念;深股通;融资融券,33,15
688080,688080.SH,AI智能体;DeepSeek概念;人工智能;车联网(车路协同);5G;物联网;机器视觉;工业互联网;专精特新;跨境电商;电力物联网;机器人概念;智能电网;融资融券,17,14
300509,300509.SZ,专精特新;机器人概念;机器视觉;2025年报预增,33,4
600180,600180.SH,大豆;煤化工概念;粮食概念;煤炭概念;航运概念;统一大市场;一带一路;互联网金融;数据要素;工业互联网;沪股通;融资融券,17,12
600435,600435.SH,国产航母;军工信息化;军民融合;卫星导航;军工;无人机;高端装备;央企国企改革;国企改革;2025年报预增;证金持股;沪股通;融资融券,17,13
002747,002747.SZ,人形机器人;工业母机;新型工业化;机器人概念;机器视觉;长安汽车概念;工业互联网;高端装备;比亚迪概念;农机;专精特新;光伏概念;宁德时代概念;医疗器械概念;智能医疗;养老概念;深股通;融资融券,33,18
920832,920832.BJ,环氧丙烷;氢能源;融资融券;煤化工概念,151,4
300457,300457.SZ,固态电池;宁德时代概念;OLED;锂电池概念;比亚迪概念;新型烟草(电子烟);储能;机器视觉;氢能源;粤港澳大湾区;人民币贬值受益;上海国企改革;国企改革;深股通;融资融券,33,15
300808,300808.SZ,露营经济;一带一路;国企改革;股权转让(并购重组),33,4
920871,920871.BJ,消费电子概念;无人机;数据中心;3D打印;锂电池概念;风电;固态电池;融资融券;军工;海工装备,151,10
600713,600713.SH,医药电商;冷链物流;参股券商;国企改革;回购增持再贷款概念;沪股通,17,6
603385,603385.SH,装配式建筑;雄安新区;智能家居,17,3
301047,301047.SZ,CRO概念;细胞免疫治疗;重组蛋白;流感;肝炎概念;猴痘概念;合成生物;智能医疗;人工智能;京津冀一体化;人民币贬值受益;深股通;融资融券,33,13
601956,601956.SH,长安汽车概念;新能源汽车;中俄贸易概念;家用电器;高端装备;比亚迪概念;机器人概念;绿色电力;人形机器人;回购增持再贷款概念;工业互联网;冷链物流;物联网;跨境电商;职业教育;拼多多概念,17,16
603296,603296.SH,英伟达概念;AI PC;中国AI 50;华为手机;液冷服务器;智能音箱;无线耳机;AI眼镜;汽车电子;星闪概念;人形机器人;智能穿戴;智能座舱;消费电子概念;小米概念;毫米波雷达;芯片概念;数据中心;东数西算(算力);虚拟现实;机器人概念;华为概念;无人驾驶;上海自贸区;阿里巴巴概念;智能家居;腾讯概念;抖音概念(字节概念);医疗器械概念;沪股通;融资融券,17,31
300866,300866.SZ,无线充电;跨境电商;智能家居;无线耳机;AI眼镜;机器人概念;人民币贬值受益;消费电子概念;3D打印;安防;充电桩;芯片概念;储能;人工智能;深股通;融资融券,33,16
601975,601975.SH,航运概念;央企国企改革;回购增持再贷款概念;国企改革;人民币贬值受益;沪股通;融资融券,17,7
002454,002454.SZ,一带一路;冷链物流;储能;华为汽车;汽车热管理;长安汽车概念;新能源汽车;飞行汽车(eVTOL);比亚迪概念;宁德时代概念;低空经济;数字经济;华为概念;2025年报预增;深股通;融资融券,33,16
600789,600789.SH,流感;肝炎概念;仿制药一致性评价;毛发医疗;创新药;阿尔茨海默概念;合成生物;宠物经济;消毒剂;国企改革;工业互联网;DeepSeek概念;融资融券;沪股通,17,14
600604,600604.SH,创投;数字经济;DeepSeek概念;租售同权;蚂蚁集团概念;国企改革;融资融券;沪股通,17,8
301397,301397.SZ,汽车热管理;华为汽车;液冷服务器;比亚迪概念;新能源汽车;长安汽车概念;宁德时代概念;飞行汽车(eVTOL);燃料电池;储能;换电概念;充电桩;数据中心;低空经济;氢能源;西部大开发;深股通;融资融券,33,18
600285,600285.SH,芬太尼;创新药;沪股通;融资融券,17,4
300847,300847.SZ,中船系;军工;央企国企改革;国企改革;深股通;中字头股票,33,6
601319,601319.SH,中字头股票;同花顺中特估100;国企改革;蚂蚁集团概念;融资融券;沪股通,17,6
300841,300841.SZ,动物疫苗;合成生物;生物疫苗;西部大开发;融资融券;深股通,33,6
003025,003025.SZ,一体化压铸;新能源汽车;新型工业化;工业母机;高端装备;专精特新;机器人概念;工业互联网;军工;数字经济,33,10
603288,603288.SH,超级品牌;证金持股;同花顺漂亮100;沪股通;融资融券,17,5
002773,002773.SZ,创新药;阿尔茨海默概念;眼科医疗;医疗器械概念;合成生物;西部大开发;深股通;融资融券,33,8
600881,600881.SH,物业管理;水泥概念;参股银行;参股券商;禽流感;国企改革;医药电商;煤炭概念;创新药;生物疫苗;体育产业;医疗器械概念;沪股通;融资融券;股权转让(并购重组),17,15
300333,300333.SZ,数字货币;移动支付;互联网金融;信创;数据安全;网络安全;鸿蒙概念;数据要素;数字经济;芯片概念;融资融券,33,11
300661,300661.SZ,汽车芯片;芯片概念;无线耳机;消费电子概念;OLED;传感器;专精特新;人工智能;锂电池概念;融资融券;深股通,33,11
301498,301498.SZ,宠物经济;特色小镇;数字孪生;深股通;融资融券,33,5
600859,600859.SH,免税店;冰雪产业;物业管理;IP经济(谷子经济);跨境电商;国企改革;京津冀一体化;抖音概念(字节概念);沪股通;融资融券,17,10
002166,002166.SZ,禽流感;代糖概念;工业大麻;合成生物;农业种植;啤酒概念;参股银行;西部大开发;回购增持再贷款概念;人民币贬值受益;乡村振兴;专精特新;股权转让(并购重组);深股通;融资融券,33,15
688286,688286.SH,无线耳机;AI眼镜;消费电子概念;汽车电子;中芯国际概念;智能穿戴;芯片概念;小米概念;新型烟草(电子烟);传感器;人形机器人;专精特新;机器人概念;物联网;融资融券,17,15
301059,301059.SZ,专精特新;有机硅概念;融资融券,33,3
600771,600771.SH,白酒概念;医药电商;阿尔茨海默概念;创新药;国企改革;融资融券;沪股通,17,7
301078,301078.SZ,IP经济(谷子经济);跨境电商;文化传媒概念;养老概念;ChatGPT概念;AIGC概念;三胎概念;AI智能体;百度概念;抖音概念(字节概念);DeepSeek概念;人工智能;毛发医疗;智能穿戴;2025年报预增;AI应用;在线教育;融资融券;深股通,33,19
300789,300789.SZ,车联网(车路协同);职业教育;机器视觉;智慧城市;无人机;新型工业化;机器人概念;物联网;高铁;高端装备;专精特新;人工智能;虚拟现实;DeepSeek概念;一带一路;AI智能体;雅下水电概念;西部大开发;多模态AI;智能电网;钒电池;小金属概念,33,22
000555,000555.SZ,华为昇腾;网络安全;华为鲲鹏;数据安全;数字货币;信创;量子科技;财税数字化;ERP概念;数字乡村;区块链;鸿蒙概念;智慧城市;AI智能体;数据要素;互联网金融;跨境支付(CIPS);数字经济;腾讯概念;AIGC概念;虚拟数字人;阿里巴巴概念;人工智能;物联网;华为概念;DeepSeek概念;NFT概念;5G;碳中和;深股通;AI应用;融资融券,33,32
601218,601218.SH,风电;海工装备;绿色电力;金属回收;2025年报预增;融资融券,17,6
301668,301668.SZ,智能电网;注册制次新股;风电;专精特新;深股通;新股与次新股;融资融券,33,7
000776,000776.SZ,期货概念;深股通;融资融券;证金持股;同花顺漂亮100,33,5
000576,000576.SZ,军工;军民融合;军工信息化;第三代半导体;2025年报预增,33,5
920060,920060.BJ,一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,151,12
300236,300236.SZ,光刻胶;中芯国际概念;存储芯片;先进封装;2025年报预增;芯片概念;专精特新;深股通;融资融券,33,9
301296,301296.SZ,食品安全;股权转让(并购重组);融资融券,33,3
000034,000034.SZ,东数西算(算力);网络安全;华为昇腾;AI PC;信创;物联网;数据中心;华为海思概念股;华为概念;云计算;英伟达概念;数据安全;华为鲲鹏;鸿蒙概念;区块链;低空经济;腾讯概念;数字孪生;消费电子概念;液冷服务器;阿里巴巴概念;机器人概念;人工智能;芯片概念;AI智能体;DeepSeek概念;无人驾驶;智谱AI;抖音概念(字节概念);ChatGPT概念;回购增持再贷款概念;乡村振兴;AI应用;深股通;融资融券,33,35
600403,600403.SH,煤炭概念;国企改革;沪股通;融资融券,17,4
002370,002370.SZ,幽门螺杆菌概念;肝炎概念;猴痘概念;仿制药一致性评价;创新药;股权转让(并购重组);2025年报预增;融资融券,33,8
300571,300571.SZ,算力租赁;数字水印;华为昇腾;腾讯概念;智谱AI;东数西算(算力);元宇宙;阿里巴巴概念;虚拟数字人;数据要素;多模态AI;鸿蒙概念;快手概念;数字经济;DeepSeek概念;虚拟现实;文化传媒概念;短剧游戏;WiFi 6;智能音箱;数据中心;6G概念;5G;IP经济(谷子经济);低空经济;无人机;F5G概念;机器人概念;智能家居;芯片概念;共封装光学(CPO);人形机器人;储能,33,33
600682,600682.SH,细胞免疫治疗;民营医院;基因测序;创新药;养老概念;IP经济(谷子经济);物业管理;机器人概念;沪股通;融资融券,17,10
301038,301038.SZ,数字孪生;水利;深圳国企改革;新型城镇化;地下管网;PPP概念;物联网;DeepSeek概念;华为概念;雅下水电概念;智慧政务;粤港澳大湾区;乡村振兴;污水处理;光伏概念;物业管理;抽水蓄能;国企改革;深股通;融资融券,33,20
002441,002441.SZ,风电;智能电网;充电桩;核电;新能源汽车;宁德时代概念;机器人概念;数据中心;物联网;职业教育;数字经济;深股通;融资融券,33,13
688309,688309.SH,固废处理;人民币贬值受益;专精特新;2025年报预增;碳中和;高端装备;融资融券,17,7
605016,605016.SH,代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通,17,6
301101,301101.SZ,IP经济(谷子经济);智能穿戴;AI眼镜;小米概念;消费电子概念;深股通;融资融券,33,7
603189,603189.SH,华为欧拉;国产操作系统;多模态AI;空间计算;华为鲲鹏;智慧政务;信创;云计算;AI智能体;云办公;在线教育;AIGC概念;虚拟数字人;阿里巴巴概念;鸿蒙概念;人脸识别;数字孪生;虚拟现实;元宇宙;腾讯概念;人工智能;华为概念;MR(混合现实);安防;智慧城市;数字乡村;低空经济;物联网;创投;上海自贸区;乡村振兴;沪股通,17,32
688358,688358.SH,智能医疗;AI应用;人工智能;医疗器械概念;宠物经济;机器人概念;人民币贬值受益;融资融券,17,8
000837,000837.SZ,减速器;人形机器人;工业母机;新型工业化;机器人概念;新能源汽车;传感器;高端装备;比亚迪概念;工业互联网;军工;航空发动机;西部大开发;国企改革;深股通;融资融券,33,16
300573,300573.SZ,2025年报预增;创新药;眼科医疗;医药电商;智能医疗;民营医院;融资融券;深股通,33,8
000421,000421.SZ,物业管理;天然气;换电概念;国企改革;旅游概念;网约车;充电桩;动力电池回收;虚拟电厂;创投;互联网金融;文化传媒概念,33,12
000429,000429.SZ,参股券商;国企改革;粤港澳大湾区;深股通;融资融券,33,5
300024,300024.SZ,人形机器人;新型工业化;机器视觉;机器人概念;工业互联网;传感器;特斯拉概念;无人驾驶;高端装备;3D打印;比亚迪概念;军工;人工智能;智能物流;芯片概念;专精特新;医疗器械概念;换电概念;职业教育;宁德时代概念;养老概念;国家大基金持股;国企改革;参股保险;深股通;融资融券,33,26
920121,920121.BJ,新股与次新股;融资融券,151,2
002612,002612.SZ,网红经济;中韩自贸区;C2M概念;IP经济(谷子经济);三胎概念;毛发医疗;虚拟数字人;牙科医疗;民营医院;医美概念;医疗器械概念;2025年报预增;融资融券;深股通,33,14
300142,300142.SZ,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,33,7
688381,688381.SH,汽车芯片;芯片概念;AI眼镜;消费电子概念;汽车电子;小米概念;AI手机;传感器;智能座舱;共封装光学(CPO);5G;专精特新;人形机器人;比亚迪概念;小米汽车;机器人概念;安防;数据中心;虚拟现实;人民币贬值受益;海峡两岸;回购增持再贷款概念;沪股通;融资融券,17,24
603896,603896.SH,维生素;医药电商;农业种植;工业大麻;旅游概念;养老概念;数字经济;工业互联网;沪股通,17,9
603817,603817.SH,福建自贸区;海峡两岸;垃圾分类;PPP概念;污水处理;固废处理;绿色电力;国企改革,17,8
002920,002920.SZ,智能座舱;同花顺新质50;无人驾驶;小米汽车;华为汽车;传感器;长安汽车概念;毫米波雷达;汽车电子;英伟达概念;车联网(车路协同);比亚迪概念;机器人概念;华为概念;百度概念;粤港澳大湾区;中国AI 50;数字经济;回购增持再贷款概念;海峡两岸;深股通;融资融券,33,22
002655,002655.SZ,智能音箱;无线耳机;新型烟草(电子烟);消费电子概念;汽车电子;智能穿戴;小米概念;智能家居;苹果概念;传感器;毫米波雷达;新能源汽车;无人机;芯片概念;无线充电;华为概念;一带一路;元宇宙,33,18
001323,001323.SZ,跨境电商;智能家居;DeepSeek概念;人工智能;鸿蒙概念;物联网;华为概念;深股通,33,8
688306,688306.SH,人形机器人;减速器;汽车热管理;华为汽车;新型工业化;传感器;新能源汽车;机器人概念;汽车电子;毫米波雷达;机器视觉;燃料电池;无人驾驶;氢能源;人民币贬值受益;固态电池;脑机接口;锂电池概念;医疗器械概念;共同富裕示范区;人工智能;DeepSeek概念;AI智能体;沪股通;融资融券,17,25
001229,001229.SZ,智慧政务;在线教育;安防;军工信息化;智慧城市;信创;车联网(车路协同);数字经济;人工智能;商业航天;粤港澳大湾区;专精特新;芯片概念;智能电网;AI应用,33,15
002819,002819.SZ,脑机接口;人脸识别;安防;智能医疗;量子科技;鸿蒙概念;信创;低空经济;人工智能;虚拟现实;网络安全;车联网(车路协同);智慧城市;国产操作系统;华为海思概念股;商业航天;数据安全;数字水印;华为概念;电子身份证;智慧政务;DeepSeek概念;数据要素;云计算;区块链;无人驾驶;5G;智能座舱;小米概念;云办公;汽车电子;数据中心;芯片概念;高端装备;小米汽车;长安汽车概念;比亚迪概念;新能源汽车;光伏概念;国企改革;存储芯片;AI应用;深股通,33,43
603956,603956.SH,新型城镇化;水利;数字孪生;数字经济;智慧城市;净水概念;人工智能;工业互联网;乡村振兴;华为概念;区块链;DeepSeek概念;物联网;数据要素;数字乡村;新型工业化;空间计算;机器人概念;AI智能体;专精特新;华为鲲鹏;信创;智谱AI;AI应用,17,24
001260,001260.SZ,长安汽车概念;华为汽车;比亚迪概念;小米汽车;小米概念,33,5
603239,603239.SH,华为汽车;人形机器人;比亚迪概念;长安汽车概念;新能源汽车;机器人概念;回购增持再贷款概念;国企改革,17,8
300880,300880.SZ,虚拟电厂;电力物联网;智能电网;充电桩;高压快充;储能;专精特新;物联网;传感器;鸿蒙概念;融资融券,33,11
002790,002790.SZ,福建自贸区;养老概念;跨境电商;海峡两岸;家用电器;智能家居;数字经济;DeepSeek概念,33,8
688361,688361.SH,中芯国际概念;国家大基金持股;存储芯片;先进封装;芯片概念;同花顺新质50;沪股通;融资融券,17,8
600316,600316.SH,大飞机;军民融合;央企国企改革;军工;高端装备;国企改革;无人机;乡村振兴;低空经济;融资融券;沪股通,17,11
600850,600850.SH,卫星导航;商业航天;大飞机;低空经济;华为昇腾;车联网(车路协同);华为盘古;信创;网络安全;智慧政务;华为鲲鹏;数据安全;智慧城市;数字乡村;数据要素;云计算;人脸识别;WiFi 6;AI智能体;多模态AI;ChatGPT概念;数字孪生;互联网金融;数字经济;跨境支付(CIPS);AIGC概念;人工智能;物联网;DeepSeek概念;虚拟数字人;职业教育;阿里巴巴概念;华为概念;无人驾驶;东数西算(算力);腾讯概念;国资云;工业互联网;短剧游戏;水利;机器人概念;央企国企改革;核电;新型工业化;智能医疗;数据中心;人形机器人;乡村振兴;国企改革;回购增持再贷款概念;光刻机;液冷服务器;智能电网;沪股通;AI应用;融资融券,17,56
002286,002286.SZ,代糖概念;参股银行;中俄贸易概念;合成生物;三胎概念,33,5
605499,605499.SH,数字经济;粤港澳大湾区;融资融券;沪股通,17,4
688712,688712.SH,科创次新股;注册制次新股;新股与次新股;融资融券,17,4
301177,301177.SZ,黄金概念;广东自贸区;DeepSeek概念;IP经济(谷子经济);2025年报预增;抖音概念(字节概念);深股通;融资融券,33,8
002686,002686.SZ,水利;化债概念(AMC概念);国企改革;海工装备;高压快充;新能源汽车;长安汽车概念;专精特新;数据中心;汽车电子;军工;阿里巴巴概念,33,12
600573,600573.SH,啤酒概念;旅游概念;海峡两岸;国企改革;合成生物,17,5
300286,300286.SZ,智能电网;虚拟电厂;电力物联网;储能;充电桩;专精特新;数据中心;传感器;华为概念;安防;人工智能;深股通,33,12
300169,300169.SZ,建筑节能;露营经济;风电;医疗器械概念;军工;新能源汽车;柔性屏(折叠屏);华为概念;锂电池概念;小米概念;OLED,33,11
301139,301139.SZ,数字乡村;智慧城市;东数西算(算力);人工智能;华为概念;数字经济;数据要素;京津冀一体化;车联网(车路协同);5G;机器人概念;充电桩;西部大开发;储能;光伏概念;AI应用;融资融券,33,17
920523,920523.BJ,安防;专精特新;人民币贬值受益;融资融券;锂电池概念,151,5
688123,688123.SH,存储芯片;中芯国际概念;汽车芯片;芯片概念;无线耳机;消费电子概念;AI眼镜;汽车电子;小米概念;智能穿戴;智能座舱;新型烟草(电子烟);专精特新;比亚迪概念;数据中心;人民币贬值受益;特斯拉概念;华为概念;沪股通;融资融券,17,20
300230,300230.SZ,一带一路;长三角一体化;人民币贬值受益;宠物经济;智能物流;智能家居;长安汽车概念;机器人概念;3D打印;小米概念;无人机,33,11
605333,605333.SH,人形机器人;华为汽车;新能源汽车;无人机;特斯拉概念;沪股通,17,6
600796,600796.SH,生态农业;生物质能发电;医疗废物处理;乡村振兴;土壤修复;污水处理;合成生物;净水概念;国企改革;固废处理;绿色电力;地下管网;沪股通,17,13
300598,300598.SZ,华为欧拉;国产操作系统;信创;鸿蒙概念;AI智能体;百度概念;星闪概念;智慧城市;DeepSeek概念;人工智能;虚拟现实;独角兽概念;华为海思概念股;物联网;华为概念;英伟达概念;AI手机;智能穿戴;机器视觉;智能座舱;工业互联网;无人驾驶;智能家居;小米概念;机器人概念;汽车电子;水利;长安汽车概念;比亚迪概念;华为汽车;深股通;融资融券,33,32
300552,300552.SZ,ETC;智能座舱;车联网(车路协同);无人驾驶;星闪概念;机器视觉;数据要素;智慧城市;汽车电子;传感器;数字孪生;华为概念;京津冀一体化;机器人概念;人形机器人;深股通,33,16
300482,300482.SZ,芬太尼;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;辅助生殖;医药电商;宠物经济;工业大麻;医疗器械概念;三胎概念;智能医疗;食品安全;粤港澳大湾区;腾讯概念;DeepSeek概念;人工智能;AI应用;深股通;融资融券,33,21
688522,688522.SH,卫星导航;军工;低空经济;毫米波雷达;同花顺新质50;芯片概念;MCU芯片;专精特新;2025三季报预增;2025年报预增;沪股通;融资融券,17,12
600976,600976.SH,流感;创新药;三胎概念;融资融券;沪股通,17,5
688106,688106.SH,可控核聚变;核电;中芯国际概念;第三代半导体;光伏概念;存储芯片;商业航天;芯片概念;氢能源;燃料电池;专精特新;长三角一体化;锂电池概念;固态电池;碳中和;回购增持再贷款概念;冷链物流;天然气;俄乌冲突概念;沪股通;融资融券,17,21
300642,300642.SZ,猴痘概念;基因测序;肝炎概念;流感;辅助生殖;创新药;智能医疗;医疗器械概念;AI应用;DeepSeek概念;上海自贸区;专精特新,33,12
688122,688122.SH,可控核聚变;商业航天;航空发动机;大飞机;量子科技;军工;超导概念;储能;西部大开发;国企改革;沪股通;融资融券,17,12
688475,688475.SH,DeepSeek概念;AI智能体;云计算;物联网;同花顺新质50;跨境电商;智能穿戴;智能家居;机器人概念;养老概念;国企改革;宠物经济;沪股通;融资融券,17,14
002173,002173.SZ,高压氧舱;脑机接口;华为昇腾;智能医疗;人工智能;DeepSeek概念;养老概念;医疗器械概念;医美概念;民营医院;眼科医疗;三胎概念;共同富裕示范区;深股通;融资融券,33,15
603130,603130.SH,共同富裕示范区;沪股通,17,2
002390,002390.SZ,医药电商;民营医院;土地流转;养老概念;流感;农业种植;医美概念;肝炎概念;冷链物流;牙科医疗;乡村振兴;基因测序;医疗器械概念;创投;西部大开发;深股通;融资融券,33,17
920806,920806.BJ,车联网(车路协同);低空经济;融资融券;机器人概念;国企改革;京津冀一体化;毫米波雷达;ETC;智慧城市;数据要素;新型城镇化;百度概念;机器视觉,151,13
605179,605179.SH,乳业;三胎概念;冷链物流;乡村振兴;共同富裕示范区;长三角一体化;2025年报预增;沪股通,17,8
920378,920378.BJ,机器人概念;新能源汽车;特斯拉概念;专精特新;融资融券,151,5
603341,603341.SH,智能音箱;星闪概念;AI眼镜;智能穿戴;无线耳机;智能座舱;小米概念;消费电子概念;虚拟现实;AI PC;无线充电;汽车电子;5G;空间计算;华为概念;机器人概念;物联网;车联网(车路协同);小米汽车;PCB概念;数字经济;创投;回购增持再贷款概念;一带一路;沪股通;融资融券,17,26
688300,688300.SH,存储芯片;先进封装;芯片概念;专精特新;沪股通;融资融券,17,6
000557,000557.SZ,统一大市场;煤炭概念;国企改革;西部大开发;一带一路;无人驾驶;股权转让(并购重组);深股通;融资融券,33,9
601881,601881.SH,证金持股;同花顺中特估100;沪股通;融资融券;国企改革;中字头股票,17,6
688226,688226.SH,共封装光学(CPO);特斯拉概念;专精特新;智能电网;数据中心;HJT电池;光伏概念;华为概念;储能;东数西算(算力);风电;钠离子电池;沪股通;融资融券,17,14
605086,605086.SH,海峡两岸;国企改革;创投;锂电池概念;沪股通;股权转让(并购重组),17,6
603098,603098.SH,光伏概念;光伏建筑一体化;建筑节能;专精特新;储能;土壤修复;装配式建筑;一带一路;绿色电力;腾讯概念;沪股通;融资融券,17,12
688366,688366.SH,眼科医疗;医美概念;沪股通;融资融券,17,4
002778,002778.SZ,污水处理;天然气;储能;净水概念;土壤修复;国企改革;股权转让(并购重组),33,7
