code,股票代码,所属概念,market_code,所属概念数量
301320,301320.SZ,医疗器械概念;智能家居;语音技术;物联网;新型工业化;跨境电商;人工智能;机器人概念;小米概念;汽车电子;养老概念;无人机;鸿蒙概念;PCB概念;融资融券,33,15
301328,301328.SZ,人形机器人;比亚迪概念;新能源汽车;汽车电子;机器人概念;毫米波雷达;智能座舱;无人驾驶;低空经济;铜缆高速连接;数据中心;储能;光伏概念;粤港澳大湾区;海峡两岸;深股通;融资融券,33,17
000731,000731.SZ,化肥;天然气;国企改革;乡村振兴;磷化工;央企国企改革;西部大开发;民爆概念;融资融券;AI智能体,33,10
002730,002730.SZ,物联网;工业互联网;机器人概念;电力物联网;军工;华为概念;数据中心;东数西算(算力);3D打印;新能源汽车;算力租赁;人工智能;鸿蒙概念;卫星导航;深股通,33,15
688371,688371.SH,AI眼镜;小米概念;医疗器械概念;液冷服务器;华为概念;一带一路;共封装光学(CPO);脑机接口;沪股通;融资融券,17,10
605305,605305.SH,2025年报预增;储能;专精特新;风电;京津冀一体化;沪股通;融资融券,17,7
688235,688235.SH,创新药;同花顺出海50;人民币贬值受益;沪股通;融资融券,17,5
600283,600283.SH,PPP概念;生物质能发电;地下管网;新型城镇化;污水处理;净水概念;水利;固废处理;创投;绿色电力;数字孪生;智慧城市;人工智能;数字经济;DeepSeek概念;数据要素;数据确权;AI智能体;沪股通,17,19
601702,601702.SH,特斯拉概念;新能源汽车;比亚迪概念;专精特新;融资融券;沪股通,17,6
600982,600982.SH,生物质能发电;绿色电力;航运概念;抽水蓄能;统一大市场;碳中和;光伏建筑一体化;国企改革;风电;共同富裕示范区;储能;光伏概念;华为数字能源;华为概念;沪股通,17,15
301037,301037.SZ,丙烯酸;融资融券,33,2
301066,301066.SZ,AIGC概念;AI智能体;NFT概念;数字经济;人工智能;跨境电商;创投;共同富裕示范区;融资融券,33,9
300567,300567.SZ,国家大基金持股;中芯国际概念;存储芯片;先进封装;OLED;富士康概念;芯片概念;MiniLED;苹果概念;柔性屏(折叠屏);AI眼镜;小米概念;比亚迪概念;宁德时代概念;机器视觉;MR(混合现实);锂电池概念;华为概念;虚拟现实;深股通;融资融券,33,21
300488,300488.SZ,减速器;人形机器人;工业母机;机器人概念;比亚迪概念;专精特新;航空发动机;军民融合;长三角一体化;共同富裕示范区;深股通,33,11
603325,603325.SH,专精特新;新型工业化;沪股通;融资融券,17,4
600623,600623.SH,丙烯酸;PVDF概念;氟化工概念;煤化工概念;消毒剂;锂电池概念;芯片概念;回购增持再贷款概念;国企改革;新疆振兴;上海国企改革;创投;参股券商;DeepSeek概念;沪股通;超级品牌;融资融券,17,17
002100,002100.SZ,猪肉;预制菜;玉米;新疆振兴;动物疫苗;宠物经济;禽流感;国企改革;西部大开发;回购增持再贷款概念;深股通;融资融券,33,12
300019,300019.SZ,有机硅概念;硅能源;固态电池;锂电池概念;宁德时代概念;光伏概念;可控核聚变;芯片概念;比亚迪概念;核电;特高压;高铁;新能源汽车;军工;无人机;商业航天;西部大开发;小米概念;5G;长安汽车概念;水利;雄安新区;装配式建筑;深股通;融资融券,33,25
600784,600784.SH,国企改革;创投;化债概念(AMC概念);参股银行;海峡两岸;回购增持再贷款概念;绿色电力;3D打印;专精特新;光伏概念;新能源汽车;储能;消费电子概念,17,13
603738,603738.SH,5G;无人机;WiFi 6;数据中心;军工;华为概念;华为海思概念股;卫星导航;人形机器人;机器人概念;共封装光学(CPO);芯片概念;专精特新;汽车电子;无人驾驶;智能穿戴;比亚迪概念;创投;消费电子概念;智能座舱;AI眼镜;光刻机;汽车芯片;MCU芯片;宁德时代概念;融资融券;沪股通,17,27
603273,603273.SH,新型工业化;装配式建筑;机器人概念;氢能源;水泥概念;融资融券,17,6
601567,601567.SH,智能电网;风电;电力物联网;光伏概念;充电桩;储能;高压氧舱;一带一路;参股银行;数据中心;工业互联网;民营医院;三胎概念;养老概念;AI应用;脑机接口;人工智能;智能医疗;沪股通;融资融券,17,20
300419,300419.SZ,网络安全;智慧政务;量子科技;云计算;军工;东数西算(算力);互联网金融;ST板块;数据安全;物联网;DeepSeek概念;信创;人工智能;百度概念;数据要素;数据中心;AI智能体;华为概念;华为欧拉;抖音概念(字节概念);快手概念;AI应用;股权转让(并购重组),33,23
300417,300417.SZ,碳中和;物联网;专精特新;股权转让(并购重组),33,4
002461,002461.SZ,啤酒概念;国企改革;深股通;融资融券,33,4
920892,920892.BJ,AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;国企改革;房屋检测;融资融券;新型城镇化;粤港澳大湾区;数字经济;一带一路;低空经济;乡村振兴,151,14
603313,603313.SH,C2M概念;人民币贬值受益;回购增持再贷款概念;跨境电商;智能家居;独角兽概念;鸿蒙概念;沪股通,17,8
300837,300837.SZ,金属铅;动力电池回收;雅下水电概念;专精特新;固废处理;共同富裕示范区,33,6
600235,600235.SH,共同富裕示范区;烟草;长三角一体化;国企改革;回购增持再贷款概念;创投,17,6
300891,300891.SZ,钛白粉概念;融资融券,33,2
002266,002266.SZ,可控核聚变;核电;金属回收;小金属概念;雅下水电概念;抽水蓄能;金属镍;金属铜;一带一路;金属钴;碳中和;固废处理;黄金概念;汽车拆解概念;绿色电力;金属锌;高端装备;金属铅;水利;动力电池回收;创投;共同富裕示范区;文化传媒概念;深股通;融资融券,33,25
000539,000539.SZ,超超临界发电;绿色电力;国企改革;风电;参股保险;期货概念;储能;光伏概念;创投;粤港澳大湾区;深股通;融资融券,33,12
000637,000637.SZ,碳中和;国企改革;旅游概念;回购增持再贷款概念,33,4
600560,600560.SH,新型工业化;工业互联网;国企改革;央企国企改革,17,4
300821,300821.SZ,有机硅概念;硅能源;燃料电池;融资融券;深股通,33,5
301118,301118.SZ,磷化工;小金属概念;光伏概念;氢能源;净水概念;一带一路;芯片概念;土壤修复;融资融券,33,9
920685,920685.BJ,融资融券;基因测序;合成生物;专精特新,151,4
600992,600992.SH,海工装备;国企改革;国产航母;军工;西部大开发;商业航天,17,6
600191,600191.SH,2025年报预增;粮食概念;代糖概念;西部大开发;参股银行;参股券商;股权转让(并购重组),17,7
300494,300494.SZ,Sora概念(文生视频);AIGC概念;快手概念;虚拟数字人;短剧游戏;多模态AI;云游戏;抖音概念(字节概念);AI智能体;手机游戏;云计算;文化传媒概念;腾讯概念;电子竞技;网络游戏;元宇宙;DeepSeek概念;独角兽概念;人工智能;IP经济(谷子经济);东数西算(算力);虚拟现实;华为概念;创投;智能座舱;AI应用;深股通,33,27
601918,601918.SH,煤炭概念;煤化工概念;超超临界发电;央企国企改革;国企改革;回购增持再贷款概念;风电;沪股通;融资融券,17,9
300886,300886.SZ,烟草;人民币贬值受益;融资融券,33,3
002653,002653.SZ,创新药;仿制药一致性评价;医疗器械概念;深股通;融资融券;西部大开发,33,6
603529,603529.SH,共享单车;两轮车;换电概念;钠离子电池;新能源汽车;鸿蒙概念;融资融券;沪股通,17,8
600956,600956.SH,天然气;绿色电力;碳交易;国企改革;钒电池;抽水蓄能;氢能源;风电;储能;京津冀一体化;光伏概念;DeepSeek概念;AI智能体;融资融券;沪股通,17,15
301039,301039.SZ,氢能源;冷链物流;统一大市场;高端装备;人民币贬值受益;新能源汽车;智能物流;无人驾驶;华为概念;融资融券;深股通,33,11
301505,301505.SZ,空间计算;水利;智慧城市;新型城镇化;低空经济;污水处理;车联网(车路协同);无人机;融资融券,33,9
000929,000929.SZ,ST板块;污水处理;西部大开发;啤酒概念;股权转让(并购重组),33,5
600422,600422.SH,青蒿素;仿制药一致性评价;医药电商;工业大麻;证金持股;乡村振兴;创新药;养老概念;国企改革;西部大开发;央企国企改革;沪股通;融资融券,17,13
301051,301051.SZ,智能穿戴;柔性屏(折叠屏);消费电子概念;储能;深股通;融资融券,33,6
600884,600884.SH,钠离子电池;动力电池回收;氟化工概念;固态电池;石墨电极;锂电池概念;宁德时代概念;石墨烯;超级电容;储能;光伏概念;比亚迪概念;新能源汽车;小金属概念;金属镍;共同富裕示范区;苹果概念;OLED;消费电子概念;MiniLED;参股银行;创投;虚拟现实;沪股通;融资融券,17,25
601996,601996.SH,土地流转;农业种植;乡村振兴;碳中和;创投;西部大开发;融资融券,17,7
600512,600512.SH,PPP概念;参股银行;一带一路;创投;数字孪生;融资融券,17,6
688139,688139.SH,AI应用;智能医疗;AI智能体;DeepSeek概念;人工智能;医疗器械概念;物联网;机器人概念;沪股通;融资融券,17,10
603320,603320.SH,空气能热泵;家用电器,17,2
603201,603201.SH,跨境电商;新能源汽车;专精特新;人民币贬值受益;比亚迪概念,17,5
600018,600018.SH,证金持股;同花顺中特估100;航运概念;免税店;参股银行;自由贸易港;上海国企改革;国企改革;足球概念;体育产业;上海自贸区;长三角一体化;创投;一带一路;沪股通;融资融券;F5G概念,17,17
601006,601006.SH,证金持股;同花顺中特估100;国企改革;高铁;沪股通;融资融券,17,6
600059,600059.SH,白酒概念;超级品牌;乡村振兴;跨境电商;国企改革;融资融券;回购增持再贷款概念;沪股通,17,8
688601,688601.SH,汽车芯片;AI眼镜;芯片概念;消费电子概念;AI手机;汽车电子;小米概念;比亚迪概念;机器人概念;民爆概念;创投;融资融券;沪股通,17,13
002119,002119.SZ,存储芯片;先进封装;芯片概念;专精特新;核电;自由贸易港;深股通;融资融券,33,8
002789,002789.SZ,ST板块;建筑节能;新型城镇化;装配式建筑;充电桩;横琴新区;智能电网;粤港澳大湾区;储能;智慧城市;创投;互联网金融;绿色电力;人工智能;养老概念;国企改革,33,16
002984,002984.SZ,一带一路;新能源汽车;人民币贬值受益;无人机;机器人概念;大飞机;低空经济;工业互联网;飞行汽车(eVTOL);融资融券;深股通,33,11
001289,001289.SZ,绿色电力;抽水蓄能;碳交易;新疆振兴;风电;国企改革;碳中和;乡村振兴;央企国企改革;一带一路;DeepSeek概念;同花顺漂亮100;融资融券;深股通,33,14
002608,002608.SZ,超超临界发电;碳交易;国企改革;参股保险;信托概念;虚拟电厂;储能;工业互联网;深股通;融资融券,33,10
688116,688116.SH,固态电池;钠离子电池;宁德时代概念;锂电池概念;比亚迪概念;石墨烯;高压快充;储能;专精特新;机器人概念;沪股通;融资融券,17,12
603337,603337.SH,机器视觉;人形机器人;人工智能;工业互联网;沪股通,17,5
000401,000401.SZ,水泥概念;固废处理;国企改革;雄安新区;绿色电力;化债概念(AMC概念);京津冀一体化;核电;深股通;融资融券,33,10
600212,600212.SH,换电概念;储能;专精特新;充电桩;新能源汽车;高压快充;无人机;一带一路;机器人概念;宁德时代概念;回购增持再贷款概念;新疆振兴;人工智能;沪股通;融资融券,17,15
688217,688217.SH,医疗器械概念;基因测序;人工智能;数据要素;融资融券,17,5
920299,920299.BJ,商业航天;智能电网;融资融券;数据中心;特高压;阿里巴巴概念,151,6
603816,603816.SH,跨境电商;智能家居;沪股通;融资融券,17,4
600998,600998.SH,医药电商;医美概念;基因测序;流感;创新药;仿制药一致性评价;医疗器械概念;智能医疗;冷链物流;创投;DeepSeek概念;绿色电力;人工智能;AI应用;智能物流;脑机接口;AI智能体;腾讯概念;阿里巴巴概念;机器人概念;沪股通;融资融券,17,22
688566,688566.SH,创新药;肝炎概念;眼科医疗;沪股通;融资融券,17,5
300628,300628.SZ,信创;腾讯概念;工业互联网;人民币贬值受益;云办公;AI应用;海峡两岸;福建自贸区;深股通;融资融券,33,10
688538,688538.SH,上海国企改革;国企改革;大飞机;华为概念;柔性屏(折叠屏);小米概念;OLED;智能座舱;智能穿戴;沪股通;融资融券,17,11
002262,002262.SZ,芬太尼;医药电商;创新药;仿制药一致性评价;阿尔茨海默概念;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券,33,10
601008,601008.SH,中韩自贸区;航运概念;国企改革;中俄贸易概念;一带一路;沪股通;融资融券,17,7
301167,301167.SZ,新型城镇化;装配式建筑;地下管网;乡村振兴;建筑节能;房屋检测;光伏建筑一体化;换电概念;充电桩;智慧城市;国企改革;虚拟电厂;储能;可控核聚变;融资融券,33,15
000717,000717.SZ,特钢概念;国企改革;央企国企改革;乡村振兴;氢能源;核电;DeepSeek概念;机器人概念;人工智能;融资融券;深股通;中字头股票,33,12
920634,920634.BJ,风电;海工装备;储能;融资融券;金属锌;专精特新,151,6
300363,300363.SZ,CRO概念;减肥药;细胞免疫治疗;创新药;流感;人民币贬值受益;新型烟草(电子烟);西部大开发;融资融券;深股通,33,10
603102,603102.SH,NMN概念;宠物经济;三胎概念;维生素,17,4
300497,300497.SZ,有机硅概念;锂电池概念;化肥;人造肉;光刻胶;猴痘概念;合成生物;CRO概念;肝炎概念;创新药;融资融券;深股通,33,12
301006,301006.SZ,专精特新;物联网;融资融券,33,3
601995,601995.SH,期货概念;同花顺中特估100;国企改革;2025年报预增;中字头股票;融资融券;沪股通,17,7
600420,600420.SH,仿制药一致性评价;维生素;流感;毛发医疗;创新药;NMN概念;动物疫苗;肝炎概念;合成生物;芬太尼;幽门螺杆菌概念;重组蛋白;猴痘概念;辅助生殖;三胎概念;医美概念;国企改革;央企国企改革;DeepSeek概念;虚拟数字人;沪股通;医药电商;融资融券,17,23
600503,600503.SH,参股银行;创新药;石墨烯;机器人概念;融资融券,17,5
603887,603887.SH,算力租赁;东数西算(算力);抖音概念(字节概念);数据中心;腾讯概念;阿里巴巴概念;液冷服务器;华为概念;PPP概念;融资融券;沪股通;股权转让(并购重组),17,12
301565,301565.SZ,固态电池;宁德时代概念;福建自贸区;海峡两岸;锂电池概念;消费电子概念;专精特新;可降解塑料;无人机;低空经济;食品安全;合成生物;深股通;融资融券,33,14
601169,601169.SH,证金持股;参股保险;沪股通;融资融券,17,4
600279,600279.SH,统一大市场;航运概念;国企改革;西部大开发;民爆概念;一带一路;智能物流;股权转让(并购重组);沪股通,17,9
600533,600533.SH,物业管理;参股银行;雄安新区;国企改革;长三角一体化;互联网金融;独角兽概念;融资融券,17,8
001395,001395.SZ,专精特新;高端装备;碳纤维;融资融券,33,4
601858,601858.SH,知识产权保护;文化传媒概念;在线教育;数据要素;国资云;DeepSeek概念;数字经济;智能医疗;中字头股票;国企改革;芯片概念;同花顺中特估100;沪股通;融资融券,17,14
603218,603218.SH,风电;海工装备;核电;军工;核污染防治;融资融券;沪股通,17,7
001317,001317.SZ,拼多多概念;统一大市场;智能物流;跨境电商;无人驾驶;低空经济;长安汽车概念;新疆振兴;一带一路;西部大开发;传感器,33,11
688120,688120.SH,存储芯片;芯片概念;专精特新;国企改革;沪股通;融资融券,17,6
002075,002075.SZ,特钢概念;军工;无人机;新能源汽车;华为概念;2025年报预增;深股通;融资融券,33,8
600812,600812.SH,流感;维生素;仿制药一致性评价;生物疫苗;肝炎概念;合成生物;创新药;眼科医疗;证金持股;重组蛋白;雄安新区;国企改革;化肥;数字经济;DeepSeek概念;沪股通;融资融券,17,17
301309,301309.SZ,共同富裕示范区;专精特新;人民币贬值受益;智能家居;3D打印;融资融券,33,6
300386,300386.SZ,数字货币;移动支付;跨境支付(CIPS);车联网(车路协同);网络安全;区块链;人脸识别;华为鲲鹏;国产操作系统;鸿蒙概念;AI智能体;量子科技;物联网;知识产权保护;芯片概念;汽车芯片;MCU芯片;深股通,33,18
688390,688390.SH,光伏概念;光伏建筑一体化;储能;虚拟电厂;回购增持再贷款概念;智能电网;沪股通;融资融券,17,8
600099,600099.SH,乡村振兴;国企改革;农机;央企国企改革;专精特新;两轮车;无人驾驶,17,7
000789,000789.SZ,水泥概念;国企改革;2025年报预增;融资融券,33,4
600816,600816.SH,信托概念;参股银行;融资融券;沪股通,17,4
300958,300958.SZ,新型城镇化;污水处理;土壤修复;净水概念;碳中和;固废处理;乡村振兴;京津冀一体化;生态农业;国企改革;人工智能;无人机;核污染防治;AI智能体;磷化工;融资融券,33,16
600704,600704.SH,国企改革;大豆;参股保险;参股银行;汽车拆解概念;期货概念;一带一路;养老概念;统一大市场;医美概念;共同富裕示范区;辅助生殖;化债概念(AMC概念);小金属概念;跨境电商;DeepSeek概念;脑机接口;储能;机器人概念;小米汽车;沪股通;融资融券,17,22
002388,002388.SZ,钠离子电池;有机硅概念;固态电池;锂电池概念;氟化工概念;无人机;华为概念;比亚迪概念;富士康概念;粤港澳大湾区;充电桩;新能源汽车;消费电子概念;摘帽,33,14
002666,002666.SZ,燃料电池;长安汽车概念;储能;有机硅概念;新能源汽车;创投;小米汽车;比亚迪概念;特斯拉概念;核电;汽车热管理;金属回收;职业教育,33,13
605288,605288.SH,新能源汽车;光伏概念;一带一路;人民币贬值受益;创投;智能家居;医疗器械概念;智能医疗;沪股通,17,9
688087,688087.SH,可降解塑料;固废处理;人民币贬值受益;回购增持再贷款概念;碳中和;沪股通;融资融券,17,7
603444,603444.SH,手机游戏;网络游戏;IP经济(谷子经济);2025三季报预增;2025年报预增;福建自贸区;海峡两岸;沪股通;融资融券,17,9
600117,600117.SH,特钢概念;煤炭概念;西部大开发;雅下水电概念;海工装备;军工;商业航天;沪股通,17,8
920895,920895.BJ,专精特新;农机;融资融券,151,3
600012,600012.SH,PPP概念;国企改革;DeepSeek概念;沪股通;融资融券,17,5
603636,603636.SH,数字水印;Web3.0;电子身份证;智慧政务;数据确权;华为盘古;智谱AI;华为鲲鹏;数字乡村;数据要素;虚拟数字人;网络安全;数据安全;信创;区块链;AI智能体;云计算;华为昇腾;蚂蚁集团概念;数字经济;百度概念;鸿蒙概念;智慧城市;阿里巴巴概念;算力租赁;人脸识别;DeepSeek概念;人工智能;车联网(车路协同);房屋检测;东数西算(算力);军工;海峡两岸;智慧灯杆;华为概念;水利;物联网;智能医疗;乡村振兴;PPP概念;无人驾驶;AI应用;沪股通;融资融券,17,44
603227,603227.SH,天然气;新疆振兴;国企改革;民爆概念;化肥;西部大开发;无人驾驶;人工智能;华为概念;沪股通;融资融券,17,11
301048,301048.SZ,高铁;一带一路;央企国企改革;国企改革;高端装备;深股通;融资融券,33,7
002616,002616.SZ,农业种植;生物质能发电;固废处理;绿色电力;粤港澳大湾区;2025三季报预增,33,6
301555,301555.SZ,PCB概念;比亚迪概念;新能源汽车;MicroLED概念;MiniLED;碳纤维;低空经济;机器人概念;海峡两岸;风电;无人机;2025年报预增;融资融券,33,13
002801,002801.SZ,人形机器人;新能源汽车;机器人概念;无线充电;储能;人民币贬值受益;无人机;数据中心;低空经济;军工;锂电池概念;2025年报预增;冷链物流;深股通,33,14
300172,300172.SZ,土壤修复;生物质能发电;净水概念;超超临界发电;核污染防治;污水处理;固废处理;新型城镇化;PPP概念;一带一路;PM2.5;核电;高端装备;专精特新;物联网;盐湖提锂,33,16
003022,003022.SZ,钠离子电池;固态电池;锂电池概念;POE胶膜;HJT电池;光伏概念;PEEK材料;可降解塑料;环氧丙烷;芯片概念;光刻胶;融资融券;深股通,33,13
603489,603489.SH,共享单车;传感器;无人机;专精特新;两轮车;锂电池概念;融资融券;沪股通,17,8
300961,300961.SZ,新型城镇化;水利;碳中和;海工装备;污水处理;PPP概念;创投;净水概念;机器人概念;鸿蒙概念;股权转让(并购重组);融资融券,33,12
920679,920679.BJ,融资融券;人民币贬值受益,151,2
600581,600581.SH,特钢概念;新疆振兴;央企国企改革;煤炭概念;国企改革;西部大开发;一带一路;沪股通;融资融券,17,9
601882,601882.SH,新型工业化;高端装备;工业母机;共同富裕示范区;融资融券;沪股通,17,6
000065,000065.SZ,央企国企改革;水利;新型城镇化;无人机;超超临界发电;国企改革;一带一路;智能物流;同花顺中特估100;风电;绿色电力;新能源汽车;煤炭概念;人民币贬值受益;深股通;融资融券,33,16
601108,601108.SH,期货概念;蚂蚁集团概念;国企改革;区块链;共同富裕示范区;沪股通;融资融券,17,7
301487,301487.SZ,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;比亚迪概念;机器人概念;消费电子概念;人形机器人;新能源汽车;深股通;融资融券,33,12
600360,600360.SH,新能源汽车;充电桩;第三代半导体;ST板块;汽车电子;芯片概念;小米概念;先进封装;军工;汽车芯片;华为概念;国企改革;股权转让(并购重组),22,13
301559,301559.SZ,物联网;核电;智能物流;一带一路;天然气;人民币贬值受益;医疗器械概念;深股通;融资融券,33,9
603128,603128.SH,自由贸易港;航运概念;统一大市场;国企改革;央企国企改革;一带一路;跨境电商;上海自贸区;比亚迪概念;小米概念;阿里巴巴概念;沪股通;融资融券,17,13
301005,301005.SZ,商业航天;航空发动机;卫星导航;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);PEEK材料;换电概念;机器人概念;人形机器人;华为汽车;专精特新;小米汽车;创投;特斯拉概念;汽车热管理;小米概念;比亚迪概念;智能物流;氢能源;新能源汽车;家用电器;深股通;融资融券,33,26
002214,002214.SZ,芯片概念;智能电网;传感器;机器人概念;无人驾驶;房屋检测;军工;无人机;商业航天;ST板块;安防;卫星导航;军民融合,33,13
600582,600582.SH,煤炭概念;国企改革;央企国企改革;中俄贸易概念;机器人概念;人工智能;沪股通;融资融券;华为概念;F5G概念,17,10
600226,600226.SH,PCB概念;PET铜箔;创投;比亚迪概念;腾讯概念;锂电池概念;合成生物;动物疫苗;沪股通,17,9
300587,300587.SZ,固态电池;机器人概念;专精特新;液冷服务器;高铁;锂电池概念;融资融券;深股通,33,8
920651,920651.BJ,核电;融资融券;物联网;专精特新;人工智能,151,5
000921,000921.SZ,空气能热泵;家用电器;智能家居;DeepSeek概念;深股通;融资融券;汽车热管理;新能源汽车;人形机器人,33,9
300185,300185.SZ,海工装备;核电;风电;军工;核污染防治;超超临界发电;高端装备;国企改革;储能;抽水蓄能;回购增持再贷款概念;京津冀一体化;2025年报预增;深股通;融资融券,33,15
002500,002500.SZ,证金持股;国企改革;互联网金融;创投;深股通;融资融券,33,6
603007,603007.SH,新型城镇化;ST板块;机器人概念;PPP概念;新能源汽车;装配式建筑;储能;传感器;汽车芯片;股权转让(并购重组),22,10
000545,000545.SZ,钛白粉概念;磷化工;锂电池概念;股权转让(并购重组);融资融券,33,5
601618,601618.SH,中字头股票;金属铜;金属铅;小金属概念;金属钴;金属镍;同花顺中特估100;证金持股;央企国企改革;国企改革;装配式建筑;一带一路;PPP概念;碳中和;新型城镇化;光伏概念;沪股通;融资融券;工业互联网;高端装备,17,20
301065,301065.SZ,共同富裕示范区;丙烯酸;融资融券,33,3
920088,920088.BJ,空气能热泵;净水概念;专精特新;新疆振兴;融资融券;西部大开发,151,6
600483,600483.SH,绿色电力;抽水蓄能;国企改革;风电;海峡两岸;核电;福建自贸区;回购增持再贷款概念;沪股通;融资融券,17,10
000025,000025.SZ,深圳国企改革;物业管理;黄金概念;国企改革;粤港澳大湾区;深股通;融资融券,33,7
603035,603035.SH,华为汽车;小米汽车;智能座舱;特斯拉概念;传感器;新能源汽车;比亚迪概念;小米概念;机器视觉;回购增持再贷款概念;沪股通;融资融券,17,12
000553,000553.SZ,草甘膦;国企改革;央企国企改革;人民币贬值受益;深股通;融资融券,33,6
600008,600008.SH,医疗废物处理;PPP概念;固废处理;污水处理;国企改革;地下管网;新型城镇化;雄安新区;绿色电力;净水概念;乡村振兴;垃圾分类;土壤修复;煤化工概念;京津冀一体化;智慧城市;DeepSeek概念;人工智能;机器人概念;沪股通;融资融券,17,21
002453,002453.SZ,光刻胶;深股通;融资融券,33,3
000980,000980.SZ,中俄贸易概念;一带一路;新能源汽车;百度概念;深股通;融资融券,33,6
000423,000423.SZ,超级品牌;预制菜;旅游概念;农业种植;国企改革;央企国企改革;乡村振兴;深股通;融资融券;数字经济;华为概念,33,11
300756,300756.SZ,机器人概念;三胎概念;虚拟现实;旅游概念;IP经济(谷子经济);元宇宙;2025年报预增;深股通,33,8
002294,002294.SZ,减肥药;创新药;仿制药一致性评价;深股通;融资融券;证金持股;参股保险;医疗器械概念,33,8
300154,300154.SZ,比亚迪概念;机器人概念;专精特新;创投;回购增持再贷款概念;芯片概念,33,6
300535,300535.SZ,染料;专精特新;一带一路;新型工业化;高端装备;有机硅概念;充电桩;西部大开发,33,8
301149,301149.SZ,建筑节能;高铁;风电;新能源汽车;专精特新;装配式建筑;智能家居;体育产业;融资融券,33,9
300233,300233.SZ,流感;维生素;肝炎概念;辅助生殖;医药电商;仿制药一致性评价;创新药;合成生物;眼科医疗;医疗器械概念;智能医疗;工业大麻;专精特新;新型烟草(电子烟);转基因;融资融券;深股通,33,17
300387,300387.SZ,生态农业;农业种植;化肥;中俄贸易概念;土地流转;土壤修复;乡村振兴;合成生物;农机;磷化工;机器人概念;无人机;数字乡村;人工智能,33,14
300532,300532.SZ,工业互联网;数字孪生;智能物流;华为概念;机器视觉;机器人概念;新型工业化;区块链;一带一路;5G;华为鲲鹏;储能;比亚迪概念;特斯拉概念;统一大市场;宁德时代概念;股权转让(并购重组);深股通,33,18
920119,920119.BJ,智能物流;高端装备;固态电池;新股与次新股;融资融券,151,5
600983,600983.SH,垃圾分类;一带一路;家用电器;人民币贬值受益;2025年报预增;沪股通,17,6
688365,688365.SH,小红书概念;拼多多概念;智谱AI;AI应用;AIGC概念;ChatGPT概念;ERP概念;云办公;抖音概念(字节概念);AI智能体;财税数字化;云计算;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;跨境电商;沪股通;融资融券,17,19
605500,605500.SH,共同富裕示范区,17,1
000498,000498.SZ,同花顺中特估100;装配式建筑;PPP概念;国企改革;绿色电力;水利;一带一路;高铁;智慧城市;腾讯概念;深股通;融资融券,33,12
600941,600941.SH,同花顺中特估100;超级品牌;国企改革;国资云;移动支付;虚拟数字人;数据要素;DeepSeek概念;ChatGPT概念;元宇宙;人工智能;云计算;AI应用;量子科技;东数西算(算力);6G概念;5G;中国AI 50;多模态AI;卫星导航;中字头股票;融资融券;沪股通,17,23
000862,000862.SZ,智能电网;风电;绿色电力;碳中和;央企国企改革;西部大开发;国企改革;深股通,33,8
688005,688005.SH,钠离子电池;固态电池;金属钴;动力电池回收;锂电池概念;宁德时代概念;小金属概念;低空经济;储能;新能源汽车;沪股通;融资融券,17,12
688485,688485.SH,京津冀一体化;专精特新;融资融券,17,3
002157,002157.SZ,猪肉;土地流转;碳中和;乡村振兴;深股通;融资融券,33,6
300377,300377.SZ,数字货币;Web3.0;华为鲲鹏;华为昇腾;信创;互联网金融;区块链;AI智能体;阿里巴巴概念;腾讯概念;人工智能;DeepSeek概念;华为概念;机器人概念;粤港澳大湾区;AI应用;深股通;股权转让(并购重组);融资融券,33,19
603203,603203.SH,富士康概念;PCB概念;先进封装;共封装光学(CPO);液冷服务器;苹果概念;中芯国际概念;存储芯片;OLED;宁德时代概念;汽车电子;第三代半导体;比亚迪概念;芯片概念;新能源汽车;无线耳机;新型工业化;AI眼镜;专精特新;智能穿戴;高端装备;机器视觉;机器人概念;华为概念;工业互联网;人工智能;沪股通,17,27
002138,002138.SZ,PCB概念;汽车电子;芯片概念;无线充电;5G;消费电子概念;AI眼镜;小米概念;传感器;数据中心;智能穿戴;新能源汽车;无人机;华为概念;6G概念;物联网;储能;光伏概念;燃料电池;回购增持再贷款概念;移动支付;创投;固态电池;深股通;融资融券,33,25
688038,688038.SH,多模态AI;数据要素;ERP概念;AI智能体;人工智能;华为鲲鹏;华为欧拉;数据安全;AI应用;人脸识别;智慧政务;数字孪生;信创;语音技术;智慧城市;DeepSeek概念;数字经济;安防;车联网(车路协同);华为概念;机器视觉;股权转让(并购重组);融资融券,17,23
301263,301263.SZ,眼科医疗;创新药;医药电商;毛发医疗;减肥药;合成生物;医疗器械概念;深股通;融资融券,33,9
001277,001277.SZ,煤炭概念;农机;数据中心;新型工业化;融资融券,33,5
000958,000958.SZ,信托概念;雄安新区;绿色电力;乡村振兴;京津冀一体化;风电;国企改革;核电;央企国企改革;期货概念;深股通;融资融券,33,12
